it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.10453406768889788,0.00012323298142291605,0.00041412630234844984,0.1112263899680016,0.58055170802843,0.7452664375305176,0.09543158459876265,0.2194825964314597,15.0,0.0,0.8426892757415771
19,0.12403040912985966,7.789463779772632e-06,0.00028038855489285195,0.13394663711322344,0.5820558869412967,0.7661789655685425,0.08826860111384165,0.20564505528836025,15.0,0.0,0.8637810945510864
29,0.13838043852432574,1.3256382771942299e-05,0.00018256291423313087,0.1506923381948415,0.5788829365656489,0.7754560112953186,0.08518839135233845,0.1975481833020846,15.0,0.0,0.8803538084030151
39,0.16775359202888684,8.023572445381433e-05,0.00011511431366670877,0.18565939672363882,0.5645663135108494,0.7923578023910522,0.08023644453801569,0.18744359555698575,0.0,0.0,0.929139256477356
49,0.17236053453442374,4.48213831987232e-05,0.00010584743577055634,0.1912998403527445,0.560972816887356,0.7928625345230103,0.07999526027456991,0.18667133294400715,0.0,0.0,0.9347546100616455
59,0.1864021827029882,2.2903139324625954e-05,0.00012710564114968293,0.20868790612600044,0.5493566287415368,0.7937337160110474,0.07865629971603907,0.1855848275479816,0.0,0.0,0.966909646987915
69,0.1915243107190084,2.048350143013522e-05,0.0001380595364025794,0.21515843412486177,0.5440917511781057,0.7927683591842651,0.07858077376814825,0.18580313381694613,0.0,0.0,0.9822171330451965
79,0.1932664942244065,1.1989894119324163e-05,0.00014531387641909533,0.21738161230561648,0.5420645269609633,0.7921276092529297,0.07872157270044443,0.18594738415309361,0.0,0.0,0.9825499057769775
