theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3331206142902374,0.1785685122013092,0.27018091082572937,0.218129962682724
0.0,45.0,0.3331206142902374,0.1785685122013092,0.27018091082572937,0.218129962682724
0.0,90.0,0.3331206142902374,0.1785685122013092,0.27018091082572937,0.218129962682724
15.0,0.0,0.34530121088027954,0.14658266305923462,0.27498361468315125,0.2331325113773346
15.0,45.0,0.34311389923095703,0.16154706478118896,0.268770307302475,0.22656866908073425
15.0,90.0,0.34047937393188477,0.17530450224876404,0.2642744481563568,0.2199416309595108
30.0,0.0,0.33066681027412415,0.05739434435963631,0.342011958360672,0.26992684602737427
30.0,45.0,0.3551062345504761,0.114530548453331,0.2790732979774475,0.25128987431526184
30.0,90.0,0.36322078108787537,0.1638491004705429,0.24475426971912384,0.2281758040189743
45.0,0.0,0.2341867983341217,0.0015078596770763397,0.47712767124176025,0.2871776223182678
45.0,45.0,0.3352687358856201,0.05944960564374924,0.31746089458465576,0.2878207862377167
45.0,90.0,0.4000405967235565,0.14250993728637695,0.20463132858276367,0.25281810760498047
60.0,0.0,0.20610490441322327,0.0066655101254582405,0.5127006769180298,0.2745288610458374
60.0,45.0,0.29698312282562256,0.023436136543750763,0.3591277301311493,0.320453017950058
60.0,90.0,0.41907569766044617,0.11505797505378723,0.14553488790988922,0.3203314542770386
75.0,0.0,0.38814425468444824,0.00836927443742752,0.38853389024734497,0.2149525284767151
75.0,45.0,0.3523305058479309,0.007307285442948341,0.3359270691871643,0.304435133934021
75.0,90.0,0.4128867983818054,0.06330445408821106,0.1647128015756607,0.359095960855484
80.0,0.0,0.5267941355705261,0.005397569388151169,0.29898446798324585,0.16882376372814178
80.0,45.0,0.4412890374660492,0.004140639677643776,0.29041752219200134,0.26415273547172546
80.0,90.0,0.5142029523849487,0.03318154811859131,0.1706678867340088,0.2819475531578064
