theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3696243166923523,0.19755598902702332,0.1659633070230484,0.2668563723564148
0.0,45.0,0.3696243166923523,0.19755598902702332,0.1659633070230484,0.2668563723564148
0.0,90.0,0.3696243166923523,0.19755598902702332,0.1659633070230484,0.2668563723564148
15.0,0.0,0.40200182795524597,0.12490911781787872,0.15923428535461426,0.31385475397109985
15.0,45.0,0.3891192674636841,0.16333195567131042,0.15320676565170288,0.294342041015625
15.0,90.0,0.37129688262939453,0.2009337991476059,0.152418851852417,0.2753504514694214
30.0,0.0,0.3430148661136627,0.008322789333760738,0.2601712942123413,0.3884910047054291
30.0,45.0,0.40264904499053955,0.07689085602760315,0.14913398027420044,0.3713260889053345
30.0,90.0,0.363646924495697,0.2118886262178421,0.11112343519926071,0.3133409917354584
45.0,0.0,0.222063809633255,0.022394485771656036,0.37461039423942566,0.3809312582015991
45.0,45.0,0.35733920335769653,0.015205224975943565,0.18399566411972046,0.44345980882644653
45.0,90.0,0.27388954162597656,0.2308741807937622,0.07398255169391632,0.42125368118286133
60.0,0.0,0.23375952243804932,0.030330482870340347,0.3672627806663513,0.3686472177505493
60.0,45.0,0.36054447293281555,0.004176306072622538,0.1927165389060974,0.44256266951560974
60.0,90.0,0.05452750250697136,0.1670568883419037,0.2999924421310425,0.47842320799827576
75.0,0.0,0.41594362258911133,0.01353863999247551,0.25083574652671814,0.31968197226524353
75.0,45.0,0.5431506633758545,0.0027960329316556454,0.13649794459342957,0.31755530834198
75.0,90.0,0.42552459239959717,0.034675393253564835,0.34807971119880676,0.19172021746635437
80.0,0.0,0.5427302122116089,0.007776816841214895,0.18630880117416382,0.263184130191803
80.0,45.0,0.6582518815994263,0.0016483098734170198,0.10168209671974182,0.23841769993305206
80.0,90.0,0.5973672866821289,0.015603503212332726,0.26416561007499695,0.12286359071731567
