lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.0005966823664493859,0.16363413631916046,-0.8607866764068604,-0.11780931800603867,0.1036031797477317,0.8962719981646737,0.9998751779124054,-1.0172303487239988e-31,1.7293245038562033e-30,3.4013658104872353e-32,6.929493669378522e-31,-1.0517895000001855e-31,9.163052932016403e-31,1.4946807471737578e-22,3.282205743790217e-23,2.248731690759672e-22,6.523552030678236e-23,5.1908449126430085e-23,-6.603675358954618e-23,3.414509098283645e-37,-2.1576778621792236e-36,-5.956229933601814e-38,4.164723263270328e-37,-1.3851092731155843e-37,4.604815168092208e-37,1.2089978642843495e-12,7.818472817152107e-13,-1.0494247761074853,-0.6985882157329754,-1.1472797381675328,0.6253319871486234,-0.9305196184566491,-0.0547354064472267,0.15125816226822655,-0.955822283103941,-0.11708802116130411,0.40361377138642834,-95.62604698379424,30.19970703125
1274.0,0.012037084437906742,0.1304955929517746,-0.8739122152328491,-0.07107852399349213,0.0917222277191355,0.9081525827429685,0.999874810462104,-8.15406980821212e-32,1.7284149020611584e-30,5.83350854186424e-32,6.859907879748507e-31,-7.076835196652877e-32,9.413596934429706e-31,1.5437451447077517e-22,2.6868085471890714e-23,2.046901602052146e-22,5.2663963019931056e-23,5.1167282624545085e-23,-7.067255872217132e-23,2.5519828759973684e-37,-2.1785894683999523e-36,-3.835519423764136e-38,4.321563422169971e-37,-1.2131843277456757e-37,4.722084968393165e-37,1.1986839403979172e-12,7.808764187835964e-13,-1.0695217224758922,-0.7334606032639017,-1.1276839608241576,0.6818426448290715,-0.9285701614790294,-0.04380676138289214,0.11269474568390095,-0.9620581250765837,-0.0943755631535647,0.3668115355095773,-93.98011965577528,31.292009353637695
1276.0,0.021897803992033005,0.09553392976522446,-0.883465051651001,-0.021789096295833588,0.08176441670988473,0.9182671562332044,1.000031572943089,-6.074581316257917e-32,1.7258305716953227e-30,8.273716324917244e-32,6.776645299864177e-31,-3.355684156470961e-32,9.675536975650456e-31,1.5905036314444513e-22,2.0404709221336028e-23,1.8043318873101624e-22,4.1459404508132736e-23,5.034135542280507e-23,-7.567953354612811e-23,1.6459698820238077e-37,-2.1844851268673366e-36,-1.5169219789859145e-38,4.4679385723712934e-37,-1.0288905647251175e-37,4.826348498542354e-37,1.1864576010799913e-12,7.715821695729363e-13,-1.0935138167416047,-0.7674884850542266,-1.102864218475498,0.7385017147329144,-0.925728498059155,-0.0325838070692747,0.07245782665151725,-0.9616399812295089,-0.0741801714145854,0.3228354345109199,-92.29312513300081,32.51508712768555
1278.0,0.028604812920093536,0.058470021933317184,-0.8887515068054199,0.029920853674411774,0.07390527889022676,0.9260846122344888,0.9999898911247156,-3.9817470949654953e-32,1.7203884664533917e-30,1.066653687242217e-31,6.6813404354463386e-31,7.147706655429763e-33,9.954075938827205e-31,1.6322746975552634e-22,1.3251626222644678e-23,1.5093702187634551e-22,3.2148064606278284e-23,4.997352901578911e-23,-8.103113291442612e-23,7.037315936885125e-38,-2.170380445985741e-36,1.0411408387342347e-38,4.590731655349222e-37,-8.376404436698422e-38,4.9244801420082864e-37,1.170801025698772e-12,7.51056034719522e-13,-1.121356883819003,-0.80050755425011,-1.07167894005894,0.7946752585108148,-0.921365228818938,-0.02132450545204475,0.030882333539342968,-0.9524428552211202,-0.05743008057913281,0.26963754847749044,-90.53128387878397,33.89437484741211
1280.0,0.031874027103185654,0.01954144984483719,-0.8892951011657715,0.08386290073394775,0.06860055579078878,0.9314333583188023,1.000033914109591,-1.895525817537676e-32,1.7119348178278502e-30,1.3061670938179117e-31,6.577425738478955e-31,5.199992522284791e-32,1.0256983567761974e-30,1.668342524856351e-22,5.451620740872598e-24,1.1525060515234954e-22,2.5572910013702334e-23,5.0178130920376606e-23,-8.720652145306193e-23,-2.490858791553483e-38,-2.1319769361339567e-36,3.811698368081604e-38,4.688750141511449e-37,-6.301052172338199e-38,5.014491407632835e-37,1.151618682656325e-12,7.172884539706852e-13,-1.1532937243500267,-0.8322612681108357,-1.0339735957660705,0.8498637736038328,-0.9154052632362587,-0.010135749865616016,-0.010896673455049185,-0.9326685465079748,-0.0456126839475961,0.20556477243953047,-88.69624810826184,35.50669479370117
1282.0,0.0311936866492033,-0.021335439756512642,-0.8845125436782837,0.14051568508148193,0.06604550769085396,0.9339985316425298,1.0000440393333838,1.8287274700282684e-33,1.70024520699117e-30,1.545335266692744e-31,6.459492110277963e-31,1.0280155019180348e-31,1.0596424465713438e-30,1.6966625120668535e-22,-2.998236265421357e-24,7.16541417674769e-23,2.3083068415547438e-23,5.0837394376389214e-23,-9.421147122575359e-23,-1.1801520472966124e-37,-2.062728491978403e-36,6.810319083918433e-38,4.753958953125132e-37,-4.1410214913935687e-38,5.086587052630355e-37,1.1287360874298753e-12,6.672746625970107e-13,-1.1899473120962825,-0.862358512705323,-0.9888442924819969,0.9041840082415009,-0.9077362601912683,0.0009763310772627405,-0.051466742558508576,-0.8995613447262102,-0.04110749007504157,0.12760530222915434,273.21287714254817,37.45939636230469
1284.0,0.026146451011300087,-0.063982754945755,-0.8733056783676147,0.19905690848827362,0.06694767781225039,0.9329944175845136,0.999942095396764,2.1613114327828928e-32,1.6835890217422854e-30,1.7827636561423634e-31,6.337140185287756e-31,1.6017480948760468e-31,1.0987236876455933e-30,1.7117554998635317e-22,-1.2158747978370298e-23,1.8066504158367696e-23,2.589756998930483e-23,5.298703577046087e-23,-1.0217358936504288e-22,-2.051781199679285e-37,-1.9529039803946392e-36,9.986135567640667e-38,4.764868216576597e-37,-1.9184294454131604e-38,5.152783327650973e-37,1.100030007297721e-12,5.971296036115781e-13,-1.2308458829021638,-0.8902819931636687,-0.9352021842464046,0.9560063540950435,-0.8974436962548873,0.011520954912068426,-0.08920018735126209,-0.8490154844846832,-0.04604785860703548,0.0321236250872766,275.2621725661967,39.89052200317383
1286.0,0.01562519557774067,-0.10848639160394669,-0.8547118902206421,0.26012498140335083,0.07180644981954909,0.928097414034779,0.9999038638543281,4.0195626410132344e-32,1.6616969452441687e-30,2.0281099181569316e-31,6.205546910148961e-31,2.279767408393243e-31,1.145926699722179e-30,1.7117275859087278e-22,-2.1936866372784545e-23,-4.917617301277522e-23,3.729913692797856e-23,5.639110810118888e-23,-1.1223016669714093e-22,-2.773346454779814e-37,-1.7885653593837972e-36,1.3318838032678475e-37,4.7155957159644945e-37,4.85198693730446e-39,5.2014128143185675e-37,1.065404935041005e-12,5.025874300870929e-13,-1.277407203560299,-0.9155428845718959,-0.871801686935542,1.0052419431843131,-0.8843964748670305,0.021393112868104615,-0.1201951536812591,-0.7751533814666502,-0.06621757332663257,-0.08730300780643535,277.42839437811455,43.1400032043457
1288.0,-0.0009556907461956143,-0.15533843636512756,-0.8267449140548706,0.3239839971065521,0.0818268790476723,0.9182752702610728,1.0001021493087452,5.612750787074118e-32,1.6320588956740926e-30,2.2903992579189708e-31,6.066559129283979e-31,3.113509981977747e-31,1.2051322818029325e-30,1.6877576154718853e-22,-3.223112623369262e-23,-1.3535038975435549e-22,6.172829892696623e-23,6.201880000399645e-23,-1.252832038077556e-22,-3.216532744023353e-37,-1.549255315954089e-36,1.6711321121792634e-37,4.5740217649987905e-37,3.11813854666344e-38,5.23261865564421e-37,1.0219800894663752e-12,3.8054700753263736e-13,-1.330014624994167,-0.9380652387872603,-0.795961280314541,1.0507591905098286,-0.8672735746818442,0.02982607093289701,-0.13896998758357,-0.6693542679519398,-0.10941677073043062,-0.23991593517826731,279.7593412981597,47.77706527709961
1290.0,-0.026302650570869446,-0.2047523558139801,-0.7855969667434692,0.391134113073349,0.09871029888467175,0.9010685384886,0.9997788373732718,6.744882480324164e-32,1.5914521796581217e-30,2.5822565929305457e-31,5.927231638258825e-31,4.206902578167964e-31,1.2837224480293156e-30,1.624393624271608e-22,-4.284446615794352e-23,-2.501549220918893e-22,1.088984031868599e-22,7.183569186160076e-23,-1.433072290058413e-22,-3.1014323749124446e-37,-1.1956829630467643e-36,1.999120069218435e-37,4.2858363685313345e-37,5.937002432708661e-38,5.256001060755666e-37,9.663370434870436e-13,2.297745806369154e-13,-1.3910370536172383,-0.9562630104626124,-0.7029957221605397,1.090341155447053,-0.8443840731588258,0.03578663194854645,-0.13358191446058856,-0.5149930741153271,-0.19272908001469813,-0.442725757081953,282.1143972738872,55.008052825927734
