lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.2951979339122772,0.40899908542633057,-0.5138083696365356,-0.44914987683296204,0.3479929870794246,0.6520378940985812,1.0000308811780059,-2.7577387013327626e-31,1.7829521508195957e-30,-3.9436741962970336e-31,7.039450614708943e-31,-3.9192650499179524e-31,6.986927944289077e-31,9.013981123137953e-23,7.776930616233532e-23,2.857789583634713e-22,2.5101710767955477e-22,6.823270364669951e-23,-3.233461265242256e-24,9.20224688613542e-37,-1.4066474897034609e-36,-1.6937764703376064e-37,1.920761412649098e-37,-3.439570417393229e-37,2.329702684414078e-37,1.311352298077009e-12,4.62911006625191e-13,-1.0617341234549238,-0.2520623268476867,-1.0250225166418028,0.039529376378692124,-0.8930690346907038,-0.13813332224290545,0.37947286884825504,-0.5800589410181941,-0.41939955125511974,0.47747967460768254,-114.40018032323749,21.69219207763672
1274.0,-0.2678164839744568,0.4030241370201111,-0.5433667898178101,-0.43600133061408997,0.3281495712639347,0.6718802482753887,1.0000298195393234,-2.673159243556294e-31,1.791437599943861e-30,-3.722758421708031e-31,7.201339830356861e-31,-3.7914071178772696e-31,7.219737724184107e-31,9.499048809238871e-23,7.625945089093794e-23,2.8981810112272245e-22,2.3911037059270105e-22,6.918956690756681e-23,-6.456883380067471e-24,9.12440906095543e-37,-1.4856534119233033e-36,-1.68031536012487e-37,2.056850413271434e-37,-3.4078746747134784e-37,2.5158241334186752e-37,1.313440955707321e-12,4.93339170225815e-13,-1.0470086207619054,-0.27825537522702926,-1.0461520335196035,0.07297134461381106,-0.8959106759006674,-0.1336865936474531,0.3750826395847074,-0.6107165949373488,-0.3988785993645719,0.4834681070493903,-113.06993981505998,22.16753387451172
1276.0,-0.24090252816677094,0.3952086567878723,-0.5724996328353882,-0.42101603746414185,0.3085187518357267,0.6916077831250533,1.00012653496078,-2.58213857645644e-31,1.8000018304521003e-30,-3.491980057360433e-31,7.353486840867239e-31,-3.6544749085976682e-31,7.453264406810668e-31,9.992392181778431e-23,7.45497664720042e-23,2.9304644511775123e-22,2.2680723551354175e-22,7.00840770952052e-23,-9.566542215507657e-24,8.9969672109561e-37,-1.564876765459742e-36,-1.6601650175322911e-37,2.199484400458155e-37,-3.3696823457299204e-37,2.705058008254586e-37,1.3155594867985563e-12,5.238603511325953e-13,-1.0341878467419123,-0.30552493891957433,-1.0656117967636667,0.1079819643923591,-0.8987827465203764,-0.1289321800889964,0.3686853334760336,-0.6412684392356589,-0.377761750628289,0.48808733051406095,-111.73244543562987,22.672819137573242
1278.0,-0.2140771597623825,0.3854689300060272,-0.6016521453857422,-0.4034697413444519,0.28875353382029134,0.7112612911835123,1.0000148250038037,-2.47922554802308e-31,1.808508155485847e-30,-3.252574579873065e-31,7.492098534466762e-31,-3.5027710421383377e-31,7.6947987510121365e-31,1.0503616241393943e-22,7.264882224026533e-23,2.9521238338013797e-22,2.1394411476111383e-22,7.079829685680179e-23,-1.2855350380768051e-23,8.813508964971109e-37,-1.644820483504702e-36,-1.6310025732821916e-37,2.3518543412966652e-37,-3.3241419466110117e-37,2.8944585179483535e-37,1.3174200794681737e-12,5.546253158765437e-13,-1.023135342044877,-0.3341323274931521,-1.0833605783244076,0.14564659710366967,-0.9016169595726365,-0.12359976336976301,0.3600378963117331,-0.6719204678240456,-0.3557797634811601,0.49092536176080526,-110.3780850771655,23.223939895629883
1280.0,-0.1875048577785492,0.37371885776519775,-0.63047194480896,-0.3835555911064148,0.269040133914221,0.7307939621151487,0.9998340960293697,-2.3682728637757017e-31,1.816848884341834e-30,-3.0008438396946403e-31,7.619877051821591e-31,-3.3375735140530486e-31,7.942400863801932e-31,1.1029353812536775e-22,7.045894904386641e-23,2.9628233824012724e-22,2.005319055646392e-22,7.136384751953868e-23,-1.6327048333569075e-23,8.571060529134924e-37,-1.7249106274256523e-36,-1.591500747961178e-37,2.5118613574429206e-37,-3.2628723266077833e-37,3.0851704117579052e-37,1.3189728315301988e-12,5.85379241603813e-13,-1.0140529508308251,-0.3641026947614426,-1.0992926762199347,0.18545609862551118,-0.9043598880828612,-0.11788382624952003,0.349040398111236,-0.702437568905744,-0.3329547865629904,0.4919347991700354,-108.99606366609794,23.82115364074707
1282.0,-0.16154250502586365,0.35985231399536133,-0.6587646007537842,-0.36155009269714355,0.2494805193001967,0.7504641328753917,0.9999446521755884,-2.2492584452603213e-31,1.8248874546608762e-30,-2.7422111891562185e-31,7.7344124022115305e-31,-3.157105348734012e-31,8.19364940086765e-31,1.156815259879534e-22,6.804402085518412e-23,2.9620076489655026e-22,1.8682387840536367e-22,7.187586887936819e-23,-2.0067868412189044e-23,8.273875633314464e-37,-1.8044905976039805e-36,-1.54145912286842e-37,2.679370433540622e-37,-3.193517857703447e-37,3.274450306327955e-37,1.3200458668012053e-12,6.160001609253197e-13,-1.0069449369847308,-0.39526980214391505,-1.1129890254013302,0.2271286274295284,-0.9069440896562664,-0.11178506640659552,0.33588763056833215,-0.7325540025904792,-0.30971062889798856,0.49103212051475165,-107.60567484495976,24.465770721435547
1284.0,-0.13598375022411346,0.34386634826660156,-0.6865041255950928,-0.33665603399276733,0.23017939602895052,0.7698869943704614,1.0000663903994118,-2.1173873720820883e-31,1.832532232109866e-30,-2.4712387388001e-31,7.839040366703851e-31,-2.9592547106345333e-31,8.452337876467253e-31,1.212235954355543e-22,6.528307460533226e-23,2.946989179298918e-22,1.725459339100736e-22,7.226910538874924e-23,-2.3800776791520376e-23,7.90681210736408e-37,-1.8833476149554818e-36,-1.478827324647185e-37,2.8540029443182657e-37,-3.1124011958744023e-37,3.467325309754703e-37,1.3204553598894198e-12,6.46102991967368e-13,-1.0020835823192926,-0.4277031974047674,-1.1242817877426305,0.2713538537225292,-0.9093248359342102,-0.105067342936224,0.31998708024303435,-0.7621869550068182,-0.2855955639093732,0.4877814373390796,-106.1830299369811,25.168424606323242
1286.0,-0.11152622848749161,0.3258123993873596,-0.7130023241043091,-0.30930987000465393,0.21127304610501246,0.7886068956174582,0.9998799417224706,-1.976602240191701e-31,1.83951472069906e-30,-2.197859047419885e-31,7.92471613063991e-31,-2.7453048597605412e-31,8.71471376204923e-31,1.268258511734453e-22,6.221550106073834e-23,2.914948489235232e-22,1.5803694606988189e-22,7.253007959336168e-23,-2.761320332933066e-23,7.472915134906121e-37,-1.958961305584363e-36,-1.4012289281049258e-37,3.0325812469912394e-37,-3.0225681150174703e-37,3.6526099539306755e-37,1.3199248143167528e-12,6.744327953604879e-13,-0.9997878005360444,-0.46081779376085996,-1.1326161490437503,0.31721220444588855,-0.9113700523823133,-0.09792887585579782,0.30148741328502165,-0.7903236770177746,-0.2611736819992029,0.4817277533539144,-104.74748375681376,25.912946701049805
1288.0,-0.08790428191423416,0.3054753839969635,-0.7385118007659912,-0.27929800748825073,0.19283306724703958,0.8071774962625465,1.0000105635095862,-1.8252189293572638e-31,1.845867929612683e-30,-1.914992545339631e-31,7.99833459853388e-31,-2.5128054817205466e-31,8.983796783623651e-31,1.3257380881199017e-22,5.874211562659287e-23,2.8653686555473844e-22,1.431305564682419e-22,7.279891524644677e-23,-3.1627058610243286e-23,6.966672937313967e-37,-2.0320303173150388e-36,-1.3082487296713812e-37,3.217794490778986e-37,-2.9192546276152453e-37,3.842843876809096e-37,1.3185129042078519e-12,7.013876999667192e-13,-0.9999608113558752,-0.4950029059243981,-1.1380509560033059,0.36518171752450823,-0.9130976307191985,-0.09028831658013863,0.2801913790560113,-0.817258657059396,-0.23617191350212913,0.47279883133815725,-103.27679120277683,26.72661018371582
1290.0,-0.0653202161192894,0.2827090322971344,-0.7625998258590698,-0.2463812679052353,0.1748440278966013,0.8251410686264459,0.9999850965230472,-1.6636139943391394e-31,1.8512402292595707e-30,-1.625031892410835e-31,8.056463886601426e-31,-2.257531114651786e-31,9.259223085540943e-31,1.3846512038483934e-22,5.487215648791431e-23,2.7951422252471507e-22,1.2803188704286933e-22,7.295530850376649e-23,-3.573695332848019e-23,6.3852852448363235e-37,-2.1012207718395882e-36,-1.1977713434745754e-37,3.408124599201063e-37,-2.80562855001283e-37,4.027688810997919e-37,1.3157723291252152e-12,7.26264198708192e-13,-1.0029408386251617,-0.5302116220121146,-1.140043968215368,0.41513964275636717,-0.9143353769895276,-0.08216659862061859,0.25601296231480686,-0.8424678517080831,-0.21093089132585505,0.46049609559882826,-101.76813395194634,27.605239868164062
