lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.24587103724479675,0.3949856162071228,-0.5681766271591187,-0.42784181237220764,0.3105544939112346,0.6893219363864325,0.999876430297667,-2.616552690746928e-31,1.7769665906228976e-30,-3.359576440497753e-31,7.270199982115403e-31,-3.65822088416052e-31,7.306269528659461e-31,9.823824693696625e-23,7.409596498373048e-23,2.911562134594506e-22,2.2745444524602024e-22,6.869731753332035e-23,-1.1180394266824174e-23,8.984796074018603e-37,-1.538039219880076e-36,-1.6794646649917455e-37,2.1905528406308127e-37,-3.2853315492369335e-37,2.7230244054993775e-37,1.2997108232788599e-12,5.198206711967976e-13,-1.0350845908288075,-0.30505612657213543,-1.0658993744595724,0.09965267434444824,-0.8990842256530327,-0.13238860326664414,0.3742577881944795,-0.6406635741608132,-0.3838794301602537,0.49139018228260684,-111.91576989533789,22.563459396362305
1274.0,-0.2192697525024414,0.3857121169567108,-0.5974510908126831,-0.4110950827598572,0.2909839201412414,0.7091459742732349,1.0001298944144763,-2.5175620602098106e-31,1.785660687516815e-30,-3.122702517969413e-31,7.402281354539536e-31,-3.512795848597928e-31,7.5396155453045235e-31,1.0321010446085074e-22,7.225194271626903e-23,2.936515541448415e-22,2.1480882175029957e-22,6.93665609195189e-23,-1.438075142660169e-23,8.81493266196124e-37,-1.6169239578929697e-36,-1.6515268805452643e-37,2.3402366957516383e-37,-3.2380519657895093e-37,2.908825171161431e-37,1.3019343277758109e-12,5.504289045743798e-13,-1.0238155166777965,-0.33328869189812654,-1.084230597273701,0.1365894068367957,-0.9020647999884381,-0.12718004782082978,0.36603025789972965,-0.6714096590502323,-0.36196802558947266,0.4948235942965419,-110.57264563635914,23.096298217773438
1276.0,-0.19251488149166107,0.37424737215042114,-0.6268488168716431,-0.3915555477142334,0.2710449031033469,0.7290318064218227,1.0000767095251697,-2.4072780354748383e-31,1.7944220202293496e-30,-2.8741012580252257e-31,7.522347983725177e-31,-3.3481725535127364e-31,7.782328637137108e-31,1.0841631311028138e-22,7.012777495941392e-23,2.949625922278416e-22,2.0149342944740963e-22,6.985073340464732e-23,-1.7854238178366555e-23,8.583625397394482e-37,-1.6968029212487503e-36,-1.6117201374193257e-37,2.5001577025918514e-37,-3.1759599099818975e-37,3.096140210505942e-37,1.3041091066657143e-12,5.813596860668095e-13,-1.0144430456799713,-0.36326203236695037,-1.1008672461884381,0.17650622316588074,-0.905069943209017,-0.12141820431834946,0.3553090358277036,-0.7023715295422008,-0.338998470073387,0.49625373774392373,-109.19269898835826,23.677244186401367
1278.0,-0.16647334396839142,0.3608036935329437,-0.655420184135437,-0.36992669105529785,0.25148174783156707,0.7486195447091174,1.0001012925406845,-2.289882812855437e-31,1.8026266272149526e-30,-2.6175904232543514e-31,7.6299025887154175e-31,-3.1731295610580166e-31,8.027710828750137e-31,1.136778767399383e-22,6.774595887118506e-23,2.950999676333828e-22,1.878135935877691e-22,7.026194510984552e-23,-2.1471632558997617e-23,8.294420934973558e-37,-1.7754977604998725e-36,-1.562109445518849e-37,2.6649438355462497e-37,-3.104003021498156e-37,3.283999874249636e-37,1.3054528159909719e-12,6.116696391661395e-13,-1.0070900472581568,-0.39423341410932616,-1.1151047953451445,0.21794161524862904,-0.907785318973869,-0.11531628171344425,0.3422639899434833,-0.7326478272667297,-0.31548861574151754,0.49570789055007736,-107.80058692801131,24.298860549926758
1280.0,-0.14105844497680664,0.3452374041080475,-0.6833707094192505,-0.34564611315727234,0.2320950127698549,0.7679109071707861,1.000005919940641,-2.1603861067251316e-31,1.8106998665650524e-30,-2.352588326609258e-31,7.722913404702466e-31,-2.980224971381275e-31,8.277551374368147e-31,1.1910532265259441e-22,6.507782155921888e-23,2.9387415368748027e-22,1.73762079870289e-22,7.049262102000225e-23,-2.5197558790515698e-23,7.94189937705441e-37,-1.853199288795461e-36,-1.4996949146876665e-37,2.838441765388823e-37,-3.0215438575294076e-37,3.4681522612629012e-37,1.306509937553351e-12,6.414151558242519e-13,-1.0021696343058448,-0.4262950898710111,-1.1270037375012807,0.26168701032483377,-0.910426157087854,-0.10862496083920094,0.326694095860554,-0.762323012869755,-0.2914288620787086,0.49287744637620323,-106.39366691209273,24.969179153442383
1282.0,-0.11609308421611786,0.3273202180862427,-0.7106497287750244,-0.31842362880706787,0.2129072169413161,0.78710679823606,1.000014015177376,-2.0207019640638013e-31,1.818092557436702e-30,-2.0795298749398313e-31,7.805660912983294e-31,-2.7681101005649154e-31,8.535367206794471e-31,1.2469119574944968e-22,6.209544688487488e-23,2.9100920986069065e-22,1.591927640031494e-22,7.06990025126962e-23,-2.905092760659384e-23,7.5179171954556925e-37,-1.9295301754160012e-36,-1.4243393781653418e-37,3.0175843542203225e-37,-2.9293521908728333e-37,3.655241418983354e-37,1.3065701826956945e-12,6.703229759284195e-13,-0.9994986461387371,-0.4597904442092215,-1.1361569100205031,0.30797174621055307,-0.9127171071534623,-0.10144308899542061,0.30828921535206394,-0.7912475334746923,-0.26657708950685666,0.4873110198829027,-104.94503707045817,25.70153045654297
1284.0,-0.09229301661252975,0.30731692910194397,-0.7366286516189575,-0.2887059152126312,0.19427274193676058,0.8056495464254338,0.9999222883621944,-1.8708386750981968e-31,1.8248078040612094e-30,-1.8015633450153859e-31,7.8711892642413045e-31,-2.540803075484804e-31,8.798532657866629e-31,1.3034986235901046e-22,5.872182473745501e-23,2.8637562873595025e-22,1.4435262652322306e-22,7.076190378610778e-23,-3.300739450847768e-23,7.024498580182208e-37,-2.0023591872139582e-36,-1.332418492259599e-37,3.2012935003036945e-37,-2.8233423559238753e-37,3.838024696028453e-37,1.3056778644132814e-12,6.973156718693001e-13,-0.9994709455512056,-0.49392007885621464,-1.1422756589588539,0.35592826489612234,-0.9146613601174534,-0.09377337401326967,0.2871587977473163,-0.8185567272813639,-0.24134993741068647,0.4788048664999404,-103.47778243759495,26.48472785949707
1286.0,-0.06965476274490356,0.285092830657959,-0.7611865997314453,-0.25643959641456604,0.17629450388855541,0.8237750356589397,1.0000695395474952,-1.7111535294667932e-31,1.8305773988651753e-30,-1.5169104658102491e-31,7.921307360284181e-31,-2.2920458115717416e-31,9.064007729868728e-31,1.360752044551586e-22,5.498076364451639e-23,2.799232778365976e-22,1.2947184354205925e-22,7.079014437503539e-23,-3.705162331546074e-23,6.466235817522931e-37,-2.071552864058717e-36,-1.2250614460196176e-37,3.388614682023782e-37,-2.7091318208003674e-37,4.018851991132165e-37,1.3035013950144789e-12,7.225269686630241e-13,-1.0020164898330057,-0.5287942889386262,-1.1450541801646787,0.4055725250905539,-0.916126307031159,-0.08563597281849789,0.26351567048487357,-0.844210847426857,-0.21613340091529212,0.4672890134180118,-101.9951882450601,27.330219268798828
1288.0,-0.04850122332572937,0.2606515884399414,-0.784125566482544,-0.22118665277957916,0.1590737480348933,0.8412133433181037,1.000287091352997,-1.5394039268186176e-31,1.8355853838175668e-30,-1.2287904539272477e-31,7.956883539137357e-31,-2.0231208478785276e-31,9.337494227601864e-31,1.418457354586886e-22,5.0746086238441775e-23,2.7110853394449623e-22,1.143785792137518e-22,7.059202308343557e-23,-4.144959749605255e-23,5.827106093945266e-37,-2.135175051359663e-36,-1.097390893868563e-37,3.576888724260441e-37,-2.5810764603641816e-37,4.193649209145352e-37,1.300320560725113e-12,7.445595736594144e-13,-1.0078110265131328,-0.5641701259175108,-1.1442695169588974,0.4571517041432845,-0.9172061428618412,-0.07692100571683379,0.23673258701868113,-0.8674383227230567,-0.19064102238350356,0.45187139448098246,-100.47100030345187,28.245813369750977
1290.0,-0.028674699366092682,0.2335847020149231,-0.8048539161682129,-0.1829785406589508,0.1425568014343873,0.8573681179756559,0.9999249194100432,-1.3605457159642666e-31,1.8388686129869457e-30,-9.335257889518956e-32,7.975012663016386e-31,-1.7274837582668457e-31,9.61896513430496e-31,1.4765514105045252e-22,4.602455541836713e-23,2.5949417829476493e-22,9.937293704507247e-23,7.059489871406341e-23,-4.5666633957422943e-23,5.111403425767981e-37,-2.191645828015464e-36,-9.500729835304546e-38,3.766654213537576e-37,-2.4425924541414526e-37,4.364864386867627e-37,1.2948945509073044e-12,7.626656693636031e-13,-1.016549371603639,-0.6004221738715099,-1.1390780348211265,0.5102895529289418,-0.9174221397725633,-0.06787840921221883,0.2070129832096142,-0.887621467538964,-0.16537350819801797,0.4318425508758288,-98.89647933323589,29.236026763916016
