lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.34436485171318054,0.41682663559913635,-0.4612244665622711,-0.463744580745697,0.38449936156150266,0.6155787438924148,1.0000781054539174,-2.870712963244494e-31,1.7909042638836307e-30,-4.48130428886909e-31,6.742395669543186e-31,-4.139816423519502e-31,6.676089354732001e-31,8.231068303057742e-23,8.088349710966178e-23,2.777200166963672e-22,2.7280465424046585e-22,6.696999729931591e-23,3.958243404078813e-24,9.25639868535225e-37,-1.2775403689214276e-36,-1.6836581521325684e-37,1.6809956082798502e-37,-3.540392271460211e-37,1.9356151411195584e-37,1.3253637194181596e-12,4.077719940886853e-13,-1.09390421852028,-0.20447445497610459,-0.9812785631973904,-0.012400055054081729,-0.8881041002973564,-0.14235780241572257,0.3778984088912033,-0.521564043555797,-0.4512555716776635,0.45938624195972383,-116.81844583171123,20.929203033447266
1274.0,-0.31700053811073303,0.4141461253166199,-0.49010226130485535,-0.4541782736778259,0.36499183955952674,0.6350313630995652,1.0000232026590918,-2.799700000504e-31,1.7986531305569304e-30,-4.28579247639349e-31,6.929227260758907e-31,-4.031438687850805e-31,6.901395112558954e-31,8.699514042093573e-23,7.970633550110722e-23,2.8314086802670334e-22,2.6191406470040623e-22,6.826683130003666e-23,1.2454850766070984e-24,9.265599238459913e-37,-1.3545759825551518e-36,-1.68208345032336e-37,1.802084661313334e-37,-3.5320627823776013e-37,2.119767425741748e-37,1.3265844702162046e-12,4.3713134852127824e-13,-1.0763169081893988,-0.2278943746318334,-1.00421026170643,0.016912066045489144,-0.8905465098826618,-0.13861833734419465,0.37708728605311514,-0.5512793807164013,-0.43256094526668504,0.4676178106637988,-115.52559327291377,21.337844848632812
1276.0,-0.289706289768219,0.4096623659133911,-0.5192598104476929,-0.4426880180835724,0.3453294760840227,0.6546200390606469,0.9999495151446696,-2.7217099810766913e-31,1.806812675038196e-30,-4.076340885460831e-31,7.105547756210229e-31,-3.914087223270976e-31,7.132409436839063e-31,9.176703960454135e-23,7.834426222116422e-23,2.8782917909946494e-22,2.504193298486415e-22,6.933807311128314e-23,-1.7058038678071955e-24,9.227184101534882e-37,-1.4330716736677526e-36,-1.6747477398190576e-37,1.93056117017765e-37,-3.5151807612942766e-37,2.3029414737722076e-37,1.3282779646985412e-12,4.670753712170776e-13,-1.0602868358299538,-0.2527591675149194,-1.0260828762957697,0.048348610897993284,-0.8931842785021644,-0.13454568917548318,0.3743476153974141,-0.5813983527670881,-0.41292871785810814,0.4746156535101781,-114.21005577467568,21.78363037109375
1278.0,-0.2624835968017578,0.40335169434547424,-0.548371434211731,-0.4291965663433075,0.3256561859551417,0.674253436888119,0.9999096228432607,-2.635648372924739e-31,1.8151345617791924e-30,-3.855279501875807e-31,7.274837838203932e-31,-3.7849968382431436e-31,7.368448692232355e-31,9.669174311710531e-23,7.674154692822252e-23,2.9175514323074077e-22,2.3840768281493436e-22,7.036966774841905e-23,-4.792346598579293e-24,9.13983746176314e-37,-1.5127578623441914e-36,-1.6601226460817115e-37,2.0664540807908674e-37,-3.4897433383758677e-37,2.492867265290252e-37,1.3300767032028022e-12,4.9753981568922e-13,-1.045926822348426,-0.27894049369324264,-1.0466023949283614,0.0818406012776632,-0.8958939182808676,-0.1300873994551474,0.3696442874211925,-0.6118077092797171,-0.3925069092152334,0.4803364898522988,-112.87785453697484,22.26866340637207
1280.0,-0.235625222325325,0.39532527327537537,-0.5771481990814209,-0.41369277238845825,0.30620162485243485,0.6938277061475429,1.0000293309999777,-2.5421068890400832e-31,1.8232749408598273e-30,-3.623754738946795e-31,7.432714425972091e-31,-3.644986702262103e-31,7.6069130334393445e-31,1.0172404768363149e-22,7.501961146443279e-23,2.948106413996072e-22,2.260770314645302e-22,7.135042270481955e-23,-8.039501904963334e-24,9.006806964759126e-37,-1.5926960163374047e-36,-1.6402041882800755e-37,2.2115675575341718e-37,-3.4516986020725e-37,2.6837474473538092e-37,1.3315171374127188e-12,5.282540744778519e-13,-1.033220229613053,-0.30619837704541797,-1.0654034951542068,0.11710430917580128,-0.8985056438830235,-0.12527443535637503,0.3631266722141586,-0.6421259015811672,-0.3716245406754432,0.48460858003415,-111.55114788611652,22.792922973632812
1282.0,-0.2087252289056778,0.38509756326675415,-0.6060141324996948,-0.39575865864753723,0.2863983433572493,0.7135365162130736,0.9999348595703228,-2.4384991357072737e-31,1.8314398363089484e-30,-3.3806038931849954e-31,7.580215152343438e-31,-3.4902493645574644e-31,7.853639233962017e-31,1.0691398692086406e-22,7.304069559825198e-23,2.968797961226716e-22,2.1307695018550943e-22,7.211032905403242e-23,-1.1374460316101365e-23,8.814166060021268e-37,-1.6740060146018648e-36,-1.6107117615993546e-37,2.3635234818859107e-37,-3.4068757021901412e-37,2.8769025379525856e-37,1.3328639696909332e-12,5.594820339329677e-13,-1.022288683012691,-0.3351768014075237,-1.0826148401470321,0.15494480082111975,-0.9011212833365636,-0.11998119878249494,0.35425208257120844,-0.6728034312845798,-0.3497086381340948,0.4872485226637513,-110.18408154946539,23.361495971679688
1284.0,-0.18242612481117249,0.37314173579216003,-0.6342998743057251,-0.3755813241004944,0.26702682811709744,0.7329859966131329,1.0000128247302302,-2.3263403342409172e-31,1.839393219640508e-30,-3.129418434962055e-31,7.71689265895881e-31,-3.3224319131500556e-31,8.10561631777714e-31,1.1224398581861278e-22,7.081550386273626e-23,2.977400780172276e-22,1.9967207326562862e-22,7.292518536972153e-23,-1.4865340690686872e-23,8.564175866523052e-37,-1.7543249695830495e-36,-1.571293444363473e-37,2.524374118530464e-37,-3.3517312677929445e-37,3.072816104644943e-37,1.3338338494924007e-12,5.90188029853038e-13,-1.0134214088075195,-0.36503164884457845,-1.0977712463430378,0.1946600524462761,-0.9036248664141295,-0.11428437113479702,0.3431332182572417,-0.7028897842174514,-0.327197680842025,0.4878992912111472,-108.81235998757573,23.977699279785156
1286.0,-0.15657825767993927,0.35894668102264404,-0.6621447801589966,-0.3529872000217438,0.24757257908692437,0.7523006774032177,0.999873256490142,-2.204770797181556e-31,1.8470990469276525e-30,-2.865478522425729e-31,7.838717354490623e-31,-3.1393927699960363e-31,8.363339576732561e-31,1.1769031946689785e-22,6.826009194133406e-23,2.973105764290208e-22,1.8571168093641856e-22,7.35078512733223e-23,-1.8603500333531289e-23,8.248321447012153e-37,-1.834207879359544e-36,-1.518499311262267e-37,2.6921404861364414e-37,-3.281536877102405e-37,3.2660177297841243e-37,1.3343858886866045e-12,6.205350184920744e-13,-1.006682801013034,-0.3963079145305322,-1.1107690457350643,0.23651978606607288,-0.9059992364387108,-0.1081436678824239,0.32945103359472094,-0.7326117023500293,-0.30384784845991264,0.4864377863407677,-107.4063138036401,24.64035415649414
1288.0,-0.13131971657276154,0.34269797801971436,-0.6893985271453857,-0.3278708755970001,0.22849167771724843,0.7717645950211703,1.0002562727384188,-2.0716813800072026e-31,1.854415788045476e-30,-2.597356891705383e-31,7.949983004849484e-31,-2.939555246229301e-31,8.628044706238556e-31,1.2333895867051746e-22,6.548904390112815e-23,2.9552060607236637e-22,1.714201539826716e-22,7.407690342573188e-23,-2.224501013802054e-23,7.872115178674917e-37,-1.9130870389595844e-36,-1.4559816859178597e-37,2.8684171293813387e-37,-3.2068257897788435e-37,3.461135738124885e-37,1.3343148957075863e-12,6.504857430010574e-13,-1.0020855737923273,-0.4286130529804693,-1.1214272973157255,0.28063874466342914,-0.9081756828217857,-0.10145786419669338,0.31344904261183987,-0.7617460964232728,-0.28002959413956924,0.4827583773299474,-105.99212524229,25.365360260009766
1290.0,-0.10669707506895065,0.32404476404190063,-0.715686559677124,-0.2998274862766266,0.20951648181442561,0.7905883342521484,1.000104816066574,-1.9279388012318205e-31,1.8610074904171083e-30,-2.3166256352643717e-31,8.046431844011058e-31,-2.7189097839810586e-31,8.900627222429477e-31,1.290878769542969e-22,6.227074426117017e-23,2.9188950599105704e-22,1.5658660348904328e-22,7.44543785377659e-23,-2.610088908639227e-23,7.416566440417782e-37,-1.989659912839316e-36,-1.375927320850741e-37,3.0499298026784243e-37,-3.1191101890354555e-37,3.6548955084273586e-37,1.3331972487743714e-12,6.789725185791373e-13,-0.9999744237588848,-0.4622437791183331,-1.1290884656126707,0.32708560792093255,-0.9099908528759499,-0.09427187601659599,0.2943951866705652,-0.789780966916377,-0.2554011254871455,0.47608739628367525,-104.52867155270258,26.146484375
1292.0,-0.0832386240363121,0.30329832434654236,-0.7404912710189819,-0.26942646503448486,0.1911835318233105,0.8087689109551256,0.9999524427784361,-1.7759703548193102e-31,1.866768016526134e-30,-2.027743468707511e-31,8.126362240109895e-31,-2.4808395009859192e-31,9.176523997510447e-31,1.3494263413499261e-22,5.870527476939207e-23,2.8652186377081627e-22,1.416618675450275e-22,7.477607175847777e-23,-3.01763801962514e-23,6.895538432273762e-37,-2.062630922582387e-36,-1.2815941085680498e-37,3.2367061450234843e-37,-3.0140471177064874e-37,3.847046807493051e-37,1.3309587729396746e-12,7.056820713705337e-13,-1.000467095056213,-0.4965591351145407,-1.133637136027342,0.3749488506012359,-0.9113946058328368,-0.08670653167250088,0.2728666066299658,-0.816213419884463,-0.23070040784658546,0.4666090598296036,-103.050648783303,26.982961654663086
