lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.10575366020202637,0.3125491440296173,-0.7311577796936035,-0.3161120116710663,0.19853500375715682,0.8015232564849671,1.000058260242124,-1.9843937322360534e-31,1.7622382001524708e-30,-1.4721118324773506e-31,7.478023562780692e-31,-2.607238026202547e-31,8.267075162498849e-31,1.2390280259780592e-22,5.850362988053759e-23,2.854287686982245e-22,1.478229553095591e-22,6.446901588408358e-23,-3.707812299459859e-23,7.1746821436522245e-37,-1.915876947702983e-36,-1.397291477417088e-37,3.1507441016568767e-37,-2.5360572599880455e-37,3.815413010895232e-37,1.2669923442966937e-12,6.857060538578724e-13,-0.9982539886908162,-0.4905060662162393,-1.1546149638481844,0.32951273945835374,-0.9192780376217193,-0.10351662878951132,0.308124651543597,-0.8227945225889669,-0.25721924013907127,0.4966601489237065,-104.10538946493747,25.824134826660156
1274.0,-0.0826239213347435,0.2914019823074341,-0.7572401762008667,-0.284816712141037,0.1800660766569448,0.8199446043552638,1.0000106810122087,-1.8293124125460171e-31,1.7692227324662034e-30,-1.2046399693671562e-31,7.5060727453382755e-31,-2.373623448891913e-31,8.510536701798715e-31,1.2938246615840422e-22,5.50803739186633e-23,2.801955286803447e-22,1.3318653058650063e-22,6.400997776739345e-23,-4.1117937210034064e-23,6.659012150285219e-37,-1.9851222617439867e-36,-1.2945897007396459e-37,3.3341984912125412e-37,-2.4177497740617873e-37,3.9791906387715235e-37,1.266562187137347e-12,7.115357243280795e-13,-1.0001583922056354,-0.5251210189338382,-1.1595416674837473,0.37917262437868293,-0.9214726881603995,-0.09527694819545082,0.28508144662656515,-0.8498580770487633,-0.23138732198842324,0.48678866195382925,-102.64061944464783,26.58125114440918
1276.0,-0.06081315129995346,0.26798903942108154,-0.7816241979598999,-0.2506190538406372,0.1623972442031501,0.8375625238867009,0.9999597680898511,-1.662200155669067e-31,1.7749701915043158e-30,-9.353441568623061e-32,7.521801532131981e-31,-2.1222911194471388e-31,8.760779708271468e-31,1.348961054993817e-22,5.119066837010287e-23,2.7263890116235516e-22,1.1829180049638318e-22,6.350976912389611e-23,-4.5185948323756907e-23,6.06614100531959e-37,-2.0488764831277086e-36,-1.1735021448579912e-37,3.5183918115628927e-37,-2.2882246622748964e-37,4.141158223229576e-37,1.2644228852215417e-12,7.340901492961986e-13,-1.0048930170800043,-0.5602861506300099,-1.160638282506771,0.4306591632988384,-0.9230171580520401,-0.08643746645114239,0.2588863514609287,-0.8744045956826326,-0.20518832652495128,0.4729179845125082,-101.14256938982078,27.400909423828125
1278.0,-0.040389250963926315,0.24235635995864868,-0.8041812181472778,-0.21353678405284882,0.14554892576069786,0.8543705148606383,0.9999194406213362,-1.4867052212635934e-31,1.7798613105910763e-30,-6.619535041994021e-32,7.520868557468357e-31,-1.8481197341791682e-31,9.013038511378703e-31,1.4047408977639566e-22,4.692063478742805e-23,2.630475950165958e-22,1.0355963276680106e-22,6.28398917870637e-23,-4.940803987567918e-23,5.408818287044722e-37,-2.1078906914439405e-36,-1.0352293684876258e-37,3.704520463686346e-37,-2.150152148189838e-37,4.296545638155174e-37,1.2612158258758976e-12,7.542817518362775e-13,-1.0127114709923608,-0.5960350909478203,-1.1580433531121697,0.4837873307895144,-0.924112178280946,-0.07719041884377502,0.23011169223666675,-0.8967768342668897,-0.17935286956829347,0.4555669012992979,-99.61672980168096,28.281612396240234
1280.0,-0.02191070467233658,0.2144918590784073,-0.8243401050567627,-0.1739276647567749,0.12982853039067288,0.8700582267737685,0.9998867571644414,-1.301674047501795e-31,1.783166782783057e-30,-3.8854256141478233e-32,7.505256921755815e-31,-1.55439323215788e-31,9.271984575784268e-31,1.4598782395292213e-22,4.2123361189847235e-23,2.506338393621639e-22,8.897628216214809e-23,6.226054662209844e-23,-5.371924951282056e-23,4.678886688317612e-37,-2.1582719960477032e-36,-8.765415225151865e-38,3.886848434000417e-37,-1.9991349410592926e-37,4.444624364511371e-37,1.2559519355868841e-12,7.69533379408761e-13,-1.023641020926213,-0.6318297482154693,-1.1510200046808141,0.5379455885887277,-0.9243817877787012,-0.06747791596122593,0.19843605799551012,-0.915343789040986,-0.15385547912683145,0.4333895337432705,-98.05672770144426,29.23418426513672
1282.0,-0.005303402431309223,0.18425680696964264,-0.841999888420105,-0.13116587698459625,0.1153560294353968,0.884674318498904,1.0000303479343007,-1.107489652033924e-31,1.7851792366780763e-30,-1.1318370599567092e-32,7.477275507861517e-31,-1.2325478971163135e-31,9.538354587775693e-31,1.5142040430389782e-22,3.6788386441015994e-23,2.351761471134238e-22,7.484663663006484e-23,6.177431597353359e-23,-5.827700079278531e-23,3.879406110243595e-37,-2.1998352759185496e-36,-6.965589050209904e-38,4.064430904293007e-37,-1.8406054498628515e-37,4.594311728474825e-37,1.2491100728277597e-12,7.79977415842772e-13,-1.0382234400411459,-0.6679374204046521,-1.139471344690886,0.5935817545511801,-0.9239813096824788,-0.05732196062566186,0.1640163706966706,-0.9300624575858432,-0.12922095484479254,0.4060260775232874,-96.45130407833918,30.27918815612793
1284.0,0.008802824653685093,0.15200985968112946,-0.8564891815185547,-0.0860700011253357,0.10236161077747868,0.8976305138970013,0.9999921246744801,-9.077094973840929e-32,1.7849140378424517e-30,1.5909082398251473e-32,7.431210876647336e-31,-8.868076358729856e-32,9.812556046066145e-31,1.5671747493426772e-22,3.0936775583217525e-23,2.161110946970159e-22,6.152333194019194e-23,6.128794536028909e-23,-6.29020141964569e-23,3.0202716852315508e-37,-2.228389885149083e-36,-4.952447522690028e-38,4.234910953605566e-37,-1.672689027705368e-37,4.7280183900570406e-37,1.2394160632186004e-12,7.831179836598092e-13,-1.0560226229817649,-0.7034392273470178,-1.1226883027671934,0.6494653309958076,-0.9224050374262206,-0.04690846702728513,0.1272957682173208,-0.9392022701295909,-0.1060531336723012,0.37252954434019014,-94.80736790934168,31.41526222229004
1286.0,0.020353049039840698,0.11762796342372894,-0.8676121234893799,-0.03815796598792076,0.09111059428026042,0.9090407950064965,1.0001513892867568,-6.999961731563598e-32,1.7826725394438432e-30,4.317157072818162e-32,7.371645152244521e-31,-5.102167444685911e-32,1.0098774082989837e-30,1.6176167907235167e-22,2.44321532402031e-23,1.9297341814836037e-22,4.923364745748375e-23,6.087704456670053e-23,-6.792153841197973e-23,2.1013935750674605e-37,-2.2427419324629204e-36,-2.7018471461616035e-38,4.391835332820061e-37,-1.4922910825682277e-37,4.855960066936984e-37,1.2273523983494717e-12,7.784635834026994e-13,-1.077602098391911,-0.7384901950642522,-1.1005220389704362,0.7059409171267478,-0.919813947443708,-0.0361180322790698,0.08829242914569799,-0.9423134034171171,-0.08473634447935066,0.3321277800857243,-93.10418503135334,32.68121337890625
1288.0,0.02901153638958931,0.08079780638217926,-0.8746378421783447,0.012646797113120556,0.08173703044339259,0.9181948319896218,0.9999318624330145,-4.8907645839729367e-32,1.7777841185231647e-30,7.038558999072158e-32,7.296031608281703e-31,-9.506116786828519e-33,1.0401329624126186e-30,1.6647597276282632e-22,1.724314813151245e-23,1.6468498713728646e-22,3.8549814027594864e-23,6.08173420129063e-23,-7.310329356527848e-23,1.1295644880808877e-37,-2.238385365027236e-36,-1.875688071528496e-39,4.534284191226632e-37,-1.3013008497609946e-37,4.972763827772902e-37,1.21211560675301e-12,7.634989793908267e-13,-1.1033672567105886,-0.7731272599686821,-1.0721152057679881,0.7625485014124406,-0.9158672799646491,-0.02519592345212171,0.04731265361004134,-0.9375644554942474,-0.06624530530082201,0.2830002563322908,-91.31305167130499,34.10980224609375
1290.0,0.03427151218056679,0.04196207970380783,-0.8772423267364502,0.06605015695095062,0.07471122406358505,0.9252107917640386,0.9999220158276236,-2.7576262268557067e-32,1.7700981469448113e-30,9.767830426022787e-32,7.205838451237053e-31,3.6823873482692394e-32,1.0723708548002036e-30,1.7066083382751957e-22,9.399360706097862e-24,1.3067941425248197e-22,3.063788699564385e-23,6.095732148496176e-23,-7.903921684631082e-23,1.429199151996065e-38,-2.2119692136789104e-36,2.547641808415234e-38,4.65260322727295e-37,-1.1012436705156514e-37,5.078401228443625e-37,1.1936091403532284e-12,7.368301719606967e-13,-1.1333335658944252,-0.8065343718606514,-1.0372005765521748,0.818816174259651,-0.9104938606852002,-0.01418453408332333,0.005967759761764034,-0.9236292121512661,-0.052567555438773124,0.22421576769966092,-89.47765914006371,35.749778747558594
