lam_nm,txx_re,txx_im,rxx_re,rxx_im,T,R,P_out_spec,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qxy_re,Qxy_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im,dphi_rad_deg,U_proxy
1272.0,-0.8496319651603699,0.06866024434566498,0.02773602306842804,-0.3605695366859436,0.7561492079482995,0.24386959051512547,1.000018798463425,-5.151953272131984e-31,2.2384774359078702e-30,-5.925885551477347e-31,3.724929025249976e-32,-5.097873208204825e-31,3.593355762074456e-31,-6.4847432488277736e-24,8.998305784021267e-23,3.769630749283943e-23,4.2177173188506356e-22,9.255835356150322e-24,3.5789399971841794e-23,8.955337480166594e-38,-6.396265972938945e-38,-1.611733653787479e-37,6.827109706760415e-38,-1.8437083399128638e-37,-1.391871467009764e-37,2.12566248662353e-12,1.9842105056246854e-15,-1.776738356401057,-0.11026929665758857,-0.412575541327534,-0.2487433301642357,-0.9695644211006027,-0.22314947257022918,0.031933565572098546,-0.02280825031058782,-0.6093695029986975,0.054463062422726395,-131.50286861826444,19.901931762695312
1274.0,-0.8381363749504089,0.09718925505876541,0.013938307762145996,-0.37238362431526184,0.7437051309401975,0.25627151529947856,0.9999766462396761,-4.996002021146949e-31,2.2287315442783844e-30,-6.08254685773429e-31,5.672388431628503e-32,-5.103623868898246e-31,3.7236196043627235e-31,-3.38454827067571e-24,9.091351925307687e-23,5.0855269703169185e-23,4.2157499705507775e-22,1.1691480530768968e-23,3.699203154387219e-23,1.4169334422634153e-37,-8.875759062956084e-38,-1.5598895592165526e-37,6.991018843788853e-38,-1.9534844516174687e-37,-1.3773039583880447e-37,2.088579847075078e-12,4.537022826423483e-15,-1.7470567319365962,-0.09341861707582172,-0.4344821838069392,-0.2514991889973675,-0.9638276754925055,-0.21605495857766077,0.050367485862481125,-0.03155050588742618,-0.6081290856451167,0.07335958935150891,-135.30196019233168,19.600109100341797
1276.0,-0.8255846500396729,0.1246148943901062,-0.0006192773580551147,-0.38365301489830017,0.7311666165636521,0.268850009833902,1.000016626397554,-4.849639933575649e-31,2.2199192247713003e-30,-6.22914818382901e-31,7.668459768026832e-32,-5.107938628551569e-31,3.8579156077596298e-31,-3.6368331426298044e-25,9.176401427470137e-23,6.378385190607922e-23,4.208882438134121e-22,1.4057393260585783e-23,3.816930990187373e-23,1.9297651257461437e-37,-1.160514996213378e-37,-1.5107830029315248e-37,7.083492454558376e-38,-2.0660264643496284e-37,-1.3586837352812216e-37,2.054186095220871e-12,8.15268808048497e-15,-1.7174155083778926,-0.07837378277775041,-0.45681697089946144,-0.25321439796163947,-0.9585120092016685,-0.20939672330262968,0.06838215507377081,-0.04112340687357783,-0.6061868048055796,0.09186507333827872,-136.65505636142035,19.33004379272461
1278.0,-0.8120608925819397,0.15081529319286346,-0.015650883316993713,-0.39425989985466003,0.7185074925091187,0.28143144686005234,0.9999389393691711,-4.712797434108677e-31,2.2113743342582427e-30,-6.3645837876724075e-31,9.766837903804233e-32,-5.110820004249743e-31,3.994345513493006e-31,2.538425732074801e-24,9.273813990678667e-23,7.651301322890568e-23,4.1982833902763937e-22,1.6517108524985198e-23,3.909596810297768e-23,2.434027574159418e-37,-1.45915781609431e-37,-1.4747170735419907e-37,7.09933213163973e-38,-2.1752649316630376e-37,-1.3280538286534246e-37,2.0212135247421148e-12,1.2827322745375063e-14,-1.6877693316405753,-0.06516703328393131,-0.4791532303531713,-0.25396812457590123,-0.953328269583101,-0.20316971908157422,0.08598119263339322,-0.0515442514292195,-0.6037140104084797,0.11002586955383845,-137.02735853497614,19.0894718170166
1280.0,-0.7975878119468689,0.17592300474643707,-0.031389057636260986,-0.40423092246055603,0.7057259233701172,0.2942424903223273,0.9999684136924445,-4.582760795769772e-31,2.203687530704952e-30,-6.491360717881875e-31,1.1881601698975784e-31,-5.111570559167943e-31,4.134801991493037e-31,5.9762581330614404e-24,9.335710825669531e-23,8.892039633199337e-23,4.1827540083776504e-22,1.8873139570266664e-23,4.003916481244307e-23,2.9272563426948547e-37,-1.7785884541889052e-37,-1.4304314033520517e-37,7.279637986024574e-38,-2.2883190738754956e-37,-1.2961496189518686e-37,1.9905272014388924e-12,1.8511826029703593e-14,-1.6582925630905632,-0.053633146540151666,-0.501851481258295,-0.253593631739126,-0.9485300742945416,-0.1972551179565399,0.10308144432254099,-0.06263184540387882,-0.6005410682361286,0.1276679185394109,-136.96959562638986,18.881925582885742
1282.0,-0.78236323595047,0.19983123242855072,-0.047684445977211,-0.4136146008968353,0.6929319114380824,0.3071209503099479,1.0000528617480304,-4.461522004375139e-31,2.1968362448327317e-30,-6.604689083488779e-31,1.4054731212338303e-31,-5.110127453198825e-31,4.277469588916083e-31,8.920967871191337e-24,9.411034922988122e-23,1.011096064488866e-22,4.1640883026791585e-22,2.1265995925483927e-23,4.0759058599711915e-23,3.4114462453425385e-37,-2.122204078632695e-37,-1.3997785615823703e-37,7.276501738218236e-38,-2.3990760067623256e-37,-1.2545562234008962e-37,1.9620816001033105e-12,2.5231955939447303e-14,-1.629157495309351,-0.04380948490594927,-0.5246918148689269,-0.25233985724963753,-0.9441059196091439,-0.19173706482240493,0.11975734540983043,-0.0744990565869074,-0.5969284292240998,0.14494216781658661,-136.63495904457253,18.70136070251465
1284.0,-0.7662036418914795,0.22248327732086182,-0.06450760364532471,-0.4224383234977722,0.6797526413254579,0.32016025055102576,0.9999128918764837,-4.348897121468775e-31,2.1906085323774447e-30,-6.707544387634902e-31,1.6311398264636203e-31,-5.107606393125321e-31,4.424065782769956e-31,1.2401064220814033e-23,9.433518542837684e-23,1.1309161178311053e-22,4.140511838900382e-22,2.39266081193312e-23,4.1401506209926683e-23,3.884222246768315e-37,-2.4904608927919985e-37,-1.3567388738438755e-37,7.437510665638585e-38,-2.5084096839327946e-37,-1.1998994766297795e-37,1.93543272839532e-12,3.296903878760908e-14,-1.6000512734472225,-0.03577876857822458,-0.5476805336084568,-0.2501145573056486,-0.9399631150027705,-0.18660581407879032,0.13592949470947555,-0.0871544080755372,-0.5926241763731663,0.16186603467236754,-136.10445051858815,18.545629501342773
1286.0,-0.7497165203094482,0.2439388632774353,-0.08262285590171814,-0.43117088079452515,0.6669318061114013,0.33388090023927586,1.0008127063506773,-4.239402844844687e-31,2.1871648383108847e-30,-6.784353919809022e-31,1.858345743081271e-31,-5.1045242391350645e-31,4.580192079878827e-31,1.64045623939332e-23,9.574619368585828e-23,1.2499923044442864e-22,4.11477828263728e-22,2.824825289482121e-23,4.0309790680720685e-23,4.357401844670221e-37,-2.8864080762844657e-37,-1.3602973037994565e-37,7.819030416983092e-38,-2.565130426046368e-37,-1.0871380164346108e-37,1.9139810747943084e-12,4.19118926831546e-14,-1.5714364284156628,-0.029543898458926084,-0.57167327920079,-0.24718196863044808,-0.9370259263919074,-0.1816246452236737,0.15201461865992558,-0.10069675431702584,-0.588025050859859,0.1786309584399245,-135.5092458703436,18.412708282470703
1288.0,-0.7317759990692139,0.26475879549980164,-0.10035470128059387,-0.4379191994667053,0.6533958424510131,0.3468950007460965,1.0002908431971096,-4.129158418243312e-31,2.180542695722277e-30,-6.880708566251253e-31,2.088121408372899e-31,-5.095218001327966e-31,4.731378355199125e-31,1.849710005678041e-23,9.623619514797005e-23,1.3639667155640436e-22,4.0838967741894837e-22,2.9103230158016775e-23,4.1639074741959237e-23,4.804776871709424e-37,-3.3017950187183202e-37,-1.3381963300450842e-37,7.415192206907249e-38,-2.706631174726402e-37,-1.076778127545045e-37,1.8875007085146804e-12,5.166023439885663e-14,-1.5426978843034358,-0.024110370568401356,-0.5944800180192074,-0.2421466337129984,-0.9327382619149627,-0.17662685778909124,0.1671018187905056,-0.11483071277459099,-0.5827056792566649,0.19461587680162842,-134.78075527049683,18.31839942932129
1290.0,-0.7134215235710144,0.28404390811920166,-0.11867788434028625,-0.4444810450077057,0.6397608805445536,0.36020846885233504,0.9999693493968886,-4.031101079475749e-31,2.1758208201050258e-30,-6.956096311511537e-31,2.3263359962544163e-31,-5.085760333243466e-31,4.888442959763547e-31,2.2417520638486245e-23,9.621160694801526e-23,1.4773501676155706e-22,4.0493006749268705e-22,3.141752545260663e-23,4.23427327805402e-23,5.2415133258310915e-37,-3.7419502867950533e-37,-1.305502194771898e-37,7.691523158500942e-38,-2.82771956804094e-37,-1.0123580256050972e-37,1.864940645555055e-12,6.245746545363791e-14,-1.5143905002996716,-0.020583331248168118,-0.6175299201528369,-0.23658910387643667,-0.9292754811818473,-0.17216506803817022,0.18172595185151466,-0.12973533317137134,-0.5768736118300591,0.210467040002044,-133.98064486913702,18.24674415588379
