theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3799123167991638,0.1783628910779953,0.20999321341514587,0.23173150420188904
0.0,45.0,0.3799123167991638,0.1783628910779953,0.20999321341514587,0.23173150420188904
0.0,90.0,0.3799123167991638,0.1783628910779953,0.20999321341514587,0.23173150420188904
15.0,0.0,0.38502925634384155,0.179671049118042,0.1964338719844818,0.23886573314666748
15.0,45.0,0.39190971851348877,0.14981965720653534,0.21152007579803467,0.24675050377845764
15.0,90.0,0.3948001265525818,0.11941741406917572,0.23026102781295776,0.25552141666412354
30.0,0.0,0.39245355129241943,0.19014835357666016,0.1510140299797058,0.2663840353488922
30.0,45.0,0.39806729555130005,0.07840564846992493,0.23234347999095917,0.29118359088897705
30.0,90.0,0.33918043971061707,0.012198389507830143,0.3496909737586975,0.29893016815185547
45.0,0.0,0.3292829394340515,0.2395462840795517,0.07094117254018784,0.36022958159446716
45.0,45.0,0.3592277765274048,0.019013073295354843,0.2800111770629883,0.3417479991912842
45.0,90.0,0.21825459599494934,0.02233046293258667,0.4610959589481354,0.2983189821243286
60.0,0.0,0.18616658449172974,0.16223308444023132,0.329729825258255,0.32187047600746155
60.0,45.0,0.32373419404029846,0.0033707241527736187,0.303233802318573,0.36966121196746826
60.0,90.0,0.2175944298505783,0.05967805162072182,0.44689080119132996,0.275836706161499
75.0,0.0,0.5083146095275879,0.011615444906055927,0.32461655139923096,0.1554533988237381
75.0,45.0,0.43271300196647644,0.004142322577536106,0.25068074464797974,0.3124639391899109
75.0,90.0,0.43506497144699097,0.0455637089908123,0.30517566204071045,0.2141956090927124
80.0,0.0,0.6295663118362427,0.0031636531930416822,0.2518003582954407,0.11546968668699265
80.0,45.0,0.5414696931838989,0.0029614767991006374,0.20172634720802307,0.25384238362312317
80.0,90.0,0.5812662839889526,0.027197670191526413,0.2227211445569992,0.16881491243839264
