theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.345203161239624,0.09638633579015732,0.2789558172225952,0.27945467829704285
0.0,45.0,0.345203161239624,0.09638633579015732,0.2789558172225952,0.27945467829704285
0.0,90.0,0.345203161239624,0.09638633579015732,0.2789558172225952,0.27945467829704285
15.0,0.0,0.3773278594017029,0.049667634069919586,0.24975734949111938,0.32324713468551636
15.0,45.0,0.3659297227859497,0.0721815675497055,0.2579492926597595,0.3039393424987793
15.0,90.0,0.3492334485054016,0.09557686001062393,0.2702135145664215,0.28497615456581116
30.0,0.0,0.3208313584327698,0.003459848463535309,0.29267290234565735,0.38303592801094055
30.0,45.0,0.3815053105354309,0.01993461325764656,0.23098811507225037,0.3675719201564789
30.0,90.0,0.3573741316795349,0.09352651238441467,0.24338193237781525,0.305717408657074
45.0,0.0,0.21167296171188354,0.048045046627521515,0.3857671022415161,0.3545148968696594
45.0,45.0,0.33158811926841736,0.0017560223350301385,0.24527356028556824,0.42138224840164185
45.0,90.0,0.3484364151954651,0.09453250467777252,0.19349390268325806,0.36353713274002075
60.0,0.0,0.2399693727493286,0.06410495936870575,0.38109734654426575,0.3148282766342163
60.0,45.0,0.3123457133769989,0.01574643701314926,0.25333458185195923,0.418573260307312
60.0,90.0,0.2103293538093567,0.10932408273220062,0.18567001819610596,0.49467653036117554
75.0,0.0,0.4575115144252777,0.03648925572633743,0.27234983444213867,0.233649343252182
75.0,45.0,0.474568247795105,0.014604981057345867,0.1932930052280426,0.3175337016582489
75.0,90.0,0.28857988119125366,0.026880312711000443,0.3657241463661194,0.3188156485557556
80.0,0.0,0.5936579704284668,0.021012455224990845,0.20548658072948456,0.17984293401241302
80.0,45.0,0.5971079468727112,0.00899742916226387,0.1490587592124939,0.24483582377433777
80.0,90.0,0.47311562299728394,0.009148618206381798,0.3044109344482422,0.21332475543022156
