theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2649831771850586,0.09645476937294006,0.35674071311950684,0.2818213701248169
0.0,45.0,0.2649831771850586,0.09645476937294006,0.35674071311950684,0.2818213701248169
0.0,90.0,0.2649831771850586,0.09645476937294006,0.35674071311950684,0.2818213701248169
15.0,0.0,0.30882522463798523,0.06314948201179504,0.31433483958244324,0.3136904239654541
15.0,45.0,0.289178729057312,0.08004855364561081,0.3317687213420868,0.2990039587020874
15.0,90.0,0.2696259319782257,0.09646016359329224,0.348848819732666,0.28506505489349365
30.0,0.0,0.34730252623558044,0.005231408402323723,0.271857887506485,0.3756081163883209
30.0,45.0,0.3380439877510071,0.03674514591693878,0.2781287431716919,0.34708207845687866
30.0,90.0,0.28413599729537964,0.09512171149253845,0.3248775005340576,0.29586485028266907
45.0,0.0,0.2660757303237915,0.037157874554395676,0.347899854183197,0.3488665223121643
45.0,45.0,0.3447486162185669,0.005203891545534134,0.2522023022174835,0.3978451192378998
45.0,90.0,0.30352187156677246,0.09153228998184204,0.28360170125961304,0.3213440775871277
60.0,0.0,0.2824895977973938,0.058486755937337875,0.3626035749912262,0.29642000794410706
60.0,45.0,0.33327123522758484,0.008120356127619743,0.2536042630672455,0.4050040543079376
60.0,90.0,0.3160367012023926,0.08794866502285004,0.22531722486019135,0.37069737911224365
75.0,0.0,0.4860612750053406,0.03497111052274704,0.2703055739402771,0.20866204798221588
75.0,45.0,0.456583172082901,0.01046796701848507,0.20952138304710388,0.3234274685382843
75.0,90.0,0.3554244339466095,0.06749678403139114,0.1746109426021576,0.4024678170681
80.0,0.0,0.615314245223999,0.020348642021417618,0.2065782994031906,0.1577586978673935
80.0,45.0,0.5680063962936401,0.0069934288039803505,0.1680111140012741,0.256989061832428
80.0,90.0,0.44196781516075134,0.04531814157962799,0.15623962879180908,0.356474369764328
