wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1232.5,0.7827485203742981,0.2596838176250458,0.6226704716682434,9,9,binary
1237.5,0.792462170124054,0.2655890882015228,0.6250482797622681,9,9,binary
1242.5,0.8028805255889893,0.272219717502594,0.6276330351829529,9,9,binary
1247.5,0.8141665458679199,0.2797127366065979,0.630479633808136,9,9,binary
1252.5,0.8265263438224792,0.2882625162601471,0.6336837410926819,9,9,binary
1257.5,0.8402466177940369,0.29805243015289307,0.6374174356460571,9,9,binary
1262.5,0.855975329875946,0.30957719683647156,0.6420297026634216,9,9,binary
1267.5,0.8753884434700012,0.3237232267856598,0.6486935615539551,9,9,binary
1272.5,0.9493458867073059,0.39160287380218506,0.6641937494277954,9,9,binary
1277.5,1.023473858833313,0.46793022751808167,0.671521008014679,9,9,binary
1282.5,1.1034330129623413,0.5528653264045715,0.6782581806182861,9,9,binary
1287.5,1.2006690502166748,0.6591615676879883,0.685219407081604,9,9,binary
1292.5,1.3267649412155151,0.8007453680038452,0.6927328109741211,9,9,binary
1297.5,1.5010404586791992,1.001049518585205,0.7011880874633789,9,9,binary
1302.5,1.75791597366333,1.3025667667388916,0.711002767086029,9,9,binary
1307.5,2.165386915206909,1.790172815322876,0.7226693630218506,9,9,binary
1312.5,2.8862078189849854,2.671130895614624,0.7370114326477051,9,9,binary
1317.5,4.36405611038208,4.567078113555908,0.754083514213562,9,9,binary
1322.5,8.114895820617676,9.22666072845459,0.7715615630149841,9,9,binary
1327.5,21.472871780395508,25.96074676513672,0.7332799434661865,9,9,binary
1332.5,54.82725143432617,68.08309173583984,0.24413534998893738,9,9,binary
1337.5,21.389436721801758,26.37437629699707,0.30028000473976135,9,9,binary
1342.5,8.276766777038574,9.764505386352539,0.4775335192680359,9,9,binary
1347.5,4.615000247955322,5.0766401290893555,0.5555725693702698,9,9,binary
1352.5,3.222921133041382,3.2723779678344727,0.597547709941864,9,9,binary
1357.5,2.58188796043396,2.4272003173828125,0.624631941318512,9,9,binary
1362.5,2.2607460021972656,1.9919332265853882,0.6445736289024353,9,9,binary
1367.5,2.0997493267059326,1.762776255607605,0.6605113744735718,9,9,binary
1372.5,2.033273696899414,1.6550573110580444,0.6743054389953613,9,9,binary
1377.5,2.030214786529541,1.6286511421203613,0.6868706941604614,9,9,binary
1382.5,2.07702374458313,1.6657798290252686,0.698863685131073,9,9,binary
1387.5,2.167971611022949,1.7589620351791382,0.7106592655181885,9,9,binary
1392.5,2.3039140701293945,1.909128189086914,0.7225353717803955,9,9,binary
1397.5,2.492527723312378,2.125570297241211,0.7349054217338562,9,9,binary
1402.5,2.7433483600616455,2.4207990169525146,0.747850775718689,9,9,binary
1407.5,3.0775253772735596,2.8215627670288086,0.7617420554161072,9,9,binary
1412.5,3.5210530757904053,3.3620898723602295,0.7765374779701233,9,9,binary
1417.5,4.124719142913818,4.1078901290893555,0.792503297328949,9,9,binary
1422.5,4.959866046905518,5.1530070304870605,0.8093274831771851,9,9,binary
1427.5,6.151031017303467,6.661893844604492,0.8262269496917725,9,9,binary
1432.5,7.895427703857422,8.898309707641602,0.8408679366111755,9,9,binary
