it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.4048842500771917,0.00010173853661399335,0.1823296235728776,0.41512896603968064,0.0774182817760794,0.24892237782478333,0.1776660955732777,0.340031344975744,45.0,90.0,0.8873000144958496
19,0.41346336528658867,0.030217792838811874,0.20127721950411798,0.41644461513288844,0.06230592737916768,0.2059231549501419,0.17652544015575022,0.3477052379222143,45.0,90.0,0.9305417537689209
29,0.3971899024077824,0.11452721059322357,0.2180262804031372,0.3964259305125592,0.058023706100703704,0.18769626319408417,0.20869939490443185,0.33608695084140416,60.0,90.0,0.9331657886505127
39,0.3831533725772585,0.09925277531147003,0.2531370550394058,0.37621023547354915,0.04076727094971353,0.09069006145000458,0.24753976542325246,0.3285395591741517,60.0,90.0,0.984802782535553
