theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.33049583435058594,0.16501954197883606,0.34538787603378296,0.15909674763679504
0.0,45.0,0.33049583435058594,0.16501954197883606,0.34538787603378296,0.15909674763679504
0.0,90.0,0.33049583435058594,0.16501954197883606,0.34538787603378296,0.15909674763679504
15.0,0.0,0.3411274552345276,0.1576138734817505,0.34137579798698425,0.15988284349441528
15.0,45.0,0.3294452428817749,0.147585928440094,0.35697776079177856,0.16599102318286896
15.0,90.0,0.3162487745285034,0.1355970799922943,0.37570109963417053,0.17245298624038696
30.0,0.0,0.3759710490703583,0.13518722355365753,0.3261100947856903,0.1627316176891327
30.0,45.0,0.31337970495224,0.1029944121837616,0.39937150478363037,0.18425434827804565
30.0,90.0,0.22752058506011963,0.0537615530192852,0.5120024681091309,0.2067154198884964
45.0,0.0,0.4339367151260376,0.09927549958229065,0.29003769159317017,0.1767500936985016
45.0,45.0,0.2682298719882965,0.05623751878738403,0.46536439657211304,0.21016821265220642
45.0,90.0,0.08506970852613449,0.0016406248323619366,0.6858824491500854,0.22740718722343445
60.0,0.0,0.4781772196292877,0.05110153555870056,0.238220676779747,0.23250053822994232
60.0,45.0,0.2413063496351242,0.026883630082011223,0.5068965554237366,0.22491344809532166
60.0,90.0,0.07658036053180695,0.006903696805238724,0.6915544271469116,0.22496148943901062
75.0,0.0,0.4608165919780731,0.019800087437033653,0.23722335696220398,0.28215983510017395
75.0,45.0,0.36122798919677734,0.010677866637706757,0.43393516540527344,0.1941589117050171
75.0,90.0,0.3145480155944824,0.008539142087101936,0.4860359728336334,0.19087693095207214
80.0,0.0,0.5705501437187195,0.010896122083067894,0.2087092101573944,0.20984452962875366
80.0,45.0,0.47983115911483765,0.006171737797558308,0.35473328828811646,0.15926383435726166
80.0,90.0,0.47879499197006226,0.005124054849147797,0.35994401574134827,0.15613695979118347
