theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.1608109176158905,0.6061955690383911,0.033134348690509796,0.1998591423034668
0.0,45.0,0.1608109176158905,0.6061955690383911,0.033134348690509796,0.1998591423034668
0.0,90.0,0.1608109176158905,0.6061955690383911,0.033134348690509796,0.1998591423034668
15.0,0.0,0.18002627789974213,0.5570423603057861,0.04077925905585289,0.22215211391448975
15.0,45.0,0.16676180064678192,0.5878034830093384,0.031211182475090027,0.21422351896762848
15.0,90.0,0.15482580661773682,0.6148685812950134,0.024317875504493713,0.20598764717578888
30.0,0.0,0.22315359115600586,0.3676019310951233,0.12494280934333801,0.2843015491962433
30.0,45.0,0.17662493884563446,0.5234919190406799,0.03944230079650879,0.2604407072067261
30.0,90.0,0.12936510145664215,0.6320949792861938,0.010074255988001823,0.22846564650535583
45.0,0.0,0.21612487733364105,0.1317758560180664,0.3074592053890228,0.34464001655578613
45.0,45.0,0.1785264015197754,0.4034773111343384,0.07812479138374329,0.33987143635749817
45.0,90.0,0.06185053661465645,0.5803169012069702,0.05932663008570671,0.2985057830810547
60.0,0.0,0.2060566395521164,0.033976636826992035,0.3690892457962036,0.3908774256706238
60.0,45.0,0.21403557062149048,0.25085341930389404,0.1319265067577362,0.4031844139099121
60.0,90.0,0.05916484445333481,0.39412909746170044,0.2730795443058014,0.2736264765262604
75.0,0.0,0.3857821822166443,0.02051507867872715,0.28443899750709534,0.30926376581192017
75.0,45.0,0.4045863449573517,0.10105475783348083,0.1425972580909729,0.3517616391181946
75.0,90.0,0.3621375858783722,0.13087496161460876,0.36166509985923767,0.1453222930431366
80.0,0.0,0.5290333032608032,0.0149578507989645,0.2252429872751236,0.23076586425304413
80.0,45.0,0.5359207987785339,0.05594377964735031,0.12127280235290527,0.2868625521659851
80.0,90.0,0.5217911601066589,0.06607353687286377,0.3077043890953064,0.1044309139251709
