theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.33224934339523315,0.1073046326637268,0.2680254578590393,0.29242050647735596
0.0,45.0,0.33224934339523315,0.1073046326637268,0.2680254578590393,0.29242050647735596
0.0,90.0,0.33224934339523315,0.1073046326637268,0.2680254578590393,0.29242050647735596
15.0,0.0,0.3567909002304077,0.07782918214797974,0.2551364302635193,0.3102434277534485
15.0,45.0,0.34711092710494995,0.09214544296264648,0.2563154101371765,0.30442821979522705
15.0,90.0,0.3362962603569031,0.10696420818567276,0.25824296474456787,0.2984966039657593
30.0,0.0,0.3730911314487457,0.017045460641384125,0.2626183032989502,0.34724509716033936
30.0,45.0,0.36966633796691895,0.05366883426904678,0.2361266165971756,0.3405382037162781
30.0,90.0,0.34652194380760193,0.10542809963226318,0.22649818658828735,0.32155174016952515
45.0,0.0,0.3129115402698517,0.013865802437067032,0.3202338218688965,0.3529888391494751
45.0,45.0,0.3610266149044037,0.017358995974063873,0.2299470156431198,0.39166733622550964
45.0,90.0,0.33336371183395386,0.10972863435745239,0.16695870459079742,0.38994890451431274
60.0,0.0,0.3199942409992218,0.03507404401898384,0.31723764538764954,0.3276940584182739
60.0,45.0,0.34462177753448486,0.004188827238976955,0.2264588177204132,0.42473047971725464
60.0,90.0,0.15731754899024963,0.11624160408973694,0.21117717027664185,0.5152636766433716
75.0,0.0,0.5130018591880798,0.022286228835582733,0.214162677526474,0.25054922699928284
75.0,45.0,0.45361706614494324,0.0025890241377055645,0.18159659206867218,0.36219727993011475
75.0,90.0,0.4256633520126343,0.010495442897081375,0.3435513377189636,0.22028987109661102
80.0,0.0,0.6350454092025757,0.01260552741587162,0.15709879994392395,0.1952502429485321
80.0,45.0,0.5587588548660278,0.001736953156068921,0.14505378901958466,0.2944503724575043
80.0,90.0,0.5999225378036499,0.0035666166804730892,0.2570916414260864,0.13941913843154907
