it,L,batch_Rc_mean,batch_Rc_min,batch_co_mean,batch_A_mean
0.0,0.028472527491540976,0.28913851976394656,0.23704376816749573,0.06825546473264694,0.3062038779258728
1.0,0.10634475315632805,0.23550092279911042,0.127205953001976,0.15998481288552285,0.3040024399757385
2.0,0.0925622757346193,0.25044846534729004,0.1383339762687683,0.1187435358762741,0.3198761403560638
3.0,0.08627021309820378,0.24530739188194275,0.15908703207969666,0.1169399306178093,0.2973369747400284
4.0,0.07670299180067512,0.24719733893871307,0.18523149192333221,0.1357123889029026,0.2937229573726654
5.0,0.07516880867532241,0.24523747563362122,0.21449574828147888,0.12561986222863197,0.32148551344871523
6.0,0.055869008864168755,0.2576665341854095,0.24055874347686768,0.15462093353271483,0.310074582695961
7.0,0.05597604739037011,0.2492205321788788,0.23520945012569427,0.10026643723249436,0.24400694370269777
8.0,0.049119978554078604,0.26415803134441374,0.2300134152173996,0.10163549259305,0.27492034435272217
9.0,0.048228215389142154,0.26655447781085967,0.2259794920682907,0.08561639711260796,0.2723121911287308
10.0,0.056201451486751534,0.2572681218385696,0.22284793853759766,0.0798008025973104,0.2610353618860245
11.0,0.04991782233600792,0.25614829659461974,0.24051198363304138,0.14770412743091582,0.2500097334384918
12.0,0.040678865182827026,0.2667991638183594,0.2413802444934845,0.16450410485267639,0.2509796291589737
13.0,0.05465706940555858,0.25872336626052855,0.2212582230567932,0.08673559237504377,0.25974726378917695
14.0,0.036738574471778654,0.2804086297750473,0.21784384548664093,0.09741626679897308,0.26377356350421904
15.0,0.05604167808167636,0.25464094877243043,0.22070881724357605,0.09206323619000614,0.25876776576042176
16.0,0.0435043902058045,0.2683934807777405,0.21775463223457336,0.08237470451276749,0.22576046884059905
17.0,0.02601601219419259,0.28921416103839875,0.21863114833831787,0.06059932559728622,0.24373669624328614
18.0,0.043341993441461654,0.26498561501502993,0.22290247678756714,0.11143416508566588,0.2451740026473999
19.0,0.011910562417727307,0.3013528257608414,0.22429607808589935,0.07774761044420302,0.23546347320079802
20.0,0.028246657490819775,0.2793694406747818,0.22520793974399567,0.10538260797038675,0.2470370799303055
21.0,0.01387318397198645,0.2935569226741791,0.22788655757904053,0.10851507261395454,0.23133152425289155
22.0,0.031953838330931045,0.2734053820371628,0.23104512691497803,0.08236225238069891,0.2526284158229828
23.0,0.019709125765612127,0.28057952523231505,0.25690579414367676,0.10618979036808014,0.2891207426786423
24.0,0.0005067305534266695,0.2850665211677551,0.2339334785938263,0.11099746823310852,0.24984765350818633
25.0,-0.008090194610109205,0.29665273427963257,0.23708558082580566,0.06707806307822466,0.24543994665145874
26.0,-0.008735155379077143,0.29387367963790895,0.24418938159942627,0.0864738879725337,0.26388928592205046
27.0,-0.026080627869460922,0.3166288733482361,0.24444514513015747,0.047345453314483164,0.26986734569072723
28.0,-0.01121640587355903,0.29712626338005066,0.2503746747970581,0.07992017231881618,0.291907274723053
29.0,-0.03048360353651604,0.31477771401405336,0.2532593607902527,0.08910226374864579,0.2517090976238251
30,-0.09715410213281538,0.36725013256072997,0.30852818489074707,0.07858288548886776,0.24616091847419738
31,-0.0769657530230601,0.34192602038383485,0.3108893036842346,0.05358587652444839,0.29620468616485596
32,-0.05283357439021087,0.3263077735900879,0.2694167494773865,0.06002929359674454,0.26886314153671265
33,-0.08216456179761696,0.3656708836555481,0.27700018882751465,0.05334430504590273,0.272943452000618
34,-0.08701058528436748,0.3694366216659546,0.28362414240837097,0.03965186402201652,0.27710487246513366
35,-0.09589180787439555,0.3584436058998108,0.3200291693210602,0.09387788027524949,0.27125156223773955
36,-0.1025842117701372,0.3668822169303894,0.3222729563713074,0.052110308688133954,0.2966261595487595
37,0.0016575737687241805,0.3012137323617935,0.1849641650915146,0.07911311984062194,0.3442923367023468
38,-0.08465667000859804,0.3557240188121796,0.3079182505607605,0.06386716552078724,0.30334335565567017
39,-0.11113764903766023,0.37582284212112427,0.3292649984359741,0.08553400663658976,0.29348682761192324
40,-0.10591049510048668,0.3771094262599945,0.3123137056827545,0.06153037431649864,0.30319440364837646
41,-0.1002216123707907,0.372778856754303,0.308962881565094,0.04710793578997254,0.3278282642364502
42,-0.02207359227648719,0.34666048288345336,0.1585087776184082,0.07463149577379227,0.33122710287570956
43,-0.10372575063614348,0.37643377780914306,0.3119044303894043,0.06724824607372284,0.3081229984760284
44,0.02103715175553699,0.289803808927536,0.15256860852241516,0.07674947679042816,0.3540604770183563
