it,L,R_cross,R_co,T_tot,pb_err_deg
0,0.0372400178375797,0.27219703793525696,0.2608596384525299,0.5605444440152496,88.59715270996094
1,0.03474788919702802,0.27361565828323364,0.2623593509197235,0.5524249239824712,88.6275863647461
2,0.03166688905343704,0.275172621011734,0.26378458738327026,0.5438483676407486,88.61988067626953
3,0.028959541621059418,0.27668604254722595,0.26541614532470703,0.5356043039355427,88.65271759033203
4,0.02691206739226401,0.2778579294681549,0.26693519949913025,0.5279422830790281,88.70512390136719
5,0.0242644459539376,0.2794761061668396,0.2683219015598297,0.5204457794316113,88.6937026977539
6,0.02211369904891061,0.28078436851501465,0.2695849537849426,0.5135564660886303,88.69599914550781
7,0.019885806467481802,0.28222379088401794,0.27053192257881165,0.5070932713570073,88.6500473022461
8,0.018012838194986332,0.28319093585014343,0.27170804142951965,0.5009782928973436,88.69315338134766
9,0.016205193901772132,0.284315288066864,0.27274999022483826,0.495391609845683,88.67742156982422
10,0.014129075877451977,0.2857000529766083,0.2733957767486572,0.49030193930957466,88.60835266113281
11,0.01197562144004536,0.2870098352432251,0.27401334047317505,0.48560242902021855,88.54299926757812
12,0.010911994144099931,0.28777793049812317,0.274521142244339,0.48164176021236926,88.51327514648438
13,0.009780046321321557,0.2884955108165741,0.27513402700424194,0.4779051661025733,88.50770568847656
14,0.008134366769734787,0.28956368565559387,0.2751860022544861,0.47466487321071327,88.40229797363281
15,0.006350520477565576,0.2908700406551361,0.2753196358680725,0.47195204871241003,88.28553009033203
16,0.005136327873944958,0.2915895879268646,0.2755396068096161,0.4694421945605427,88.2216567993164
17,0.003907833169941866,0.29240795969963074,0.27541497349739075,0.4674863206455484,88.12712097167969
18,0.002743265850059986,0.2931124269962311,0.2752872407436371,0.46574763755779713,88.03756713867188
19,0.0015600518081836066,0.29402121901512146,0.2750088572502136,0.46450983616523445,87.91692352294922
20,0.0005621762938608291,0.2945711612701416,0.2746652066707611,0.46340421214699745,87.81829071044922
21,-0.000487806425230778,0.2952777147293091,0.2741795480251312,0.46253088186495006,87.68655395507812
22,-0.0013612031302608733,0.2960605025291443,0.27371370792388916,0.4621361185563728,87.5603256225586
23,-0.0025060978586805525,0.2965913712978363,0.2732923924922943,0.4616682600462809,87.44656372070312
24,-0.0035221719361474904,0.2973249852657318,0.27285128831863403,0.4612846972886473,87.318603515625
25,-0.004415083038579418,0.29786697030067444,0.2719390392303467,0.46145219169557095,87.16177368164062
26,-0.005670385427774132,0.2987668514251709,0.27140170335769653,0.4614862771704793,87.00467681884766
27,-0.005811232637040729,0.29900023341178894,0.2707647979259491,0.4618848426034674,86.9061050415039
28,-0.03587393959193412,0.3198792040348053,0.25370362401008606,0.45146898680832237,82.81050872802734
29,-0.03665416786987835,0.3204489052295685,0.25318053364753723,0.45179633412044495,82.69871520996094
30,-0.0362135385512072,0.3201305866241455,0.25285252928733826,0.4526707887998782,82.68226623535156
31,-0.037331134380023764,0.3208734393119812,0.2522563934326172,0.45310876914300025,82.53565979003906
32,-0.037846941160427756,0.3212672472000122,0.25169020891189575,0.45382365374825895,82.43222045898438
33,-0.03742677068378646,0.3210239112377167,0.25131577253341675,0.4548587125027552,82.4022216796875
34,-0.03842589981141184,0.32156068086624146,0.2508081793785095,0.45560175488935784,82.28732299804688
35,-0.03836876038065222,0.3215937316417694,0.2502886950969696,0.4565850032377057,82.21267700195312
36,-0.03906121593587039,0.3220135569572449,0.24987776577472687,0.45739613339537755,82.1244888305664
37,-0.03852189949118501,0.3216966986656189,0.24961033463478088,0.45832533651264384,82.11164093017578
38,-0.039232616777765766,0.32216691970825195,0.24892769753932953,0.45907036488642916,81.98854064941406
39,-0.03881454437601514,0.3218928873538971,0.24887916445732117,0.4598777486826293,81.99656677246094
40,-0.038936626077122186,0.3220555782318115,0.24836255609989166,0.4608168374397792,81.9095230102539
41,-0.03917580846406889,0.32209569215774536,0.2480366826057434,0.4613949071499519,81.87165832519531
42,-0.039002416731316186,0.3219722807407379,0.24774475395679474,0.4622037473018281,81.84159851074219
43,-0.03897448519454037,0.3219369053840637,0.2473486065864563,0.46295527304755524,81.78630828857422
44,-0.03973827620322952,0.3224445581436157,0.24697811901569366,0.4633980905637145,81.68856048583984
45,-0.039590106346589826,0.3223547339439392,0.24669945240020752,0.46395638276590034,81.67413330078125
46,-0.06096350938055718,0.3381495177745819,0.2345496267080307,0.4538680008845404,78.69010162353516
47,-0.06062126062270602,0.33795052766799927,0.2345065027475357,0.4543722168309614,78.69393157958984
48,-0.06078640181681217,0.33808547258377075,0.23423908650875092,0.4548233838286251,78.6351318359375
49,-0.0610059734014897,0.33804187178611755,0.23401162028312683,0.4553343724110164,78.610107421875
50,-0.06109572112540615,0.33819347620010376,0.23377415537834167,0.45575309003470466,78.5667724609375
