lam_nm,C_ED,C_MD,C_EQ,C_MQ,f_ED,f_MD,f_EQ,f_MQ,C_Qmxx,C_Qmyy,C_Qmzz,C_Qmxy,C_Qmxz,C_Qmyz
1312.5,1.13843204e-12,5.072957523e-13,5.433793815e-13,1.756907308e-12,0.288501739,0.1285590194,0.1377033419,0.4452358997,4.595322236e-14,1.059552876e-14,1.242437861e-14,1.66878981e-12,1.968277018e-15,1.717609155e-14
1314.5,8.022601074e-13,3.235287407e-13,5.323911759e-13,8.415357862e-13,0.3209405262,0.1294262089,0.2129806811,0.3366525838,4.166700286e-14,9.058761819e-15,1.200258236e-14,7.611862444e-13,6.863030994e-16,1.693489172e-14
1316.5,6.588806164e-13,2.537272102e-13,5.258076354e-13,4.833573796e-13,0.3428504151,0.1320276802,0.2736055084,0.2515163963,3.728380391e-14,7.701410237e-15,1.132728948e-14,4.098217957e-13,2.818301086e-16,1.694125013e-14
1318.5,5.868561584e-13,2.210969401e-13,5.161573338e-13,3.155759712e-13,0.3579075591,0.1348409913,0.314790275,0.1924611746,3.37356223e-14,6.664924562e-15,1.070187904e-14,2.474621977e-13,1.337045335e-16,1.687764309e-14
1320.5,5.460196748e-13,2.030752995e-13,5.046166542e-13,2.274421416e-13,0.3686448266,0.1371061557,0.3406916043,0.1535574133,3.096009324e-14,5.894702787e-15,1.016143856e-14,1.636043548e-13,7.022794711e-17,1.675132435e-14
1322.5,5.204045007e-13,1.916977723e-13,4.920587648e-13,1.758456574e-13,0.3771028811,0.1389107552,0.3565625925,0.1274237712,2.866311421e-14,5.276587221e-15,9.687415908e-15,1.156010335e-13,4.126401663e-17,1.657624252e-14
1324.5,5.023484472e-13,1.833764356e-13,4.790357868e-13,1.420869685e-13,0.3843971038,0.1403196748,0.3665582527,0.1087249687,2.670204202e-14,4.764646599e-15,9.261667403e-15,8.496043897e-14,2.639835514e-17,1.637177518e-14
1326.5,4.893565923e-13,1.770840206e-13,4.658993978e-13,1.192843156e-13,0.3909772141,0.1414833644,0.3722358123,0.09530360916,2.500682808e-14,4.337746155e-15,8.873763514e-15,6.489654051e-14,1.895000472e-17,1.615048734e-14
1328.5,4.794913769e-13,1.719489391e-13,4.532149674e-13,1.030241601e-13,0.3970353056,0.1423796191,0.3752775373,0.08530753804,2.352199464e-14,3.972995032e-15,8.52168971e-15,5.106091057e-14,1.478012159e-17,1.593179e-14
1330.5,4.71286252e-13,1.673996337e-13,4.404938306e-13,9.072050681e-14,0.4028431166,0.1430888125,0.3765225631,0.07754550774,2.217749804e-14,3.648471614e-15,8.194661488e-15,4.099188736e-14,1.216964056e-17,1.569581866e-14
1332.5,4.646449838e-13,1.635430306e-13,4.282317183e-13,8.119796653e-14,0.408436845,0.1437592178,0.3764284949,0.07137544238,2.09696321e-14,3.366935875e-15,7.890707328e-15,3.349801019e-14,1.107293062e-17,1.54616081e-14
1334.5,4.590183626e-13,1.600786004e-13,4.164241241e-13,7.366836772e-14,0.4138322454,0.1443203411,0.3754310161,0.06641639749,1.986143196e-14,3.111447095e-15,7.606623426e-15,2.785007796e-14,1.052842079e-17,1.522825886e-14
1336.5,4.540159221e-13,1.568489199e-13,4.051026829e-13,6.762078309e-14,0.4189930057,0.1447495499,0.3738529475,0.0624044968,1.887077031e-14,2.890429958e-15,7.342942236e-15,2.351241285e-14,1.025192519e-17,1.499397581e-14
1338.5,4.496879903e-13,1.53873627e-13,3.939688335e-13,6.247785295e-14,0.4242306298,0.1451626619,0.3716657993,0.05894090898,1.79285056e-14,2.681259866e-15,7.09099643e-15,2.0001995e-14,1.034747603e-17,1.476474857e-14
1340.5,4.457353382e-13,1.510961127e-13,3.834779071e-13,5.819259157e-14,0.4292099195,0.1454942986,0.3692606521,0.05603512983,1.707969279e-14,2.499192247e-15,6.855733723e-15,1.720771454e-14,1.053775647e-17,1.453972051e-14
1342.5,4.423619093e-13,1.485238253e-13,3.732852693e-13,5.452929768e-14,0.434241463,0.1457973705,0.3664328642,0.05352830228,1.627436923e-14,2.327476414e-15,6.630824977e-15,1.495858646e-14,1.106251557e-17,1.432697808e-14
1344.5,4.389681479e-13,1.460362936e-13,3.63590175e-13,5.133204666e-14,0.4390003428,0.1460470043,0.3636168415,0.05133581147,1.553864895e-14,2.173814735e-15,6.420944931e-15,1.308086806e-14,1.11961815e-17,1.41065738e-14
1346.5,4.361491276e-13,1.436785829e-13,3.540207217e-13,4.85152569e-14,0.4439792843,0.1462580351,0.3603764325,0.04938624813,1.484065286e-14,2.032986819e-15,6.217319122e-15,1.151458871e-14,1.216444661e-17,1.389754494e-14
1348.5,4.333743559e-13,1.415450964e-13,3.450480774e-13,4.603178734e-14,0.4486280148,0.1465271185,0.3571928792,0.04765198746,1.419071703e-14,1.901621011e-15,6.026052741e-15,1.020659226e-14,1.232302812e-17,1.369448127e-14
1350.5,4.306496349e-13,1.393345621e-13,3.363455394e-13,4.380880502e-14,0.4532493064,0.1466465742,0.3539963118,0.04610780755,1.359439723e-14,1.786038866e-15,5.844569096e-15,9.082819681e-15,1.291430233e-17,1.348806584e-14
1352.5,4.282692292e-13,1.37315699e-13,3.279736736e-13,4.179363266e-14,0.4578694672,0.1468064051,0.3506418882,0.04468223961,1.30173283e-14,1.674127955e-15,5.669952912e-15,8.126984552e-15,1.361123015e-17,1.329162772e-14
1354.5,4.258774515e-13,1.353578052e-13,3.198544196e-13,3.997615536e-14,0.4623746066,0.1469577966,0.3472655359,0.04340206094,1.248806469e-14,1.576675421e-15,5.503672829e-15,7.298003261e-15,1.397068927e-17,1.309576847e-14
1356.5,4.235929366e-13,1.335137759e-13,3.120898797e-13,3.832118825e-14,0.466759931,0.1471197356,0.343893956,0.04222637734,1.196936868e-14,1.476252558e-15,5.344958083e-15,6.611368632e-15,1.478160631e-17,1.290445869e-14
1358.5,4.21668642e-13,1.31618958e-13,3.046879633e-13,3.68013592e-14,0.4712556072,0.147096952,0.3405183523,0.04112908847,1.149603449e-14,1.389513883e-15,5.191949246e-15,5.978579733e-15,1.500944358e-17,1.273027241e-14
1360.5,4.194865611e-13,1.298946686e-13,2.974994089e-13,3.54136491e-14,0.4754497076,0.1472237443,0.337188411,0.04013813711,1.104453848e-14,1.30704175e-15,5.04761422e-15,5.455148707e-15,1.563663851e-17,1.25436693e-14
1362.5,4.175490852e-13,1.281734163e-13,2.905633985e-13,3.411281158e-14,0.479721626,0.147258279,0.3338279281,0.03919216691,1.061482389e-14,1.231285004e-15,4.907182021e-15,4.97200095e-15,1.584026422e-17,1.237167945e-14
1364.5,4.156005489e-13,1.264995563e-13,2.838611919e-13,3.290762553e-14,0.4838928711,0.1472862191,0.3305058367,0.03831507307,1.021447504e-14,1.162046012e-15,4.774278972e-15,4.544785483e-15,1.648962296e-17,1.21955504e-14
1366.5,4.137614389e-13,1.249242424e-13,2.774376425e-13,3.179996026e-14,0.4879703703,0.1473296521,0.3271966317,0.03750334594,9.835517899e-15,1.098063731e-15,4.645581881e-15,4.176335241e-15,1.670674683e-17,1.202775476e-14
1368.5,4.120186934e-13,1.233702097e-13,2.711394247e-13,3.072784991e-14,0.4921058863,0.1473506114,0.3238428475,0.03670065474,9.455759749e-15,1.031331898e-15,4.520795327e-15,3.83534695e-15,1.679489314e-17,1.186782109e-14
1370.5,4.102942276e-13,1.217889937e-13,2.651542994e-13,2.97555279e-14,0.4961277828,0.147267252,0.3206245806,0.03598038454,9.111625733e-15,9.723628994e-16,4.402638437e-15,3.543780466e-15,1.76249414e-17,1.170749542e-14
1372.5,4.08585801e-13,1.203271722e-13,2.594257083e-13,2.884489435e-14,0.4999926737,0.1472461951,0.3174631942,0.03529793696,8.794060538e-15,9.236287848e-16,4.288759314e-15,3.272830626e-15,1.791877841e-17,1.154769631e-14
