lam_nm,C_ED,C_MD,C_EQ,C_MQ,f_ED,f_MD,f_EQ,f_MQ,C_Qmxx,C_Qmyy,C_Qmzz,C_Qmxy,C_Qmxz,C_Qmyz
1312.5,1.999057308e-12,1.992721995e-13,7.278111733e-13,5.448566319e-13,0.5759316784,0.05741064644,0.2096835888,0.1569740863,3.897519781e-15,1.522803505e-15,1.02375658e-14,4.785347741e-13,5.021160452e-14,4.523641984e-16
1314.5,2.012786709e-12,2.237137001e-13,6.433081844e-13,6.021817337e-13,0.5780563758,0.0642488,0.1847530073,0.1729418169,4.004464365e-15,2.198388462e-15,1.209436583e-14,5.334370112e-13,4.990222807e-14,5.452757593e-16
1316.5,2.035632961e-12,3.120490331e-13,5.332444629e-13,6.773898965e-13,0.5720775667,0.08769569709,0.1498586438,0.1903680924,4.270289092e-15,3.097156829e-15,1.460740365e-14,6.051531586e-13,4.956934752e-14,6.925408703e-16
1318.5,2.078602765e-12,5.277692943e-13,3.96938002e-13,7.825624418e-13,0.5490419351,0.1394049308,0.1048471658,0.2067059683,4.798789278e-15,4.339260023e-15,1.823643653e-14,7.050263545e-13,4.92423121e-14,9.192893489e-16
1320.5,2.157362673e-12,1.003809585e-12,2.486366298e-13,9.374531752e-13,0.4962577921,0.2309061589,0.05719384436,0.2156422046,5.779668394e-15,6.117036615e-15,2.376329418e-14,8.515212738e-13,4.898057897e-14,1.29132325e-15
1322.5,2.313857561e-12,2.076032271e-12,1.42577874e-13,1.186786408e-12,0.4045733088,0.3629900385,0.02492945254,0.2075072001,7.699588149e-15,8.840181457e-15,3.301210188e-14,1.086416225e-12,4.88664058e-14,1.95190577e-15
1324.5,2.657876801e-12,4.719373438e-12,3.055505415e-13,1.642208317e-12,0.2850267247,0.5060985345,0.03276678214,0.1761079587,1.184134193e-14,1.354727624e-14,5.068480488e-14,1.513748239e-12,4.908133887e-14,3.305316141e-15
1326.5,3.536784592e-12,1.236496441e-11,1.774978298e-12,2.621871137e-12,0.1742378717,0.6091536048,0.08744339189,0.1291651315,2.234786757e-14,2.316515748e-14,9.09628403e-14,2.429232215e-12,4.956022209e-14,6.602835194e-15
1328.5,6.254169969e-12,3.970775713e-11,1.026514781e-11,5.113990951e-12,0.1019573084,0.6473274726,0.1673454425,0.08336977649,5.540452597e-14,4.623054681e-14,2.02739947e-13,4.745438128e-12,4.764406583e-14,1.653373646e-14
1330.5,1.011149656e-11,9.233283342e-11,3.586122079e-11,7.120522509e-12,0.06953014912,0.6349125115,0.2465941628,0.0489631766,1.061613362e-13,6.168333072e-14,3.295392435e-13,6.566799502e-12,2.573356191e-14,3.060553442e-14
1332.5,5.335383409e-12,5.036384847e-11,2.629385777e-11,2.279671355e-12,0.0633108889,0.5976290307,0.3120089748,0.02705110558,5.092164854e-14,1.678755873e-14,1.261634157e-13,2.05447507e-12,1.780108643e-14,1.352257565e-14
1334.5,2.99024438e-12,2.362947715e-11,1.547548196e-11,6.119397998e-13,0.07001742918,0.5532909797,0.3623628453,0.0143287458,2.221551541e-14,2.981597051e-15,4.147281843e-14,5.180043754e-13,2.205544426e-14,5.21004928e-15
1336.5,2.198562646e-12,1.370984388e-11,1.076006619e-11,1.994718631e-13,0.08182846439,0.5102676849,0.4004796928,0.007424157906,1.25916807e-14,2.991744674e-16,1.669691069e-14,1.43321783e-13,2.404655159e-14,2.515762654e-15
1338.5,1.848785349e-12,9.195278224e-12,8.373908264e-12,7.863547941e-14,0.09482600326,0.4716347862,0.4295059201,0.004033290415,8.563452145e-15,5.393262497e-17,7.644987355e-15,3.644344378e-14,2.451093085e-14,1.418732663e-15
1340.5,1.6551498e-12,6.759018047e-12,6.970010227e-12,4.161354626e-14,0.1072975599,0.4381634482,0.4518413316,0.00269766034,6.579583304e-15,4.537066699e-16,3.744474866e-15,5.721733378e-15,2.422972469e-14,8.843233565e-16
1342.5,1.527682341e-12,5.270481709e-12,6.040657044e-12,3.270247966e-14,0.1186869862,0.4094683647,0.4693039646,0.002540684439,5.49209312e-15,1.04741125e-15,1.878947958e-15,1.814982083e-16,2.351104615e-14,5.914829724e-16
1344.5,1.43375784e-12,4.285323115e-12,5.373865272e-12,3.39710056e-14,0.1288549029,0.3851312116,0.4829608381,0.003053047389,4.856599766e-15,1.692230037e-15,9.415733252e-16,3.468073394e-15,2.259641348e-14,4.161155982e-16
1346.5,1.358277662e-12,3.58978609e-12,4.86112219e-12,3.868365524e-14,0.1379260406,0.3645241293,0.4936217059,0.003928124236,4.461458447e-15,2.333394541e-15,4.637735519e-16,9.584199732e-15,2.153609244e-14,3.047365221e-16
1348.5,1.294795287e-12,3.080757725e-12,4.448736185e-12,4.418170451e-14,0.1459998348,0.3473831914,0.5016350885,0.004981885266,4.228336921e-15,2.959247476e-15,2.324161424e-16,1.611649358e-14,2.041356473e-14,2.316456618e-16
1350.5,1.239634532e-12,2.697407954e-12,4.103245039e-12,4.93793242e-14,0.1532367841,0.3334386946,0.5072205216,0.006103999722,4.090861797e-15,3.556942482e-15,1.372759139e-16,2.21383778e-14,1.927408268e-14,1.817835274e-16
1352.5,1.190739132e-12,2.400675043e-12,3.800809225e-12,5.388560355e-14,0.1599142762,0.3224066478,0.5104423294,0.007236746538,4.018194462e-15,4.132329443e-15,1.189288106e-16,2.732672252e-14,1.81419161e-14,1.475122184e-16
1354.5,1.147140486e-12,2.175592147e-12,3.533941651e-12,5.744861119e-14,0.1659126549,0.3146591664,0.5111192996,0.008308879096,3.987277719e-15,4.670553099e-15,1.454550006e-16,3.151634604e-14,1.700478526e-14,1.241940676e-16
1356.5,1.108718231e-12,2.009108324e-12,3.294464681e-12,6.007005554e-14,0.1713004237,0.3104135003,0.5090050651,0.009281010875,3.993683523e-15,5.181276915e-15,1.964760361e-16,3.469744791e-14,1.589319517e-14,1.079759782e-16
1358.5,1.074924795e-12,1.895670315e-12,3.073698291e-12,6.192746314e-14,0.1760376539,0.3104490252,0.5033716204,0.01014170049,4.021528955e-15,5.669154449e-15,2.623414361e-16,3.704349466e-14,1.483395696e-14,9.698667831e-17
1360.5,1.045783358e-12,1.836620851e-12,2.869733935e-12,6.301537579e-14,0.1798376182,0.3158335966,0.4934923773,0.01083640794,4.066143857e-15,6.131947897e-15,3.36182819e-16,3.861613113e-14,1.377498767e-14,8.998242227e-17
1362.5,1.021419039e-12,1.843103211e-12,2.677972829e-12,6.334954409e-14,0.1822060916,0.3287824288,0.4777108552,0.01130062432,4.120158911e-15,6.566802437e-15,4.144281056e-16,3.945723523e-14,1.27055857e-14,8.53337109e-17
1364.5,1.003052902e-12,1.946138958e-12,2.499954886e-12,6.3061824e-14,0.1819693303,0.3530597461,0.4535305321,0.01144039149,4.191386299e-15,6.988122423e-15,4.960019343e-16,3.969125062e-14,1.161241477e-14,8.264795839e-17
1366.5,9.91026912e-13,2.196055789e-12,2.332877861e-12,6.215896943e-14,0.1775359532,0.3934089509,0.4179197253,0.01113537055,4.255142983e-15,7.370020287e-15,5.822806012e-16,3.938899796e-14,1.048064428e-14,8.188332486e-17
1368.5,9.868742841e-13,2.726875378e-12,2.179291127e-12,6.054416984e-14,0.1657613507,0.4580224179,0.3660468679,0.01016936354,4.309306482e-15,7.678958288e-15,6.701572189e-16,3.867690823e-14,9.128228342e-15,8.061128204e-17
1370.5,9.926113718e-13,3.827007772e-12,2.051794283e-12,5.834347941e-14,0.1432389888,0.5522571461,0.2960845973,0.008419267832,4.342533224e-15,7.840377371e-15,7.549137181e-16,3.774093297e-14,7.588270566e-15,7.645156152e-17
1372.5,9.99420784e-13,5.927158889e-12,1.980220706e-12,5.577200395e-14,0.111510484,0.6613234053,0.2209433432,0.006222767478,4.310353276e-15,7.559048713e-15,7.8582942e-16,3.705051891e-14,6.002247183e-15,6.400644547e-17
