lam_nm,C_ED,C_MD,C_EQ,C_MQ,f_ED,f_MD,f_EQ,f_MQ,C_Qmxx,C_Qmyy,C_Qmzz,C_Qmxy,C_Qmxz,C_Qmyz
1310.5,8.868265458e-13,2.179273377e-13,8.150041329e-13,1.133684176e-15,0.4616744117,0.1134511319,0.42428427,0.0005901864096,2.243546339e-16,2.710167954e-17,1.034708526e-16,2.945369959e-17,3.632893748e-16,3.860139356e-16
1312.5,8.712006234e-13,1.960372969e-13,8.012345654e-13,1.068827491e-15,0.4659969894,0.1048584995,0.4285728054,0.0005717057352,2.142075974e-16,2.388791984e-17,1.025430125e-16,2.739230427e-17,3.477527486e-16,3.530439084e-16
1314.5,8.553621597e-13,1.765285001e-13,7.878312886e-13,1.009477378e-15,0.4697904082,0.09695471698,0.4327004398,0.0005544350824,2.044680105e-16,2.101933907e-17,1.016013795e-16,2.547414918e-17,3.32818575e-16,3.240959247e-16
1316.5,8.400228509e-13,1.596778933e-13,7.743894458e-13,9.512321465e-16,0.4732412666,0.08995727721,0.4362655632,0.0005358929288,1.950934268e-16,1.833279787e-17,1.006844261e-16,2.361350752e-17,3.175375053e-16,2.959704829e-16
1318.5,8.248809071e-13,1.446165273e-13,7.611785764e-13,8.972233629e-16,0.4763765637,0.083517419,0.4395878623,0.0005181550195,1.860409295e-16,1.600019359e-17,9.96115186e-17,2.208946611e-17,3.018997952e-16,2.715814598e-16
1320.5,8.100330676e-13,1.316092112e-13,7.483781994e-13,8.485577896e-16,0.4790631624,0.07783524825,0.4425997422,0.0005018471399,1.774101784e-16,1.386295166e-17,9.867716794e-17,2.073982494e-17,2.883478709e-16,2.495197957e-16
1322.5,7.951100724e-13,1.194474116e-13,7.360027156e-13,8.023819401e-16,0.4814872768,0.07233263788,0.4456941945,0.0004858908329,1.690872541e-16,1.193777741e-17,9.76960031e-17,1.946528243e-17,2.749183127e-16,2.292773103e-16
1324.5,7.812295407e-13,1.09136302e-13,7.23556137e-13,7.582746842e-16,0.4838292527,0.06759003937,0.4481110951,0.0004696129046,1.60886426e-16,1.016981198e-17,9.666651115e-17,1.840568249e-17,2.615212571e-16,2.106249955e-16
1326.5,7.673780391e-13,9.975607472e-14,7.117787088e-13,7.179996716e-16,0.4857958127,0.06315151193,0.450598139,0.0004545363774,1.534141668e-16,8.671992734e-18,9.560561969e-17,1.732889683e-17,2.495589529e-16,1.934200427e-16
1328.5,7.539173733e-13,9.120852353e-14,7.000987218e-13,6.807281757e-16,0.4876866328,0.05900006991,0.4528729545,0.0004403427267,1.460585305e-16,7.325524084e-18,9.458538416e-17,1.654304394e-17,2.3814211e-16,1.780735831e-16
1330.5,7.410693984e-13,8.35469106e-14,6.886889695e-13,6.459730504e-16,0.489493567,0.05518467687,0.4548950759,0.0004266802183,1.389758141e-16,6.118302618e-18,9.354308349e-17,1.562807838e-17,2.272260573e-16,1.644817145e-16
1334.5,7.161307667e-13,7.027112133e-14,6.669065609e-13,5.827460341e-16,0.492561458,0.04833313632,0.4587045875,0.0004008181879,1.26059942e-16,4.212942472e-18,9.147920703e-17,1.415109152e-17,2.067885134e-16,1.400543377e-16
1336.5,7.044486461e-13,6.461892568e-14,6.564347778e-13,5.546855111e-16,0.4939835005,0.04531300228,0.4603145328,0.0003889644646,1.200048889e-16,3.474773201e-18,9.041287237e-17,1.349478216e-17,1.977441874e-16,1.295540071e-16
1338.5,6.928914173e-13,5.932887847e-14,6.461440292e-13,5.275650227e-16,0.4953144859,0.04241133922,0.4618970443,0.0003771306607,1.142164858e-16,2.812850459e-18,8.939382912e-17,1.292271751e-17,1.887938904e-16,1.194252493e-16
1340.5,6.815804723e-13,5.451704558e-14,6.36320455e-13,5.025865143e-16,0.4964456739,0.03970881287,0.4634794422,0.0003660710817,1.087216101e-16,2.301620028e-18,8.84000965e-17,1.241354558e-17,1.803664037e-16,1.103832384e-16
1342.5,6.707922553e-13,5.011937975e-14,6.266394195e-13,4.788668017e-16,0.4976093221,0.0371797235,0.4648557199,0.0003552345494,1.033949581e-16,1.867872669e-18,8.730240761e-17,1.194584537e-17,1.72501443e-16,1.01854275e-16
1344.5,6.600551241e-13,4.601033983e-14,6.172057456e-13,4.563364348e-16,0.4986336698,0.03475816453,0.4662634297,0.000344735921,9.84443669e-17,1.548384562e-18,8.630422153e-17,1.130320599e-17,1.64888211e-16,9.384804479e-17
1346.5,6.499924074e-13,4.235320899e-14,6.081312386e-13,4.359983513e-16,0.4996433126,0.0325565305,0.4674650089,0.000335148008,9.364061128e-17,1.304394951e-18,8.525510383e-17,1.090547589e-17,1.579690523e-16,8.692371304e-17
1348.5,6.399446451e-13,3.886392568e-14,5.991320258e-13,4.16126999e-16,0.5005994284,0.03040147164,0.4686735829,0.00032551712,8.903668731e-17,1.120294965e-18,8.419763073e-17,1.048957958e-17,1.511995441e-16,8.008326228e-17
1350.5,6.301970089e-13,3.570552265e-14,5.903360624e-13,3.976477053e-16,0.5014951726,0.02841357067,0.4697748185,0.000316438196,8.476037808e-17,1.017752906e-18,8.313674273e-17,1.010764395e-17,1.446562402e-16,7.396894748e-17
1352.5,6.208791778e-13,3.27699919e-14,5.821509645e-13,3.805101557e-16,0.5022560259,0.02650906407,0.4709270989,0.0003078111257,8.060781736e-17,1.00629399e-18,8.209037215e-17,9.905473542e-18,1.385649208e-16,6.833527789e-17
1354.5,6.116987789e-13,3.013618286e-14,5.739619494e-13,3.642970144e-16,0.5029750783,0.02477976,0.471945615,0.0002995466489,7.671274514e-17,1.021501578e-18,8.109897886e-17,9.4888791e-18,1.329249844e-16,6.304992531e-17
1356.5,6.027317808e-13,2.761110713e-14,5.661773383e-13,3.489181326e-16,0.5035903746,0.02306944519,0.4730486545,0.0002915257146,7.295229075e-17,1.110718635e-18,8.006146085e-17,9.204156639e-18,1.274613552e-16,5.812815049e-17
1358.5,5.939645047e-13,2.531436234e-14,5.585607255e-13,3.341075321e-16,0.5041400132,0.02148610374,0.4740903022,0.0002835808779,6.941473669e-17,1.228999606e-18,7.903659824e-17,8.901266249e-18,1.222916618e-16,5.32342695e-17
1360.5,5.855128337e-13,2.319095592e-14,5.512156495e-13,3.206948546e-16,0.5046479746,0.01998806561,0.4750875559,0.0002764038626,6.605350293e-17,1.398129956e-18,7.800675283e-17,8.581540741e-18,1.176722796e-16,4.898264855e-17
1362.5,5.771377166e-13,2.120089155e-14,5.442171524e-13,3.076268212e-16,0.5049927428,0.01855067875,0.4761874065,0.0002691719978,6.275682604e-17,1.60664428e-18,7.697170018e-17,8.353544693e-18,1.12939539e-16,4.499856706e-17
1364.5,5.690923629e-13,1.938389774e-14,5.373964228e-13,2.953664108e-16,0.5053352055,0.01721226041,0.4771902585,0.0002622756087,5.970273754e-17,1.856435441e-18,7.596436397e-17,8.141785723e-18,1.08530757e-16,4.117033108e-17
1366.5,5.612982843e-13,1.772240977e-14,5.309662082e-13,2.839209409e-16,0.5055507832,0.01596224038,0.4782312541,0.0002557222391,5.678256061e-17,2.119077875e-18,7.496567778e-17,7.839771634e-18,1.045741945e-16,3.763965853e-17
1368.5,5.535077958e-13,1.618188889e-14,5.247220932e-13,2.729308209e-16,0.5056321618,0.01478223708,0.4793362774,0.0002493236808,5.399861736e-17,2.392146391e-18,7.391784096e-17,7.658395163e-18,1.007336114e-16,3.423020966e-17
1370.5,5.459371904e-13,1.476914311e-14,5.190336468e-13,2.62657701e-16,0.5054961638,0.0136750991,0.4805855361,0.000243200981,5.133778111e-17,2.727841487e-18,7.290000141e-17,7.464164263e-18,9.719847021e-17,3.102944254e-17
1372.5,5.385725237e-13,1.347177087e-14,5.13545772e-13,2.528088138e-16,0.5053019879,0.01263954676,0.4818212739,0.0002371914469,4.88613993e-17,3.060249032e-18,7.189777456e-17,7.236697763e-18,9.362366832e-17,2.812902482e-17
