theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2428872287273407,0.2321549952030182,0.3199348449707031,0.2050229012966156
0.0,45.0,0.2428872287273407,0.2321549952030182,0.3199348449707031,0.2050229012966156
0.0,90.0,0.2428872287273407,0.2321549952030182,0.3199348449707031,0.2050229012966156
15.0,0.0,0.26079267263412476,0.216681569814682,0.3057856857776642,0.21674007177352905
15.0,45.0,0.2562480568885803,0.22339098155498505,0.3097519874572754,0.21060897409915924
15.0,90.0,0.2515360116958618,0.23000507056713104,0.3134980797767639,0.20496080815792084
30.0,0.0,0.30335891246795654,0.1548769176006317,0.2894774079322815,0.25228673219680786
30.0,45.0,0.28720882534980774,0.1950455605983734,0.2906615138053894,0.22708411514759064
30.0,90.0,0.28083303570747375,0.219766765832901,0.29491403698921204,0.2044861912727356
45.0,0.0,0.298862099647522,0.0520055890083313,0.3667978048324585,0.28233447670936584
45.0,45.0,0.31457453966140747,0.1465778946876526,0.28832417726516724,0.2505233883857727
45.0,90.0,0.3373121917247772,0.19324886798858643,0.26601701974868774,0.20342186093330383
60.0,0.0,0.26555225253105164,0.0044288672506809235,0.46762970089912415,0.2623891532421112
60.0,45.0,0.32069066166877747,0.09353025257587433,0.31316855549812317,0.2726104259490967
60.0,90.0,0.4384022057056427,0.14112216234207153,0.22293879091739655,0.19753679633140564
75.0,0.0,0.40572589635849,0.00018635188462212682,0.3990713953971863,0.19501625001430511
75.0,45.0,0.3638945519924164,0.04571600258350372,0.3230076730251312,0.26738178730010986
75.0,90.0,0.6287462115287781,0.0617954358458519,0.15188443660736084,0.1575739085674286
80.0,0.0,0.532716691493988,0.00017069937894120812,0.3157014846801758,0.1514110416173935
80.0,45.0,0.4320414364337921,0.02876160852611065,0.2976497411727905,0.24154722690582275
80.0,90.0,0.7281261682510376,0.03336111456155777,0.11511267721652985,0.12340004742145538
