CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
2.9837435445094534e-13,4.255045989689669e-13,9.815547379861422e-13,-0.03867322955039165,-6.687011881228558e-39,-1.3646145112115956e-39,8.693992823531677e-39,-1.2518780715322783e-39,-1.3697520013027766e-36,-7.283140276102881e-37,2.5628319996487193e-39,7.317207207548526e-40,-6.27641256976495e-42,-2.1916700657480256e-40,4.124190363020348e-39,6.328886179399871e-40,0.530418447946174,1.744979138234484,-3.4127302600102406e-38,-1.370153987771147e-37,1.0,0,0.02,-7.328802158610226e-26,-3.070869767973622e-26,1.582506795925165e-22,-2.987777143624555e-22,-8.982603017866806e-26,-1.0319474147736886e-24,1.6620749472102967e-30,-4.141390756407244e-31,1.1687450708628458e-33,-9.18655939166089e-35,-2.6325535289168526e-33,-1.8895366192708317e-33,3.2029061317443848
,,,0.03576967893084329,,,,,,,,,,,,,0.6083737977892961,1.765625722915358,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,6.6467530727386475
,,,0.10882571726790247,,,,,,,,,,,,,0.6975338798307917,1.7822126029956806,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,9.991493701934814
,,,0.18233373576185424,,,,,,,,,,,,,0.802840447905265,1.7936752932782782,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,13.171125650405884
,,,0.25799136924353305,,,,,,,,,,,,,0.9315605240164081,1.7983630864743563,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,16.289586782455444
,,,0.3373312691239429,,,,,,,,,,,,,1.0944821155077944,1.7938806618750827,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,19.501609563827515
,,,0.42084846476518123,,,,,,,,,,,,,1.3068699588370312,1.7754643524948475,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,22.63678240776062
,,,0.5058156409438321,,,,,,,,,,,,,1.5851897975613471,1.734860723662809,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,25.829764127731323
,,,0.5814592605875042,,,,,,,,,,,,,1.927002807285693,1.6602242355893333,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,29.068297386169434
,,,0.6208135221652837,,,,,,,,,,,,,2.2351338409705486,1.5485607233304024,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,32.44567847251892
1.2680910725562141e-12,8.426716499489496e-13,8.094714220794883e-13,0.5881857154485614,1.098746157250235e-38,6.3975113119120635e-40,3.013041593563116e-38,-1.6890571120457834e-39,3.976316631460426e-37,-3.173100368304734e-36,-1.6511810790466642e-38,2.171127045177519e-39,-5.756580861214898e-39,3.0878326654210667e-38,5.5243470626601774e-39,-2.810880715997887e-39,2.2539178246690774,1.4386446764853897,-5.484486419043159e-38,-1.2300395521542276e-37,1.7782794100389228,10,0.019659258262890684,-7.900376163824699e-24,-9.964621764195787e-25,-4.628030403576404e-22,-1.0999399914589847e-22,4.2272944486968024e-26,-6.026518372380615e-24,1.5462798412797279e-30,-1.6719099225276551e-31,2.8636811176997454e-33,-3.4619355838223104e-33,1.1679996636322115e-32,-2.3285842885652627e-32,35.72373366355896
,,,0.49650706234509195,,,,,,,,,,,,,1.9351103115076649,1.3949377509475624,,,1.8836490894898004,11,0.019588197348681932,,,,,,,,,,,,,39.00513410568237
,,,0.3967854186335561,,,,,,,,,,,,,1.602655265878043,1.3797592706067485,,,1.9952623149688797,12,0.019510565162951538,,,,,,,,,,,,,42.10036253929138
,,,0.3984280963422919,,,,,,,,,,,,,1.5703322577799417,1.4127935232968134,,,2.113489039836647,13,0.019426414910921785,,,,,,,,,,,,,45.37498736381531
,,,0.41020745450493196,,,,,,,,,,,,,1.5884049712777697,1.4300144641333923,,,2.2387211385683394,14,0.019335804264972018,,,,,,,,,,,,,48.48974323272705
,,,0.43848840528121,,,,,,,,,,,,,1.6611419821085625,1.4469696944029486,,,2.371373705661655,15,0.019238795325112867,,,,,,,,,,,,,51.782410621643066
,,,0.4787339902187069,,,,,,,,,,,,,1.7743634934468524,1.4681839326446318,,,2.51188643150958,16,0.019135454576426007,,,,,,,,,,,,,54.958609104156494
,,,0.5260000887320962,,,,,,,,,,,,,1.911410789420543,1.4980414798350825,,,2.6607250597988097,17,0.019025852843498607,,,,,,,,,,,,,58.76424694061279
,,,0.5749199443000437,,,,,,,,,,,,,2.049393851504724,1.5407908466002118,,,2.8183829312644537,18,0.01891006524188368,,,,,,,,,,,,,62.15315890312195
,,,0.6193156995293436,,,,,,,,,,,,,2.158887531191913,1.5984562854173052,,,2.9853826189179595,19,0.01878817112661965,,,,,,,,,,,,,65.85878396034241
1.2465461143842893e-12,2.887809855606931e-13,9.426078372730927e-13,0.6532365749262059,-2.0132173310180387e-38,-4.4759200572671225e-38,1.7200106614364526e-38,-1.5708801185608187e-39,-6.228956196486149e-37,-3.1085644756746346e-36,-9.647151975210202e-39,1.688488302797476e-38,1.053983167144357e-38,3.4611428416829495e-38,2.9779331566282755e-38,2.7874320492866573e-38,2.215237275835934,1.6671467458826954,-5.435362568099702e-38,-9.85005224775872e-38,3.162277660168379,20,0.01866025403784439,-1.0368646015748023e-23,1.029001176716338e-24,-2.7812416288974267e-22,1.0839301650780366e-23,3.206070629866407e-25,-1.5016308396961137e-24,1.6600445899345568e-30,-2.176902397029099e-31,8.322055956237085e-33,-6.477464109731958e-33,-1.201260969037281e-32,-1.1918632548699233e-31,69.34957981109619
,,,0.6740258013081855,,,,,,,,,,,,,2.218552134567162,1.7353286361963192,,,3.349654391578276,21,0.018526401643540923,,,,,,,,,,,,,73.36098027229309
,,,0.6859169149911887,,,,,,,,,,,,,2.2038552669663347,1.788944192417871,,,3.548133892335754,22,0.018386705679454243,,,,,,,,,,,,,76.8723201751709
,,,0.7003389331599115,,,,,,,,,,,,,2.233741006305989,1.8166608262823536,,,3.7583740428844417,23,0.018241261886220158,,,,,,,,,,,,,80.41841244697571
,,,0.7368059389731987,,,,,,,,,,,,,2.4125204494120607,1.809299669200654,,,3.9810717055349727,24,0.018090169943749474,,,,,,,,,,,,,83.83233165740967
,,,0.8397159976720974,,,,,,,,,,,,,3.0633494942886665,1.7505378298236571,,,4.216965034285822,25,0.01793353340291235,,,,,,,,,,,,,87.21610522270203
,,,1.1836549353611872,,,,,,,,,,,,,6.9013462252390925,1.5458800704191022,,,4.466835921509631,26,0.01777145961456971,,,,,,,,,,,,,90.61256051063538
,,,0.1387335021529948,,,,,,,,,,,,,0.6959487483961637,1.896378970897388,,,4.7315125896148045,27,0.01760405965600031,,,,,,,,,,,,,94.14872598648071
,,,1.1567948878958543,,,,,,,,,,,,,5.633406732290232,1.7947673674128743,,,5.011872336272723,28,0.017431448254773944,,,,,,,,,,,,,97.67060708999634
,,,1.0911532448252128,,,,,,,,,,,,,5.0050203056038685,1.7715679817375156,,,5.3088444423098835,29,0.017253743710122876,,,,,,,,,,,,,101.26640915870667
1.4386282094938502e-12,9.644092604985451e-14,1.0938580281496897e-12,0.7982617972881922,-1.4794801888210973e-37,-9.756612887658337e-38,2.1128701762003586e-38,-1.4340491345809459e-39,-1.9150687502421836e-36,-2.8123568191150393e-36,7.474737545316665e-38,4.39592267683434e-38,5.080274034973843e-38,3.076799854559452e-38,7.320065993129527e-38,5.360692071311104e-38,2.551488084177876,1.9344960304687848,-3.5588818530353506e-38,-7.534408053956431e-38,5.62341325190349,30,0.017071067811865476,-2.0878156770930347e-23,1.5119032138707846e-24,-1.4211182811791113e-22,7.231258746381091e-23,-1.247301859250964e-24,6.662234397170825e-24,1.7980059567187616e-30,-1.408268201882786e-31,2.604420929266181e-32,-1.1561034160883138e-33,-5.851272769535817e-32,-1.137839112398373e-31,104.85694551467896
,,,0.6882054117207033,,,,,,,,,,,,,1.9558410738270042,2.0250421309074644,,,5.956621435290105,31,0.01688354575693754,,,,,,,,,,,,,108.51680612564087
,,,0.6460418403235626,,,,,,,,,,,,,1.7346011164653512,2.0986750094851434,,,6.309573444801932,32,0.016691306063588582,,,,,,,,,,,,,111.97308826446533
,,,0.6402221549062734,,,,,,,,,,,,,1.6624657131220426,2.1643983840072463,,,6.6834391756861455,33,0.01649448048330184,,,,,,,,,,,,,115.29450964927673
,,,0.6589853901788087,,,,,,,,,,,,,1.6813486050989248,2.2219264010641084,,,7.079457843841378,34,0.016293203910498374,,,,,,,,,,,,,118.54689335823059
