tag,method,P,H,seed,iters,n_grid,order_opt,order_final,stage,padding_nm,design_radius_nm,runtime_s,sha256_rho,R_cross0,R_co0,pb_phase_err_deg0,abs_rx0,abs_ry0,Rc_mean,Rc_min,Rc_soft,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,T_max,A_mean,A_max,theta_worst,phi_worst,f_ED_x,f_MD_x,f_EQ_x,f_MQ_x,px_in_ED_x,mx_in_MD_x,my_in_MD_x,f_ED_y,f_MD_y,f_EQ_y,f_MQ_y,px_in_ED_y,mx_in_MD_y,my_in_MD_y,n_components,n_air_components,min_si_linewidth_nm,min_air_gap_nm,radial_extent_nm,edge_clearance_nm,fill,score,fab_ok
A_P213_H170_s11_wf,A,213.0,170.0,11,80,96,7,9,coarse,21.3,85.2,1069.6158933639526,ef7c0cb787a5752ca8f0b255231791a67c7aa24e04d83d3b47f3e0c5e64da535,0.242021843791008,0.284921258687973,95.27035522460938,0.8789734840393066,0.5305838584899902,0.3442344268163045,0.1908437609672546,0.2966890093700975,0.2325693905353546,0.3534857342670924,0.1645485865218298,0.2849476635456085,0.3015823204602514,0.5380703210830688,0.1896346356897127,0.2509364187717438,60.0,0.0,0.493028944808696,0.4994468051934564,0.0053344312518227,0.0021898187460247,0.9989579270918992,5.642885522650293e-09,0.9999376046263468,0.3886708375450329,0.6004571437001809,0.0098292634072601,0.0010427553475259,2.113365271797456e-06,0.9999954505471804,7.156822683152361e-08,1,1,86.53125,2.21875,83.91745444278115,1.282545557218853,0.3042534722222222,0.45551126996979774,False
A_P213_H140_s11_wf,A,213.0,140.0,11,80,96,7,9,coarse,21.3,85.2,1022.2074120044708,75ef2ac6fff10588573454c6b843c397df8c4e390b41501cc3f6743da4c235b1,0.1883314847946167,0.3129996657371521,106.65637969970705,0.8668439388275146,0.5013483762741089,0.2957687069262777,0.078133650124073,0.2236199194634041,0.1493033185601234,0.3049314124343291,0.2037600454475198,0.3129757344722748,0.3120297527029401,0.5621495246887207,0.1884414695558093,0.2709611356258392,60.0,0.0,0.4958364599869629,0.5026379208530147,0.0013454195599118,0.0001801996001103,0.9988861674772824,1.4012309727068035e-09,0.999951487817387,0.4166534168701863,0.5777955635958436,0.0052429172922987,0.0003081022416712,5.005953850173683e-06,0.9999946985558348,1.9134623266273004e-08,1,1,90.96875,2.21875,83.91745444278115,1.282545557218853,0.3237847222222222,0.29511593260158336,False
A_P213_H155_s11_wf,A,213.0,155.0,11,80,96,7,9,coarse,21.3,85.2,1042.4096450805664,7d48dcadc758ee52c02bc40a5bba2bc53164886563cdab969e410c25ea1c0eaf,0.2227061986923217,0.3250802755355835,102.05792236328124,0.8906334042549133,0.5498083829879761,0.3256605657793227,0.1401008665561676,0.2687423834905728,0.2019307672977447,0.3339595997783354,0.1977177247227657,0.3250262439250946,0.2884044881377901,0.5384297966957092,0.1882171911143121,0.2535432577133178,60.0,0.0,0.504574599937182,0.4920717562600404,0.0026747545525613,0.0006788892502161,0.9989234951412256,5.168041120354722e-09,0.999947154893328,0.3876899045702964,0.6053418340984336,0.0064415190606257,0.0005267422706442,4.068794903551126e-06,0.9999958099968508,5.05920243951644e-08,1,1,86.53125,2.21875,83.91745444278115,1.282545557218853,0.3155381944444444,0.3879792016609038,False
A_P213_H185_s11_wf,A,213.0,185.0,11,80,96,7,9,coarse,21.3,85.2,1076.5228896141052,3da3e2876fd98bef67c470c10ccebc303a6e5d25d664651a1b9de8446fbd08dc,0.2428783029317855,0.2323380708694458,88.56365203857422,0.8251305222511292,0.5188872814178467,0.3540611479963575,0.2428872287273407,0.312388060836845,0.2472891509532928,0.3668751965163082,0.1303398427719782,0.2321549952030182,0.2995807954243251,0.4676297008991241,0.2160181885673886,0.2823344767093658,0.0,0.0,0.4686771256891097,0.5160082777716151,0.0084541909881098,0.0068604055511652,0.9988644801806474,2.2788859599552626e-08,0.9999458250385233,0.3740146917501757,0.6098652145181563,0.014008863871122,0.0021112298605458,5.292104622430911e-06,0.999996424113096,3.151237951026157e-07,1,1,82.09375,2.21875,83.68247336005462,1.5175266399453875,0.2973090277777778,0.5129452744401665,False
A_P213_H200_s11_wf,A,213.0,200.0,11,80,96,7,9,coarse,21.3,85.2,1087.4788892269137,1917cf30259f61069c8185503dcf3dc0eff45b073e7802f92f1ecbb7ba1f178d,0.2056928724050521,0.1619336605072021,82.32572937011719,0.7305801510810852,0.4489200115203857,0.3430708313272113,0.2057180851697921,0.2910805277466273,0.2102764874696731,0.3627589765550701,0.0919268200883553,0.1619201302528381,0.3366845413332894,0.4015498757362366,0.2283177631241934,0.2989740967750549,0.0,0.0,0.4091464352885658,0.5665942883903565,0.0089377931741989,0.0153214831468786,0.998226774836152,3.000421762075765e-08,0.99996040685282,0.3975786092680837,0.5805923611843253,0.0184657849049831,0.0033632446426078,1.1975870845416966e-05,0.9999953140716572,1.9735231700803402e-07,1,1,82.09375,42.15625,80.5042488445874,4.695751155412609,0.2782118055555556,0.47584130858163826,True
A_P239_H170_s11_wf,A,239.0,170.0,11,80,96,7,9,coarse,23.9,95.6,1026.5080451965332,10c97b59e18f3a75d1a9919cbd812a270f36f4820bee4fc9f4ad266ffbfd4c24,0.3216954171657562,0.1983475983142852,73.6681137084961,0.8941636681556702,0.4904635548591614,0.3592602138717969,0.1188050433993339,0.3067041467771428,0.2276105985045433,0.3499770572580626,0.0938671676087237,0.1983598172664642,0.3467541791143871,0.6429013013839722,0.2001184203795024,0.2446795105934143,60.0,0.0,0.572037467199976,0.4100564586147532,0.015703439548627,0.0022026346366436,0.999145658715873,5.3689231923708966e-08,0.9999001885587436,0.3612783761068679,0.6257521939995027,0.0120649674317603,0.0009044624618688,8.46021583750975e-06,0.9999931688788152,3.405337545807753e-09,1,1,82.15625,52.28125,88.1783566431987,7.421643356801297,0.2521701388888889,0.42567389210450673,True
A_P239_H140_s11_wf,A,239.0,140.0,11,80,96,7,9,coarse,23.9,95.6,1003.7933402061462,ecbc329de5df4399d65caa9d9e6ed5ad8233ef733e52e50cbfc5d9140a08a30a,0.2854768931865692,0.2176324725151062,80.16893768310547,0.9010037183761596,0.4410436451435089,0.3412624384675707,0.0640279054641723,0.2713470884466066,0.1937072694301605,0.3344628635768647,0.1135115006930261,0.2176565378904342,0.3579053910715239,0.693787157535553,0.1873206396897634,0.2367068231105804,60.0,0.0,0.5434486715885558,0.45023727934,0.0061114240918709,0.0002026249795732,0.9991613691819854,2.0266338656807512e-08,0.9998988103225028,0.4175127624774882,0.577897010324013,0.0043165733706318,0.000273653827867,6.946586399420341e-06,0.9999956044890668,1.166718312932971e-08,1,1,87.13541666666667,12.447916666666668,92.76830252601926,2.8316974739807392,0.2747395833333333,0.3576959226018185,False
A_P239_H155_s11_wf,A,239.0,155.0,11,80,96,7,9,coarse,23.9,95.6,1018.3008332252502,790604fa7b35053b388fe2bfc7db7e401e508977f20d5e7573f0fa76bf1f39e8,0.3065003752708435,0.2071793526411056,76.14948272705078,0.9033669233322144,0.459713876247406,0.3552024073544003,0.0830641090869903,0.2871619683903412,0.2050928801298141,0.347156975298351,0.1006191354522126,0.2071439772844314,0.3670415136785734,0.6980245113372803,0.1771369072652998,0.2246047854423523,60.0,0.0,0.5663191014120145,0.4214373370907821,0.011616895252092,0.0006266662451114,0.9992782259681704,2.3139703747990293e-08,0.999899184977676,0.3887968819321158,0.6011344845360366,0.0095274492739404,0.0005411842579071,6.064243700671124e-06,0.999994016481061,1.135829111102992e-08,1,1,87.13541666666667,52.28125,89.84947294574673,5.7505270542532685,0.2612847222222222,0.3876414265353747,True
A_P239_H185_s11_wf,A,239.0,185.0,11,80,96,7,9,coarse,23.9,95.6,1054.199993848801,90737315a56630868b5d27f0267db8d5b21ec39d241f3940b2df79b8481024f1,0.3331100940704345,0.1785833537578582,70.23224639892578,0.8613412380218506,0.5305370092391968,0.3621217949049813,0.2061049044132232,0.3411650066945719,0.2802124500274658,0.3532857109174143,0.0869162645457046,0.1785685122013092,0.2928684502840042,0.5127006769180298,0.2580934642326264,0.359095960855484,60.0,0.0,0.5622826889921624,0.4063369383499347,0.0239223274568677,0.0074580452010351,0.9989931658857444,1.0659733621347413e-07,0.999891680964268,0.3409244822723237,0.6449878072597524,0.012450660379917,0.0016370500880068,8.268960100517224e-06,0.9999923186020252,1.9458849393002875e-09,1,1,87.13541666666667,52.28125,86.68970828768241,8.910291712317587,0.2469618055555555,0.5117958187172467,True
A_P239_H200_s11_wf,A,239.0,200.0,11,80,96,7,9,coarse,23.9,95.6,1070.5793197155,afa9fe8f3c66e8e58b115eb70d1fa438d9e1c209291928ad4c43c99c05573485,0.2978364527225494,0.1203142926096916,61.36967468261719,0.7822568416595459,0.4736822843551636,0.3684604579494113,0.2725189626216888,0.3439762175347791,0.2896829605102539,0.3698232450795947,0.0594000725873879,0.1203014403581619,0.2976230737708863,0.4193008542060852,0.2745163760014942,0.3417877554893493,60.0,0.0,0.4956155376908114,0.4628167389463512,0.0234764319118646,0.0180912914509726,0.9981554530730216,1.2855001392558373e-07,0.9999286266429276,0.3466755358135635,0.6330873706629933,0.0173634253994781,0.002873668123965,1.3145868712320388e-05,0.9999932812675232,7.152383880068728e-08,1,1,82.15625,52.28125,81.91069680105296,13.68930319894703,0.2300347222222222,0.5735795701151725,True
A_P252_H170_s11_wf,A,252.0,170.0,11,80,96,7,9,coarse,25.200000000000003,100.8,1014.064436674118,c55cc341eb71fcbfd23538954f223a2e5533d2f2e11ea34d5970ffae99db8304,0.3037422299385071,0.4091984629631042,98.53917694091795,0.8778729438781738,0.8094793558120728,0.3657597594317935,0.0696577280759811,0.2842965012920039,0.203158375620842,0.3501411749071724,0.1899542010921452,0.4763023257255554,0.1625480316579342,0.4169944226741791,0.2817379718735104,0.463350772857666,45.0,90.0,0.6655539988772619,0.2997527106140025,0.0300481454977218,0.0046451450110138,0.9993438965742876,3.48818270179897e-07,0.9997473547833916,0.2754293253525232,0.7225027366531428,0.0013178150250726,0.0007501229692614,1.1555044109322982e-05,0.9999871264612388,5.6617507352432935e-08,1,1,97.125,49.875,93.93319600918517,6.86680399081483,0.2643229166666667,0.3970533600963536,True
A_P252_H140_s11_wf,A,252.0,140.0,11,80,96,7,9,coarse,25.200000000000003,100.8,997.865381717682,98af5e02e9340c934e60983aa5025c9df5833e59fa61e0468f125d5c95ea99d5,0.2573903203010559,0.4483367800712585,105.89637756347656,0.9045013189315796,0.7702587842941284,0.3202102382977803,0.1064235866069793,0.260309526410726,0.1739965617656707,0.3043880602528735,0.2245650836931807,0.4915876984596252,0.1787419196750436,0.3780352473258972,0.276482724008106,0.4358697533607483,45.0,90.0,0.6384368736614026,0.3473937751725773,0.0138123456787024,0.0003570054873174,0.99945219921344,4.41819570182884e-08,0.9998144852483568,0.2985594730099977,0.7007374257564223,0.0005675880810347,0.0001355131525452,6.433277583396777e-06,0.9999849785695416,5.0710202731905745e-08,1,1,102.375,44.625,97.31990578756228,3.480094212437706,0.2886284722222222,0.3414802253962355,True
A_P252_H155_s11_wf,A,252.0,155.0,11,80,96,7,9,coarse,25.200000000000003,100.8,999.7312712669373,32c57cbc388ff986f51d11bcf6af96abeb1f3b59e10bbbde6cc2d0465c3941c7,0.3353511095046997,0.2863284945487976,85.30435180664062,0.8922337293624878,0.6683911681175232,0.3146157069575219,0.0385341942310333,0.237080780326352,0.1345125153660774,0.2741586300496141,0.1465166683441826,0.2911285161972046,0.2299454818878855,0.4635810852050781,0.3089221112784885,0.5635040998458862,60.0,0.0,0.6370718323978696,0.3443658895734273,0.0175152380190837,0.0010470400096195,0.9993197093239528,7.545666981333783e-08,0.9997991652275404,0.306168196141111,0.691547767382724,0.0019813605408137,0.0003026759353511,6.719246041039903e-06,0.999990803537227,5.3017829984314674e-08,1,1,91.875,49.875,93.93319600918517,6.86680399081483,0.2591145833333333,0.2707378879673376,True
A_P252_H185_s11_wf,A,252.0,185.0,11,80,96,7,9,coarse,25.200000000000003,100.8,1037.7540447711945,7670af0784a7f2d763c26517e23d1b3f4665b9b9b404d9ed64566299f5f189ec,0.342324435710907,0.3131558895111084,87.46192169189453,0.8014944791793823,0.8176932334899902,0.4159180983191445,0.0618168115615844,0.3143084640276681,0.2305598527193069,0.4045960330358639,0.147221200151502,0.4265705943107605,0.1242096288395779,0.396489679813385,0.3126510388794399,0.496478259563446,45.0,90.0,0.5936995596939328,0.3434694217083601,0.0450339154084874,0.0177971031892194,0.9990948029533,9.266977080314928e-07,0.9997960346317142,0.2922715426324456,0.7047842155703444,0.0008889928894508,0.002055248907759,7.507853560838112e-06,0.9999742030833632,7.870711699008277e-08,1,1,97.125,49.875,91.70609474020796,9.093905259792024,0.2608506944444444,0.4817760793629434,True
A_P252_H200_s11_wf,A,252.0,200.0,11,80,96,7,9,coarse,25.200000000000003,100.8,1045.5540556907654,6ee668b7198bbba2a26e982b97351d0ce5196ce266fae0b843db570bc93ab8fe,0.3354224860668182,0.1067044213414192,55.25763320922852,0.7922434210777283,0.5065597891807556,0.3816146793819609,0.2318968176841735,0.3515480009461481,0.2866896748542785,0.3682892348862737,0.0521205846744123,0.1067099571228027,0.2763578359569822,0.3880214691162109,0.2899068842331568,0.4660186171531677,60.0,90.0,0.5503874499394142,0.4002516175842835,0.0294042331448812,0.019956699331421,0.9980896605055082,1.9886969480160653e-07,0.9998861041674604,0.3342706385179681,0.6516032886667524,0.011749390827827,0.0023766819874523,9.307449113776084e-06,0.999986333973126,8.899053385117972e-09,1,1,86.625,55.125,83.1134860446847,17.68651395531529,0.2113715277777778,0.5566747385617796,True
