tag,theta,phi,R_cross,R_co,T_cross,T_tot,A,abs_rx,abs_ry,dphi_r_deg,energy_x
rectangle,25.0,75.0,0.22926926612854004,0.45816880464553833,0.03309720754623413,0.07356583327054977,0.2389959990978241,0.7218617796897888,0.8581227660179138,297.6648864746094,0.9999999850988388
rectangle,25.0,90.0,0.22704154253005981,0.46544817090034485,0.03222476691007614,0.07020655274391174,0.2373037040233612,0.7599629163742065,0.8985743522644043,290.433349609375,1.0
rectangle,30.0,0.0,0.27561846375465393,0.2890092134475708,0.042059242725372314,0.16098660230636597,0.2743856906890869,0.8011637926101685,0.6981346011161804,-271.3718566894531,0.9999999925494194
rectangle,30.0,15.0,0.2716933488845825,0.3031530976295471,0.041615650057792664,0.1503773331642151,0.2747761905193329,0.7591036558151245,0.6666279435157776,-280.9346923828125,1.0000000149011612
rectangle,30.0,30.0,0.26270124316215515,0.34206581115722656,0.03942926228046417,0.12615713477134705,0.26907578110694885,0.6612329483032227,0.624393105506897,-310.9480285644531,1.0000000074505806
rectangle,30.0,45.0,0.2487957775592804,0.3900488018989563,0.03543107956647873,0.09809884428977966,0.26305651664733887,0.5949100255966187,0.6546805500984192,-356.7132568359375,0.9999999925494194
rectangle,30.0,60.0,0.23525750637054443,0.4339645206928253,0.030800828710198402,0.0760471522808075,0.2547307312488556,0.63289874792099,0.7603706121444702,321.8738098144531,0.9999999925494194
rectangle,30.0,75.0,0.22669008374214172,0.4630945920944214,0.027127128094434738,0.06173701584339142,0.24847818911075592,0.7211834788322449,0.8611732125282288,298.39306640625,1.0
rectangle,30.0,90.0,0.22348369657993317,0.47360849380493164,0.025861423462629318,0.05690646544098854,0.24600127339363098,0.7635629773139954,0.9006420373916626,291.32843017578125,0.9999999925494194
rectangle,35.0,0.0,0.2801632285118103,0.22879573702812195,0.04221097007393837,0.2026403397321701,0.2884005904197693,0.7402636408805847,0.6855127811431885,-264.1903076171875,0.9999999850988388
rectangle,35.0,15.0,0.2772158980369568,0.24847663938999176,0.04166775196790695,0.18638846278190613,0.28791898488998413,0.7041193246841431,0.654601514339447,-274.3312683105469,1.0
rectangle,35.0,30.0,0.26719793677330017,0.30181607604026794,0.03906824439764023,0.14634911715984344,0.28463679552078247,0.6190643310546875,0.6113408207893372,-306.5050354003906,1.0
rectangle,35.0,45.0,0.25051239132881165,0.3688734471797943,0.033371224999427795,0.102885901927948,0.2777281701564789,0.5651688575744629,0.6507092714309692,-354.9407958984375,1.0
rectangle,35.0,60.0,0.23314452171325684,0.4285275638103485,0.02592959627509117,0.06891481578350067,0.2694131135940552,0.616855800151825,0.763708233833313,322.7861022949219,0.9999999925494194
rectangle,35.0,75.0,0.22109538316726685,0.46838992834091187,0.02068965509533882,0.04901579022407532,0.2614988088607788,0.7168658375740051,0.864459753036499,299.6095275878906,1.0
rectangle,35.0,90.0,0.21675428748130798,0.4826318025588989,0.019224468618631363,0.04298479110002518,0.25762906670570374,0.7643396854400635,0.9025281667709351,292.6698303222656,1.0000000074505806
rectangle,40.0,0.0,0.27670180797576904,0.16821324825286865,0.04377278685569763,0.25503379106521606,0.30005109310150146,0.6615568995475769,0.6724377870559692,-255.88473510742188,0.9999999701976776
rectangle,40.0,15.0,0.27637892961502075,0.19137541949748993,0.042845115065574646,0.23239630460739136,0.29984933137893677,0.6339693665504456,0.6431156992912292,-266.4836730957031,1.0
rectangle,40.0,30.0,0.26780062913894653,0.2576305866241455,0.04016388952732086,0.1748226284980774,0.29974615573883057,0.5664730072021484,0.6000305414199829,-300.9479064941406,1.0
rectangle,40.0,45.0,0.2500119209289551,0.34432321786880493,0.032021552324295044,0.11005619168281555,0.29560860991477966,0.5289466977119446,0.6471584439277649,-352.45306396484375,1.0
