tag,theta,phi,R_cross,R_co,T_cross,T_tot,A,R_cross_12,R_cross_21,abs_rx,abs_ry,dphi_r_deg,rxx_re,rxx_im,ryy_re,ryy_im,rxy_abs,ryx_abs
rectangle,35.0,75.0,0.22109538316726685,0.46838992834091187,0.02068965509533882,0.04901579022407532,0.2614988088607788,0.24287986755371094,0.19931091368198395,0.7168658375740051,0.864459753036499,299.6095275878906,-0.5480765104293823,0.462070107460022,-0.8109919428825378,-0.2993037700653076,0.2426089346408844,0.24274340271949768
rectangle,35.0,90.0,0.21675428748130798,0.4826318025588989,0.019224468618631363,0.04298479110002518,0.25762906670570374,0.21682481467723846,0.2166837751865387,0.7643396854400635,0.9025281667709351,292.6698303222656,-0.5441074371337891,0.5368074774742126,-0.8325125575065613,-0.34853971004486084,0.00022707501193508506,7.851869304431602e-05
rectangle,40.0,0.0,0.27670180797576904,0.16821324825286865,0.04377278685569763,0.25503379106521606,0.30005109310150146,0.2767135202884674,0.27669012546539307,0.6615568995475769,0.6724377870559692,-255.88473510742188,-0.2629217505455017,-0.6070664525032043,-0.5332462787628174,0.40965962409973145,0.0002550673671066761,0.00014120829291641712
rectangle,40.0,15.0,0.27637892961502075,0.19137541949748993,0.042845115065574646,0.23239630460739136,0.29984933137893677,0.31227126717567444,0.24048662185668945,0.6339693665504456,0.6431156992912292,-266.4836730957031,-0.3193840980529785,-0.5476412773132324,-0.5346246361732483,0.3574553430080414,0.2449873685836792,0.24489788711071014
rectangle,40.0,30.0,0.26780062913894653,0.2576305866241455,0.04016388952732086,0.1748226284980774,0.29974615573883057,0.3276102840900421,0.20799095928668976,0.5664730072021484,0.6000305414199829,-300.9479064941406,-0.4410851001739502,-0.35543718934059143,-0.5631629228591919,0.20708498358726501,0.43012169003486633,0.4300342798233032
rectangle,40.0,45.0,0.2500119209289551,0.34432321786880493,0.032021552324295044,0.11005619168281555,0.29560860991477966,0.314416766166687,0.18560709059238434,0.5289466977119446,0.6471584439277649,-352.45306396484375,-0.5257517695426941,-0.05804918706417084,-0.6470053195953369,0.014076068997383118,0.4949074387550354,0.4951145052909851
rectangle,40.0,60.0,0.22805123031139374,0.4219425916671753,0.021206412464380264,0.062120743095874786,0.28788527846336365,0.28055644035339355,0.17554602026939392,0.5952091813087463,0.768310546875,324.3489074707031,-0.5456271171569824,0.23783399164676666,-0.7512435913085938,-0.16104081273078918,0.4214496612548828,0.42165517807006836
rectangle,40.0,75.0,0.21126767992973328,0.4730321168899536,0.014483742415904999,0.03699798136949539,0.27870213985443115,0.24115197360515594,0.1813834011554718,0.7060360908508301,0.8680727481842041,301.47930908203125,-0.5463845133781433,0.44715869426727295,-0.8196679949760437,-0.28582286834716797,0.24146506190299988,0.2413652092218399
rectangle,40.0,90.0,0.20484891533851624,0.4909641444683075,0.013441605493426323,0.030827531591057777,0.27335935831069946,0.2048770636320114,0.20482078194618225,0.7580866813659668,0.9038422703742981,294.6812744140625,-0.5487798452377319,0.523006796836853,-0.8398112654685974,-0.33413755893707275,6.706630665576085e-05,3.338220267323777e-05
rectangle,45.0,0.0,0.2685168981552124,0.11531630903482437,0.04548110067844391,0.3092961609363556,0.3068706691265106,0.26850107312202454,0.2685326933860779,0.5732826590538025,0.6625808477401733,-246.21395874023438,-0.11287658661603928,-0.5620604157447815,-0.5418141484260559,0.381380170583725,1.4282362826634198e-05,0.00011871798778884113
