lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,order
1332.5,-3.641947282374261e-30,1.1079375807571814e-30,-2.0057380421765032e-25,-1.0476952031303143e-24,-1.6548798411246224e-37,9.313419571897692e-37,4.189854943377699e-32,1.418954259723267e-32,9.821111491056825e-24,1.417324719157662e-23,6.114154248869381e-39,-8.524519490263969e-39,-1.978946801650808e-32,3.291004229451017e-33,-3.4827247279650464e-22,-8.078729254857736e-22,1.266371876184841e-39,5.734449477549202e-39,4.848754968892809e-12,2.881988911417472e-12,1.6523982504458775e-12,1.3290786718742103e-12,1.071222080263037e-11,6.656803439082179e-12,7.829501396973248e-12,50.89902877807617,65.28181457519531,49.19025802612305,61.654701232910156,9
