lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,origin,ox_nm,oy_nm,oz_nm
1332.5,-3.6725392602241024e-30,1.796980670635523e-30,-3.2028594330185896e-25,-8.171046919274998e-25,-1.9730677921732365e-38,8.730131085848806e-37,3.889904326479057e-32,3.8487138419037216e-33,1.1816012633997868e-23,1.3771789305057017e-23,4.292002548276351e-39,-1.0524114877167943e-38,-1.906313302965353e-32,6.446491800450618e-33,-4.911607178123887e-22,-7.884991786631666e-22,2.1535322761893988e-39,5.605103471873496e-39,5.5930972368712515e-12,3.213455439688215e-12,1.911257757208393e-12,1.1625953219424345e-12,1.1880405755710293e-11,5.6732865932872375e-12,8.561797067986276e-12,nan,nan,nan,nan,center,415.0,415.0,50.0
1332.5,-3.6549008382260965e-30,1.7745621484826516e-30,-2.07712477981653e-25,-3.9648783564567625e-25,-2.510677487167411e-38,8.818831044324542e-37,2.8722428971852936e-31,-1.6614841482208363e-31,1.211423079938151e-23,1.5070109006248102e-23,-4.988009769578941e-38,-8.815771613846544e-38,-1.8855251319858794e-33,-1.148772157681568e-33,-4.789819346346933e-22,-7.646128419827236e-22,-4.5640759789050993e-41,7.916674316165695e-40,5.55926217525347e-12,3.0315495580223325e-12,1.940633938249737e-12,1.1750140963899786e-12,1.1706459767915518e-11,5.8659563546485815e-12,8.73651918489239e-12,nan,nan,nan,nan,x+P8,518.75,415.0,50.0
1332.5,-3.566088220758597e-30,1.7458158928013373e-30,-4.0517556672410393e-25,-1.147312962476677e-24,-3.4090692625150495e-38,8.581413542896752e-37,-2.133927115815906e-31,1.717291738217375e-31,1.0632414102056539e-23,1.0661098026341879e-23,5.86024826111491e-38,6.688622575885583e-38,-3.3189602727592363e-32,1.3000539164995084e-32,-4.799297754205568e-22,-7.772979900920169e-22,4.3720464144411205e-39,1.0425667325109828e-38,5.299548817949563e-12,3.107195448919503e-12,2.1550897963670908e-12,1.157013164463557e-12,1.1718847227699714e-11,5.546076959398677e-12,8.320269450475085e-12,nan,nan,nan,nan,x-P8,311.25,415.0,50.0
1332.5,-4.418510246922408e-30,2.3213400135194607e-30,-4.8104544673793975e-25,-1.2979979701703564e-24,1.3070982078576486e-37,1.1159346985125551e-36,5.8188604666883e-32,-6.464716109644634e-34,1.1656516028613493e-23,1.2774199376652537e-23,2.045724348534391e-39,-1.685853371355978e-38,-1.7536652089430963e-32,5.864298396988501e-33,-3.271390110364342e-22,-3.6776716668552314e-22,2.1314915003359728e-39,5.658990009284509e-39,8.335334439798038e-12,9.029301045602626e-13,3.7690192647048256e-13,1.8101382501248471e-12,1.1425304720953629e-11,9.392570708978232e-12,1.3656826313659863e-11,nan,nan,nan,nan,y+P8,415.0,518.75,50.0
1332.5,-3.667475855070797e-30,1.7947954462273115e-30,-7.790300228027842e-26,-6.382211497063522e-25,-2.006208840893784e-38,8.731762821691506e-37,3.884180313171493e-32,3.8478581828990846e-33,-1.950495499511296e-23,-2.561022502161098e-23,4.295994857231012e-39,-1.0534888882963305e-38,-1.3449865178079578e-32,4.232742020128502e-33,-4.90465705681139e-22,-7.8725940150918925e-22,1.621021231104095e-39,4.257671084728775e-39,5.577967557621632e-12,3.206274606786109e-12,1.9132702417109403e-12,1.175195397782323e-12,1.1872707803901002e-11,5.6753922558935466e-12,8.562176893040696e-12,nan,nan,nan,nan,z+H4,415.0,415.0,75.0
1332.5,-3.664390513858975e-30,1.7890003108795877e-30,-5.6213619093062325e-25,-9.945936806269475e-25,-2.1691166724382566e-38,8.721529675848655e-37,3.8916760614811854e-32,3.819466465941682e-33,4.305268309842249e-23,5.309943083360506e-23,4.296045117668532e-39,-1.0526304304279749e-38,-2.4634380666638862e-32,8.646980948153285e-33,-4.903791624917917e-22,-7.87437654057052e-22,2.6866048257494523e-39,6.952742808987127e-39,5.563615168076211e-12,3.220543856313181e-12,1.9113217555837024e-12,1.1786354654259813e-12,1.1874116245399076e-11,5.662870673818338e-12,8.537747982547812e-12,nan,nan,nan,nan,z-H4,415.0,415.0,25.0
1332.5,-4.150440426611065e-30,2.11041454549607e-30,-4.510046458158791e-25,-1.1655632208480361e-24,6.702129231614837e-38,1.0064386385386403e-36,3.1976358325689726e-32,1.4417085539939692e-32,1.417413324854429e-23,1.622483928320792e-23,7.395638002673665e-39,-7.234253036067413e-39,-2.0134670633129358e-32,6.993024510367709e-33,-4.0831266358508565e-22,-5.683781445894839e-22,2.3893311199519777e-39,6.16295831317784e-39,7.253458803306772e-12,1.824812175451763e-12,9.634884170570368e-13,1.5815155059262906e-12,1.1623274901741861e-11,7.568989546332638e-12,1.1238558111930925e-11,nan,nan,nan,nan,J-centroid,405.7756652832031,471.8285827636719,48.20362567639843
