lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,n_si,order
1422.0,-6.525584342667551e-30,2.6571048971437465e-30,-5.413381627627386e-25,-1.7432548801414452e-24,3.3498686383908577e-37,1.618029494193238e-36,6.237788719845997e-32,-6.889842726484629e-33,1.4641619843614615e-23,1.7987637927811188e-23,5.525538125047433e-40,-1.5453389614754172e-38,-2.498767513203131e-32,7.808134328655195e-33,-5.799849134708494e-22,-1.252580977343879e-21,2.4560377810316438e-39,7.339541208192149e-39,1.280633840352566e-11,5.469873782816826e-12,3.3388952106483226e-12,3.132507190752541e-12,2.474761458774335e-11,1.3750887898989174e-11,1.937667183965152e-11,118.43543243408203,177.89170837402344,113.96968841552734,166.7609405517578,3.3,11
1423.0,-5.2951332436569464e-30,4.381325988276067e-30,-1.0264218694182077e-24,-1.4304517380653813e-24,6.4322303577475345e-37,1.1426585001078021e-36,4.2154618407180686e-32,-1.7312454953521185e-32,1.7952904058650897e-23,1.48144987615742e-23,-2.2063124856896185e-39,-9.234893222842583e-39,-1.9498774390100312e-32,1.4136864732601116e-32,-9.366895707732598e-22,-1.0557704331397346e-21,4.4403145699129193e-39,5.828250188043397e-39,1.2150233148916743e-11,5.7026458248032685e-12,3.3487201336699142e-12,2.0365814422621315e-12,2.3238180549652054e-11,8.62314262974709e-12,1.7288926596790168e-11,91.2624282836914,136.28262329101562,87.7008285522461,127.8825454711914,3.3,11
1424.0,-3.9358181032176945e-30,4.991397226665712e-30,-1.1714954868402948e-24,-1.0201574614060904e-24,6.6032898729920574e-37,7.472144556677094e-37,2.6431615210534997e-32,-1.59410483075641e-32,1.901826766668555e-23,1.1993429001967647e-23,-1.5448646306399152e-39,-4.316244235340664e-39,-1.380555358173601e-32,1.6024148800351313e-32,-1.0794612173801032e-21,-8.034128182660099e-22,5.056321179913924e-39,4.0696730014612326e-39,1.0364013749487338e-11,5.169040361786391e-12,2.9897355450517866e-12,1.2243057643415074e-12,1.9747095420667024e-11,4.965849815180343e-12,1.4039518894299321e-11,65.36492919921875,97.06764221191406,62.73027801513672,91.17771911621094,3.3,11
1425.0,-2.880000439770966e-30,5.055242287586218e-30,-1.1280547051759693e-24,-7.268290310529273e-25,5.722591425828157e-37,4.8287522625036606e-37,1.719708326891939e-32,-1.0316830213366936e-32,1.9438755680625343e-23,9.524703499055328e-24,2.9565148949789096e-40,-1.584695875613623e-39,-9.68617124361568e-33,1.5605630450108475e-32,-1.1058300940540672e-21,-6.004240251792413e-22,4.807111531192438e-39,2.8901848129640724e-39,8.658208050560525e-12,4.507453158463668e-12,2.592788651194493e-12,7.243155253465192e-13,1.6482765385565205e-11,2.788103450453565e-12,1.1247975507414556e-11,46.77253723144531,69.07617950439453,44.82778549194336,64.95491027832031,3.3,11
1426.0,-2.1448572522557296e-30,4.9091250304094776e-30,-1.1436113894297056e-24,-5.48645294942026e-25,4.6332987820868764e-37,3.1789479266802437e-37,1.298328982652651e-32,-8.558576956952745e-33,1.8191159431675186e-23,7.637226758420686e-24,9.772545507373809e-40,-4.789090397799038e-40,-6.941462573614618e-33,1.4832379605963027e-32,-1.095983235646095e-21,-4.575062038188295e-22,4.831387086072984e-39,2.1600583572267845e-39,7.32033927507e-12,4.003981714053767e-12,2.231104781117906e-12,4.300655779288417e-13,1.3985491348170514e-11,1.5635860270603067e-12,9.17448929081925e-12,34.56899642944336,50.74919509887695,33.09048080444336,47.78007507324219,3.3,11
1427.0,-1.636680348149923e-30,4.708483603028718e-30,-1.0770971811310119e-24,-4.1338922993669567e-25,3.637432929401565e-37,2.1602707176616553e-37,1.0274278742198708e-32,-4.487178807328656e-33,1.7635541500327303e-23,6.5212484463718705e-24,2.2384461213694132e-39,1.6444920269841351e-40,-5.039551206366012e-33,1.3716830192398503e-32,-1.0635344020787779e-21,-3.5441403710582716e-22,4.506050588237319e-39,1.598191097488674e-39,6.320214389222944e-12,3.5574836859899495e-12,1.965916232169985e-12,2.617784342373023e-13,1.2105392741620181e-11,8.826761761872483e-13,7.68038701592253e-12,26.477563858032227,38.659568786621094,25.31442642211914,36.44096755981445,3.3,11
1428.0,-1.2679680090467695e-30,4.501173678008756e-30,-9.95935795298087e-25,-3.236150821174523e-25,2.7666559574213305e-37,1.4936563058209655e-37,7.917425302826013e-33,-1.2586588847059458e-33,1.7183451822456554e-23,5.7211536467515644e-24,3.197198434374084e-39,8.926183589927894e-40,-3.6759893305303834e-33,1.2642374144716835e-32,-1.0259330260297857e-21,-2.7791577929616224e-22,4.1658365292121095e-39,1.1973869666572026e-39,5.546614062244751e-12,3.1892267245532315e-12,1.7570249525035715e-12,1.5911064291716522e-13,1.0651976382218719e-11,4.855526304784496e-13,6.556601503382661e-12,20.82490348815918,30.240461349487305,19.886404037475586,28.539913177490234,3.3,11
1462.0,-7.968436078758846e-31,-7.112326759755026e-31,3.6937219263004724e-25,-2.4103240651022346e-25,-1.1687228716730273e-36,5.028345634484812e-37,3.2958887256756166e-32,6.505180449929948e-32,6.708736194065543e-24,5.278847045196786e-24,2.429834410211576e-38,-6.839224101769109e-39,-3.1816786938938004e-33,-6.98563358298554e-33,-1.1897061097896637e-22,-7.435174371593838e-23,-1.5133228672113033e-39,9.358713998083357e-40,2.645985654384558e-13,5.0742592848881066e-14,2.1435136336102812e-14,1.4400816114767566e-12,1.7768579061001963e-12,6.9047741873115065e-12,9.81383922748598e-13,27.48641014099121,45.68365478515625,26.5732479095459,42.61027908325195,3.45,11
1463.0,-1.276993384965455e-30,-1.1599450855039318e-30,4.886654285942261e-25,-3.843348730014947e-25,-1.2393312965719304e-36,6.75608230433623e-37,4.030954749767766e-32,6.535813179273921e-32,5.80250490860831e-24,6.261826584157245e-24,2.41013922245035e-38,-9.264386943436794e-39,-5.1064916883277504e-33,-8.50742129959584e-33,-2.209817220763951e-23,-1.497155935145956e-22,-1.975239006534774e-39,1.508358720423358e-39,6.865582589608126e-13,5.885499097271787e-14,6.849252559046504e-14,1.7927285439898082e-12,2.606634319513804e-12,8.46321461397287e-12,1.8803730160626177e-12,37.2757568359375,61.76935577392578,36.00916290283203,57.61307144165039,3.45,11
1464.0,-2.098297590583351e-30,-1.6472375911617136e-30,6.475553103840407e-25,-6.08019015846754e-25,-1.2864005154945613e-36,9.406929609337359e-37,4.922030560436934e-32,6.310117576807713e-32,4.841661349371831e-24,8.028267609771635e-24,2.3224848120114724e-38,-1.2143317775815857e-38,-8.157827529065883e-33,-9.96598249392559e-33,9.032698323964214e-23,-2.8742654736020557e-22,-2.430150908631191e-39,2.376267365804572e-39,1.635340646591685e-12,2.321110849859375e-13,2.254549819325257e-13,2.316780114651899e-12,4.409686828162047e-12,1.0743382712420979e-11,3.6289421564193866e-12,53.16329574584961,87.76121520996094,51.30923843383789,81.86903381347656,3.45,11
1465.0,-3.458773485266804e-30,-1.925505312987413e-30,7.089230400386326e-25,-9.89149491937286e-25,-1.2287637222468923e-36,1.3267638325085871e-36,6.314139620013841e-32,5.739582680292868e-32,4.410908321402141e-24,1.0866240714664847e-23,2.097457322297657e-38,-1.6477519484130638e-38,-1.3096753268635326e-32,-1.0593929100579264e-32,1.7504389282315086e-22,-5.252287765707331e-22,-2.654815471562869e-39,3.822813996184974e-39,3.589781092353538e-12,7.812038405132845e-13,6.159819385971486e-13,3.0317072143560497e-12,8.01867408582002e-12,1.3775950345750983e-11,6.859570224434437e-12,77.50863647460938,127.3982925415039,74.72808837890625,118.88245391845703,3.45,11
1466.0,-5.39480558375488e-30,-1.402239277572745e-30,5.643487201880399e-25,-1.5120053210645037e-24,-9.07423063360026e-37,1.7861070220039177e-36,7.700044011918693e-32,4.1007158451451896e-32,5.700429196142815e-24,1.4833123748582384e-23,1.5296774790276334e-38,-2.0602958622102642e-38,-1.9732697349144485e-32,-8.138080851314295e-33,1.261997252301106e-22,-8.84687950164262e-22,-1.9918777965608854e-39,5.764807256237675e-39,7.0964610588895526e-12,2.029603293998314e-12,1.4092619675100996e-12,3.7925991017984176e-12,1.4327925422196385e-11,1.68378102786509e-11,1.2128351695412381e-11,109.25823211669922,178.71566772460938,105.21988677978516,166.84901428222656,3.45,11
1467.0,-6.984132556809142e-30,6.346052254003003e-31,-2.1139642731350847e-27,-1.932169516590565e-24,-2.2456749928172515e-37,2.0115638603923233e-36,8.074941098402185e-32,1.461580737401507e-32,1.006628057794729e-23,1.7832661312748443e-23,6.780092622283841e-39,-2.1087725342194894e-38,-2.4621605083369758e-32,-4.885665667439232e-34,-2.0101935096953136e-22,-1.2134073102984365e-21,1.9910519458830046e-40,7.252144645900006e-39,1.1201111413839356e-11,3.8340012202781145e-12,2.4613634673159828e-12,3.9576770869516815e-12,2.1454153188385138e-11,1.7116083142570962e-11,1.7568565041622267e-11,129.89785766601562,211.3556365966797,124.94816589355469,197.44491577148438,3.45,11
1468.0,-6.783013526923907e-30,3.3825116541836625e-30,-7.446148250813564e-25,-1.856433095416724e-24,4.731277642102944e-37,1.702475148713292e-36,6.425586223689486e-32,-1.0948113931627483e-32,1.5628587934210012e-23,1.708114483962856e-23,-9.049582584412533e-40,-1.5377661865542608e-38,-2.2942335478714561e-32,9.027382984452961e-33,-6.969533887451691e-22,-1.2340304029413663e-21,2.9939150503979746e-39,6.83694842251462e-39,1.3048133244536717e-11,5.07668334621814e-12,3.0911057594007418e-12,3.09948699413497e-12,2.4315409344290568e-11,1.2990794508611529e-11,1.9078781410203675e-11,117.85564422607422,190.6398162841797,113.22042083740234,178.2322235107422,3.45,11
1469.0,-5.272313496022865e-30,4.967324793933498e-30,-1.160505634346163e-24,-1.418991890479395e-24,7.438197807233042e-37,1.1633415397567143e-36,4.270781392052645e-32,-1.821589516864992e-32,1.868144249964246e-23,1.376891711287297e-23,-2.530207909462736e-39,-8.504391387639748e-39,-1.7095986356539229e-32,1.398403278732236e-32,-1.0088795787748485e-21,-9.938062488944842e-22,4.481282996691493e-39,5.162038205361161e-39,1.1884473243397225e-11,5.055101718790329e-12,2.973922708812153e-12,1.95358690771712e-12,2.1867084578716825e-11,7.900328858314883e-12,1.643605384030342e-11,86.9172134399414,139.7583770751953,83.39263916015625,130.7779998779297,3.45,11
1470.0,-3.841119722487909e-30,5.42377745834902e-30,-1.2606981758976804e-24,-1.0228379362603751e-24,7.277663004346405e-37,7.522110873960393e-37,2.922201011063389e-32,-1.51560258083556e-32,1.9392040386567866e-23,1.0790233541633519e-23,-1.1591647523098282e-39,-4.2859743919461205e-39,-1.1884979592122664e-32,1.499705045771e-32,-1.1158355322337442e-21,-7.439979765298324e-22,4.8107437670857317e-39,3.637370722528079e-39,9.977197488413912e-12,4.521364938965528e-12,2.5979530139868995e-12,1.1641015875591884e-12,1.826061702892553e-11,4.52061458569603e-12,1.3195962815161797e-11,61.065311431884766,97.61888122558594,58.517093658447266,91.43260955810547,3.45,11
1471.0,-2.719846025214144e-30,5.371081064956721e-30,-1.2285694109092772e-24,-7.141241879345561e-25,6.08784466437366e-37,4.695648814994528e-37,1.9475452855218835e-32,-1.043896018102163e-32,1.9054587371667563e-23,8.500419262254417e-24,5.285877694641702e-40,-1.2937211814055796e-39,-8.002351082317669e-33,1.4393888064173865e-32,-1.1250319051109814e-21,-5.395323474090639e-22,4.6827111229917574e-39,2.501807046585174e-39,8.164700801173761e-12,3.9028454930134366e-12,2.1985070747795015e-12,6.594874870997193e-13,1.4925540856066417e-11,2.4293764853193418e-12,1.0365124607074419e-11,42.10981750488281,66.86573028564453,40.299049377441406,62.699092864990234,3.45,11
1472.0,-2.0106797881401438e-30,5.1564244244681744e-30,-1.149609154677683e-24,-5.170568539823853e-25,4.870783460992675e-37,3.0995688106601434e-37,1.370115329674819e-32,-6.4322739380701e-33,1.8477653521471025e-23,7.083692143956208e-24,2.0130389315327844e-39,3.9995581376181106e-41,-5.588907346723779e-33,1.3320076627808605e-32,-1.0960684576508069e-21,-4.0618272136619214e-22,4.3878815808374087e-39,1.77203146383701e-39,6.88120940095193e-12,3.416137255942735e-12,1.8995597653654234e-12,3.936092501046157e-13,1.2590515672364703e-11,1.3643561486592148e-12,8.45321092819452e-12,30.782079696655273,48.57693862915039,29.422466278076172,45.60112380981445,3.45,11
1473.0,-1.5352851831052118e-30,4.923954953401225e-30,-1.0722455981198857e-24,-3.935388056995954e-25,3.8238962226137745e-37,2.1282873118507563e-37,1.1197439987911031e-32,-2.44365983476017e-33,1.7921837909539374e-23,6.124195828231667e-24,3.293711676496259e-39,6.4331731060422635e-40,-4.0318039774069314e-33,1.2251628108187232e-32,-1.0590167993025622e-21,-3.1468135288247064e-22,4.0775828209217486e-39,1.314141835230702e-39,5.959860859640493e-12,3.0433291387422496e-12,1.6765772306414123e-12,2.424571495269763e-13,1.0922224378551132e-11,7.808015238725777e-13,7.120551325351683e-12,23.551496505737305,36.945430755615234,22.485200881958008,34.72159194946289,3.45,11
1474.0,-1.1904886878026912e-30,4.698497486323721e-30,-9.95486833924471e-25,-2.981640318069376e-25,2.9244664542727126e-37,1.4868798816905707e-37,9.499299513587649e-33,6.885755364437708e-35,1.7405082482985046e-23,5.4279134639008835e-24,4.093464109936886e-39,1.023134839171064e-39,-2.9312219129013778e-33,1.1246800847333158e-32,-1.0202559087034105e-21,-2.474528098002531e-22,3.778025833204797e-39,9.892699760009572e-40,5.248995785777768e-12,2.740713347687169e-12,1.5017503453846377e-12,1.4936330159931917e-13,9.640822780448895e-12,4.3709432307540954e-13,6.117179420759835e-12,18.51503562927246,28.86899757385254,17.656705856323242,27.163673400878906,3.45,11
1475.0,-9.39969726318291e-31,4.500660413327868e-30,-9.348910870745324e-25,-2.3814835377662555e-25,2.182873835071587e-37,1.0641552660423145e-37,8.494383120582789e-33,2.3162357891341916e-33,1.689912873552304e-23,4.9474199979271094e-24,4.761844986222845e-39,1.1727072761782007e-39,-2.1348655599629152e-33,1.0388229048163626e-32,-9.856488087583896e-22,-1.9748216752999602e-22,3.539434145844596e-39,7.506566101021714e-40,4.710328120377769e-12,2.506008571742905e-12,1.3636905391784136e-12,9.231228503866404e-14,8.67233951633775e-12,2.385942185906107e-13,5.370857513366637e-12,15.013249397277832,23.27033233642578,14.301982879638672,21.922332763671875,3.45,11
1476.0,-7.500197770806738e-31,4.328735815138745e-30,-8.718792411456369e-25,-1.8383406021601365e-25,1.5702495858176453e-37,7.78131934547666e-38,7.719645169887058e-33,3.5183294358422635e-33,1.647061471332315e-23,4.57565661624468e-24,5.1766907980854764e-39,1.25029602646879e-39,-1.56029948149775e-33,9.660656045214755e-33,-9.534501695353282e-22,-1.5930113149976334e-22,3.330910220545976e-39,5.735961773771262e-40,4.288914825070267e-12,2.3111254984276984e-12,1.2535059754620184e-12,5.672242225558958e-14,7.910268721215574e-12,1.2383089536893627e-13,4.796921968174724e-12,12.475662231445312,19.227615356445312,11.872732162475586,18.135435104370117,3.45,11
1477.0,-6.086610152630232e-31,4.1840122315716824e-30,-8.28497055759213e-25,-1.4443582535752164e-25,1.070741320115739e-37,5.875051388420922e-38,7.169726721383879e-33,4.621672309941176e-33,1.611273993274941e-23,4.3203482973064966e-24,5.501540619105325e-39,1.3432024547801568e-39,-1.1342316928469338e-33,9.04579322777729e-33,-9.257792251647987e-22,-1.2955803042010195e-22,3.15742261734657e-39,4.40234601998476e-40,3.961716602887446e-12,2.155431616416788e-12,1.1668313186547051e-12,3.468944556460103e-14,7.318668983523539e-12,5.999185462832892e-14,4.3573032666351586e-12,10.637381553649902,16.307077407836914,10.114047050476074,15.398530006408691,3.45,11
1478.0,-4.899834140942707e-31,4.052359824591508e-30,-7.866995762877373e-25,-1.0676296081353827e-25,6.291523449081257e-38,4.4470330016414584e-38,6.744252485122828e-33,5.1807911755799916e-33,1.5734364720434424e-23,4.1491829417008244e-24,5.701798184460743e-39,1.476725746492804e-39,-7.786933927169812e-34,8.501960034175563e-33,-9.002901175466275e-22,-1.0478530951679346e-22,3.0192958385349085e-39,3.150525960310452e-40,3.682530487983821e-12,2.0208347481782437e-12,1.090116292286037e-12,1.9927778350594294e-14,6.813409306798696e-12,2.3884923168626218e-14,3.9869503294486996e-12,9.165061950683594,13.973342895507812,8.706539154052734,13.210628509521484,3.45,11
