lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,substrate,order
1342.5,-6.57131604856046e-31,3.2526469756046876e-30,-6.233004473646814e-25,-1.6460402132047319e-25,-1.1169426935459483e-38,8.271178920711056e-38,4.1998252870054305e-33,2.0483278005364272e-33,1.457499564409041e-23,4.626755025367914e-24,3.2433366114389514e-39,4.0475699948501925e-40,-2.7287374254115713e-33,1.1438801361248831e-32,-8.372775674401479e-22,-1.6377703936637897e-22,3.6983271675837423e-39,8.856136864220161e-40,3.5753442479529724e-12,2.630315885473516e-12,1.4892102135515816e-12,1.5662371817024463e-14,7.710532718795095e-12,4.972135235042564e-14,3.878653161402109e-12,11.468223571777344,14.140670776367188,10.94205093383789,13.519546508789062,silica,11
1332.5,-3.6725392602241024e-30,1.796980670635523e-30,-3.2028594330185896e-25,-8.171046919274998e-25,-1.9730677921732365e-38,8.730131085848806e-37,3.889904326479057e-32,3.8487138419037216e-33,1.1816012633997868e-23,1.3771789305057017e-23,4.292002548276351e-39,-1.0524114877167943e-38,-1.906313302965353e-32,6.446491800450618e-33,-4.911607178123887e-22,-7.884991786631666e-22,2.1535322761893988e-39,5.605103471873496e-39,5.5930972368712515e-12,3.213455439688215e-12,1.911257757208393e-12,1.1625953219424345e-12,1.1880405755710293e-11,5.6732865932872375e-12,8.561797067986276e-12,49.73402786254883,63.74552536010742,48.05971145629883,60.24082946777344,silica,13
1322.5,3.6368126962943956e-31,1.4093588131754428e-30,1.0775205190866909e-25,3.020013949696013e-26,-1.921868317556729e-37,5.165948659591914e-38,1.7603105496472007e-33,1.5193725275027774e-33,6.555506384544577e-24,1.81624237634417e-24,1.699988271298581e-39,-1.0578147135452324e-40,2.2936047147501066e-34,-8.18961205496941e-34,-3.0510327909395754e-22,7.570170009433911e-23,-5.802103437026967e-41,-1.6167490134575673e-41,7.304314092079317e-13,3.792621707860723e-13,2.4046822571584335e-13,3.570785659079146e-14,1.3858696623006386e-12,3.0823554528803134e-13,5.896803208879443e-13,0.8052284717559814,0.788949191570282,0.7627347111701965,0.7573767304420471,air,11
1324.5,3.6980842924569467e-31,1.4059264212937723e-30,1.073551990089401e-25,3.0538006250964784e-26,-1.9237190783269434e-37,5.254187801310012e-38,1.7210645197630988e-33,1.4446818076110296e-33,6.538130908888236e-24,1.8085261084095752e-24,1.6448197450355698e-39,-1.0812983837611072e-40,2.284618402313061e-34,-8.177285957302162e-34,-3.0199252833187725e-22,7.644436380485262e-23,-5.790645705807434e-41,-1.6312627531581286e-41,7.242580555790997e-13,3.7020545786161026e-13,2.353023319040176e-13,3.5650139651383754e-14,1.3654159849961113e-12,3.0671000508427226e-13,5.844380484471521e-13,0.7913146018981934,0.7719579935073853,0.7497363090515137,0.741072416305542,air,11
1326.5,3.7580661081738505e-31,1.4025062067223848e-30,1.072911319005632e-25,3.012603948239409e-26,-1.9250087225463694e-37,5.342289386747814e-38,1.6535804547353445e-33,1.3552941283241253e-33,6.523298822727695e-24,1.8011537147624824e-24,1.5963156617214642e-39,-1.0584522141945407e-40,2.27978245410456e-34,-8.14720198711819e-34,-2.9880296031743867e-22,7.712785823425942e-23,-5.776325166464425e-41,-1.6519235375827647e-41,7.181512988991835e-13,3.6111194010164476e-13,2.3020014244127946e-13,3.556261206069269e-14,1.3450259935028003e-12,3.05037444271088e-13,5.793055833107981e-13,0.7775558829307556,0.7549775838851929,0.7368838787078857,0.7247754335403442,air,11
1328.5,3.820215623426909e-31,1.3997012961603677e-30,1.0699045162218477e-25,3.0375199465043623e-26,-1.9258670057823953e-37,5.428833000174842e-38,1.6625341862806505e-33,1.2379331078377816e-33,6.506207742003905e-24,1.793851423700913e-24,1.5321203003192878e-39,-1.2208719047338316e-40,2.253164530794974e-34,-8.133441491168612e-34,-2.959895801950644e-22,7.785944333371741e-23,-5.767627461011627e-41,-1.6049785793605562e-41,7.127697906939949e-13,3.530643576010491e-13,2.254275128675491e-13,3.547017546733675e-14,1.3267318366299298e-12,3.032473028240006e-13,5.748877965101444e-13,0.765242874622345,0.7396584153175354,0.7253870964050293,0.7100651264190674,air,11
1330.5,3.87913919054041e-31,1.3967597809450964e-30,1.0672421388214142e-25,2.995964324034514e-26,-1.926525469612899e-37,5.513499088171929e-38,1.6345746118412394e-33,1.1660338944330036e-33,6.4908508276218354e-24,1.7852994263528755e-24,1.4933384052102187e-39,-1.1606769693690277e-40,2.2536941225489257e-34,-8.101111315488413e-34,-2.929759464604477e-22,7.850559362194499e-23,-5.718266028163956e-41,-1.6119824880784607e-41,7.072520278521631e-13,3.4467711755770316e-13,2.2067628763853935e-13,3.535178762948833e-14,1.3079572206778939e-12,3.014073868576921e-13,5.703623184566286e-13,0.7528722882270813,0.7241207957267761,0.7138359546661377,0.6951465606689453,air,11
1332.5,3.936228231842136e-31,1.3941876908866099e-30,1.0597285950760149e-25,2.976567480604564e-26,-1.9264946355598387e-37,5.591931521106019e-38,1.5992776441276082e-33,1.1300135691534206e-33,6.4753985180102e-24,1.7777019289432733e-24,1.444928481930402e-39,-1.25609507484934e-40,2.2355261519075225e-34,-8.061281695737812e-34,-2.9029314721482773e-22,7.909206196506215e-23,-5.643086541927131e-41,-1.5683302736862912e-41,7.021064405655688e-13,3.3713098334737103e-13,2.162430095556889e-13,3.521191454822377e-14,1.2906923480168524e-12,2.9934121069158684e-13,5.662533374981381e-13,0.7417314648628235,0.7101485729217529,0.7034367918968201,0.6817243695259094,air,11
1334.5,3.991810068023298e-31,1.3914429759558445e-30,1.0626342080232903e-25,2.8811390672328656e-26,-1.9263376736375305e-37,5.672380155712687e-38,1.532800483898212e-33,1.0482030449822305e-33,6.4595211184918815e-24,1.7705631705061915e-24,1.4146337901271343e-39,-1.1812001501231203e-40,2.2307121507361218e-34,-8.049028873654182e-34,-2.8741334245176964e-22,7.963883754355632e-23,-5.671399485322399e-41,-1.5789299870331384e-41,6.968296334613149e-13,3.292791053398831e-13,2.1176290501233942e-13,3.5059809206147234e-14,1.2729314530196846e-12,2.972823525199739e-13,5.620222590471343e-13,0.7303433418273926,0.6956670880317688,0.6928086280822754,0.6678151488304138,air,11
1336.5,4.045696346790067e-31,1.3891204975842521e-30,1.0512064536025475e-25,2.858823699018543e-26,-1.9255220176101897e-37,5.746153975134848e-38,1.5001617113557815e-33,1.0187656888710438e-33,6.447537016060407e-24,1.7624083907784886e-24,1.3680981535974239e-39,-1.2300850920046767e-40,2.224224730545518e-34,-7.96706728681431e-34,-2.848271076509155e-22,8.01978238546875e-23,-5.519732481000395e-41,-1.5638500181860126e-41,6.919648694093613e-13,3.2219731823417357e-13,2.0758583996698022e-13,3.488411134301574e-14,1.256632138953531e-12,2.9500807641153204e-13,5.582414127373507e-13,0.720146656036377,0.682703971862793,0.6832931637763977,0.6553581357002258,air,11
1338.5,4.1031768010345445e-31,1.3870246457583101e-30,1.0503526863613551e-25,2.901694904820494e-26,-1.924778237379267e-37,5.824466047342947e-38,1.5006983046793822e-33,9.495034706546925e-34,6.4288973204276854e-24,1.75496893895432e-24,1.3242602940020228e-39,-1.3192772366334793e-40,2.2001926740632034e-34,-7.98282805450514e-34,-2.8225061320023814e-22,8.078395945783245e-23,-5.564732511400094e-41,-1.5365573606641923e-41,6.874655829900551e-13,3.1527822590323754e-13,2.0351547473719945e-13,3.471461188094039e-14,1.2409738955114324e-12,2.9282100046123915e-13,5.547738996431722e-13,0.7102373242378235,0.6698182821273804,0.6740503311157227,0.6429739594459534,air,11
1340.5,4.157691318582272e-31,1.3849374587725106e-30,1.0509608042829282e-25,2.909327825043406e-26,-1.92382157722302e-37,5.89789585109569e-38,1.4882524635630751e-33,9.007839412061467e-34,6.412774122843453e-24,1.7469386474885368e-24,1.2936500768776923e-39,-1.2923898884222362e-40,2.1900049670632556e-34,-7.972243889299634e-34,-2.7969729577733504e-22,8.12904011510735e-23,-5.576263224004141e-41,-1.5276890805682474e-41,6.829531594313316e-13,3.08483818972855e-13,1.9951925917041885e-13,3.453008309663869e-14,1.225486320671244e-12,2.9056235957526846e-13,5.513196760335956e-13,0.7006857395172119,0.6573590040206909,0.6651418209075928,0.630999743938446,air,11
1342.5,4.2105783440446715e-31,1.382883593535658e-30,1.037590198026813e-25,2.9368851952624435e-26,-1.9225975961790035e-37,5.971284625774587e-38,1.4790586683587195e-33,8.39567800979464e-34,6.3989372609344824e-24,1.739793226317998e-24,1.2658216802299835e-39,-1.3136807129291393e-40,2.192470009758248e-34,-7.91591589254753e-34,-2.77124913547426e-22,8.171819188139603e-23,-5.464810721554622e-41,-1.559069269246611e-41,6.784836783373575e-13,3.0172627633514245e-13,1.955882084041677e-13,3.433348430860674e-14,1.2101316473852744e-12,2.882589787332256e-13,5.479190277990394e-13,0.6913118958473206,0.6450088024139404,0.6564014554023743,0.6191299557685852,air,11
1332.5,3.9411100334632347e-31,1.3931027850587185e-30,1.045023839900915e-25,2.924983124378286e-26,-1.92675896658113e-37,5.601592885408209e-38,1.5590855315447608e-33,1.28228864722424e-33,6.466666513480408e-24,1.7760080094228944e-24,1.4077102061704957e-39,-1.3302076683097002e-40,2.2534695944963538e-34,-8.048477476715244e-34,-2.8902540414954114e-22,7.900911780559166e-23,-5.506476284777805e-41,-1.6189005195126426e-41,7.012235304173842e-13,3.343479733346192e-13,2.1468099864815514e-13,3.5237253105134736e-14,1.2854897555052934e-12,2.994966384425236e-13,5.653905799651943e-13,0.7369796633720398,0.7043702602386475,0.6990593075752258,0.6761747002601624,air,13
