order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
15,15,projected,2.9936814308166504,16.36397361755371,24.343883514404297,0.672200620174408,19.905885934829712
15,15,binary,2.986499786376953,16.226749420166016,24.199647903442383,0.6705365777015686,19.6384117603302
