wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1232.5,1.8353180885314941,1.061470866203308,0.5362658500671387,9,9,binary
1237.5,1.8646655082702637,1.0957471132278442,0.5325310230255127,9,9,binary
1242.5,1.8968504667282104,1.1327629089355469,0.5288017392158508,9,9,binary
1247.5,1.9319992065429688,1.173109769821167,0.5251300930976868,9,9,binary
1252.5,1.9713181257247925,1.2177983522415161,0.5215740203857422,9,9,binary
1257.5,2.0147321224212646,1.2668081521987915,0.5179810523986816,9,9,binary
1262.5,2.0633134841918945,1.321258544921875,0.5145140886306763,9,9,binary
1267.5,2.118345022201538,1.3825621604919434,0.5112124085426331,9,9,binary
1272.5,2.1807711124420166,1.4516246318817139,0.5082240104675293,9,9,binary
1277.5,2.2535603046417236,1.5309568643569946,0.5058781504631042,9,9,binary
1282.5,2.3381094932556152,1.6224815845489502,0.5038076639175415,9,9,binary
1287.5,2.440011739730835,1.7312250137329102,0.5026989579200745,9,9,binary
1292.5,2.56557297706604,1.863144874572754,0.5032801032066345,9,9,binary
1297.5,2.724942922592163,2.0256271362304688,0.506746768951416,9,9,binary
1302.5,2.9379189014434814,2.2414512634277344,0.5140110850334167,9,9,binary
1307.5,3.259446144104004,2.5503108501434326,0.5334885120391846,9,9,binary
1312.5,3.9080746173858643,3.1118133068084717,0.598935604095459,9,9,binary
1317.5,5.869326114654541,5.385121822357178,0.5296183824539185,9,9,binary
1322.5,7.408824920654297,7.652998924255371,0.3504800498485565,9,9,binary
1327.5,13.822277069091797,15.091547012329102,0.1534455567598343,9,9,binary
1332.5,72.52742767333984,71.89143371582031,0.24704089760780334,9,9,binary
1337.5,17.376190185546875,23.28329849243164,0.18704625964164734,9,9,binary
1342.5,10.236359596252441,31.97370719909668,0.08299635350704193,9,9,binary
1347.5,9.283082008361816,37.53464889526367,0.38889017701148987,9,9,binary
1352.5,7.926322937011719,17.81253433227539,0.28758931159973145,9,9,binary
1357.5,7.036068439483643,11.222949981689453,0.1602153778076172,9,9,binary
1362.5,6.421628475189209,8.764373779296875,0.08539585024118423,9,9,binary
1367.5,5.9259490966796875,7.514808177947998,0.04165749251842499,9,9,binary
1372.5,5.4997124671936035,6.735196113586426,0.018037233501672745,9,9,binary
1377.5,5.114903926849365,6.160749435424805,0.00784729141741991,9,9,binary
1382.5,4.76609468460083,5.701377868652344,0.007420751731842756,9,9,binary
1387.5,4.449310302734375,5.312630653381348,0.014048184268176556,9,9,binary
1392.5,4.162153720855713,4.974154949188232,0.025835420936346054,9,9,binary
1397.5,3.909919023513794,4.6952314376831055,0.04127936065196991,9,9,binary
1402.5,3.72225022315979,4.728622913360596,0.058151040226221085,9,9,binary
1407.5,3.402618169784546,4.218837738037109,0.07691379636526108,9,9,binary
1412.5,3.1994597911834717,3.90803599357605,0.09801582247018814,9,9,binary
1417.5,3.0188605785369873,3.6753997802734375,0.11914724856615067,9,9,binary
1422.5,2.853466272354126,3.469034433364868,0.14033986628055573,9,9,binary
1427.5,2.7026607990264893,3.280850648880005,0.16147887706756592,9,9,binary
1432.5,2.5660159587860107,3.108661651611328,0.18211692571640015,9,9,binary
