order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,2.4187798500061035,9.996733665466309,12.620227813720703,0.7921199202537537,4.176095962524414
9,9,binary,2.418490409851074,9.994147300720215,12.616193771362305,0.7921682000160217,4.069918155670166
11,11,projected,2.420149087905884,10.005208015441895,12.644119262695312,0.7912933826446533,12.220011711120605
11,11,binary,2.420144557952881,10.00539493560791,12.643771171569824,0.7913299798965454,11.461978912353516
13,13,projected,2.420344829559326,10.005362510681152,12.648879051208496,0.7910078167915344,30.27703022956848
13,13,binary,2.4202518463134766,10.00457763671875,12.647520065307617,0.791030764579773,28.40640950202942
