theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.1425570547580719,0.31367164850234985,0.36742135882377625,0.17634987831115723
0.0,45.0,0.1425570547580719,0.31367164850234985,0.36742135882377625,0.17634987831115723
0.0,90.0,0.1425570547580719,0.31367164850234985,0.36742135882377625,0.17634987831115723
15.0,0.0,0.15330374240875244,0.30768102407455444,0.36173227429389954,0.1772829294204712
15.0,45.0,0.1470240354537964,0.30972346663475037,0.363151878118515,0.18010058999061584
15.0,90.0,0.14121781289577484,0.31152790784835815,0.3639926612377167,0.18326161801815033
30.0,0.0,0.19094446301460266,0.2872597575187683,0.3441937267780304,0.17760205268859863
30.0,45.0,0.16228777170181274,0.29561275243759155,0.35232359170913696,0.18977580964565277
30.0,90.0,0.13512960076332092,0.306647390127182,0.353805273771286,0.20441770553588867
45.0,0.0,0.2692413926124573,0.24423234164714813,0.31107664108276367,0.1754496842622757
45.0,45.0,0.19296108186244965,0.2671440839767456,0.3396523594856262,0.20024245977401733
45.0,90.0,0.1142885833978653,0.29872894287109375,0.34550243616104126,0.24147994816303253
60.0,0.0,0.4146384596824646,0.16923031210899353,0.2575688660144806,0.1585623323917389
60.0,45.0,0.26412588357925415,0.2130439579486847,0.3247057795524597,0.19812430441379547
60.0,90.0,0.05759171023964882,0.28012463450431824,0.3696250915527344,0.29265856742858887
75.0,0.0,0.6579975485801697,0.06661394238471985,0.16673129796981812,0.10865709185600281
75.0,45.0,0.4580126702785492,0.11034262180328369,0.27241232991218567,0.15923231840133667
75.0,90.0,0.017758313566446304,0.22084581851959229,0.4233836531639099,0.3380122482776642
80.0,0.0,0.7635141611099243,0.034234676510095596,0.12210677564144135,0.08014433085918427
80.0,45.0,0.583608865737915,0.06444178521633148,0.22500477731227875,0.12694445252418518
80.0,90.0,0.07496006041765213,0.17439138889312744,0.41369110345840454,0.3369573950767517
