lambda_nm,T_min,fwhm_nm,Q,R_at_res,A_at_res,case
1228.0,0.12824432072298697,5.25,233.9047619047619,0.8717556792770098,3.219646771412954e-15,freeform_noITO
1228.0,0.4503381513911702,7.75,158.4516129032258,0.2916943414742374,0.2579675071345923,freeform_ITO
1484.75,0.6539205367085625,25.25,58.801980198019805,0.13271155056921916,0.21336791272221833,freeform_ITO
1240.25,2.224179785723162e-06,31.5,39.37301587301587,0.9999977758202256,-1.1365979788884083e-14,EDR_noITO
1229.5,0.04503548629266267,23.75,51.76842105263158,0.6459828222829697,0.30898169142436765,EDR_ITO
