it,L,batch_Rc_mean,batch_Rc_min,batch_co_mean,batch_A_mean
0.0,0.029227157675708104,0.3236869215965271,0.2204321026802063,0.030034375097602605,0.3608913719654083
1.0,0.12702739646505343,0.24338480830192566,0.12578102946281433,0.10181359127163887,0.3469458818435669
2.0,0.09971114525632413,0.2720979660749435,0.14210280776023865,0.07717119990848005,0.35930190682411195
3.0,0.08691457693447809,0.2720415234565735,0.16329097747802734,0.08393397331237792,0.33017324209213256
4.0,0.08964689527937271,0.26013891100883485,0.18528124690055847,0.08823740445077419,0.3300728857517242
5.0,0.08659306111415704,0.2594474911689758,0.20653405785560608,0.08578991591930389,0.34935380816459655
6.0,0.08988822710776051,0.24805519580841065,0.22073328495025635,0.09946957863867283,0.34460543394088744
7.0,0.05400704994311729,0.2790178179740906,0.2204711139202118,0.07164819985628128,0.2841690361499786
8.0,0.05765679338034514,0.2782412052154541,0.22019824385643005,0.0700246961787343,0.3139859676361084
9.0,0.05067602644851113,0.28583671152591705,0.21999810636043549,0.059853914007544515,0.31078060865402224
10.0,0.06497402006832231,0.2672161102294922,0.21973374485969543,0.0835154414176941,0.29207096099853513
11.0,0.0793009412624413,0.2510941833257675,0.21967393159866333,0.09746058844029903,0.29428532123565676
12.0,0.07531913057715231,0.2538362979888916,0.21965450048446655,0.10941170305013656,0.2890605449676514
13.0,0.08052451701684582,0.24768333435058593,0.21969527006149292,0.11281608492136001,0.283415162563324
14.0,0.06108632702328722,0.27129732370376586,0.21962445974349976,0.09322205483913422,0.28914050459861756
15.0,0.07668606618089757,0.2538851261138916,0.21971142292022705,0.09033979251980781,0.2913575410842896
16.0,0.0528378822466022,0.28167908191680907,0.21990728378295898,0.08666321225464343,0.2536065995693207
17.0,0.0365732681340258,0.3024538099765778,0.22010204195976257,0.0693969015032053,0.2710122883319855
18.0,0.06336210561880595,0.2675769627094269,0.22046023607254028,0.08167212810367346,0.27313188314437864
19.0,0.02227550930563167,0.3168222099542618,0.22080853581428528,0.0591989666223526,0.25655165910720823
20.0,0.062344137002860824,0.2672397166490555,0.22125008702278137,0.10055488906800747,0.26918848156929015
21.0,0.03699696006743765,0.29497601091861725,0.2216900736093521,0.08362767621874809,0.24558400511741638
22.0,0.05362558953986204,0.27904024720191956,0.2221933752298355,0.08585386946797371,0.2703528642654419
23.0,0.053260240245766616,0.2769597381353378,0.22262457013130188,0.07672056704759597,0.291387939453125
24.0,0.043210531316609395,0.2626707226037979,0.2364404946565628,0.08040150105953217,0.2699559569358826
25.0,0.02048555631876816,0.2935707151889801,0.23674431443214417,0.06944342777132988,0.25918236672878264
26.0,0.03698172215146982,0.2740484356880188,0.23692543804645538,0.06625421456992626,0.2796545088291168
27.0,0.008950196750627942,0.3089550018310547,0.23726889491081238,0.05529937893152237,0.2762177586555481
28.0,0.03404586871827912,0.27633485198020935,0.23751316964626312,0.07286905720829964,0.2840899765491486
29.0,0.018272886451370186,0.29563087224960327,0.2379094958305359,0.06815933436155319,0.26214990615844724
30,-0.017026848166036966,0.32793081998825074,0.24666237831115723,0.05878350771963596,0.2568565487861633
31,-0.011054466358322586,0.31605404019355776,0.2475462257862091,0.039644194021821025,0.2969059765338898
32,0.0015096933211055374,0.3011468887329102,0.24838989973068237,0.061184252798557284,0.2692325681447983
33,-0.018227955410921086,0.33051144778728486,0.24897338449954987,0.06249989122152329,0.2589778661727905
34,-0.021620812897143946,0.3359551280736923,0.24964715540409088,0.055613542720675466,0.2663639307022095
35,-0.004697334925389714,0.3094352960586548,0.2502900958061218,0.06486407667398453,0.27380183041095735
36,-0.024843305000231457,0.33637029528617857,0.2508864402770996,0.03984105065464973,0.30731008052825926
37,0.005346623338613556,0.2962619364261627,0.2510482668876648,0.05487642213702202,0.3021824896335602
38,-0.015139472504450274,0.32044113278388975,0.2513532042503357,0.062345308065414426,0.2706556797027588
39,-0.005958482058266074,0.3083652019500732,0.25409501791000366,0.059514283947646615,0.2865286827087402
40,-0.02086023024052685,0.3245795011520386,0.2541801333427429,0.05034247245639563,0.2885950684547424
41,-0.017834113949257775,0.32139174938201903,0.25470539927482605,0.03913216255605221,0.30624627470970156
42,-0.01724789623948493,0.3259140372276306,0.25481683015823364,0.06088506728410721,0.2832216411828995
43,-0.005368099762694763,0.30771173238754274,0.2550162971019745,0.060716024972498416,0.28682547211647036
44,0.009175312069574407,0.2875816345214844,0.25523900985717773,0.0594717338681221,0.3013235509395599
