theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,5.326816608430818e-05,0.7920293211936951,0.012159589678049088,0.19575777649879456
0.0,45.0,5.326816608430818e-05,0.7920293211936951,0.012159589678049088,0.19575777649879456
0.0,90.0,5.326816608430818e-05,0.7920293211936951,0.012159589678049088,0.19575777649879456
15.0,0.0,0.0030879653058946133,0.7857479453086853,0.005019047297537327,0.20614497363567352
15.0,45.0,0.00021660496713593602,0.7900971174240112,0.004553118254989386,0.20513305068016052
15.0,90.0,0.0014579775743186474,0.787958562374115,0.0059898616746068,0.20459361374378204
30.0,0.0,0.04398089647293091,0.6923614740371704,0.028266575187444687,0.2353910505771637
30.0,45.0,0.004098609089851379,0.7589820027351379,0.0035074858460575342,0.23341180384159088
30.0,90.0,0.03435210883617401,0.7089787721633911,0.027098022401332855,0.22957099974155426
45.0,0.0,0.17744040489196777,0.4216420650482178,0.1513442099094391,0.24957329034805298
45.0,45.0,0.03528840094804764,0.6472946405410767,0.04494601488113403,0.27247095108032227
45.0,90.0,0.1586020588874817,0.4561904966831207,0.14214181900024414,0.24306565523147583
60.0,0.0,0.3476635217666626,0.18755726516246796,0.24617613852024078,0.21860302984714508
60.0,45.0,0.15985465049743652,0.4371075928211212,0.11289306730031967,0.2901446223258972
60.0,90.0,0.3363844156265259,0.20872658491134644,0.23987291753292084,0.21501608192920685
75.0,0.0,0.5737771987915039,0.05969676002860069,0.2173539400100708,0.14917203783988953
75.0,45.0,0.47267141938209534,0.1767413318157196,0.12424986809492111,0.22633732855319977
75.0,90.0,0.5722432136535645,0.06565724313259125,0.2152731865644455,0.14682640135288239
80.0,0.0,0.6848727464675903,0.03049382194876671,0.17267881333827972,0.11195454746484756
80.0,45.0,0.6325575113296509,0.09428445994853973,0.09999963641166687,0.17315834760665894
80.0,90.0,0.6853716373443604,0.03342144936323166,0.17113341391086578,0.11007343232631683
