lam_nm,txx_re,txx_im,rxx_re,rxx_im,tyx_re,tyx_im,ryx_re,ryx_im,T,R,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxx_re,Qxx_im,Qyy_re,Qyy_im,Qzz_re,Qzz_im,Qxy_re,Qxy_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Tx_re,Tx_im,Ty_re,Ty_im,Tz_re,Tz_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im
1292.5,-0.32350778579711914,0.6454339623451233,-0.5708932876586914,-0.3849369287490845,0.01359533704817295,-0.04465186223387718,0.01981799490749836,-0.04299715533852577,0.5234209092102873,0.476337093297886,1.2336706163508764e-31,1.5687669280995942e-30,-4.117427509547893e-33,-8.893831038430536e-32,1.2348008694182746e-32,-2.544920931522132e-32,2.469294649483819e-24,-5.074706041906729e-25,-1.7375212326337945e-24,6.348286325582916e-24,2.379410052703812e-22,1.4538223083574323e-22,-3.8565945536110694e-39,-7.904183496799672e-38,6.21268856977011e-39,3.6904231885454527e-38,-2.3560949291767584e-39,4.213760391431003e-38,-4.859155333387297e-37,9.176988406228849e-37,-2.2226464634034015e-37,3.58737517453593e-37,1.0855554399389162e-39,6.10815632401447e-39,-6.829423634280426e-38,6.953406852717882e-39,-1.4507987675450816e-38,-1.747174084382906e-38,-4.3190113044537306e-39,-1.683411105586581e-39,9.35821492049526e-13,2.650914934204974e-14,-1.3495131250129584,0.3117265031359374,-1.0504556779836178,-0.11399225035971995
1293.5,-0.32280853390693665,0.6473510265350342,-0.5729175806045532,-0.3822350800037384,0.0036252278368920088,-0.03269348666071892,0.007525232620537281,-0.03241800516843796,0.5243507074660124,0.47544576673633304,1.296796985396177e-31,1.5691737229133045e-30,-1.62265305202853e-32,-5.673381612263202e-32,1.2452598044122185e-32,-2.543314795318562e-32,1.489105696951365e-24,-9.04824311337864e-25,-1.5640250972209755e-24,6.452286026991368e-24,1.7094104303175064e-22,6.427551877235846e-23,-3.3163771140569936e-39,-7.956589549731281e-38,3.649943679761258e-39,3.9607355188695224e-38,-3.335609936934925e-40,3.9958541810438516e-38,-2.1026744634683987e-37,6.921919852448744e-37,-2.2086924676251685e-37,3.5778054944244167e-37,2.8168716458806622e-39,3.296978863014156e-39,-6.908177090326718e-38,6.29384638464988e-39,-1.2099469753499814e-38,-1.0034209850630487e-38,-4.2364853908366745e-39,-1.6412015288416907e-39,9.340136687918375e-13,2.6193216461968828e-14,-1.3501093846639394,0.3132518654479435,-1.0527595005202328,-0.1113601868037152
1294.5,-0.3216262757778168,0.6488183736801147,-0.5742707252502441,-0.37992343306541443,0.0004000175395049155,-0.02527601644396782,0.00292347464710474,-0.02534559927880764,0.5250477803169249,0.47477962697846593,1.3377034696353977e-31,1.5691139750389132e-30,-1.7535947530970512e-32,-3.902464680451336e-32,1.2446101005691976e-32,-2.5401477011593807e-32,9.447145084898969e-25,-9.605836045791802e-25,-1.414154924574654e-24,6.517518185820625e-24,1.2626906425812808e-22,3.375376076180471e-23,-3.231980987698042e-39,-7.977422833635822e-38,2.8636478530969126e-39,4.118121080403785e-38,3.683349968114759e-40,3.859302254354824e-38,-1.0602497899854817e-37,5.416162322014734e-37,-2.196540733860999e-37,3.5687995141103746e-37,3.2770983839153385e-39,1.6509587877379902e-39,-6.961307905727054e-38,6.118270901870414e-39,-9.843646815841027e-39,-6.68141579329868e-39,-4.181316014614108e-39,-1.6225064148199657e-39,9.314652526783833e-13,2.5898182522102448e-14,-1.3496825059773825,0.3147156810056337,-1.0539906361969655,-0.10875561265472541
1295.5,-0.3202563524246216,0.650077223777771,-0.5754045248031616,-0.3777833580970764,-0.0007705842144787312,-0.020725613459944725,0.0009543821797706187,-0.02087467536330223,0.5255946729962602,0.4742472957359245,1.3703348980273665e-31,1.5691959980930842e-30,-1.66396026635845e-32,-2.885992203068194e-32,1.237022919186329e-32,-2.535068851190053e-32,6.255523289126099e-25,-9.35230256667994e-25,-1.2699146209150077e-24,6.56465515309582e-24,9.811117806364061e-23,2.0424086084350247e-23,-3.2342218282781915e-39,-7.974271450372039e-38,2.5874275380311905e-39,4.205516420980969e-38,6.467927370947021e-40,3.7687553646793114e-38,-6.038906087703419e-38,4.4688962637467265e-37,-2.1850468597289393e-37,3.5597552239967558e-37,3.356791229678067e-39,6.6224360214529345e-40,-6.998263422677475e-38,6.108042817470111e-39,-8.238622532483104e-39,-4.966605317444743e-39,-4.141778483000696e-39,-1.602047596294334e-39,9.290198358007337e-13,2.5609900195220604e-14,-1.3488755322536454,0.3161035609273626,-1.05483899440217,-0.10620419637253652
1296.5,-0.3188358247280121,0.6511930227279663,-0.5764600038528442,-0.37577706575393677,-0.0012761757243424654,-0.017592458054423332,-8.659482409711927e-05,-0.01773710735142231,0.5260197591844533,0.47382915166451917,1.398522531280341e-31,1.5694334364789866e-30,-1.535897308484842e-32,-2.2200325945464793e-32,1.2300495518705596e-32,-2.525918346632982e-32,4.153345166998981e-25,-9.019794246574777e-25,-1.1284103140651354e-24,6.613560161143342e-24,7.870434480113055e-23,1.336160048660969e-23,-3.337969651563541e-39,-7.961950480382122e-38,2.497490795090761e-39,4.2574519417180277e-38,8.404777307674504e-40,3.704499647651147e-38,-3.601442191223504e-38,3.816491850521827e-37,-2.1735246046996643e-37,3.5506618690939705e-37,3.359191464738226e-39,1.3578221460335432e-42,-7.026068276813489e-38,6.152245709299554e-39,-7.062604366771096e-39,-3.918795340839462e-39,-4.102762672154822e-39,-1.5883472493950497e-39,9.267264214348243e-13,2.5323755919352883e-14,-1.3479110530401137,0.31735116470988645,-1.0555180358345153,-0.10378057079301962
1297.5,-0.3174062967300415,0.6522026658058167,-0.577478289604187,-0.37387681007385254,-0.001488510170020163,-0.015380771830677986,-0.0006630939315073192,-0.015504882670938969,0.5263538582927265,0.4735058851553784,1.4243476384750159e-31,1.569847373415978e-30,-1.413972159645002e-32,-1.7661756598901225e-32,1.2211905859922013e-32,-2.5186568780783314e-32,2.677598159357008e-25,-8.703483814175033e-25,-9.950644301244992e-25,6.653256026896106e-24,6.499749533757191e-23,9.393915724546313e-24,-3.379645686881626e-39,-7.947105160609481e-38,2.465151795576285e-39,4.2919247674373315e-38,9.144920322224933e-40,3.6551819268976636e-38,-2.228544406314035e-38,3.3572909803573844e-37,-2.1624504509316317e-37,3.5418495289809974e-37,3.331466295202786e-39,-4.63125691156597e-40,-7.047644849863069e-38,6.222876145283135e-39,-6.196026514720545e-39,-3.246655629736925e-39,-4.074924055859937e-39,-1.572316614304348e-39,9.24627612706545e-13,2.5046138107659173e-14,-1.3468909520305306,0.3185193295501239,-1.0561248060732469,-0.10143795730295099
1298.5,-0.3159686028957367,0.6531696319580078,-0.5784554481506348,-0.37201762199401855,-0.0015396870439872146,-0.013638181611895561,-0.0010545692639425397,-0.013716265559196472,0.5266550967619156,0.47319706462645905,1.4488726019185763e-31,1.5702831293131095e-30,-1.3011198313183394e-32,-1.419950594063907e-32,1.2135454672331927e-32,-2.508201831212602e-32,1.636871650336819e-25,-8.296448526231398e-25,-8.674371162796441e-25,6.698288314698299e-24,5.461394228972686e-23,6.801150248111607e-24,-3.5616352577130624e-39,-7.92437080848455e-38,2.5299422499778457e-39,4.307179625365167e-38,1.031694552817204e-39,3.617189424880261e-38,-1.312153674292126e-38,3.0096032769849714e-37,-2.151275511373427e-37,3.5332196119321247e-37,3.274153017461051e-39,-7.963179934509853e-40,-7.06586241095485e-38,6.305507171801006e-39,-5.525135345332025e-39,-2.7503256064106775e-39,-4.042698015915901e-39,-1.5614163900488343e-39,9.225516479071376e-13,2.4772450054139974e-14,-1.345798001741279,0.3196347737937789,-1.0566396060765457,-0.09914807595240795
1299.5,-0.3145730495452881,0.6540679931640625,-0.579398512840271,-0.3702472746372223,-0.001595473731867969,-0.01234697736799717,-0.001279557473026216,-0.012403069995343685,0.5269161365684414,0.4729411544704445,1.471668781337702e-31,1.5707010978818465e-30,-1.2142101922743043e-32,-1.1715516150062207e-32,1.2052582490596658e-32,-2.4984806283695814e-32,7.594357170702607e-26,-8.103249881966401e-25,-7.408774169558887e-25,6.731249106405441e-24,4.6620877329005056e-23,4.976838683822926e-24,-3.616135374944938e-39,-7.89806178519185e-38,2.5182726666540542e-39,4.312794020806305e-38,1.0978586384540396e-39,3.5852690531343966e-38,-6.68069938923488e-39,2.7433110311597654e-37,-2.1408859530173492e-37,3.524698460554993e-37,3.244060186206657e-39,-1.0738070438898145e-39,-7.080814349866111e-38,6.391580126099768e-39,-4.9854398213246756e-39,-2.3894072079807902e-39,-4.0160687787135725e-39,-1.5471152660969735e-39,9.204469816855508e-13,2.450736532596492e-14,-1.3446238180914134,0.32065221538066396,-1.0570310927827689,-0.09696883135543724
1300.5,-0.3131398856639862,0.6549524664878845,-0.580348014831543,-0.36846911907196045,-0.0015706054400652647,-0.01124054379761219,-0.0014539441326633096,-0.011260366067290306,0.5271481379785323,0.4727022198260897,1.494402754444898e-31,1.5712784598223153e-30,-1.1260867367403492e-32,-9.658825357050609e-33,1.1971492238395365e-32,-2.4891814920506237e-32,9.210198370367359e-27,-7.819275866378926e-25,-6.275090883088745e-25,6.771011084725766e-24,4.020762675667471e-23,3.865685187938762e-24,-3.7767180783116353e-39,-7.878732080367278e-38,2.625165297157594e-39,4.323047528520668e-38,1.1515510799983261e-39,3.555684228929867e-38,-2.4728625047514245e-39,2.529889370737934e-37,-2.130041544996278e-37,3.516611705560253e-37,3.194113181863914e-39,-1.286710742009663e-39,-7.094353931522956e-38,6.487896845232788e-39,-4.54573262343693e-39,-2.1056417156563903e-39,-3.9897354636578156e-39,-1.536119696042969e-39,9.185366633255773e-13,2.424640417944974e-14,-1.3435042652225122,0.32168876216772346,-1.0574935554199376,-0.09476553179630898
1301.5,-0.31172695755958557,0.6558124423027039,-0.5812861919403076,-0.3667234182357788,-0.00152342498768121,-0.010339077562093735,-0.0015432509826496243,-0.010329069569706917,0.527372872896921,0.4724887737247694,1.5165954342479676e-31,1.5718783206158167e-30,-1.0489674453217014e-32,-8.063802715998456e-33,1.188195821367466e-32,-2.479066898144278e-32,-4.5967846174863635e-26,-7.570191536761084e-25,-5.066391576134133e-25,6.80570800388622e-24,3.496688540996269e-23,3.1211027058007187e-24,-3.8481662919822805e-39,-7.85291422816755e-38,2.642155095795641e-39,4.3196919369002095e-38,1.2060075275054352e-39,3.533222598074875e-38,2.1433128138441837e-40,2.3567056838175225e-37,-2.119504823512342e-37,3.5082234762834353e-37,3.1411310256228946e-39,-1.4618961370773542e-39,-7.106795768234746e-38,6.5826798269843e-39,-4.169770531476053e-39,-1.890280085818616e-39,-3.9647546998641556e-39,-1.521517279117698e-39,9.16655570153114e-13,2.3986776174754173e-14,-1.3423769102914345,0.3226856893742443,-1.057930054216122,-0.0926056165220872
