theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2978488504886627,0.12030144035816193,0.32393598556518555,0.2579137086868286
0.0,45.0,0.2978488504886627,0.12030144035816193,0.32393598556518555,0.2579137086868286
0.0,90.0,0.2978488504886627,0.12030144035816193,0.32393598556518555,0.2579137086868286
15.0,0.0,0.3178204298019409,0.09795063734054565,0.3122880458831787,0.2719408869743347
15.0,45.0,0.31080901622772217,0.1084834486246109,0.3149903416633606,0.26571714878082275
15.0,90.0,0.30453622341156006,0.11792848259210587,0.31822311878204346,0.25931215286254883
30.0,0.0,0.33642637729644775,0.03930335119366646,0.32066988945007324,0.30360034108161926
30.0,45.0,0.3342823386192322,0.07533296197652817,0.3024865388870239,0.28789812326431274
30.0,90.0,0.32532358169555664,0.10923361778259277,0.30127522349357605,0.26416757702827454
45.0,0.0,0.28234928846359253,0.011217605322599411,0.39547640085220337,0.3109567165374756
45.0,45.0,0.3330560326576233,0.03795653581619263,0.31042444705963135,0.31856292486190796
45.0,90.0,0.3620227873325348,0.09083175659179688,0.271139919757843,0.2760055661201477
60.0,0.0,0.27251896262168884,0.02324749156832695,0.4193008542060852,0.2849327325820923
60.0,45.0,0.31174737215042114,0.01647314243018627,0.32999175786972046,0.34178775548934937
60.0,90.0,0.4097345471382141,0.06463004648685455,0.2237880676984787,0.30184727907180786
75.0,0.0,0.4525219798088074,0.018672050908207893,0.31746411323547363,0.21134181320667267
75.0,45.0,0.37415677309036255,0.00734400749206543,0.3045017421245575,0.31399744749069214
75.0,90.0,0.491871178150177,0.03298819437623024,0.17564676702022552,0.2994939088821411
80.0,0.0,0.5812021493911743,0.011460794135928154,0.24440011382102966,0.1629369556903839
80.0,45.0,0.46215134859085083,0.004533939063549042,0.26316380500793457,0.27015089988708496
80.0,90.0,0.5815926790237427,0.018909139558672905,0.1530454456806183,0.24645254015922546
