theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.356073796749115,0.2741592824459076,0.13394498825073242,0.23582184314727783
0.0,45.0,0.356073796749115,0.2741592824459076,0.13394498825073242,0.23582184314727783
0.0,90.0,0.356073796749115,0.2741592824459076,0.13394498825073242,0.23582184314727783
15.0,0.0,0.3749619126319885,0.19943487644195557,0.14772182703018188,0.27788132429122925
15.0,45.0,0.3685595989227295,0.23979786038398743,0.13149404525756836,0.26014846563339233
15.0,90.0,0.35648947954177856,0.27736955881118774,0.12078786641359329,0.245353102684021
30.0,0.0,0.31492388248443604,0.0436670258641243,0.2833932936191559,0.35801583528518677
30.0,45.0,0.3699738383293152,0.14667177200317383,0.15043610334396362,0.3329181671142578
30.0,90.0,0.35054469108581543,0.2871150076389313,0.08049245178699493,0.28184774518013
45.0,0.0,0.18463166058063507,0.019006192684173584,0.4196789264678955,0.37668320536613464
45.0,45.0,0.3195608854293823,0.058146581053733826,0.20388665795326233,0.4184059202671051
45.0,90.0,0.25903287529945374,0.2880226671695709,0.05035736411809921,0.40258699655532837
60.0,0.0,0.17338597774505615,0.01911071129143238,0.41506367921829224,0.3924395740032196
60.0,45.0,0.31434956192970276,0.01873943768441677,0.22310665249824524,0.4438043236732483
60.0,90.0,0.06998090445995331,0.2217862606048584,0.27220430970191956,0.43602851033210754
75.0,0.0,0.32355350255966187,0.007433486171066761,0.28809571266174316,0.3809172809123993
75.0,45.0,0.4949828088283539,0.005265877582132816,0.16547854244709015,0.3342728018760681
75.0,90.0,0.44892221689224243,0.050688110291957855,0.3343675434589386,0.16602209210395813
80.0,0.0,0.44862550497055054,0.005389666184782982,0.21696211397647858,0.32902270555496216
80.0,45.0,0.6163020730018616,0.0026956857182085514,0.12566886842250824,0.2553333044052124
80.0,90.0,0.6147940158843994,0.022226395085453987,0.257442831993103,0.10553672909736633
