iteration,F_co,S_ED,S_MD,balance,learning_rate,projection_beta,elapsed_time_s
0,-4.476666450500488,0.5450888276100159,0.00023721913748886436,0.00043519354180957047,0.02,1.0,1.8675472736358643
1,-2.9576499462127686,0.5514078736305237,0.004892659839242697,0.008873032238404705,0.019997806834748454,1.0471285480508996,3.6709346771240234
2,-2.2814974784851074,0.5707394480705261,0.01827588863670826,0.03202142185626162,0.019991228300988585,1.096478196143185,5.47687292098999
3,-1.8314882516860962,0.6054893136024475,0.04237239062786102,0.06998041034892967,0.019980267284282715,1.1481536214968828,7.270579099655151
4,-1.4709148406982422,0.6592183709144592,0.08004795759916306,0.12142859048057192,0.019964928592495042,1.202264434617413,9.01621150970459
5,-1.1485803127288818,0.7377746105194092,0.13627998530864716,0.1847176405440659,0.019945218953682734,1.2589254117941673,10.751168489456177
6,-0.8392557501792908,0.8506841063499451,0.21941353380680084,0.2579259823578777,0.01992114701314478,1.318256738556407,12.552809238433838
7,-0.527994692325592,1.0133970975875854,0.34324952960014343,0.3387117748974394,0.019892723329629883,1.3803842646028848,14.257431983947754
8,-0.20490169525146484,1.2506345510482788,0.5307551622390747,0.4243886927590259,0.01985996037070505,1.4454397707459274,16.04870867729187
9,0.13672003149986267,1.6022673845291138,0.820386528968811,0.5120159948892676,0.019822872507286888,1.5135612484362082,17.89253306388855
10,0.49957144260406494,2.13027286529541,1.2749319076538086,0.5984829119420869,0.019781476007338056,1.5848931924611134,19.648028135299683
11,0.8795748949050903,2.9206173419952393,1.9884488582611084,0.6808316959804139,0.019735789028731604,1.6595869074375607,21.390300035476685
12,1.2581160068511963,4.046116352081299,3.060182571411133,0.7563258950366655,0.01968583161128631,1.7378008287493754,23.135863065719604
13,1.5951969623565674,5.433374881744385,4.47199010848999,0.8230593702478771,0.019631625667976584,1.8197008586099834,24.84975528717041
14,1.830477237701416,6.650179386138916,5.849234580993652,0.8795604210593828,0.01957319497532067,1.9054607179632472,26.558146953582764
15,1.924797773361206,7.125276565551758,6.592594146728516,0.9252404571354462,0.019510565162951538,1.9952623149688797,28.30133605003357
16,1.9021471738815308,6.835157871246338,6.56803560256958,0.9609193710358278,0.019443763702374814,2.089296130854039,30.075751781463623
17,1.8218727111816406,6.218221187591553,6.148828029632568,0.9888403522701239,0.019372819894918916,2.1877616239495525,31.8466854095459
18,1.7301733493804932,5.60814094543457,5.675323009490967,0.9881624245976776,0.019297764858882512,2.290867652767773,33.6433265209198
19,1.6521296501159668,5.1313042640686035,5.306324005126953,0.9670167632262536,0.019218631515885005,2.3988329190194904,35.424301862716675
20,1.6028087139129639,4.82040548324585,5.117978096008301,0.941857388370716,0.019135454576426007,2.51188643150958,37.16438603401184
21,1.6060537099838257,4.731441020965576,5.248160362243652,0.9015427682057197,0.019048270524660196,2.6302679918953817,38.91126465797424
22,1.7538748979568481,5.203854084014893,6.413148403167725,0.8114351574093744,0.01895711760239413,2.7542287033381663,40.67219948768616
23,2.571476459503174,10.113097190856934,16.930578231811523,0.5973273359237338,0.018862035792312146,2.884031503126606,42.48714303970337
24,2.804184913635254,11.480900764465332,23.7524356842041,0.48335677726305365,0.018763066800438634,3.0199517204020156,44.29690480232239
25,2.6203393936157227,9.706896781921387,19.449899673461914,0.4990718175870747,0.018660254037844385,3.162277660168379,46.076354026794434
26,3.1747665405273438,16.766149520874023,34.12980651855469,0.4912465446224726,0.018553642601605067,3.3113112148259107,47.89172387123108
27,3.2531774044036865,18.949411392211914,35.324676513671875,0.5364355250324032,0.01844327925502015,3.467368504525316,49.6988799571991
28,2.9507813453674316,14.420676231384277,25.353063583374023,0.5687942281200473,0.018329212407100996,3.630780547701013,51.46820783615112
29,3.1385059356689453,17.21894645690918,30.907577514648438,0.557110839526256,0.01821149209133704,3.801893963205612,53.24639081954956
30,3.3578765392303467,21.047574996948242,39.21140670776367,0.5367717397596038,0.018090169943749474,3.9810717055349727,55.00740051269531
31,3.1439483165740967,17.005687713623047,31.637676239013672,0.5375138042740358,0.017965299180241964,4.168693834703354,56.74072575569153
32,3.0528059005737305,15.618908882141113,28.7066707611084,0.5440863906552675,0.017836934573258398,4.365158322401659,58.484833002090454
33,3.176252603530884,17.760501861572266,32.31489181518555,0.5496073439808215,0.017705132427757894,4.57088189614875,60.25062084197998
34,3.307405948638916,20.4482479095459,36.48550033569336,0.5604486089379743,0.017569950556517566,4.786300923226383,62.02336859703064
35,3.207773208618164,18.78670310974121,32.53762435913086,0.5773839817678214,0.017431448254773944,5.011872336272723,63.76596975326538
36,3.149528980255127,17.854042053222656,30.472593307495117,0.5859049104570514,0.017289686274214115,5.248074602497726,65.51329350471497
37,3.273571491241455,20.097402572631836,34.69350051879883,0.5792843694668801,0.017144726796328034,5.495408738576246,67.23318910598755
38,3.365154504776001,21.705833435058594,38.579769134521484,0.5626221701683403,0.016996633405133656,5.754399373371569,68.92720890045166
39,3.250399351119995,19.027790069580078,34.9842643737793,0.543895674531915,0.01684547105928689,6.025595860743578,70.62126564979553
40,3.295764207839966,19.86012840270996,36.70137023925781,0.5411277092174048,0.016691306063588582,6.309573444801932,72.32007503509521
41,3.4472579956054688,23.530237197875977,41.93956756591797,0.5610510208740724,0.016534206039901057,6.606934480075958,74.05470490455627
42,3.3534679412841797,21.764135360717773,37.587528228759766,0.5790254477032772,0.016374239897486896,6.918309709189365,75.85886192321777
