it,L,R_cross,R_co,T_tot,pb_err_deg
0,0.4810359653833138,0.011973989196121693,0.7958186268806458,0.021499999798834324,166.12608337402344
1,0.4794717042171901,0.01287567988038063,0.7954128980636597,0.02185406070202589,165.60382080078125
2,0.4779275734164363,0.013814576901495457,0.7949194312095642,0.022140400484204292,165.07948303222656
3,0.47642242390737644,0.014796024188399315,0.7943645119667053,0.022410434670746326,164.55194091796875
4,0.47486423015722534,0.015833906829357147,0.7936730980873108,0.022596613503992558,164.01165771484375
5,0.47338497423336334,0.016906438395380974,0.7929379343986511,0.022739706560969353,163.47119140625
6,0.47186818088076293,0.018037039786577225,0.7921186685562134,0.02282662596553564,162.9202423095703
7,0.4704242576312737,0.019220231100916862,0.7911503911018372,0.022880789823830128,162.360595703125
8,0.46893958326007584,0.02044888772070408,0.7900599837303162,0.022838507778942585,161.79685974121094
9,0.4675561585618445,0.021723778918385506,0.7889558672904968,0.022765344008803368,161.23060607910156
10,0.46610305432931476,0.023067094385623932,0.7876962423324585,0.02262053545564413,160.6498260498047
11,0.46469071445277466,0.024456683546304703,0.7863404154777527,0.02240960393100977,160.0648651123047
12,0.46333724163601414,0.025923216715455055,0.7849258184432983,0.0221481341868639,159.46676635742188
13,0.46198906581572974,0.027434861287474632,0.7833865284919739,0.021812044084072113,158.86734008789062
14,0.46070478062855436,0.02900625951588154,0.7817089557647705,0.021438928321003914,158.25845336914062
15,0.4594190255793864,0.03063121624290943,0.7799162268638611,0.021000309847295284,157.6440887451172
16,0.4581187920256747,0.03233535960316658,0.7780264616012573,0.020527358166873455,157.01734924316406
17,0.4567938941148455,0.03415917977690697,0.7760081887245178,0.020026162266731262,156.3647918701172
18,0.4555847641931707,0.03601425141096115,0.7738466262817383,0.019483532756567,155.7163848876953
19,0.4543118527055168,0.03793647512793541,0.7715485692024231,0.01891295425593853,155.05601501464844
20,0.4529942014574119,0.0399613194167614,0.7690983414649963,0.018337203189730644,154.37901306152344
21,0.4516763857233158,0.04209119826555252,0.7665446400642395,0.017756604589521885,153.68405151367188
