theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.33506155014038086,0.11448627710342407,0.24737325310707092,0.30307891964912415
0.0,45.0,0.33506155014038086,0.11448627710342407,0.24737325310707092,0.30307891964912415
0.0,90.0,0.33506155014038086,0.11448627710342407,0.24737325310707092,0.30307891964912415
15.0,0.0,0.3649405241012573,0.08119919151067734,0.23203998804092407,0.32182031869888306
15.0,45.0,0.3524700105190277,0.09809857606887817,0.23333394527435303,0.3160974383354187
15.0,90.0,0.3394513726234436,0.11530105769634247,0.2354801595211029,0.3097674250602722
30.0,0.0,0.3935876190662384,0.014447581954300404,0.23321102559566498,0.3587538003921509
30.0,45.0,0.38171976804733276,0.056315839290618896,0.20687773823738098,0.35508668422698975
30.0,90.0,0.34290266036987305,0.12077099084854126,0.19696518778800964,0.33936116099357605
45.0,0.0,0.3405519723892212,0.013058602809906006,0.284656822681427,0.361732542514801
45.0,45.0,0.3815845847129822,0.016427069902420044,0.19210411608219147,0.4098842740058899
45.0,90.0,0.30284661054611206,0.14239919185638428,0.12962424755096436,0.42512989044189453
60.0,0.0,0.34978538751602173,0.03615468740463257,0.2810579538345337,0.333001971244812
60.0,45.0,0.377636581659317,0.0018363820854574442,0.17966210842132568,0.4408648610115051
60.0,90.0,0.0962149053812027,0.12867450714111328,0.275753378868103,0.4993572235107422
75.0,0.0,0.5377484560012817,0.022499417886137962,0.1864164024591446,0.25333571434020996
75.0,45.0,0.5023326873779297,0.001144208712503314,0.13592086732387543,0.3606022000312805
75.0,90.0,0.4273592233657837,0.010487504303455353,0.35493311285972595,0.20722010731697083
80.0,0.0,0.6548735499382019,0.012575004249811172,0.1358475536108017,0.19670383632183075
80.0,45.0,0.6078726053237915,0.0008201951859518886,0.10579079389572144,0.2855163514614105
80.0,90.0,0.5987451672554016,0.004145427141338587,0.26319068670272827,0.1339186728000641
