theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.20571808516979218,0.16192013025283813,0.3994353115558624,0.2329263985157013
0.0,45.0,0.20571808516979218,0.16192013025283813,0.3994353115558624,0.2329263985157013
0.0,90.0,0.20571808516979218,0.16192013025283813,0.3994353115558624,0.2329263985157013
15.0,0.0,0.2271609902381897,0.1504114866256714,0.3783474266529083,0.2440800666809082
15.0,45.0,0.2201176881790161,0.15637147426605225,0.38561221957206726,0.2378985583782196
15.0,90.0,0.21411049365997314,0.16174015402793884,0.39214688539505005,0.2320023775100708
30.0,0.0,0.28578025102615356,0.1061461791396141,0.3313151001930237,0.27675846219062805
30.0,45.0,0.25787681341171265,0.136051207780838,0.3540012538433075,0.25207069516181946
30.0,90.0,0.24213877320289612,0.15679073333740234,0.37228721380233765,0.22878322005271912
45.0,0.0,0.32031798362731934,0.03762957453727722,0.34307822585105896,0.29897409677505493
45.0,45.0,0.29738038778305054,0.10105912387371063,0.3306940793991089,0.2708664536476135
45.0,90.0,0.297218382358551,0.13964620232582092,0.3428415060043335,0.2202938348054886
60.0,0.0,0.3196558654308319,0.01095435582101345,0.4015498757362366,0.26783984899520874
60.0,45.0,0.3192252814769745,0.06280368566513062,0.3335447311401367,0.2844263017177582
60.0,90.0,0.4010152816772461,0.10063134133815765,0.29837650060653687,0.1999768167734146
75.0,0.0,0.4659155607223511,0.0070084016770124435,0.33781731128692627,0.18925872445106506
75.0,45.0,0.3768199384212494,0.029496997594833374,0.32823413610458374,0.2654488682746887
75.0,90.0,0.6018928289413452,0.042530354112386703,0.21383121609687805,0.14174556732177734
80.0,0.0,0.5850830078125,0.004441981203854084,0.2662960886955261,0.14417892694473267
80.0,45.0,0.4487491846084595,0.01826760545372963,0.29867392778396606,0.23430921137332916
80.0,90.0,0.7068744897842407,0.022721972316503525,0.16342173516750336,0.1069817990064621
