theta_glass,theta_air,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im
0.0,0.0,0.49527105689048767,0.020344464108347893,0.4952109754085541,0.02036229521036148,0.024414505809545517,0.014459521509706974,0.6925716996192932,0.7426528930664062,5.797344783786684e-05,4.731749868369661e-05,157.41256713867188,22.58743667602539,0.47965556383132935,0.5515333414077759,0.005252184346318245,0.07251846790313721,0.5150922536849976,0.3759481906890869,0.6922259330749512,0.021881699562072754,5.725370647269301e-05,9.106788638746366e-06,-7.45510624255985e-06,4.672651266446337e-05,-0.6763327121734619,-0.3067692518234253,-0.07219290733337402,0.006353234872221947,0.11662452667951584,-0.24272863566875458
15.0,22.154124971482833,0.11242233216762543,0.18080106377601624,0.11247827857732773,0.1807069182395935,0.08394838124513626,0.1187552735209465,0.10881958901882172,0.7580019235610962,3.38016907335259e-05,0.0001484188687754795,34.09907913208008,145.9009246826172,0.011841725558042526,0.5745669007301331,0.34028899669647217,0.06537454575300217,0.6478692889213562,0.3600585460662842,-0.06596296280622482,-0.08654820173978806,-3.3221669582417235e-05,-6.234983629838098e-06,0.00013801232853438705,-5.4596326663158834e-05,-0.7184609770774841,-0.2416210025548935,0.5815237164497375,0.04603377729654312,0.07915094494819641,-0.2431247979402542
25.0,38.00678642883053,0.11471579223871231,0.23329153656959534,0.11484567821025848,0.23321911692619324,0.10029368847608566,0.14127962291240692,0.2790457308292389,0.7862604856491089,0.00010656294762156904,0.00032218158594332635,302.68280029296875,122.68277740478516,0.07786662131547928,0.6182055473327637,0.43779265880584717,0.04489520192146301,0.48434072732925415,0.3368992507457733,-0.19164761900901794,0.20282432436943054,9.067027713172138e-05,5.598716234089807e-05,0.0003205161483492702,-3.271665991633199e-05,-0.7726041674613953,-0.14590513706207275,0.6508252024650574,-0.1192425787448883,0.024337349459528923,-0.21048246324062347
33.0,52.517484477098286,0.1546538919210434,0.27298474311828613,0.1548120230436325,0.27309998869895935,0.11053049564361572,0.0916840136051178,0.45293688774108887,0.8064731359481812,0.00013290258357301354,9.822702122619376e-05,288.8981018066406,108.89808654785156,0.20515184104442596,0.6503989100456238,0.3782326281070709,0.026079094037413597,0.4166155159473419,0.32352200150489807,-0.1962287425994873,0.40822309255599976,6.557620508829132e-05,-0.00011559783160919324,9.771443001227453e-05,-1.0021875823440496e-05,-0.8008415102958679,-0.09514086693525314,0.5999345183372498,-0.1353190541267395,-0.06487834453582764,-0.14788469672203064
