tag,branch,P,H,parent,stage,iters,lossless,theta0_offset_deg,runtime_s,F0,T0,co0,A0,F_mean,F_min,T_mean,T_max,co_mean,co_max,A_mean,Frot_mean,Frot_min,sha256_rho,n_islands,min_si_nm,min_gap_nm,edge_clear_nm,fill
D2_P278_H230_cont55_D2_P278_H230_cont30_D2_P278_,D2,278.0,230.0,/home/user/ENZ/rtype_perfectR_campaign/continuation/D2_P278_H230_cont30_D2_P278_H230_mut1~-home-ub39/rho_binary.npy,cont55,60,False,0.0,1183.696171283722,0.5654893517494202,0.058035239577293396,0.007768501527607441,0.3687068819999695,0.3339750721740226,0.011470281518995762,0.07766905628765623,0.17131081223487854,0.10013381143411,0.40402257442474365,0.47113407486014897,0.3338486428062121,0.11300303041934967,1db574996185ab6f348eef4f3061766936506a671af5aaf538899c5026ca3316,1,78.1875,2.8958333333333335,1.1231340921032995,0.3259548611111111
D2_P278_H230_cont55_D2_P278_H230_warm~-home-ub90,D2,278.0,230.0,/home/user/ENZ/rtype_perfectR_campaign/robust/D2_P278_H230_warm~-home-ub9081a40/rho_binary.npy,cont55,60,False,0.0,979.617657661438,0.4529622793197632,0.030458413064479828,0.07271315157413483,0.44386616349220276,0.26866282067365116,0.12166755646467209,0.08900105591035551,0.14356163144111633,0.11149497299144666,0.4256182312965393,0.5290778328975042,0.2370056894918283,0.0388372540473938,2c0662ca300f6c02b28389be6e965f234d561154149b199f0e675d27288072fa,1,72.39583333333334,66.60416666666667,10.267090531453647,0.2673611111111111
