tag,branch,P,H,seed,iters,stage,lossless,order_opt,runtime_s,lamT,lamCo,sha256_rho,F,Faf,T,co,Rtot,A,Rcross,abs_rx,abs_ry,dphi_deg,phase_err_deg,offdiag,n_islands,min_si_nm,min_gap_nm,edge_clear_nm,fill
D2_P278_H230_rand11,D2,278.0,230.0,rand11,110,lossless_ceiling,True,7,197.2122519016266,40.0,40.0,951e59999d63ba8e783e8011222ff2261c624c8edd1b1b05ce6081f1cb83c772,0.2738034427165985,0.2738036513328552,0.5131193399429321,0.21298524737358093,0.4867889881134033,9.167194366455078e-05,0.2738036811351776,0.7138721942901611,0.6811489462852478,262.8149108886719,82.81491088867188,0.0009262607200071216,1,170.85416666666669,2.8958333333333335,0.03600765718519483,0.5190972222222222
D2_P278_H230_multi7,D2,278.0,230.0,multi7,110,lossless_ceiling,True,7,194.36303067207336,13.107200000000004,13.107200000000004,e0bbe46caa28478af0a806a3268fa91b87f54654a50414fef6aac210128cf41b,0.8983492255210876,0.8983493447303772,0.08425087481737137,0.017398664727807045,0.9157480597496033,1.0654330253601074e-06,0.8983492851257324,0.91774982213974,0.9946011304855347,164.82119750976562,15.178802490234375,0.00010833660780917853,1,60.8125,31.854166666666668,5.642222118403012,0.2808159722222222
D2_P278_H230_warm~-home-uad7868eb,D2,278.0,230.0,warm:/home/user/ENZ/rtype_perfectR_campaign/mining/seeds/oldB.npy,110,lossless_ceiling,True,7,199.64873814582825,13.107200000000004,5.120000000000001,e658727e9202ad6d821f52af10d398780e1de9c3c7d88053383f7ad9225c3dcd,0.9395842552185059,0.9395841360092163,0.049284741282463074,0.011074723675847054,0.9506590366363525,5.622208118438721e-05,0.9395841956138611,0.9884066581726074,0.9614418148994446,167.7078094482422,12.292190551757812,0.00018053254461847246,1,66.60416666666667,101.35416666666667,12.953192543952198,0.2361111111111111
D2_P272_H230_rand11,D2,272.0,230.0,rand11,110,lossless_ceiling,True,7,199.82600474357605,40.0,40.0,708adc4f2f2e7574ae18afbd9f7211fae26ad4a5a6dcb17feeda8e9e9918cb6c,0.25580036640167236,0.25580036640167236,0.5151270627975464,0.22910484671592712,0.4849052429199219,-3.230571746826172e-05,0.25580036640167236,0.6951813101768494,0.6975194811820984,266.8440856933594,86.84408569335938,0.00017091685731429607,1,172.83333333333334,2.8333333333333335,0.17568999208440061,0.5308159722222222
D2_P272_H230_multi7,D2,272.0,230.0,multi7,110,lossless_ceiling,True,7,198.25960993766785,40.0,40.0,2e3648f0bb13464721eda0ebbe76bf994e09f6489fbe54e5d0231cddb3235ac1,0.25568532943725586,0.25568532943725586,0.4640370011329651,0.28026968240737915,0.535955011844635,7.987022399902344e-06,0.25568532943725586,0.6589032411575317,0.7985966205596924,272.6778869628906,92.67788696289062,0.0001292561792070046,1,127.5,2.8333333333333335,0.37517990802130896,0.5212673611111112
D2_P272_H230_warm~-home-uad7868eb,D2,272.0,230.0,warm:/home/user/ENZ/rtype_perfectR_campaign/mining/seeds/oldB.npy,110,lossless_ceiling,True,7,195.7017571926117,13.107200000000004,5.120000000000001,525c6f6f1ca951c3d75e5b60ea092bd7da10258698050e42ffe8845dae039f9b,0.9305199980735779,0.9305201172828674,0.05664817988872528,0.012887834571301937,0.9434080123901367,-5.619227886199951e-05,0.9305201768875122,0.9920681118965149,0.9500615000724792,166.8024444580078,13.197555541992188,0.00010351849778089672,1,65.16666666666667,99.16666666666667,9.721757642285581,0.24696180555555555
D2_P278_H200_rand11,D2,278.0,200.0,rand11,110,lossless_ceiling,True,7,191.04566168785095,40.0,40.0,9f5b9ade8e5e5c754a09f09f9d6998701e615c9788f74cfe519801b4e0a6bcc3,0.24872413277626038,0.24872416257858276,0.5300979018211365,0.2211689054965973,0.46989306807518005,9.000301361083984e-06,0.24872416257858276,0.16292041540145874,0.955637514591217,-100.19416809082031,79.80583190917969,0.00022300105774775147,1,182.4375,2.8958333333333335,0.510447859556848,0.4600694444444444
D2_P278_H200_multi7,D2,278.0,200.0,multi7,110,lossless_ceiling,True,7,187.49276280403137,2.0,2.0,a3c245001c55a37be29a3affeabcd1626b8f814a18b0ca1cce8719c7d82dbce4,0.9056306481361389,0.9056307077407837,0.076205775141716,0.01817457005381584,0.9238052368164062,-1.1011958122253418e-05,0.9056307077407837,0.9955440163612366,0.9254742860794067,164.41062927246094,15.589370727539062,0.00015714377514086664,3,14.479166666666668,31.854166666666668,6.352872660737859,0.3420138888888889
D2_P278_H200_warm~-home-uad7868eb,D2,278.0,200.0,warm:/home/user/ENZ/rtype_perfectR_campaign/mining/seeds/oldB.npy,110,lossless_ceiling,True,7,188.54130363464355,2.0,2.0,f1a35b76f612e37b6fce2e340c0418ff176c194b5844cdc4d59f0bc1c66f9cf8,0.9821045994758606,0.982104480266571,0.013277210295200348,0.004576988518238068,0.9866817593574524,4.103034734725952e-05,0.9821045398712158,0.9969375133514404,0.9896863698959351,172.200439453125,7.799560546875,0.0002100119017995894,1,107.14583333333334,95.5625,10.267090531453647,0.2721354166666667
D2_P272_H200_rand11,D2,272.0,200.0,rand11,110,lossless_ceiling,True,7,185.38803029060364,33.55443200000001,33.55443200000001,c9bd05afc183b9d7a51fc5560a78798275fda586cf06d17afe3e914579c7bdb5,0.9123654961585999,0.9123654961585999,0.0674075037240982,0.020257888361811638,0.9326233863830566,-3.089010715484619e-05,0.9123654961585999,0.9817674160003662,0.9494101405143738,-163.1554412841797,16.844558715820312,0.00012273830361664295,3,48.16666666666667,2.8333333333333335,2.4562317116585035,0.4396701388888889
