label,k,eig_abs,eig_phase_deg,axis_angle_deg,ellipticity
mut1_615,0,0.7556040762307282,86.02454543729485,0.0044385115693497,4.523329547463629e-05
mut1_615,1,0.8179215209592321,-103.36486523971067,89.99724426244396,3.497065287026208e-05
mut1_615,-1,0.7556040762307282,189.38941067700551,9.389410677005515,-1.615285873413086e-05
mut22_651,0,0.8398393706442445,134.57137543401083,0.0020493236036072462,9.278733956834243e-06
mut22_651,1,0.7849142150188919,-58.70608984823043,89.99926552791263,7.520743781843891e-06
mut22_651,-1,0.7849142150188919,193.27746528224128,13.27746528224128,-2.8014183044433594e-06
