run,theta,phi,alpha,F,T,co,A
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,0.0,90.0,0.0,0.4636593461036682,0.0952004939317703,0.0165158249437809,0.4246242642402649
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,10.0,0.0,0.0,0.2556902766227722,0.1348922848701477,0.0328834354877471,0.5765339732170105
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,10.0,45.0,0.0,0.3268503248691559,0.112450435757637,0.026209807023406,0.5330652594566345
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,10.0,90.0,0.0,0.4470459818840027,0.0851876884698867,0.0245321057736873,0.4432341456413269
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,20.0,0.0,0.0,0.224435493350029,0.1398673802614212,0.0587030127644538,0.5769941210746765
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,20.0,45.0,0.0,0.2175394147634506,0.1331627517938614,0.0344459265470504,0.6069203615188599
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,20.0,90.0,0.0,0.3865434229373932,0.0662521198391914,0.0533502027392387,0.4938540458679199
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,0.0,0.0,0.2089221030473709,0.1298820525407791,0.1163724511861801,0.5448233485221863
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,45.0,0.0,0.2368281781673431,0.1291290521621704,0.0188046284019947,0.6082760095596313
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,90.0,0.0,0.2830985784530639,0.0633718445897102,0.1010617092251777,0.5524678826332092
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,0.0,0.0,30.0,0.4548893570899963,0.1336510330438614,0.0007427650270983,0.4039899110794067
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,0.0,0.0,60.0,0.4546639621257782,0.1339260190725326,0.0007480229833163,0.4039432406425476
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,0.0,0.0,90.0,0.463932454586029,0.0949552804231643,0.0165510773658752,0.4245612025260925
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,0.0,30.0,0.1942054778337478,0.1423184275627136,0.1182165443897247,0.527417004108429
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,0.0,60.0,0.1203611865639686,0.1610862016677856,0.0142642613500356,0.6001603007316589
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,30.0,0.0,90.0,0.2829732596874237,0.0633685514330864,0.1011612266302108,0.5524968504905701
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,45.0,0.0,30.0,0.1699230968952179,0.1287339627742767,0.2378406673669815,0.4386102259159088
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,45.0,0.0,60.0,0.0640357658267021,0.1797945946455001,0.0258059948682785,0.5753300189971924
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,45.0,0.0,90.0,0.1561595499515533,0.1002131998538971,0.1634156107902526,0.5802115201950073
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,50.0,0.0,30.0,0.1577198505401611,0.1166647225618362,0.2914085984230041,0.4053425192832947
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,50.0,0.0,60.0,0.052450031042099,0.1746538877487182,0.0375187695026397,0.5631872415542603
D2_P278_H230_cont30_D2_P278_H230_warm~-home-ue54,50.0,0.0,90.0,0.1466175615787506,0.116738311946392,0.1752971410751342,0.5613468885421753
