tag,campaign,stage,source,P,H,F,T,co,Rtot,A,Rcross,abs_rx,abs_ry,dphi_deg,phase_err_deg,offdiag,n_islands,fill
B_P271_H215_s23_g96_o9,rtfree,refinement,final,271.0,215.0,0.4954105019569397,0.04283355921506882,0.026439081877470016,0.5218495726585388,0.43531686067581177,0.4954105019569397,0.7496891617774963,0.6940211057662964,-154.3358154296875,25.6641845703125,0.00035693429526872933,1,0.2664930555555556
B_P271_H215_s47_g96_o9,rtfree,refinement,final,271.0,215.0,0.1039033904671669,0.4910670816898346,0.12204296886920929,0.22594639658927917,0.28298649191856384,0.10390341281890869,0.6679778695106506,0.07548694312572479,68.91554260253906,111.08445739746094,0.0003359325637575239,1,0.4131944444444444
B_P271_H230_s11_g96_o9,rtfree,refinement,final,271.0,230.0,0.4251020550727844,0.12474976480007172,0.005308803170919418,0.4304109215736389,0.4448392987251282,0.4251021146774292,0.6818212866783142,0.6292387247085571,191.90956115722656,11.909561157226562,0.0005046689184382558,1,0.24869791666666666
B_P271_H245_s11_g96_o9,rtfree,refinement,final,271.0,245.0,0.28524351119995117,0.18609122931957245,0.050490349531173706,0.3357340097427368,0.47817474603652954,0.28524360060691833,0.7435858249664307,0.3443080186843872,203.51951599121094,23.519515991210938,0.00045085418969392776,1,0.2673611111111111
A_P271_H200_wideangle,rtfree,finalists,final,271.0,200.0,0.5176423192024231,0.016099238768219948,0.07109914720058441,0.5887415409088135,0.39515921473503113,0.5176423192024231,0.7091600298881531,0.8213251829147339,140.0550994873047,39.94490051269531,0.0002564248279668391,1,0.2756076388888889
B_P271_H215_wideangle,rtfree,finalists,final,271.0,215.0,0.49525293707847595,0.03869444504380226,0.020376693457365036,0.515629768371582,0.445675790309906,0.4952530264854431,0.6925367116928101,0.7427330017089844,157.40139770507812,22.598602294921875,0.00040483742486685514,1,0.2677951388888889
A_P200_H140_s11_wf,widefov,coarse,final,200.0,140.0,0.13200566172599792,0.315025269985199,0.36732327938079834,0.4993290305137634,0.1856456995010376,0.1320057064294815,0.8363336324691772,0.5469954013824463,59.043418884277344,120.95658111572266,0.0005518014077097178,1,0.3528645833333333
A_P200_H155_s11_wf,widefov,coarse,final,200.0,155.0,0.16761811077594757,0.3308773636817932,0.33062875270843506,0.498246967792511,0.1708756685256958,0.16761815547943115,0.8567019104957581,0.5124017596244812,68.2015151977539,111.7984848022461,0.0005077261594124138,1,0.33203125
A_P200_H170_s11_wf,widefov,coarse,final,200.0,170.0,0.1851101517677307,0.36057111620903015,0.2877417206764221,0.47285187244415283,0.16657701134681702,0.1851101666688919,0.8470898270606995,0.4776427447795868,-284.6940612792969,104.69406127929688,0.00022528937552124262,1,0.3177083333333333
A_P200_H185_s11_wf,widefov,coarse,final,200.0,185.0,0.18185468018054962,0.39403125643730164,0.24378284811973572,0.4256375730037689,0.18033114075660706,0.1818547248840332,0.8012164831161499,0.45752280950546265,-279.7260437011719,99.72604370117188,0.00043639869545586407,1,0.3098958333333333
A_P200_H200_s11_wf,widefov,coarse,final,200.0,200.0,0.15371659398078918,0.47115620970726013,0.17067623138427734,0.3243928551673889,0.20445093512535095,0.15371662378311157,0.6960809826850891,0.4052862226963043,-273.4465026855469,93.44650268554688,0.0004065763496328145,1,0.2986111111111111
A_P213_H140_s11_wf,widefov,coarse,final,213.0,140.0,0.1885698437690735,0.3155265152454376,0.3131735324859619,0.5017434358596802,0.1827300488948822,0.1885698437690735,0.866837203502655,0.5020757913589478,73.36331939697266,106.63668060302734,0.00021417479729279876,1,0.3237847222222222
A_P213_H155_s11_wf,widefov,coarse,final,213.0,155.0,0.22290128469467163,0.2739115357398987,0.32482463121414185,0.5477259159088135,0.17836254835128784,0.22290128469467163,0.8906291127204895,0.5497559309005737,-282.0148010253906,102.01480102539062,0.0002756630419753492,1,0.3155381944444444
A_P213_H170_s11_wf,widefov,coarse,final,213.0,170.0,0.2427491843700409,0.29279935359954834,0.2846418619155884,0.5273910760879517,0.1798095703125,0.24274924397468567,0.8790040016174316,0.5311629176139832,-275.1478576660156,95.14785766601562,0.0003762122942134738,1,0.3042534722222222
A_P213_H185_s11_wf,widefov,coarse,final,213.0,185.0,0.24302661418914795,0.31997859477996826,0.23209598660469055,0.4751225709915161,0.20489883422851562,0.24302661418914795,0.8251522779464722,0.5190076231956482,-268.5374755859375,88.5374755859375,0.00015922525199130177,1,0.2973090277777778
A_P213_H200_s11_wf,widefov,coarse,final,213.0,200.0,0.20561522245407104,0.39946916699409485,0.16198894381523132,0.36760416626930237,0.23292669653892517,0.20561522245407104,0.7305692434310913,0.4488618075847626,-262.3548583984375,82.3548583984375,8.246842480730265e-05,1,0.2782118055555556
A_P226_H140_s11_wf,widefov,coarse,final,226.0,140.0,0.2432233691215515,0.2988155782222748,0.27591490745544434,0.5191383957862854,0.18204602599143982,0.2432233989238739,0.8920547366142273,0.49245816469192505,85.73224639892578,94.26775360107422,0.0002904270659200847,1,0.3020833333333333
A_P226_H155_s11_wf,widefov,coarse,final,226.0,155.0,0.27674856781959534,0.2684648036956787,0.2759597897529602,0.5527083873748779,0.17882680892944336,0.27674856781959534,0.9047873616218567,0.535515308380127,-269.90673828125,89.90673828125,9.13802650757134e-05,1,0.2907986111111111
A_P226_H170_s11_wf,widefov,coarse,final,226.0,170.0,0.29525840282440186,0.27970048785209656,0.24234147369861603,0.5375998616218567,0.18269965052604675,0.29525840282440186,0.8936412334442139,0.5259326100349426,-263.53533935546875,83.53533935546875,0.00011299154721200466,1,0.2816840277777778
A_P226_H185_s11_wf,widefov,coarse,final,226.0,185.0,0.29726123809814453,0.27486953139305115,0.20977184176445007,0.507033109664917,0.21809735894203186,0.29726123809814453,0.8477843999862671,0.5434406995773315,-259.05322265625,79.05322265625,7.462358189513907e-05,1,0.2751736111111111
A_P226_H200_s11_wf,widefov,coarse,final,226.0,200.0,0.25469762086868286,0.37277254462242126,0.13382425904273987,0.38852187991142273,0.23870554566383362,0.25469762086868286,0.7652495503425598,0.43753501772880554,-248.83799743652344,68.83799743652344,0.00017624770407564938,1,0.2526041666666667
A_P239_H140_s11_wf,widefov,coarse,final,239.0,140.0,0.2853633463382721,0.32348719239234924,0.2177220582962036,0.5030854344367981,0.17342737317085266,0.2853633761405945,0.9009981155395508,0.44087785482406616,99.80423736572266,80.19576263427734,0.00011835347686428577,1,0.2747395833333333
A_P239_H155_s11_wf,widefov,coarse,final,239.0,155.0,0.3067077100276947,0.32122737169265747,0.20717230439186096,0.5138800144195557,0.16489261388778687,0.3067076802253723,0.9033539891242981,0.4601212441921234,-256.1448974609375,76.1448974609375,0.00011965455632889643,1,0.2612847222222222
A_P239_H170_s11_wf,widefov,coarse,final,239.0,170.0,0.3215568959712982,0.30271434783935547,0.1983846127986908,0.519941508769989,0.17734414339065552,0.32155686616897583,0.8941367864608765,0.4903084635734558,-253.68267822265625,73.68267822265625,0.00010640991968102753,1,0.2521701388888889
A_P239_H185_s11_wf,widefov,coarse,final,239.0,185.0,0.3329164385795593,0.2701753079891205,0.17866753041744232,0.5115840435028076,0.2182406485080719,0.3329164981842041,0.8613077998161316,0.5303931832313538,-250.2662811279297,70.26628112792969,0.00012200548371765763,1,0.24696180555555555
A_P239_H200_s11_wf,widefov,coarse,final,239.0,200.0,0.29742667078971863,0.32397717237472534,0.12053751945495605,0.4179641604423523,0.25805866718292236,0.29742658138275146,0.7822054028511047,0.47337400913238525,-241.46322631835938,61.463226318359375,0.0002865464484784752,1,0.2300347222222222
A_P239_H200_s23_wf,widefov,coarse,final,239.0,200.0,0.29522907733917236,0.3248896300792694,0.12483702600002289,0.4200661778450012,0.25504419207572937,0.29522907733917236,0.7876746654510498,0.46872270107269287,-242.51504516601562,62.515045166015625,8.452510519418865e-05,1,0.2282986111111111
A_P239_H200_s47_wf,widefov,coarse,final,239.0,200.0,0.3032362461090088,0.30804362893104553,0.12093743681907654,0.4241737127304077,0.26778265833854675,0.3032362461090088,0.7738270163536072,0.49953895807266235,-241.86203002929688,61.862030029296875,0.00010203257988905534,1,0.2339409722222222
A_P252_H140_s11_wf,widefov,coarse,final,252.0,140.0,0.2575410008430481,0.06889940798282623,0.44812238216400146,0.7056634426116943,0.22543714940547943,0.2575410306453705,0.9044870138168335,0.770214319229126,-285.8767395019531,105.87673950195312,9.243270324077457e-05,1,0.2886284722222222
A_P252_H155_s11_wf,widefov,coarse,final,252.0,155.0,0.3352697789669037,0.16814471781253815,0.28703680634498596,0.6223068237304688,0.2095484584569931,0.33526989817619324,0.8922406435012817,0.6697162985801697,-265.3701477050781,85.37014770507812,0.0006131464033387601,1,0.2591145833333333
A_P252_H170_s11_wf,widefov,coarse,final,252.0,170.0,0.3038906157016754,0.03623710572719574,0.409090518951416,0.7129812240600586,0.2507816553115845,0.3038906753063202,0.8778950572013855,0.8094828724861145,-278.5130920410156,98.51309204101562,0.0005090201739221811,1,0.2643229166666667
A_P252_H185_s11_wf,widefov,coarse,final,252.0,185.0,0.3424932360649109,0.028789319097995758,0.31282979249954224,0.6553230285644531,0.3158876597881317,0.3424932360649109,0.8014190196990967,0.8175411820411682,-267.40509033203125,87.40509033203125,0.00014101620763540268,1,0.2608506944444444
A_P252_H200_s11_wf,widefov,coarse,final,252.0,200.0,0.33536282181739807,0.2865752577781677,0.10674607753753662,0.4421088993549347,0.27131587266921997,0.3353627920150757,0.7922624945640564,0.5064957141876221,-235.26914978027344,55.26914978027344,6.382900755852461e-05,1,0.2113715277777778
B_P200_H140_s11_wf,widefov,coarse,final,200.0,140.0,0.14228218793869019,0.3674018979072571,0.31365203857421875,0.4559343159198761,0.1766638159751892,0.14228218793869019,0.4826226234436035,0.8239805698394775,-64.47321319580078,115.52678680419922,0.00027042574947699904,1,0.3454861111111111
B_P200_H155_s11_wf,widefov,coarse,final,200.0,155.0,6.182949437061325e-05,0.030288293957710266,0.7918689250946045,0.7919307351112366,0.17778097093105316,6.185543315950781e-05,0.8909837007522583,0.8888247609138489,-1.0029586553573608,178.99704134464264,0.00032338080927729607,1,0.4895833333333333
B_P200_H170_s11_wf,widefov,coarse,final,200.0,170.0,6.21536310063675e-05,0.11448968946933746,0.6288167834281921,0.6288789510726929,0.25663137435913086,6.21536310063675e-05,0.795868992805481,0.7901585102081299,-1.0618895292282104,178.9381104707718,8.001027163118124e-05,1,0.4878472222222222
B_P200_H185_s11_wf,widefov,coarse,final,200.0,185.0,0.008384997956454754,0.23198790848255157,0.42173945903778076,0.43012452125549316,0.33788758516311646,0.008385013788938522,0.6072880625724792,0.7010350823402405,13.848851203918457,166.15114879608154,0.00026081723626703024,1,0.4422743055555556
B_P200_H200_s11_wf,widefov,coarse,final,200.0,200.0,0.15126816928386688,0.5094407796859741,0.15938109159469604,0.3106492757797241,0.17990994453430176,0.1512681543827057,0.3429756462574005,0.7096944451332092,271.9100646972656,91.91006469726562,0.00013509705604519695,1,0.2890625
B_P213_H140_s11_wf,widefov,coarse,final,213.0,140.0,5.47284544154536e-05,0.0019827005453407764,0.843371570110321,0.8434264063835144,0.1545908898115158,5.4731812269892544e-05,0.9183109998703003,0.9184539914131165,0.9230454564094543,179.07695454359055,0.00011583915329538286,1,0.4891493055555556
B_P213_H155_s11_wf,widefov,coarse,final,213.0,155.0,5.353969754651189e-05,0.012144632637500763,0.7920827865600586,0.7921363711357117,0.19571900367736816,5.3539741202257574e-05,0.8893099427223206,0.8907303810119629,0.937648355960846,179.06235164403915,8.372515731025487e-05,1,0.48828125
B_P213_H170_s11_wf,widefov,coarse,final,213.0,170.0,0.05194348469376564,0.02629804238677025,0.6969512104988098,0.7488946914672852,0.2248072624206543,0.05194348096847534,0.8576652407646179,0.873040497303009,30.52410125732422,149.47589874267578,9.358860552310944e-05,1,0.4006076388888889
B_P213_H185_s11_wf,widefov,coarse,final,213.0,185.0,0.232032909989357,0.4101477861404419,0.18821164965629578,0.42024463415145874,0.16960757970809937,0.2320329248905182,0.38815125823020935,0.8305587768554688,262.1876220703125,82.1876220703125,0.00011227771756239235,1,0.2834201388888889
B_P213_H200_s11_wf,widefov,coarse,final,213.0,200.0,0.20489051938056946,0.4453743100166321,0.14590612053871155,0.350796639919281,0.20382905006408691,0.20489050447940826,0.380015105009079,0.7464461326599121,257.99835205078125,77.99835205078125,0.00010141079837922007,1,0.2760416666666667
B_P226_H140_s11_wf,widefov,coarse,final,226.0,140.0,4.36930131400004e-05,0.00042175548151135445,0.8264197707176208,0.826463520526886,0.17311471700668335,4.36959344369825e-05,0.9100069999694824,0.9081928730010986,0.8253191113471985,179.1746808886528,0.00010920764179900289,1,0.4887152777777778
B_P226_H155_s11_wf,widefov,coarse,final,226.0,155.0,0.161005437374115,0.03300078958272934,0.6058316230773926,0.7668371200561523,0.20016208291053772,0.16100545227527618,0.911013126373291,0.8388857245445251,-305.5951232910156,125.59512329101562,0.00013891492562834173,1,0.3467881944444444
B_P226_H170_s11_wf,widefov,coarse,final,226.0,170.0,0.28522244095802307,0.33083054423332214,0.2153942734003067,0.5006166696548462,0.16855278611183167,0.28522244095802307,0.4577936828136444,0.8897518515586853,260.12890625,80.12890625,9.316910291090608e-05,1,0.2786458333333333
B_P226_H185_s11_wf,widefov,coarse,final,226.0,185.0,0.3010452389717102,0.32087162137031555,0.17287957668304443,0.473924845457077,0.20520350337028503,0.3010452389717102,0.8399786353111267,0.49222514033317566,-251.9417266845703,71.94172668457031,8.825770055409521e-05,1,0.2799479166666667
B_P226_H200_s11_wf,widefov,coarse,final,226.0,200.0,0.2554132640361786,0.3957008719444275,0.10245350003242493,0.35786670446395874,0.24643242359161377,0.2554132342338562,0.7227493524551392,0.43973490595817566,-241.2309112548828,61.23091125488281,0.00010757709969766438,1,0.2647569444444444
B_P226_H200_s23_wf,widefov,coarse,final,226.0,200.0,0.2519802153110504,0.41493991017341614,0.11703979969024658,0.3690200448036194,0.21604004502296448,0.2519802153110504,0.38159045577049255,0.7696939706802368,242.64920043945312,62.649200439453125,5.168233110453002e-05,1,0.2573784722222222
B_P226_H200_s47_wf,widefov,coarse,final,226.0,200.0,0.26036974787712097,0.39421001076698303,0.1160711869597435,0.37644097208976746,0.22934898734092712,0.2603697180747986,0.4215170443058014,0.7584229111671448,243.168212890625,63.168212890625,9.464066533837467e-05,1,0.2651909722222222
B_P239_H140_s11_wf,widefov,coarse,final,239.0,140.0,0.059610765427351,0.007072729989886284,0.7606032490730286,0.8202141523361206,0.17271311581134796,0.059610769152641296,0.9166997075080872,0.8944774866104126,-328.7490234375,148.7490234375,7.417710003210232e-05,1,0.3780381944444444
B_P239_H155_s11_wf,widefov,coarse,final,239.0,155.0,0.29882609844207764,0.37834617495536804,0.17641708254814148,0.4752432107925415,0.14641061425209045,0.29882609844207764,0.9038600325584412,0.36540862917900085,-248.24591064453125,68.24591064453125,0.00011633783287834376,1,0.2599826388888889
B_P239_H170_s11_wf,widefov,coarse,final,239.0,170.0,0.30821067094802856,0.37580156326293945,0.16477352380752563,0.472984254360199,0.15121418237686157,0.30821067094802856,0.37672966718673706,0.8966845870018005,244.8739013671875,64.8739013671875,0.00010242201096843928,1,0.24696180555555555
B_P239_H185_s11_wf,widefov,coarse,final,239.0,185.0,0.35974931716918945,0.23201128840446472,0.16686320304870605,0.5266125798225403,0.241376131772995,0.35974931716918945,0.8413392901420593,0.587684690952301,-247.0387420654297,67.03874206542969,6.8628643930424e-05,1,0.2634548611111111
B_P239_H200_s11_wf,widefov,coarse,final,239.0,200.0,0.0017085635336115956,0.7179062962532043,0.0008331307908520103,0.002541694790124893,0.27955198287963867,0.001708563999272883,0.07017984986305237,0.01257682591676712,-172.67333984375,7.32666015625,4.769846418639645e-05,1,0.4657118055555556
B_P239_H200_s23_wf,widefov,coarse,final,239.0,200.0,0.002771906554698944,0.7065229415893555,0.0010095206089317799,0.003781427862122655,0.2896956205368042,0.0027719070203602314,0.0226772241294384,0.08395592123270035,157.7707977294922,22.229202270507812,6.595149170607328e-05,1,0.4605034722222222
B_P239_H200_s47_wf,widefov,coarse,final,239.0,200.0,0.0025713874492794275,0.7086408138275146,0.0008906325092539191,0.003462021704763174,0.28789716958999634,0.002571388613432646,0.08025237917900085,0.021990781649947166,-162.24530029296875,17.75469970703125,9.153450082521886e-05,1,0.4631076388888889
B_P252_H140_s11_wf,widefov,coarse,final,252.0,140.0,0.11176960915327072,0.01434540469199419,0.6800721287727356,0.7918417453765869,0.19381284713745117,0.11176960915327072,0.906696081161499,0.8726888298988342,-315.9078369140625,135.9078369140625,8.900172542780638e-05,1,0.3546006944444444
B_P252_H155_s11_wf,widefov,coarse,final,252.0,155.0,0.3302425444126129,0.3454255759716034,0.16508586704730988,0.49532848596572876,0.15924593806266785,0.3302425742149353,0.43723100423812866,0.89413982629776,245.01036071777344,65.01036071777344,8.398256613872945e-05,1,0.24088541666666666
B_P252_H170_s11_wf,widefov,coarse,final,252.0,170.0,0.29409676790237427,0.42699727416038513,0.14477339386940002,0.4388701915740967,0.1341325342655182,0.29409682750701904,0.3016049265861511,0.8870033025741577,236.0708465576172,56.07084655761719,8.564624295104295e-05,1,0.21571180555555555
B_P252_H185_s11_wf,widefov,coarse,final,252.0,185.0,0.01167172659188509,0.020886961370706558,0.6791771650314331,0.6908488869667053,0.2882641553878784,0.011671735905110836,0.8031092286109924,0.8583200573921204,14.454354286193848,165.54564571380615,0.00018881444702856243,1,0.3732638888888889
B_P252_H185_s23_wf,widefov,coarse,final,252.0,185.0,0.35090169310569763,0.29759591817855835,0.15305086970329285,0.5039526224136353,0.1984514594078064,0.35090172290802,0.5013844966888428,0.8697808980941772,243.01947021484375,63.01947021484375,0.00014211938832886517,1,0.23177083333333334
B_P252_H185_s47_wf,widefov,coarse,final,252.0,185.0,0.37296396493911743,0.18385115265846252,0.210403710603714,0.583367645740509,0.23278120160102844,0.37296396493911743,0.6476993560791016,0.8644193410873413,253.1212921142578,73.12129211425781,0.000257072999374941,1,0.24696180555555555
B_P252_H200_s11_wf,widefov,coarse,final,252.0,200.0,0.010013801977038383,0.5371271967887878,0.08323252201080322,0.09324634075164795,0.3696264624595642,0.010013802908360958,0.3390932083129883,0.26741066575050354,-36.15089416503906,143.84910583496094,5.342564691090956e-05,1,0.3641493055555556
B_P252_H200_s23_wf,widefov,coarse,final,252.0,200.0,0.01879732497036457,0.6147575378417969,0.006753089837729931,0.025550417602062225,0.3596920371055603,0.01879732310771942,0.1766948699951172,0.1409955620765686,-118.9108657836914,61.089134216308594,0.00012192793656140566,1,0.3880208333333333
B_P252_H200_s47_wf,widefov,coarse,final,252.0,200.0,0.018665049225091934,0.6190846562385559,0.00767169613391161,0.026336748152971268,0.3545786142349243,0.018665052950382233,0.17825192213058472,0.14456741511821747,-115.25227355957031,64.74772644042969,0.0001809874374885112,1,0.4010416666666667
A_P233_H200_s11_wf,widefov,refinement,final,233.0,200.0,0.28970640897750854,0.32265281677246094,0.11536352336406708,0.40506988763809204,0.272277295589447,0.28970640897750854,0.7423362731933594,0.508995771408081,-242.52171325683594,62.52171325683594,0.00012013975356239825,1,0.2513020833333333
A_P239_H170_s11_wf,widefov,refinement,final,239.0,170.0,0.3315478265285492,0.25410619378089905,0.22288158535957336,0.5544294714927673,0.19146433472633362,0.3315478563308716,0.8940841555595398,0.5563024282455444,-257.38043212890625,77.38043212890625,0.0001939869107445702,1,0.2608506944444444
A_P239_H190_s11_wf,widefov,refinement,final,239.0,190.0,0.3333114981651306,0.25904762744903564,0.16615082323551178,0.4994623064994812,0.24149006605148315,0.3333114981651306,0.8362712860107422,0.5473344326019287,-248.57992553710938,68.57992553710938,0.00015108496882021427,1,0.2456597222222222
A_P239_H200_s11_wf,widefov,refinement,final,239.0,200.0,0.313186913728714,0.2892773747444153,0.11096785962581635,0.42415475845336914,0.2865678668022156,0.3131868839263916,0.7458269596099854,0.5404180288314819,-239.88670349121094,59.88670349121094,0.00014590274076908827,1,0.2421875
A_P239_H210_s11_wf,widefov,refinement,final,239.0,210.0,0.25620055198669434,0.37876853346824646,0.076990507543087,0.33319103717803955,0.288040429353714,0.25620055198669434,0.6863200068473816,0.4419807195663452,-233.78700256347656,53.78700256347656,9.432421938981861e-05,1,0.2248263888888889
A_P245_H200_s11_wf,widefov,refinement,final,245.0,200.0,0.3354366421699524,0.2472745180130005,0.11419284343719482,0.4496295154094696,0.3030959367752075,0.3354366421699524,0.7481906414031982,0.5826403498649597,-239.50083923339844,59.50083923339844,6.354958168230951e-05,1,0.23350694444444445
A_P246_H200_s11_wf,widefov,refinement,final,246.0,200.0,0.33234235644340515,0.26806414127349854,0.10721918940544128,0.4395616054534912,0.29237425327301025,0.33234235644340515,0.7593401074409485,0.5500234365463257,-237.3832244873047,57.38322448730469,0.00010174181807087734,1,0.22743055555555555
A_P252_H190_s11_wf,widefov,refinement,final,252.0,190.0,0.3814445734024048,0.13917304575443268,0.18822717666625977,0.5696717500686646,0.29115521907806396,0.3814445734024048,0.8180256485939026,0.6856949329376221,-249.85069274902344,69.85069274902344,6.66178239043802e-05,1,0.2365451388888889
A_P252_H200_s11_wf,widefov,refinement,final,252.0,200.0,0.3621399402618408,0.1832965761423111,0.12192243337631226,0.48406243324279785,0.33264100551605225,0.3621399700641632,0.7318077087402344,0.6577098965644836,-240.06060791015625,60.06060791015625,0.00011601873120525852,1,0.22743055555555555
A_P252_H210_s11_wf,widefov,refinement,final,252.0,210.0,0.29836925864219666,0.31133896112442017,0.0790228545665741,0.37739214301109314,0.3112688660621643,0.29836922883987427,0.711464524269104,0.4986005425453186,-231.80528259277344,51.80528259277344,0.00020227700588293374,1,0.2035590277777778
A_P258_H200_s11_wf,widefov,refinement,final,258.0,200.0,0.3738643527030945,0.2082185000181198,0.1014174073934555,0.47528183460235596,0.31649965047836304,0.37386441230773926,0.7599427700042725,0.6107786297798157,-234.05758666992188,54.057586669921875,0.0002723097859416157,1,0.2131076388888889
B_P220_H200_s11_wf,widefov,refinement,final,220.0,200.0,0.24096353352069855,0.36812829971313477,0.12047543376684189,0.3614389896392822,0.270432710647583,0.24096351861953735,0.670936107635498,0.5222285985946655,-249.8867950439453,69.88679504394531,0.00022079120390117168,1,0.2916666666666667
B_P226_H190_s11_wf,widefov,refinement,final,226.0,190.0,0.3044232726097107,0.2553118169307709,0.1810896396636963,0.485512912273407,0.25917527079582214,0.3044232726097107,0.7775548696517944,0.6053381562232971,-254.80938720703125,74.80938720703125,0.00016291112115141004,1,0.2921006944444444
B_P226_H200_s11_wf,widefov,refinement,final,226.0,200.0,0.2649989724159241,0.35691025853157043,0.09627100825309753,0.361270010471344,0.28181973099708557,0.2649989724159241,0.6645281314849854,0.5300399661064148,-241.37774658203125,61.37774658203125,0.00014147379260975868,1,0.2829861111111111
B_P226_H210_s11_wf,widefov,refinement,final,226.0,210.0,0.20621754229068756,0.45786499977111816,0.05418989062309265,0.26040738821029663,0.2817276120185852,0.20621751248836517,0.5775611996650696,0.43270987272262573,-232.53231811523438,52.532318115234375,0.00016859034076333046,1,0.2682291666666667
B_P232_H200_s11_wf,widefov,refinement,final,232.0,200.0,0.28913405537605286,0.33497071266174316,0.08236435055732727,0.37149837613105774,0.2935309410095215,0.28913408517837524,0.6667190194129944,0.5463355183601379,-235.4131317138672,55.41313171386719,0.00012949125084560364,1,0.2725694444444444
B_P233_H185_s11_wf,widefov,refinement,final,233.0,185.0,0.3357357084751129,0.2623409032821655,0.17275086045265198,0.5084866285324097,0.2291724681854248,0.3357357382774353,0.8402618169784546,0.5576140284538269,-249.643798828125,69.643798828125,0.00012058898573741317,1,0.2721354166666667
B_P239_H170_s11_wf,widefov,refinement,final,239.0,170.0,0.32602381706237793,0.3401934504508972,0.17054718732833862,0.49657097458839417,0.163235604763031,0.32602378726005554,0.43459296226501465,0.8968115448951721,246.48959350585938,66.48959350585938,0.00011971103958785534,1,0.2578125
B_P239_H175_s11_wf,widefov,refinement,final,239.0,175.0,0.35555869340896606,0.1341802030801773,0.2744414508342743,0.6300002336502075,0.23581956326961517,0.35555875301361084,0.8760542869567871,0.7018042802810669,-262.41845703125,82.41845703125,0.0003641117364168167,1,0.2829861111111111
B_P239_H185_s11_wf,widefov,refinement,final,239.0,185.0,0.36965513229370117,0.16604465246200562,0.19763395190238953,0.5672891139984131,0.2666662335395813,0.36965513229370117,0.824633002281189,0.6742095351219177,-251.97666931152344,71.97666931152344,0.00027557706926018,1,0.27734375
B_P239_H195_s11_wf,widefov,refinement,final,239.0,195.0,0.34505510330200195,0.2790662944316864,0.09634190797805786,0.4413970112800598,0.2795366942882538,0.34505510330200195,0.750607967376709,0.565138578414917,-234.1040802001953,54.10408020019531,0.00020430228323675692,1,0.2643229166666667
B_P245_H185_s11_wf,widefov,refinement,final,245.0,185.0,0.3900600075721741,0.15838414430618286,0.18536587059497833,0.5754259824752808,0.2661898732185364,0.3900600075721741,0.83417809009552,0.6745359301567078,-248.6673583984375,68.6673583984375,0.00023701669124420732,1,0.2651909722222222
B_P252_H185_s47_wf,widefov,refinement,final,252.0,185.0,0.38013914227485657,0.2099672108888626,0.17837275564670563,0.5585119724273682,0.23152081668376923,0.38013917207717896,0.6121828556060791,0.8615428805351257,247.5081329345703,67.50813293457031,0.00015236594481393695,1,0.24305555555555555
