Te_K,lambda_nm,eps_re,eps_im,T,R,A,Fx,Fy,Fz,Ftot,mean_Ez2_over_Einc2,within_trusted_Te(<=6000K)
3000,1340.0,0.110562,0.441598,0.912336,0.044189,0.043476,0.030816,0.000401,0.012245,0.043462,0.257112,1
3000,1342.0,0.100898,0.444129,0.910776,0.045197,0.044027,0.030891,0.000412,0.012710,0.044013,0.265760,1
3000,1344.0,0.091223,0.446666,0.908971,0.046395,0.044634,0.030961,0.000423,0.013235,0.044619,0.275572,1
3000,1346.0,0.081537,0.449209,0.906958,0.047757,0.045285,0.031028,0.000434,0.013808,0.045269,0.286304,1
3000,1348.0,0.071837,0.451758,0.904782,0.049249,0.045970,0.031091,0.000444,0.014419,0.045954,0.297725,1
3000,1350.0,0.062126,0.454310,0.902463,0.050854,0.046683,0.031151,0.000454,0.015062,0.046667,0.309703,1
3000,1352.0,0.052404,0.456868,0.900036,0.052546,0.047418,0.031208,0.000465,0.015729,0.047402,0.322086,1
3000,1354.0,0.042670,0.459433,0.897515,0.054313,0.048172,0.031263,0.000475,0.016417,0.048155,0.334792,1
3000,1356.0,0.032923,0.462003,0.894916,0.056142,0.048942,0.031316,0.000485,0.017123,0.048924,0.347762,1
3000,1358.0,0.023165,0.464578,0.892264,0.058013,0.049723,0.031367,0.000495,0.017843,0.049705,0.360904,1
3000,1360.0,0.013395,0.467159,0.889566,0.059918,0.050516,0.031418,0.000505,0.018575,0.050497,0.374185,1
3500,1240.0,0.651008,0.312785,0.907774,0.021223,0.071003,0.026837,0.001156,0.042989,0.070982,1.179303,1
3500,1242.0,0.642160,0.315025,0.907009,0.020217,0.072774,0.027046,0.001175,0.044531,0.072752,1.214878,1
3500,1244.0,0.633302,0.317269,0.906012,0.019317,0.074671,0.027258,0.001196,0.046195,0.074648,1.253368,1
3500,1246.0,0.624432,0.319517,0.904746,0.018546,0.076708,0.027472,0.001218,0.047995,0.076685,1.295115,1
3500,1248.0,0.615550,0.321770,0.903171,0.017923,0.078906,0.027689,0.001242,0.049951,0.078883,1.340618,1
3500,1250.0,0.606657,0.324027,0.901239,0.017475,0.081286,0.027909,0.001269,0.052083,0.081261,1.390332,1
3500,1252.0,0.597754,0.326289,0.898894,0.017232,0.083874,0.028133,0.001297,0.054418,0.083849,1.444911,1
3500,1254.0,0.588839,0.328556,0.896071,0.017226,0.086703,0.028360,0.001329,0.056988,0.086677,1.505087,1
3500,1256.0,0.579914,0.330827,0.892690,0.017500,0.089810,0.028592,0.001363,0.059827,0.089783,1.571746,1
3500,1258.0,0.570975,0.333102,0.888655,0.018102,0.093243,0.028829,0.001402,0.062984,0.093214,1.645984,1
3500,1260.0,0.562027,0.335381,0.883850,0.019092,0.097058,0.029072,0.001444,0.066512,0.097028,1.729127,1
3500,1262.0,0.553068,0.337666,0.878131,0.020543,0.101326,0.029321,0.001492,0.070482,0.101295,1.822816,1
3500,1264.0,0.544096,0.339956,0.871326,0.022545,0.106129,0.029578,0.001545,0.074973,0.106097,1.928958,1
3500,1266.0,0.535113,0.342249,0.863191,0.025221,0.111588,0.029845,0.001606,0.080103,0.111554,2.050366,1
3500,1268.0,0.526120,0.344548,0.853456,0.028714,0.117830,0.030123,0.001675,0.085996,0.117794,2.189969,1
3500,1270.0,0.517114,0.346851,0.841735,0.033226,0.125039,0.030415,0.001754,0.092832,0.125001,2.352063,1
3500,1272.0,0.508098,0.349159,0.827536,0.039018,0.133446,0.030723,0.001846,0.100836,0.133405,2.541982,1
3500,1274.0,0.499071,0.351471,0.810207,0.046443,0.143350,0.031050,0.001953,0.110303,0.143306,2.766674,1
3500,1276.0,0.490031,0.353788,0.788875,0.055981,0.155145,0.031401,0.002079,0.121617,0.155097,3.035240,1
3500,1278.0,0.480981,0.356111,0.762359,0.068294,0.169346,0.031780,0.002229,0.135286,0.169294,3.359614,1
3500,1280.0,0.471919,0.358438,0.729070,0.084302,0.186628,0.032190,0.002408,0.151973,0.186571,3.755378,1
3500,1282.0,0.462846,0.360769,0.686953,0.105234,0.207813,0.032634,0.002623,0.172492,0.207749,4.241510,1
3500,1284.0,0.453762,0.363106,0.633126,0.132879,0.233995,0.033111,0.002882,0.197931,0.233924,4.843267,1
3500,1286.0,0.444666,0.365447,0.564518,0.169335,0.266147,0.033607,0.003188,0.229272,0.266067,5.582911,1
3500,1288.0,0.435559,0.367792,0.478124,0.217008,0.304868,0.034083,0.003539,0.267155,0.304778,6.473951,1
3500,1290.0,0.426440,0.370143,0.373684,0.277336,0.348980,0.034456,0.003908,0.310513,0.348877,7.488461,1
3500,1292.0,0.417311,0.372500,0.260198,0.347186,0.392616,0.034561,0.004220,0.353721,0.392502,8.489648,1
3500,1294.0,0.408170,0.374860,0.162903,0.414285,0.422811,0.034180,0.004336,0.384175,0.422692,9.176710,1
3500,1296.0,0.399017,0.377225,0.122593,0.455482,0.421925,0.033181,0.004102,0.384526,0.421808,9.141595,1
3500,1298.0,0.389852,0.379595,0.167509,0.450817,0.381674,0.031736,0.003493,0.346341,0.381571,8.195031,1
3500,1300.0,0.380676,0.381971,0.281901,0.403245,0.314854,0.030301,0.002695,0.281775,0.314771,6.636034,1
3500,1302.0,0.371490,0.384351,0.419850,0.335685,0.244465,0.029235,0.001946,0.213223,0.244403,4.998138,1
3500,1304.0,0.362292,0.386736,0.545853,0.268998,0.185149,0.028604,0.001368,0.155132,0.185104,3.619558,1
3500,1306.0,0.353082,0.389126,0.645986,0.213177,0.140837,0.028313,0.000968,0.111522,0.140804,2.590041,1
3500,1308.0,0.343861,0.391521,0.721053,0.169588,0.109358,0.028236,0.000706,0.080391,0.109333,1.858455,1
3500,1310.0,0.334628,0.393922,0.775762,0.136694,0.087544,0.028282,0.000539,0.058703,0.087524,1.350865,1
3500,1312.0,0.325384,0.396327,0.815491,0.112049,0.072460,0.028393,0.000435,0.043617,0.072445,0.999141,1
3500,1314.0,0.316129,0.398737,0.844400,0.093590,0.062010,0.028534,0.000371,0.033091,0.061996,0.754590,1
3500,1316.0,0.306861,0.401152,0.865529,0.079727,0.054744,0.028687,0.000334,0.025711,0.054732,0.583659,1
3500,1318.0,0.297584,0.403573,0.881027,0.069288,0.049685,0.028842,0.000314,0.020518,0.049674,0.463685,1
3500,1320.0,0.288293,0.405999,0.892380,0.061442,0.046178,0.028993,0.000304,0.016870,0.046168,0.379536,1
3500,1322.0,0.278991,0.408429,0.900695,0.055545,0.043760,0.029138,0.000302,0.014309,0.043749,0.320491,1
3500,1324.0,0.269679,0.410864,0.906702,0.051168,0.042130,0.029275,0.000305,0.012539,0.042119,0.279613,1
3500,1326.0,0.260355,0.413304,0.910938,0.047987,0.041075,0.029404,0.000311,0.011350,0.041065,0.251977,1
3500,1328.0,0.251019,0.415751,0.913815,0.045746,0.040440,0.029525,0.000318,0.010586,0.040430,0.233992,1
3500,1330.0,0.241672,0.418202,0.915628,0.044256,0.040116,0.029638,0.000327,0.010140,0.040105,0.223142,1
3500,1332.0,0.232314,0.420658,0.916590,0.043383,0.040026,0.029744,0.000337,0.009935,0.040015,0.217678,1
3500,1334.0,0.222943,0.423121,0.916875,0.043012,0.040113,0.029843,0.000347,0.009912,0.040102,0.216246,1
3500,1336.0,0.213561,0.425586,0.916611,0.043054,0.040334,0.029936,0.000357,0.010030,0.040323,0.217872,1
3500,1338.0,0.204168,0.428058,0.915902,0.043440,0.040658,0.030023,0.000368,0.010256,0.040646,0.221829,1
3500,1340.0,0.194764,0.430536,0.914827,0.044112,0.041061,0.030105,0.000378,0.010566,0.041049,0.227570,1
3500,1342.0,0.185347,0.433018,0.913450,0.045025,0.041525,0.030182,0.000388,0.010943,0.041513,0.234684,1
3500,1344.0,0.175920,0.435505,0.911825,0.046138,0.042037,0.030255,0.000398,0.011372,0.042024,0.242848,1
3500,1346.0,0.166482,0.437999,0.909989,0.047423,0.042587,0.030324,0.000407,0.011843,0.042574,0.251837,1
3500,1348.0,0.157030,0.440498,0.907986,0.048848,0.043166,0.030389,0.000417,0.012347,0.043152,0.261448,1
3500,1350.0,0.147568,0.443001,0.905836,0.050395,0.043769,0.030451,0.000426,0.012878,0.043755,0.271559,1
3500,1352.0,0.138095,0.445510,0.903572,0.052037,0.044391,0.030511,0.000435,0.013431,0.044377,0.282039,1
3500,1354.0,0.128610,0.448024,0.901209,0.053762,0.045029,0.030568,0.000444,0.014002,0.045014,0.292816,1
3500,1356.0,0.119112,0.450544,0.898763,0.055557,0.045680,0.030623,0.000453,0.014589,0.045665,0.303839,1
3500,1358.0,0.109605,0.453069,0.896257,0.057401,0.046342,0.030676,0.000462,0.015189,0.046326,0.315027,1
3500,1360.0,0.100085,0.455600,0.893700,0.059286,0.047014,0.030727,0.000471,0.015800,0.046998,0.326357,1
4000,1240.0,0.724625,0.303835,0.912485,0.022517,0.064998,0.026168,0.001130,0.037682,0.064979,1.064162,1
4000,1242.0,0.716011,0.306033,0.912047,0.021414,0.066539,0.026380,0.001148,0.038991,0.066520,1.095005,1
4000,1244.0,0.707387,0.308233,0.911411,0.020401,0.068188,0.026595,0.001169,0.040404,0.068168,1.128393,1
4000,1246.0,0.698752,0.310438,0.910545,0.019497,0.069958,0.026814,0.001190,0.041933,0.069937,1.164626,1
4000,1248.0,0.690106,0.312648,0.909414,0.018720,0.071866,0.027037,0.001214,0.043594,0.071845,1.204139,1
4000,1250.0,0.681448,0.314861,0.907974,0.018095,0.073931,0.027264,0.001240,0.045404,0.073908,1.247333,1
4000,1252.0,0.672781,0.317079,0.906177,0.017649,0.076174,0.027496,0.001268,0.047388,0.076151,1.294778,1
4000,1254.0,0.664102,0.319302,0.903963,0.017411,0.078625,0.027733,0.001299,0.049570,0.078601,1.347117,1
4000,1256.0,0.655414,0.321529,0.901264,0.017421,0.081315,0.027976,0.001333,0.051982,0.081291,1.405127,1
4000,1258.0,0.646712,0.323760,0.897993,0.017721,0.084286,0.028226,0.001370,0.054664,0.084260,1.469773,1
4000,1260.0,0.638002,0.325996,0.894048,0.018366,0.087586,0.028484,0.001412,0.057663,0.087559,1.542222,1
4000,1262.0,0.629280,0.328236,0.889299,0.019424,0.091277,0.028752,0.001459,0.061038,0.091249,1.623921,1
4000,1264.0,0.620546,0.330482,0.883595,0.020975,0.095430,0.029031,0.001512,0.064859,0.095401,1.716560,1
4000,1266.0,0.611802,0.332730,0.876718,0.023132,0.100151,0.029324,0.001571,0.069225,0.100120,1.822632,1
4000,1268.0,0.603048,0.334985,0.868424,0.026025,0.105551,0.029632,0.001640,0.074247,0.105519,1.944754,1
4000,1270.0,0.594281,0.337243,0.858367,0.029841,0.111793,0.029961,0.001718,0.080080,0.111758,2.086773,1
4000,1272.0,0.585504,0.339505,0.846100,0.034820,0.119080,0.030313,0.001809,0.086921,0.119043,2.253505,1
4000,1274.0,0.576717,0.341773,0.831027,0.041292,0.127682,0.030695,0.001916,0.095032,0.127643,2.451281,1
4000,1276.0,0.567917,0.344044,0.812339,0.049707,0.137954,0.031113,0.002042,0.104757,0.137912,2.688501,1
4000,1278.0,0.559107,0.346322,0.788927,0.060698,0.150375,0.031577,0.002193,0.116559,0.150329,2.976380,1
4000,1280.0,0.550287,0.348603,0.759264,0.075156,0.165580,0.032096,0.002375,0.131059,0.165530,3.329942,1
4000,1282.0,0.541455,0.350888,0.721301,0.094314,0.184384,0.032681,0.002596,0.149051,0.184328,3.768315,1
4000,1284.0,0.532613,0.353179,0.672047,0.120023,0.207931,0.033346,0.002866,0.171656,0.207868,4.318375,1
4000,1286.0,0.523758,0.355475,0.607943,0.154638,0.237419,0.034093,0.003194,0.200061,0.237348,5.008257,1
4000,1288.0,0.514894,0.357774,0.524758,0.201222,0.274020,0.034907,0.003585,0.235447,0.273939,5.865324,1
4000,1290.0,0.506018,0.360078,0.419581,0.262659,0.317760,0.035722,0.004024,0.277920,0.317666,6.889779,1
4000,1292.0,0.497131,0.362389,0.297096,0.338249,0.364654,0.036354,0.004447,0.323748,0.364549,7.987074,1
4000,1294.0,0.488234,0.364702,0.179072,0.417850,0.403078,0.036466,0.004703,0.361795,0.402964,8.882810,1
4000,1296.0,0.479325,0.367021,0.111064,0.475822,0.413114,0.035680,0.004578,0.372741,0.412999,9.107812,1
4000,1298.0,0.470404,0.369344,0.136332,0.483271,0.380397,0.033972,0.003970,0.342352,0.380294,8.325467,1
4000,1300.0,0.461473,0.371673,0.248472,0.436790,0.314738,0.031911,0.003068,0.279675,0.314655,6.769071,1
4000,1302.0,0.452531,0.374006,0.394944,0.362790,0.242266,0.030170,0.002189,0.209846,0.242205,5.055058,1
4000,1304.0,0.443578,0.376343,0.530611,0.288337,0.181052,0.029000,0.001507,0.150500,0.181008,3.608472,1
4000,1306.0,0.434614,0.378686,0.637623,0.226404,0.135973,0.028334,0.001042,0.106565,0.135941,2.543145,1
4000,1308.0,0.425639,0.381034,0.716795,0.178664,0.104541,0.028007,0.000742,0.075768,0.104517,1.799796,1
4000,1310.0,0.416652,0.383387,0.773758,0.143098,0.083144,0.027889,0.000553,0.054684,0.083126,1.292954,1
4000,1312.0,0.407655,0.385744,0.814691,0.116733,0.068576,0.027889,0.000437,0.040235,0.068561,0.946963,1
4000,1314.0,0.398646,0.388107,0.844248,0.097140,0.058611,0.027956,0.000366,0.030277,0.058599,0.709321,1
4000,1316.0,0.389625,0.390474,0.865745,0.082500,0.051755,0.028058,0.000325,0.023361,0.051744,0.544814,1
4000,1318.0,0.380596,0.392846,0.881475,0.071506,0.047020,0.028178,0.000302,0.018530,0.047009,0.430188,1
4000,1320.0,0.371554,0.395223,0.893000,0.063243,0.043758,0.028305,0.000291,0.015153,0.043748,0.350195,1
4000,1322.0,0.362500,0.397605,0.901466,0.057016,0.041517,0.028433,0.000287,0.012788,0.041508,0.294224,1
4000,1324.0,0.353436,0.399992,0.907621,0.052369,0.040010,0.028558,0.000289,0.011154,0.040001,0.255477,1
4000,1326.0,0.344361,0.402383,0.912008,0.048959,0.039033,0.028679,0.000294,0.010051,0.039024,0.229190,1
4000,1328.0,0.335275,0.404781,0.915042,0.046518,0.038440,0.028795,0.000301,0.009335,0.038431,0.211918,1
4000,1330.0,0.326177,0.407183,0.917020,0.044851,0.038130,0.028905,0.000310,0.008905,0.038120,0.201273,1
4000,1332.0,0.317069,0.409590,0.918152,0.043817,0.038031,0.029010,0.000319,0.008692,0.038021,0.195601,1
4000,1334.0,0.307949,0.412003,0.918611,0.043299,0.038090,0.029109,0.000329,0.008642,0.038080,0.193633,1
4000,1336.0,0.298818,0.414419,0.918524,0.043207,0.038268,0.029203,0.000338,0.008717,0.038258,0.194461,1
4000,1338.0,0.289676,0.416841,0.917993,0.043470,0.038538,0.029291,0.000348,0.008888,0.038527,0.197409,1
4000,1340.0,0.280523,0.419269,0.917095,0.044029,0.038876,0.029375,0.000358,0.009132,0.038866,0.201972,1
4000,1342.0,0.271358,0.421701,0.915893,0.044839,0.039268,0.029455,0.000367,0.009435,0.039257,0.207774,1
4000,1344.0,0.262184,0.424138,0.914441,0.045858,0.039701,0.029530,0.000376,0.009783,0.039690,0.214516,1
4000,1346.0,0.252997,0.426582,0.912776,0.047058,0.040166,0.029602,0.000385,0.010167,0.040154,0.221997,1
4000,1348.0,0.243799,0.429031,0.910938,0.048406,0.040656,0.029670,0.000394,0.010580,0.040644,0.230030,1
4000,1350.0,0.234590,0.431483,0.908949,0.049884,0.041166,0.029735,0.000403,0.011016,0.041154,0.238506,1
4000,1352.0,0.225370,0.433941,0.906841,0.051467,0.041692,0.029797,0.000411,0.011471,0.041679,0.247308,1
4000,1354.0,0.216139,0.436404,0.904630,0.053140,0.042230,0.029857,0.000419,0.011941,0.042217,0.256372,1
4000,1356.0,0.206896,0.438874,0.902330,0.054890,0.042779,0.029914,0.000427,0.012425,0.042766,0.265651,1
4000,1358.0,0.197643,0.441347,0.899965,0.056698,0.043337,0.029969,0.000435,0.012919,0.043324,0.275078,1
4000,1360.0,0.188378,0.443827,0.897544,0.058553,0.043903,0.030023,0.000443,0.013423,0.043889,0.284630,1
4500,1240.0,0.798332,0.294874,0.916409,0.023874,0.059717,0.025471,0.001101,0.033127,0.059700,0.963962,1
4500,1242.0,0.789953,0.297029,0.916241,0.022694,0.061065,0.025685,0.001120,0.034243,0.061047,0.990800,1
4500,1244.0,0.781564,0.299186,0.915907,0.021587,0.062506,0.025902,0.001139,0.035446,0.062488,1.019868,1
4500,1246.0,0.773164,0.301348,0.915376,0.020573,0.064051,0.026123,0.001161,0.036748,0.064032,1.051430,1
4500,1248.0,0.764753,0.303514,0.914617,0.019667,0.065716,0.026349,0.001184,0.038163,0.065697,1.085866,1
4500,1250.0,0.756332,0.305684,0.913592,0.018893,0.067515,0.026580,0.001209,0.039706,0.067495,1.123527,1
4500,1252.0,0.747901,0.307858,0.912257,0.018274,0.069469,0.026817,0.001237,0.041395,0.069448,1.164914,1
4500,1254.0,0.739459,0.310037,0.910560,0.017838,0.071602,0.027060,0.001267,0.043254,0.071580,1.210590,1
4500,1256.0,0.731007,0.312220,0.908440,0.017619,0.073941,0.027311,0.001300,0.045308,0.073919,1.261237,1
4500,1258.0,0.722543,0.314408,0.905820,0.017658,0.076522,0.027570,0.001337,0.047592,0.076499,1.317702,1
4500,1260.0,0.714070,0.316599,0.902610,0.018003,0.079387,0.027839,0.001378,0.050147,0.079363,1.381011,1
4500,1262.0,0.705586,0.318795,0.898694,0.018716,0.082590,0.028119,0.001424,0.053022,0.082565,1.452440,1
4500,1264.0,0.697091,0.320996,0.893937,0.019870,0.086193,0.028414,0.001475,0.056278,0.086167,1.533478,1
4500,1266.0,0.688585,0.323199,0.888147,0.021567,0.090286,0.028725,0.001534,0.060000,0.090259,1.626329,1
4500,1268.0,0.680070,0.325409,0.881104,0.023928,0.094968,0.029055,0.001601,0.064283,0.094939,1.733314,1
4500,1270.0,0.671543,0.327622,0.872500,0.027120,0.100380,0.029411,0.001678,0.069261,0.100350,1.857852,1
4500,1272.0,0.663006,0.329840,0.861933,0.031365,0.106702,0.029795,0.001768,0.075106,0.106669,2.004251,1
4500,1274.0,0.654459,0.332062,0.848861,0.036967,0.114172,0.030218,0.001873,0.082046,0.114137,2.178209,1
4500,1276.0,0.645900,0.334288,0.832548,0.044345,0.123107,0.030686,0.001998,0.090385,0.123069,2.387352,1
4500,1278.0,0.637331,0.336520,0.811971,0.054090,0.133939,0.031214,0.002149,0.100536,0.133898,2.641992,1
4500,1280.0,0.628751,0.338756,0.785694,0.067051,0.147255,0.031817,0.002331,0.113062,0.147210,2.956199,1
4500,1282.0,0.620161,0.340996,0.751749,0.084426,0.163825,0.032512,0.002554,0.128709,0.163775,3.348434,1
4500,1284.0,0.611561,0.343241,0.707168,0.108057,0.184775,0.033327,0.002830,0.148562,0.184719,3.845609,1
4500,1286.0,0.602949,0.345490,0.648169,0.140425,0.211405,0.034281,0.003173,0.173888,0.211341,4.478847,1
4500,1288.0,0.594327,0.347743,0.569726,0.185027,0.245247,0.035388,0.003594,0.206192,0.245173,5.284715,1
4500,1290.0,0.585694,0.350001,0.466818,0.245916,0.287266,0.036615,0.004091,0.246475,0.287181,6.286154,1
4500,1292.0,0.577051,0.352265,0.339819,0.324847,0.335334,0.037798,0.004616,0.292822,0.335236,7.431717,1
4500,1294.0,0.568397,0.354532,0.205065,0.414934,0.380001,0.038533,0.005022,0.336336,0.379892,8.494643,1
4500,1296.0,0.559732,0.356804,0.108953,0.490321,0.400727,0.038183,0.005045,0.357386,0.400614,8.982667,1
4500,1298.0,0.551056,0.359080,0.109570,0.513247,0.377183,0.036389,0.004482,0.336209,0.377080,8.409778,1
4500,1300.0,0.542369,0.361362,0.215224,0.470581,0.314195,0.033726,0.003488,0.276898,0.314112,6.893063,1
4500,1302.0,0.533672,0.363648,0.368988,0.390791,0.240221,0.031238,0.002467,0.206455,0.240160,5.115021,1
4500,1304.0,0.524965,0.365938,0.514436,0.308301,0.177263,0.029458,0.001670,0.146092,0.177219,3.602363,1
4500,1306.0,0.516247,0.368234,0.628590,0.239942,0.131468,0.028374,0.001130,0.101933,0.131437,2.501646,1
4500,1308.0,0.507518,0.370534,0.712028,0.187875,0.100097,0.027777,0.000787,0.071510,0.100074,1.746784,1
4500,1310.0,0.498777,0.372839,0.771335,0.149560,0.079105,0.027486,0.000574,0.051028,0.079088,1.240658,1
4500,1312.0,0.490027,0.375148,0.813529,0.121446,0.065025,0.027374,0.000444,0.037194,0.065011,0.900099,1
4500,1314.0,0.481266,0.377463,0.843778,0.100711,0.055512,0.027366,0.000365,0.027769,0.055500,0.668919,1
4500,1316.0,0.472493,0.379782,0.865676,0.085293,0.049031,0.027418,0.000319,0.021284,0.049021,0.510358,1
4500,1318.0,0.463711,0.382106,0.881666,0.073743,0.044591,0.027503,0.000293,0.016786,0.044582,0.400647,1
4500,1320.0,0.454917,0.384435,0.893385,0.065064,0.041551,0.027607,0.000280,0.013656,0.041542,0.324457,1
4500,1322.0,0.446112,0.386768,0.902019,0.058509,0.039472,0.027718,0.000275,0.011470,0.039464,0.271294,1
4500,1324.0,0.437297,0.389106,0.908331,0.053592,0.038076,0.027832,0.000276,0.009959,0.038068,0.234504,1
4500,1326.0,0.428471,0.391448,0.912876,0.049953,0.037171,0.027946,0.000281,0.008936,0.037163,0.209469,1
4500,1328.0,0.419635,0.393797,0.916070,0.047311,0.036619,0.028058,0.000287,0.008266,0.036611,0.192888,1
4500,1330.0,0.410787,0.396150,0.918212,0.045464,0.036324,0.028166,0.000295,0.007855,0.036315,0.182483,1
4500,1332.0,0.401929,0.398507,0.919511,0.044268,0.036221,0.028269,0.000304,0.007639,0.036212,0.176689,1
4500,1334.0,0.393060,0.400871,0.920139,0.043601,0.036260,0.028368,0.000313,0.007570,0.036251,0.174314,1
4500,1336.0,0.384180,0.403238,0.920222,0.043372,0.036405,0.028463,0.000322,0.007611,0.036396,0.174504,1
4500,1338.0,0.375290,0.405610,0.919861,0.043508,0.036632,0.028553,0.000331,0.007738,0.036622,0.176632,1
4500,1340.0,0.366388,0.407988,0.919131,0.043950,0.036919,0.028639,0.000341,0.007930,0.036909,0.180229,1
4500,1342.0,0.357476,0.410370,0.918096,0.044651,0.037253,0.028720,0.000350,0.008173,0.037243,0.184945,1
4500,1344.0,0.348554,0.412757,0.916807,0.045571,0.037622,0.028798,0.000358,0.008455,0.037612,0.190509,1
4500,1346.0,0.339620,0.415151,0.915302,0.046680,0.038018,0.028872,0.000367,0.008769,0.038008,0.196733,1
4500,1348.0,0.330675,0.417549,0.913620,0.047945,0.038436,0.028943,0.000375,0.009107,0.038425,0.203447,1
4500,1350.0,0.321720,0.419951,0.911783,0.049347,0.038870,0.029011,0.000383,0.009465,0.038859,0.210551,1
4500,1352.0,0.312754,0.422358,0.909821,0.050862,0.039317,0.029076,0.000391,0.009839,0.039306,0.217940,1
4500,1354.0,0.303777,0.424770,0.907752,0.052474,0.039774,0.029138,0.000398,0.010226,0.039762,0.225556,1
4500,1356.0,0.294788,0.427189,0.905589,0.054172,0.040239,0.029198,0.000406,0.010624,0.040228,0.233355,1
4500,1358.0,0.285790,0.429611,0.903355,0.055934,0.040711,0.029256,0.000413,0.011031,0.040699,0.241280,1
4500,1360.0,0.276781,0.432039,0.901060,0.057751,0.041189,0.029312,0.000420,0.011445,0.041177,0.249310,1
5000,1240.0,0.871251,0.286009,0.919647,0.025258,0.055094,0.024762,0.001072,0.029245,0.055079,0.877374,1
5000,1242.0,0.863104,0.288121,0.919702,0.024016,0.056281,0.024975,0.001090,0.030201,0.056265,0.900852,1
5000,1244.0,0.854947,0.290236,0.919616,0.022835,0.057549,0.025192,0.001109,0.031231,0.057532,0.926296,1
5000,1246.0,0.846780,0.292355,0.919362,0.021731,0.058906,0.025414,0.001130,0.032346,0.058889,0.953936,1
5000,1248.0,0.838602,0.294478,0.918913,0.020719,0.060368,0.025641,0.001152,0.033557,0.060351,0.984108,1
5000,1250.0,0.830415,0.296604,0.918235,0.019819,0.061946,0.025874,0.001177,0.034878,0.061928,1.017120,1
5000,1252.0,0.822217,0.298736,0.917287,0.019054,0.063659,0.026113,0.001203,0.036324,0.063640,1.053414,1
5000,1254.0,0.814009,0.300872,0.916025,0.018449,0.065526,0.026359,0.001233,0.037914,0.065507,1.093485,1
5000,1256.0,0.805792,0.303011,0.914392,0.018036,0.067572,0.026614,0.001265,0.039673,0.067552,1.137931,1
5000,1258.0,0.797563,0.305155,0.912322,0.017850,0.069828,0.026879,0.001301,0.041628,0.069807,1.187500,1
5000,1260.0,0.789325,0.307302,0.909734,0.017936,0.072330,0.027154,0.001341,0.043813,0.072309,1.243096,1
5000,1262.0,0.781076,0.309455,0.906525,0.018350,0.075125,0.027443,0.001386,0.046274,0.075103,1.305843,1
5000,1264.0,0.772817,0.311611,0.902574,0.019159,0.078267,0.027748,0.001436,0.049060,0.078244,1.377057,1
5000,1266.0,0.764548,0.313771,0.897711,0.020455,0.081834,0.028071,0.001494,0.052245,0.081810,1.458682,1
5000,1268.0,0.756269,0.315936,0.891741,0.022347,0.085912,0.028416,0.001559,0.055911,0.085886,1.552777,1
5000,1270.0,0.747979,0.318105,0.884386,0.024989,0.090625,0.028790,0.001635,0.060173,0.090598,1.662374,1
5000,1272.0,0.739679,0.320278,0.875286,0.028584,0.096130,0.029197,0.001723,0.065181,0.096100,1.791312,1
5000,1274.0,0.731369,0.322456,0.863956,0.033409,0.102635,0.029648,0.001826,0.071131,0.102604,1.944684,1
5000,1276.0,0.723049,0.324637,0.849725,0.039851,0.110424,0.030152,0.001949,0.078289,0.110390,2.129356,1
5000,1278.0,0.714718,0.326824,0.831661,0.048459,0.119880,0.030726,0.002097,0.087021,0.119844,2.354692,1
5000,1280.0,0.706377,0.329014,0.808435,0.060030,0.131535,0.031388,0.002278,0.097829,0.131495,2.633633,1
5000,1282.0,0.698025,0.331209,0.778197,0.075703,0.146100,0.032164,0.002500,0.111391,0.146056,2.983522,1
5000,1284.0,0.689665,0.333408,0.738092,0.097267,0.164641,0.033091,0.002779,0.128722,0.164591,3.430298,1
5000,1286.0,0.681292,0.335612,0.684303,0.127226,0.188471,0.034205,0.003129,0.151080,0.188414,4.005930,1
5000,1288.0,0.672910,0.337819,0.611387,0.169309,0.219304,0.035548,0.003568,0.180121,0.219238,4.752134,1
5000,1290.0,0.664518,0.340032,0.512835,0.228411,0.258754,0.037130,0.004109,0.217437,0.258677,5.708167,1
5000,1292.0,0.656115,0.342250,0.385266,0.308454,0.306280,0.038833,0.004721,0.262636,0.306190,6.860672,1
5000,1294.0,0.647703,0.344471,0.238668,0.406366,0.354966,0.040247,0.005275,0.309342,0.354863,8.041053,1
5000,1296.0,0.639279,0.346696,0.116316,0.498424,0.385261,0.040525,0.005473,0.339154,0.385151,8.772930,1
5000,1298.0,0.630845,0.348926,0.088570,0.539515,0.371915,0.038869,0.005000,0.327943,0.371812,8.441724,1
5000,1300.0,0.622400,0.351161,0.183150,0.503753,0.313097,0.035686,0.003939,0.273388,0.313013,7.003398,1
5000,1302.0,0.613946,0.353401,0.342481,0.419226,0.238293,0.032411,0.002772,0.203049,0.238232,5.176509,1
5000,1304.0,0.605481,0.355644,0.497605,0.328617,0.173778,0.029963,0.001848,0.141924,0.173735,3.600888,1
5000,1306.0,0.597006,0.357893,0.619064,0.253612,0.127324,0.028427,0.001228,0.097639,0.127294,2.465510,1
5000,1308.0,0.588521,0.360146,0.706877,0.197099,0.096024,0.027545,0.000838,0.067620,0.096003,1.699396,1
5000,1310.0,0.580024,0.362404,0.768584,0.155995,0.075421,0.027075,0.000600,0.047730,0.075405,1.193880,1
5000,1312.0,0.571518,0.364666,0.812077,0.126126,0.061797,0.026851,0.000455,0.034478,0.061784,0.858377,1
5000,1314.0,0.563002,0.366933,0.843046,0.104254,0.052700,0.026770,0.000368,0.025551,0.052689,0.633161,1
