Te_K,lambda_nm,eps_re,eps_im,T,R,A,Fx,Fy,Fz,Ftot,mean_Ez2_over_Einc2,within_trusted_Te(<=6000K)
1500,1244.0,0.371266,0.349229,0.876223,0.016956,0.106821,0.029241,0.001280,0.076266,0.106787,1.879899,1
1500,1246.0,0.361565,0.351630,0.872794,0.016915,0.110291,0.029412,0.001304,0.079541,0.110257,1.950362,1
1500,1248.0,0.351851,0.354036,0.868840,0.017120,0.114040,0.029579,0.001330,0.083095,0.114004,2.026911,1
1500,1250.0,0.342125,0.356446,0.864296,0.017605,0.118099,0.029742,0.001358,0.086961,0.118061,2.110244,1
1500,1252.0,0.332387,0.358863,0.859075,0.018411,0.122514,0.029901,0.001389,0.091185,0.122475,2.201368,1
1500,1254.0,0.322636,0.361284,0.853079,0.019585,0.127336,0.030054,0.001422,0.095819,0.127296,2.301406,1
1500,1256.0,0.312874,0.363710,0.846191,0.021182,0.132627,0.030202,0.001459,0.100924,0.132585,2.411689,1
1500,1258.0,0.303097,0.366141,0.838271,0.023268,0.138461,0.030342,0.001499,0.106575,0.138417,2.533845,1
1500,1260.0,0.293309,0.368577,0.829151,0.025923,0.144926,0.030474,0.001544,0.112861,0.144880,2.669805,1
1500,1262.0,0.283509,0.371019,0.818626,0.029244,0.152130,0.030596,0.001594,0.119891,0.152082,2.821910,1
1500,1264.0,0.273695,0.373466,0.806461,0.033344,0.160195,0.030707,0.001650,0.127788,0.160144,2.992799,1
1500,1266.0,0.263869,0.375916,0.792320,0.038382,0.169297,0.030804,0.001712,0.136728,0.169243,3.186333,1
1500,1268.0,0.254031,0.378374,0.775859,0.044530,0.179610,0.030884,0.001782,0.146887,0.179553,3.406233,1
1500,1270.0,0.244179,0.380836,0.756592,0.052027,0.191381,0.030943,0.001862,0.158515,0.191320,3.657882,1
1500,1272.0,0.234316,0.383302,0.733936,0.061168,0.204896,0.030975,0.001953,0.171903,0.204831,3.947485,1
1500,1274.0,0.224440,0.385775,0.707173,0.072326,0.220501,0.030975,0.002056,0.187399,0.220431,4.282486,1
1500,1276.0,0.214551,0.388252,0.675431,0.085970,0.238599,0.030934,0.002174,0.205416,0.238524,4.671583,1
1500,1278.0,0.204650,0.390735,0.637679,0.102680,0.259641,0.030839,0.002308,0.226412,0.259559,5.124365,1
1500,1280.0,0.194736,0.393223,0.592785,0.123144,0.284071,0.030674,0.002460,0.250848,0.283982,5.650324,1
1500,1282.0,0.184809,0.395716,0.539767,0.148065,0.312168,0.030420,0.002629,0.279022,0.312071,6.255108,1
1500,1284.0,0.174871,0.398215,0.477859,0.178178,0.343963,0.030054,0.002812,0.310991,0.343857,6.938863,1
1500,1286.0,0.164919,0.400719,0.407986,0.213574,0.378440,0.029554,0.002996,0.345774,0.378324,7.678675,1
1500,1288.0,0.154955,0.403227,0.333600,0.253316,0.413084,0.028910,0.003160,0.380888,0.412959,8.418918,1
1500,1290.0,0.144978,0.405741,0.262921,0.294248,0.442831,0.028145,0.003265,0.411288,0.442698,9.048539,1
1500,1292.0,0.134989,0.408262,0.210440,0.329829,0.459730,0.027344,0.003260,0.428991,0.459595,9.394289,1
1500,1294.0,0.124987,0.410787,0.193254,0.351368,0.455378,0.026658,0.003099,0.425489,0.455246,9.274663,1
1500,1296.0,0.114972,0.413317,0.222718,0.351586,0.425696,0.026265,0.002776,0.396533,0.425574,8.603868,1
1500,1298.0,0.104944,0.415853,0.295479,0.329647,0.374874,0.026263,0.002341,0.346165,0.374769,7.476706,1
1500,1300.0,0.094903,0.418394,0.393983,0.292053,0.313965,0.026619,0.001880,0.285380,0.313879,6.135833,1
1500,1302.0,0.084851,0.420941,0.497226,0.248386,0.254388,0.027200,0.001466,0.225654,0.254320,4.829746,1
1500,1304.0,0.074786,0.423493,0.591109,0.206060,0.202831,0.027871,0.001133,0.173774,0.202778,3.702604,1
1500,1306.0,0.064708,0.426051,0.669090,0.169200,0.161710,0.028532,0.000885,0.132251,0.161668,2.805257,1
1500,1308.0,0.054617,0.428614,0.730923,0.138825,0.130252,0.029137,0.000708,0.100374,0.130219,2.119608,1
1500,1310.0,0.044513,0.431184,0.778406,0.114705,0.106889,0.029666,0.000587,0.076609,0.106862,1.610574,1
1500,1312.0,0.034397,0.433757,0.814398,0.095866,0.089737,0.030120,0.000506,0.059088,0.089714,1.236732,1
1500,1314.0,0.024269,0.436337,0.841443,0.081311,0.077246,0.030508,0.000453,0.046265,0.077226,0.964087,1
1500,1316.0,0.014126,0.438922,0.861639,0.070154,0.068207,0.030839,0.000421,0.036929,0.068189,0.766176,1
1500,1318.0,0.003973,0.441514,0.876621,0.061666,0.061713,0.031122,0.000402,0.030171,0.061696,0.623247,1
1500,1320.0,-0.006194,0.444111,0.887606,0.055286,0.057108,0.031366,0.000394,0.025333,0.057092,0.521021,1
1500,1322.0,-0.016375,0.446712,0.895569,0.050542,0.053888,0.031576,0.000392,0.021904,0.053872,0.448556,1
1500,1324.0,-0.026567,0.449320,0.901182,0.047107,0.051711,0.031760,0.000395,0.019540,0.051695,0.398436,1
1500,1326.0,-0.036772,0.451932,0.904962,0.044716,0.050322,0.031920,0.000402,0.017983,0.050306,0.365120,1
1500,1328.0,-0.046989,0.454553,0.907317,0.043158,0.049525,0.032062,0.000411,0.017034,0.049508,0.344377,1
1500,1330.0,-0.057220,0.457177,0.908552,0.042271,0.049177,0.032189,0.000422,0.016549,0.049160,0.333146,1
1500,1332.0,-0.067463,0.459807,0.908891,0.041932,0.049177,0.032302,0.000434,0.016423,0.049160,0.329219,1
1500,1334.0,-0.077719,0.462444,0.908518,0.042038,0.049444,0.032405,0.000447,0.016574,0.049426,0.330846,1
1500,1336.0,-0.087988,0.465085,0.907575,0.042508,0.049917,0.032497,0.000461,0.016940,0.049898,0.336731,1
1500,1338.0,-0.098269,0.467732,0.906174,0.043276,0.050550,0.032582,0.000475,0.017473,0.050531,0.345881,1
1500,1340.0,-0.108563,0.470387,0.904402,0.044289,0.051308,0.032661,0.000489,0.018137,0.051288,0.357533,1
1500,1342.0,-0.118870,0.473045,0.902333,0.045504,0.052163,0.032734,0.000504,0.018904,0.052142,0.371097,1
1500,1344.0,-0.129189,0.475710,0.900026,0.046882,0.053093,0.032803,0.000519,0.019749,0.053070,0.386092,1
1500,1346.0,-0.139521,0.478381,0.897522,0.048397,0.054081,0.032867,0.000534,0.020657,0.054058,0.402191,1
1500,1348.0,-0.149867,0.481058,0.894869,0.050017,0.055114,0.032929,0.000549,0.021612,0.055090,0.419069,1
1500,1350.0,-0.160224,0.483741,0.892091,0.051727,0.056183,0.032988,0.000564,0.022605,0.056158,0.436537,1
1500,1352.0,-0.170595,0.486428,0.889222,0.053503,0.057275,0.033045,0.000580,0.023624,0.057250,0.454371,1
1500,1354.0,-0.180978,0.489122,0.886280,0.055333,0.058387,0.033101,0.000596,0.024664,0.058360,0.472446,1
1500,1356.0,-0.191375,0.491823,0.883280,0.057208,0.059513,0.033155,0.000611,0.025718,0.059485,0.490666,1
1500,1358.0,-0.201783,0.494528,0.880247,0.059107,0.060646,0.033209,0.000627,0.026780,0.060617,0.508885,1
1500,1360.0,-0.212204,0.497240,0.877190,0.061027,0.061783,0.033263,0.000643,0.027847,0.061753,0.527042,1
2000,1240.0,0.445780,0.337736,0.888828,0.018216,0.092957,0.028508,0.001221,0.063199,0.092928,1.605628,1
2000,1242.0,0.436279,0.340095,0.886748,0.017616,0.095636,0.028695,0.001241,0.065670,0.095606,1.659513,1
2000,1244.0,0.426767,0.342459,0.884307,0.017184,0.098509,0.028881,0.001263,0.068335,0.098479,1.717693,1
2000,1246.0,0.417242,0.344828,0.881455,0.016946,0.101599,0.029065,0.001286,0.071215,0.101567,1.780665,1
2000,1248.0,0.407705,0.347202,0.878133,0.016930,0.104937,0.029248,0.001312,0.074344,0.104904,1.849148,1
2000,1250.0,0.398155,0.349580,0.874279,0.017169,0.108552,0.029429,0.001339,0.077750,0.108518,1.923787,1
2000,1252.0,0.388594,0.351963,0.869813,0.017701,0.112487,0.029607,0.001370,0.081475,0.112451,2.005510,1
2000,1254.0,0.379020,0.354352,0.864643,0.018569,0.116788,0.029782,0.001402,0.085566,0.116751,2.095356,1
2000,1256.0,0.369435,0.356745,0.858662,0.019828,0.121511,0.029955,0.001439,0.090079,0.121472,2.194565,1
2000,1258.0,0.359836,0.359143,0.851738,0.021538,0.126724,0.030123,0.001478,0.095083,0.126684,2.304657,1
2000,1260.0,0.350226,0.361546,0.843714,0.023776,0.132510,0.030287,0.001523,0.100659,0.132468,2.427450,1
2000,1262.0,0.340604,0.363955,0.834395,0.026636,0.138969,0.030446,0.001572,0.106908,0.138925,2.565160,1
2000,1264.0,0.330968,0.366368,0.823557,0.030227,0.146216,0.030598,0.001627,0.113946,0.146170,2.720316,1
2000,1266.0,0.321321,0.368785,0.810881,0.034702,0.154417,0.030742,0.001689,0.121938,0.154369,2.896620,1
2000,1268.0,0.311662,0.371209,0.796027,0.040231,0.163742,0.030877,0.001759,0.131055,0.163690,3.097743,1
2000,1270.0,0.301989,0.373637,0.778519,0.047052,0.174429,0.030999,0.001838,0.141537,0.174374,3.329008,1
2000,1272.0,0.292305,0.376071,0.757771,0.055463,0.186766,0.031106,0.001929,0.153672,0.186707,3.596711,1
2000,1274.0,0.282609,0.378509,0.733046,0.065847,0.201106,0.031192,0.002033,0.167818,0.201043,3.908623,1
2000,1276.0,0.272900,0.380952,0.703417,0.078701,0.217881,0.031251,0.002154,0.184409,0.217813,4.274191,1
2000,1278.0,0.263179,0.383402,0.667739,0.094661,0.237600,0.031274,0.002292,0.203960,0.237526,4.704514,1
2000,1280.0,0.253446,0.385855,0.624655,0.114520,0.260826,0.031246,0.002451,0.227047,0.260745,5.211868,1
2000,1282.0,0.243700,0.388314,0.572776,0.139176,0.288048,0.031150,0.002632,0.254177,0.287959,5.806756,1
2000,1284.0,0.233942,0.390778,0.510661,0.169692,0.319648,0.030960,0.002834,0.285756,0.319550,6.497140,1
2000,1286.0,0.224172,0.393248,0.438196,0.206672,0.355132,0.030646,0.003046,0.321333,0.355024,7.271462,1
2000,1288.0,0.214389,0.395722,0.357531,0.249852,0.392617,0.030175,0.003249,0.359075,0.392499,8.087298,1
2000,1290.0,0.204594,0.398201,0.275877,0.296650,0.427473,0.029533,0.003402,0.394411,0.427347,8.841549,1
2000,1292.0,0.194787,0.400687,0.208450,0.340278,0.451272,0.028757,0.003444,0.418940,0.451141,9.347631,1
2000,1294.0,0.184967,0.403177,0.176104,0.370209,0.453688,0.027962,0.003309,0.422287,0.453558,9.378606,1
2000,1296.0,0.175135,0.405673,0.195915,0.376070,0.428015,0.027338,0.002975,0.397582,0.427895,8.789169,1
2000,1298.0,0.165290,0.408173,0.267648,0.354988,0.377363,0.027043,0.002495,0.347722,0.377260,7.651639,1
2000,1300.0,0.155432,0.410680,0.371676,0.314177,0.314148,0.027110,0.001976,0.284978,0.314063,6.242280,1
2000,1302.0,0.145563,0.413191,0.482455,0.265605,0.251940,0.027447,0.001510,0.222918,0.251874,4.860674,1
2000,1304.0,0.135682,0.415708,0.582783,0.218597,0.198620,0.027922,0.001142,0.169505,0.198569,3.679304,1
2000,1306.0,0.125788,0.418230,0.665159,0.178088,0.156753,0.028433,0.000873,0.127409,0.156714,2.753089,1
2000,1308.0,0.115881,0.420758,0.729622,0.145119,0.125259,0.028923,0.000685,0.095620,0.125228,2.056914,1
2000,1310.0,0.105962,0.423291,0.778532,0.119240,0.102227,0.029365,0.000560,0.072277,0.102202,1.547845,1
2000,1312.0,0.096031,0.425829,0.815239,0.099217,0.085545,0.029755,0.000477,0.055291,0.085524,1.178819,1
2000,1314.0,0.086087,0.428373,0.842614,0.083855,0.073531,0.030095,0.000425,0.042993,0.073512,0.912558,1
2000,1316.0,0.076130,0.430922,0.862951,0.072135,0.064914,0.030390,0.000393,0.034114,0.064897,0.720918,1
2000,1318.0,0.066162,0.433477,0.877994,0.063241,0.058765,0.030646,0.000376,0.027729,0.058750,0.583402,1
2000,1320.0,0.056181,0.436038,0.889018,0.056554,0.054427,0.030869,0.000368,0.023175,0.054413,0.485475,1
2000,1322.0,0.046187,0.438604,0.897027,0.051570,0.051402,0.031065,0.000367,0.019956,0.051388,0.416215,1
2000,1324.0,0.036180,0.441175,0.902702,0.047939,0.049358,0.031238,0.000370,0.017735,0.049344,0.368298,1
2000,1326.0,0.026162,0.443751,0.906565,0.045387,0.048048,0.031392,0.000377,0.016265,0.048034,0.336324,1
2000,1328.0,0.016131,0.446334,0.909023,0.043689,0.047288,0.031529,0.000386,0.015358,0.047273,0.316211,1
2000,1330.0,0.006088,0.448922,0.910377,0.042680,0.046942,0.031651,0.000396,0.014879,0.046927,0.305032,1
2000,1332.0,-0.003967,0.451515,0.910849,0.042235,0.046916,0.031762,0.000408,0.014730,0.046900,0.300693,1
2000,1334.0,-0.014036,0.454115,0.910619,0.042247,0.047134,0.031863,0.000420,0.014834,0.047117,0.301545,1
2000,1336.0,-0.024117,0.456719,0.909824,0.042635,0.047540,0.031955,0.000433,0.015136,0.047523,0.306376,1
2000,1338.0,-0.034210,0.459329,0.908575,0.043332,0.048093,0.032039,0.000446,0.015591,0.048076,0.314261,1
2000,1340.0,-0.044316,0.461946,0.906957,0.044283,0.048760,0.032118,0.000459,0.016166,0.048742,0.324496,1
2000,1342.0,-0.054434,0.464567,0.905039,0.045444,0.049517,0.032190,0.000472,0.016836,0.049498,0.336539,1
2000,1344.0,-0.064564,0.467194,0.902881,0.046776,0.050343,0.032258,0.000485,0.017580,0.050323,0.349950,1
2000,1346.0,-0.074707,0.469828,0.900522,0.048254,0.051225,0.032322,0.000499,0.018383,0.051204,0.364432,1
2000,1348.0,-0.084864,0.472467,0.898008,0.049843,0.052148,0.032383,0.000512,0.019232,0.052127,0.379692,1
2000,1350.0,-0.095031,0.475112,0.895363,0.051530,0.053107,0.032442,0.000526,0.020118,0.053085,0.395562,1
2000,1352.0,-0.105212,0.477761,0.892621,0.053288,0.054091,0.032498,0.000539,0.021032,0.054068,0.411843,1
2000,1354.0,-0.115405,0.480417,0.889799,0.055106,0.055095,0.032552,0.000553,0.021968,0.055072,0.428424,1
2000,1356.0,-0.125611,0.483079,0.886911,0.056972,0.056117,0.032604,0.000567,0.022921,0.056092,0.445221,1
2000,1358.0,-0.135828,0.485746,0.883984,0.058868,0.057148,0.032656,0.000580,0.023887,0.057123,0.462106,1
2000,1360.0,-0.146059,0.488420,0.881025,0.060786,0.058189,0.032707,0.000594,0.024861,0.058163,0.479030,1
2500,1240.0,0.509525,0.329986,0.895820,0.019020,0.085159,0.028026,0.001202,0.055905,0.085133,1.453681,1
2500,1242.0,0.500227,0.332309,0.894225,0.018268,0.087507,0.028223,0.001222,0.058035,0.087480,1.500942,1
2500,1244.0,0.490918,0.334635,0.892314,0.017663,0.090023,0.028419,0.001243,0.060333,0.089995,1.552011,1
2500,1246.0,0.481596,0.336966,0.890043,0.017228,0.092729,0.028616,0.001266,0.062818,0.092700,1.607330,1
2500,1248.0,0.472262,0.339302,0.887357,0.016991,0.095652,0.028813,0.001291,0.065518,0.095622,1.667547,1
2500,1250.0,0.462917,0.341643,0.884201,0.016981,0.098818,0.029010,0.001318,0.068459,0.098787,1.733242,1
2500,1252.0,0.453560,0.343989,0.880502,0.017233,0.102264,0.029207,0.001348,0.071678,0.102232,1.805251,1
2500,1254.0,0.444191,0.346340,0.876178,0.017789,0.106033,0.029403,0.001380,0.075216,0.106000,1.884516,1
2500,1256.0,0.434810,0.348695,0.871130,0.018698,0.110173,0.029599,0.001416,0.079124,0.110138,1.972159,1
2500,1258.0,0.425417,0.351055,0.865237,0.020016,0.114746,0.029794,0.001455,0.083461,0.114710,2.069570,1
2500,1260.0,0.416012,0.353419,0.858356,0.021817,0.119827,0.029989,0.001499,0.088301,0.119789,2.178411,1
2500,1262.0,0.406596,0.355789,0.850307,0.024187,0.125506,0.030183,0.001548,0.093736,0.125467,2.300728,1
2500,1264.0,0.397167,0.358165,0.840881,0.027230,0.131889,0.030376,0.001602,0.099869,0.131847,2.438873,1
2500,1266.0,0.387726,0.360543,0.829781,0.031091,0.139127,0.030567,0.001664,0.106853,0.139084,2.596296,1
2500,1268.0,0.378274,0.362928,0.816685,0.035935,0.147380,0.030757,0.001733,0.114844,0.147334,2.776498,1
2500,1270.0,0.368808,0.365318,0.801138,0.041990,0.156872,0.030943,0.001813,0.124067,0.156823,2.984571,1
2500,1272.0,0.359331,0.367712,0.782572,0.049549,0.167880,0.031125,0.001904,0.134798,0.167827,3.226668,1
2500,1274.0,0.349843,0.370111,0.760254,0.058996,0.180750,0.031301,0.002010,0.147383,0.180694,3.510560,1
2500,1276.0,0.340342,0.372515,0.733242,0.070838,0.195920,0.031467,0.002133,0.162260,0.195859,3.846008,1
2500,1278.0,0.330829,0.374925,0.700325,0.085744,0.213931,0.031617,0.002276,0.179972,0.213865,4.245048,1
2500,1280.0,0.321304,0.377339,0.659981,0.104590,0.235428,0.031744,0.002443,0.201169,0.235356,4.722051,1
2500,1282.0,0.311767,0.379758,0.610480,0.128441,0.261079,0.031832,0.002637,0.226530,0.260999,5.291752,1
2500,1284.0,0.302219,0.382183,0.549730,0.158679,0.291591,0.031859,0.002860,0.256784,0.291503,5.969714,1
2500,1286.0,0.292658,0.384613,0.476478,0.196476,0.327046,0.031792,0.003105,0.292051,0.326948,6.757212,1
2500,1288.0,0.283085,0.387047,0.391161,0.242447,0.366392,0.031585,0.003356,0.331342,0.366283,7.629953,1
2500,1290.0,0.273500,0.389486,0.299060,0.295053,0.405887,0.031183,0.003573,0.371011,0.405768,8.503095,1
2500,1292.0,0.263903,0.391932,0.214888,0.347899,0.437213,0.030553,0.003685,0.402849,0.437087,9.189390,1
2500,1294.0,0.254295,0.394382,0.162913,0.388820,0.448267,0.029732,0.003602,0.414806,0.448140,9.417916,1
2500,1296.0,0.244674,0.396837,0.167858,0.403322,0.428820,0.028880,0.003271,0.396551,0.428701,8.961574,1
2500,1298.0,0.235040,0.399297,0.235450,0.384864,0.379686,0.028214,0.002740,0.348629,0.379583,7.842151,1
2500,1300.0,0.225394,0.401763,0.344735,0.340848,0.314416,0.027879,0.002141,0.284313,0.314334,6.365956,1
2500,1302.0,0.215737,0.404233,0.464225,0.286414,0.249360,0.027861,0.001603,0.219832,0.249296,4.899624,1
2500,1304.0,0.206068,0.406709,0.572270,0.233653,0.194076,0.028057,0.001182,0.164789,0.194028,3.656069,1
2500,1306.0,0.196386,0.409190,0.659930,0.188672,0.151398,0.028359,0.000881,0.122121,0.151361,2.697125,1
2500,1308.0,0.186693,0.411677,0.727552,0.152562,0.119886,0.028696,0.000676,0.090486,0.119857,1.989405,1
2500,1310.0,0.176986,0.414169,0.778183,0.124579,0.097238,0.029027,0.000541,0.067648,0.097215,1.480601,1
2500,1312.0,0.167269,0.416666,0.815769,0.103152,0.081078,0.029335,0.000454,0.051269,0.081059,1.117108,1
2500,1314.0,0.157539,0.419168,0.843572,0.086843,0.069585,0.029616,0.000400,0.039552,0.069568,0.857965,1
2500,1316.0,0.147796,0.421676,0.864114,0.074462,0.061424,0.029867,0.000368,0.031173,0.061409,0.673211,1
2500,1318.0,0.138043,0.424189,0.879263,0.065092,0.055646,0.030092,0.000351,0.025189,0.055632,0.541582,1
2500,1320.0,0.128276,0.426708,0.890361,0.058047,0.051592,0.030293,0.000343,0.020943,0.051579,0.448304,1
2500,1322.0,0.118497,0.429231,0.898443,0.052782,0.048775,0.030472,0.000342,0.017947,0.048762,0.382498,1
2500,1324.0,0.108706,0.431760,0.904207,0.048922,0.046872,0.030634,0.000346,0.015879,0.046859,0.336956,1
2500,1326.0,0.098903,0.434294,0.908176,0.046176,0.045648,0.030779,0.000352,0.014504,0.045635,0.306431,1
2500,1328.0,0.089088,0.436835,0.910759,0.044313,0.044928,0.030910,0.000361,0.013643,0.044914,0.287005,1
2500,1330.0,0.079261,0.439380,0.912255,0.043159,0.044586,0.031030,0.000371,0.013172,0.044572,0.275893,1
2500,1332.0,0.069422,0.441931,0.912881,0.042586,0.044533,0.031138,0.000382,0.012999,0.044520,0.271120,1
2500,1334.0,0.059570,0.444488,0.912814,0.042484,0.044702,0.031238,0.000393,0.013056,0.044687,0.271142,1
2500,1336.0,0.049707,0.447049,0.912190,0.042771,0.045039,0.031330,0.000405,0.013290,0.045024,0.274829,1
2500,1338.0,0.039831,0.449616,0.911115,0.043377,0.045508,0.031414,0.000417,0.013662,0.045493,0.281329,1
2500,1340.0,0.029943,0.452190,0.909672,0.044249,0.046080,0.031493,0.000429,0.014142,0.046064,0.289995,1
2500,1342.0,0.020043,0.454767,0.907928,0.045340,0.046731,0.031567,0.000440,0.014708,0.046715,0.300333,1
2500,1344.0,0.010131,0.457351,0.905942,0.046613,0.047445,0.031635,0.000452,0.015340,0.047428,0.311947,1
2500,1346.0,0.000207,0.459942,0.903751,0.048039,0.048210,0.031700,0.000464,0.016028,0.048192,0.324567,1
2500,1348.0,-0.009731,0.462538,0.901401,0.049586,0.049013,0.031762,0.000476,0.016757,0.048995,0.337933,1
2500,1350.0,-0.019679,0.465138,0.898914,0.051238,0.049848,0.031820,0.000488,0.017521,0.049829,0.351895,1
2500,1352.0,-0.029640,0.467744,0.896323,0.052969,0.050708,0.031876,0.000500,0.018313,0.050689,0.366282,1
2500,1354.0,-0.039613,0.470356,0.893646,0.054766,0.051588,0.031930,0.000512,0.019127,0.051568,0.380996,1
2500,1356.0,-0.049599,0.472974,0.890896,0.056619,0.052485,0.031982,0.000523,0.019959,0.052465,0.395969,1
2500,1358.0,-0.059596,0.475597,0.888099,0.058506,0.053395,0.032033,0.000535,0.020806,0.053374,0.411089,1
2500,1360.0,-0.069606,0.478226,0.885264,0.060421,0.054316,0.032083,0.000547,0.021664,0.054293,0.426316,1
3000,1240.0,0.578728,0.321573,0.902209,0.020040,0.077751,0.027463,0.001180,0.049085,0.077727,1.309728,1
3000,1242.0,0.569650,0.323855,0.901058,0.019150,0.079792,0.027667,0.001200,0.050901,0.079768,1.350799,1
3000,1244.0,0.560562,0.326141,0.899634,0.018387,0.081978,0.027872,0.001221,0.052861,0.081953,1.395208,1
3000,1246.0,0.551461,0.328431,0.897899,0.017773,0.084328,0.028079,0.001244,0.054980,0.084303,1.443348,1
3000,1248.0,0.542349,0.330727,0.895803,0.017330,0.086866,0.028288,0.001268,0.057284,0.086840,1.495788,1
3000,1250.0,0.533224,0.333026,0.893297,0.017088,0.089614,0.028498,0.001295,0.059794,0.089587,1.553044,1
3000,1252.0,0.524090,0.335331,0.890316,0.017079,0.092605,0.028710,0.001324,0.062543,0.092577,1.615859,1
3000,1254.0,0.514943,0.337641,0.886785,0.017339,0.095876,0.028924,0.001356,0.065567,0.095846,1.685068,1
3000,1256.0,0.505785,0.339955,0.882617,0.017914,0.099469,0.029140,0.001391,0.068907,0.099438,1.761673,1
3000,1258.0,0.496614,0.342273,0.877703,0.018858,0.103439,0.029358,0.001430,0.072619,0.103407,1.846916,1
3000,1260.0,0.487432,0.344596,0.871914,0.020236,0.107851,0.029580,0.001473,0.076765,0.107818,1.942292,1
3000,1262.0,0.478239,0.346925,0.865086,0.022128,0.112786,0.029805,0.001521,0.081426,0.112752,2.049644,1
3000,1264.0,0.469034,0.349258,0.857029,0.024632,0.118339,0.030033,0.001575,0.086694,0.118302,2.171110,1
3000,1266.0,0.459817,0.351595,0.847474,0.027882,0.124645,0.030266,0.001636,0.092704,0.124606,2.309830,1
3000,1268.0,0.450590,0.353938,0.836120,0.032032,0.131848,0.030504,0.001706,0.099597,0.131807,2.469042,1
3000,1270.0,0.441349,0.356285,0.822546,0.037300,0.140154,0.030748,0.001785,0.107576,0.140110,2.653475,1
3000,1272.0,0.432097,0.358637,0.806217,0.043965,0.149818,0.030999,0.001877,0.116895,0.149771,2.868933,1
3000,1274.0,0.422835,0.360994,0.786432,0.052400,0.161168,0.031257,0.001984,0.127877,0.161119,3.122883,1
3000,1276.0,0.413559,0.363355,0.762269,0.063104,0.174627,0.031523,0.002109,0.140942,0.174574,3.424929,1
3000,1278.0,0.404272,0.365723,0.732508,0.076755,0.190737,0.031796,0.002256,0.156626,0.190678,3.787349,1
3000,1280.0,0.394974,0.368094,0.695555,0.094270,0.210176,0.032073,0.002431,0.175608,0.210111,4.225595,1
3000,1282.0,0.385664,0.370470,0.649450,0.116826,0.233724,0.032347,0.002636,0.198669,0.233653,4.757271,1
3000,1284.0,0.376343,0.372852,0.591610,0.146056,0.262335,0.032606,0.002879,0.226771,0.262255,5.403913,1
3000,1286.0,0.367009,0.375238,0.519742,0.183656,0.296602,0.032821,0.003156,0.260536,0.296513,6.178648,1
3000,1288.0,0.357664,0.377629,0.432464,0.231182,0.336354,0.032943,0.003459,0.299852,0.336255,7.077024,1
3000,1290.0,0.348308,0.380025,0.332405,0.288515,0.379080,0.032893,0.003751,0.342325,0.378969,8.040970,1
3000,1292.0,0.338939,0.382427,0.232136,0.350508,0.417356,0.032561,0.003956,0.380719,0.417235,8.900427,1
3000,1294.0,0.329560,0.384833,0.157697,0.404243,0.438060,0.031865,0.003956,0.402115,0.437936,9.356301,1
3000,1296.0,0.320167,0.387244,0.142318,0.430635,0.427047,0.030862,0.003655,0.392412,0.426929,9.087717,1
3000,1298.0,0.310763,0.389660,0.201277,0.417428,0.381295,0.029791,0.003076,0.348326,0.381192,8.029094,1
3000,1300.0,0.301347,0.392082,0.314392,0.370913,0.314695,0.028946,0.002382,0.283285,0.314613,6.499534,1
3000,1302.0,0.291920,0.394508,0.443147,0.310016,0.246838,0.028459,0.001749,0.216567,0.246775,4.945836,1
3000,1304.0,0.282481,0.396939,0.559851,0.250627,0.189522,0.028286,0.001258,0.159931,0.189475,3.635628,1
3000,1306.0,0.273031,0.399376,0.653486,0.200497,0.146017,0.028319,0.000913,0.116749,0.145982,2.641840,1
3000,1308.0,0.263568,0.401818,0.724676,0.160814,0.114510,0.028466,0.000683,0.085335,0.114484,1.922192,1
3000,1310.0,0.254093,0.404266,0.777259,0.130467,0.092275,0.028663,0.000534,0.063056,0.092254,1.413914,1
3000,1312.0,0.244607,0.406717,0.815862,0.107482,0.076656,0.028877,0.000440,0.047320,0.076638,1.056287,1
3000,1314.0,0.235110,0.409175,0.844181,0.090127,0.065691,0.029091,0.000382,0.036203,0.065676,0.804497,1
3000,1316.0,0.225599,0.411637,0.864989,0.077024,0.057987,0.029294,0.000348,0.028331,0.057974,0.626755,1
3000,1318.0,0.216079,0.414105,0.880291,0.067132,0.052578,0.029485,0.000330,0.022751,0.052565,0.501064,1
3000,1320.0,0.206545,0.416578,0.891499,0.059696,0.048805,0.029661,0.000322,0.018811,0.048793,0.412449,1
3000,1322.0,0.196999,0.419056,0.899685,0.054122,0.046193,0.029823,0.000320,0.016038,0.046181,0.350099,1
3000,1324.0,0.187442,0.421540,0.905560,0.050010,0.044430,0.029972,0.000324,0.014122,0.044418,0.306937,1
3000,1326.0,0.177874,0.424027,0.909656,0.047052,0.043292,0.030109,0.000330,0.012841,0.043281,0.277878,1
3000,1328.0,0.168293,0.426522,0.912380,0.045006,0.042614,0.030235,0.000338,0.012029,0.042603,0.259168,1
3000,1330.0,0.158701,0.429022,0.914031,0.043689,0.042279,0.030351,0.000348,0.011568,0.042267,0.248162,1
3000,1332.0,0.149097,0.431526,0.914823,0.042971,0.042206,0.030459,0.000358,0.011377,0.042193,0.243001,1
3000,1334.0,0.139481,0.434037,0.914931,0.042740,0.042329,0.030558,0.000368,0.011390,0.042316,0.242239,1
3000,1336.0,0.129853,0.436551,0.914487,0.042910,0.042603,0.030650,0.000379,0.011561,0.042590,0.244830,1
3000,1338.0,0.120213,0.439071,0.913594,0.043411,0.042994,0.030736,0.000390,0.011855,0.042981,0.249985,1
