Te,E0_eV,lam0_nm,g1_meV,g2_meV,gr_meV,gnr_meV,Q_loaded,Q_rad,Q_nr,rho_gr_over_gnr,bg_T,bg_R,params,rmse_T,rmse_R,rmse_A,maxerr_T,maxerr_R,maxerr_A,lam_Tmin_tcmt,Tmin_tcmt,Amax_tcmt,lam_Tmin,Tmin,lam_Amax,Amax,A_fwhm_nm,shift_Tmin_rcwa_nm,shift_lam0_tcmt_nm,shift_Tmin_tcmt_nm,shift_error_nm
300.0,0.9595737734362997,1292.0757302067984,4.858529846023807,5.692268495767031,10.55079834179084,10.36543303106145,45.87699171667009,90.94797780709233,92.57440287933986,1.0178830262251384,0.9926502044612825,0.007349795538717645,"[0.9595737734362997, 0.01036543303106145, -3.043489665319412, 0.8110460574982211, 0.47264556997244533, 1.974588609413351, 0.09911205857123898, -0.02697402801885795]",0.04287698613817423,0.031702164759015314,0.06150278830663715,0.06706617326072117,0.05559375604746336,0.09306036596630961,1292.0,0.2439066736251254,0.4604398251109681,1294.0,0.22376574837538477,1292.0,0.4655517301304811,24.0,0.0,0.0,0.0,0.0
