lambda_op_nm,I_peak_Wcm2,E_cell_J,E_per_10um_pixel_nJ_equiv,T_avg,R_avg,A_avg,Fz_avg,Te_peak_K,I_out_Wcm2,valid_trust(Te<=6000K),valid_model(Te<=8000K),T_avg_G05,T_avg_G2
1306,6.3096e+10,6.8570e-11,1.0074e+01,0.000433,0.549703,0.449864,0.380073,12000.0,2.7350e+07,0,0,0.000430,0.000440
1306,7.9433e+10,8.6324e-11,1.2683e+01,0.000427,0.554491,0.445082,0.375118,12000.0,3.3906e+07,0,0,0.000424,0.000432
1306,1.0000e+11,1.0868e-10,1.5967e+01,0.000422,0.558261,0.441318,0.371217,12000.0,4.2163e+07,0,0,0.000420,0.000425
1292,1.0000e+05,1.0868e-16,1.5967e-05,0.007120,0.000224,0.992656,0.947590,300.3,7.1201e+02,1,1,0.007120,0.007120
1292,1.2589e+05,1.3681e-16,2.0101e-05,0.007120,0.000224,0.992656,0.947590,300.4,8.9636e+02,1,1,0.007120,0.007120
1292,1.5849e+05,1.7224e-16,2.5306e-05,0.007120,0.000224,0.992656,0.947590,300.5,1.1285e+03,1,1,0.007120,0.007120
1292,1.9953e+05,2.1684e-16,3.1858e-05,0.007120,0.000224,0.992656,0.947590,300.6,1.4207e+03,1,1,0.007120,0.007120
1292,2.5119e+05,2.7298e-16,4.0107e-05,0.007120,0.000224,0.992656,0.947589,300.8,1.7885e+03,1,1,0.007120,0.007120
1292,3.1623e+05,3.4366e-16,5.0492e-05,0.007120,0.000224,0.992656,0.947589,300.9,2.2516e+03,1,1,0.007120,0.007120
1292,3.9811e+05,4.3264e-16,6.3566e-05,0.007120,0.000224,0.992655,0.947589,301.2,2.8346e+03,1,1,0.007120,0.007120
1292,5.0119e+05,5.4467e-16,8.0025e-05,0.007120,0.000224,0.992655,0.947589,301.5,3.5686e+03,1,1,0.007120,0.007120
1292,6.3096e+05,6.8570e-16,1.0074e-04,0.007120,0.000225,0.992655,0.947588,301.9,4.4926e+03,1,1,0.007121,0.007120
1292,7.9433e+05,8.6324e-16,1.2683e-04,0.007120,0.000225,0.992655,0.947587,302.4,5.6559e+03,1,1,0.007121,0.007120
1292,1.0000e+06,1.0868e-15,1.5967e-04,0.007121,0.000225,0.992654,0.947587,303.0,7.1205e+03,1,1,0.007121,0.007120
1292,1.2589e+06,1.3681e-15,2.0101e-04,0.007121,0.000225,0.992654,0.947586,303.8,8.9644e+03,1,1,0.007121,0.007120
1292,1.5849e+06,1.7224e-15,2.5306e-04,0.007121,0.000226,0.992653,0.947584,304.7,1.1286e+04,1,1,0.007121,0.007120
1292,1.9953e+06,2.1684e-15,3.1858e-04,0.007121,0.000226,0.992653,0.947583,306.0,1.4208e+04,1,1,0.007122,0.007121
1292,2.5119e+06,2.7298e-15,4.0107e-04,0.007121,0.000227,0.992652,0.947581,307.5,1.7888e+04,1,1,0.007122,0.007121
1292,3.1623e+06,3.4366e-15,5.0492e-04,0.007122,0.000228,0.992650,0.947579,309.5,2.2521e+04,1,1,0.007123,0.007121
1292,3.9811e+06,4.3264e-15,6.3566e-04,0.007122,0.000229,0.992649,0.947575,311.9,2.8353e+04,1,1,0.007124,0.007121
1292,5.0119e+06,5.4467e-15,8.0025e-04,0.007123,0.000230,0.992647,0.947571,315.0,3.5697e+04,1,1,0.007125,0.007121
1292,6.3096e+06,6.8570e-15,1.0074e-03,0.007123,0.000232,0.992645,0.947566,318.8,4.4945e+04,1,1,0.007126,0.007122
1292,7.9433e+06,8.6324e-15,1.2683e-03,0.007124,0.000235,0.992641,0.947560,323.7,5.6589e+04,1,1,0.007127,0.007122
1292,1.0000e+07,1.0868e-14,1.5967e-03,0.007125,0.000237,0.992637,0.947552,329.8,7.1252e+04,1,1,0.007129,0.007123
1292,1.2589e+07,1.3681e-14,2.0101e-03,0.007127,0.000241,0.992632,0.947541,337.4,8.9719e+04,1,1,0.007132,0.007123
1292,1.5849e+07,1.7224e-14,2.5306e-03,0.007128,0.000246,0.992625,0.947528,346.9,1.1298e+05,1,1,0.007135,0.007124
1292,1.9953e+07,2.1684e-14,3.1858e-03,0.007131,0.000253,0.992617,0.947510,358.9,1.4228e+05,1,1,0.007139,0.007126
1292,2.5119e+07,2.7298e-14,4.0107e-03,0.007134,0.000261,0.992605,0.947487,373.8,1.7919e+05,1,1,0.007144,0.007127
1292,3.1623e+07,3.4366e-14,5.0492e-03,0.007138,0.000273,0.992590,0.947457,392.4,2.2571e+05,1,1,0.007151,0.007129
1292,3.9811e+07,4.3264e-14,6.3566e-03,0.007143,0.000288,0.992569,0.947417,415.5,2.8436e+05,1,1,0.007160,0.007131
1292,5.0119e+07,5.4467e-14,8.0025e-03,0.007149,0.000310,0.992541,0.947364,444.2,3.5832e+05,1,1,0.007172,0.007135
1292,6.3096e+07,6.8570e-14,1.0074e-02,0.007158,0.000340,0.992502,0.947291,479.7,4.5166e+05,1,1,0.007188,0.007139
1292,7.9433e+07,8.6324e-14,1.2683e-02,0.007170,0.000383,0.992447,0.947191,523.4,5.6954e+05,1,1,0.007209,0.007145
1292,1.0000e+08,1.0868e-13,1.5967e-02,0.007186,0.000447,0.992367,0.947051,577.1,7.1859e+05,1,1,0.007236,0.007152
1292,1.2589e+08,1.3681e-13,2.0101e-02,0.007207,0.000544,0.992249,0.946852,642.6,9.0734e+05,1,1,0.007273,0.007162
1292,1.5849e+08,1.7224e-13,2.5306e-02,0.007236,0.000693,0.992071,0.946564,722.1,1.1469e+06,1,1,0.007321,0.007176
1292,1.9953e+08,2.1684e-13,3.1858e-02,0.007276,0.000929,0.991795,0.946137,818.2,1.4517e+06,1,1,0.007386,0.007194
1292,2.5119e+08,2.7298e-13,4.0107e-02,0.007330,0.001313,0.991357,0.945492,933.8,1.8412e+06,1,1,0.007473,0.007220
1292,3.1623e+08,3.4366e-13,5.0492e-02,0.007404,0.001948,0.990648,0.944496,1071.8,2.3415e+06,1,1,0.007589,0.007255
1292,3.9811e+08,4.3264e-13,6.3566e-02,0.007507,0.003013,0.989480,0.942934,1236.0,2.9886e+06,1,1,0.007746,0.007305
1292,5.0119e+08,5.4467e-13,8.0025e-02,0.007648,0.004814,0.987538,0.940448,1430.2,3.8333e+06,1,1,0.007955,0.007376
1292,6.3096e+08,6.8570e-13,1.0074e-01,0.007843,0.007856,0.984301,0.936460,1658.7,4.9488e+06,1,1,0.008236,0.007477
1292,7.9433e+08,8.6324e-13,1.2683e-01,0.008111,0.012934,0.978955,0.930090,1926.1,6.4426e+06,1,1,0.008609,0.007620
1292,1.0000e+09,1.0868e-12,1.5967e-01,0.008475,0.021222,0.970303,0.920058,2236.2,8.4751e+06,1,1,0.009100,0.007824
1292,1.2589e+09,1.3681e-12,2.0101e-01,0.008965,0.034265,0.956770,0.904717,2592.1,1.1286e+07,1,1,0.009733,0.008114
1292,1.5849e+09,1.7224e-12,2.5306e-01,0.009608,0.053793,0.936599,0.882265,2994.6,1.5228e+07,1,1,0.010533,0.008518
1292,1.9953e+09,2.1684e-12,3.1858e-01,0.010431,0.081251,0.908318,0.851251,3441.9,2.0812e+07,1,1,0.011514,0.009073
1292,2.5119e+09,2.7298e-12,4.0107e-01,0.011448,0.117244,0.871309,0.811162,3930.5,2.8755e+07,1,1,0.012687,0.009808
1292,3.1623e+09,3.4366e-12,5.0492e-01,0.012664,0.161173,0.826162,0.762763,4456.1,4.0048e+07,1,1,0.014053,0.010747
1292,3.9811e+09,4.3264e-12,6.3566e-01,0.014080,0.211362,0.774558,0.707937,5015.8,5.6053e+07,1,1,0.015616,0.011896
1292,5.0119e+09,5.4467e-12,8.0025e-01,0.015692,0.265501,0.718807,0.649183,5609.3,7.8647e+07,1,1,0.017379,0.013252
1292,6.3096e+09,6.8570e-12,1.0074e+00,0.017503,0.321274,0.661223,0.588952,6238.5,1.1044e+08,0,1,0.019351,0.014806
1292,7.9433e+09,8.6324e-12,1.2683e+00,0.019521,0.376587,0.603891,0.529420,6908.3,1.5506e+08,0,1,0.021548,0.016553
1292,1.0000e+10,1.0868e-11,1.5967e+00,0.021764,0.429875,0.548361,0.472178,7625.3,2.1764e+08,0,1,0.023486,0.018497
1292,1.2589e+10,1.3681e-11,2.0101e+00,0.023922,0.475689,0.500389,0.422963,8458.4,3.0116e+08,0,0,0.024804,0.020652
1292,1.5849e+10,1.7224e-11,2.5306e+00,0.025239,0.505435,0.469326,0.390974,9614.1,4.0001e+08,0,0,0.025810,0.023040
1292,1.9953e+10,2.1684e-11,3.1858e+00,0.026185,0.527293,0.446522,0.367457,11101.2,5.2246e+08,0,0,0.026591,0.025046
1292,2.5119e+10,2.7298e-11,4.0107e+00,0.026904,0.544027,0.429069,0.349450,12000.0,6.7579e+08,0,0,0.027201,0.026192
1292,3.1623e+10,3.4366e-11,5.0492e+00,0.027459,0.556999,0.415542,0.335491,12000.0,8.6833e+08,0,0,0.027680,0.026970
1292,3.9811e+10,4.3264e-11,6.3566e+00,0.027891,0.567110,0.404999,0.324608,12000.0,1.1103e+09,0,0,0.028056,0.027537
1292,5.0119e+10,5.4467e-11,8.0025e+00,0.028228,0.575020,0.396752,0.316095,12000.0,1.4147e+09,0,0,0.028353,0.027965
1292,6.3096e+10,6.8570e-11,1.0074e+01,0.028492,0.581222,0.390286,0.309419,12000.0,1.7977e+09,0,0,0.028587,0.028295
1292,7.9433e+10,8.6324e-11,1.2683e+01,0.028699,0.586095,0.385205,0.304174,12000.0,2.2797e+09,0,0,0.028772,0.028550
1292,1.0000e+11,1.0868e-10,1.5967e+01,0.028862,0.589929,0.381208,0.300047,12000.0,2.8862e+09,0,0,0.028918,0.028749
