Te_K,lambda_nm,eps_re,eps_im,T,R,A,Fx,Fy,Fz,Ftot,mean_Ez2_over_Einc2,within_trusted_Te(<=6000K)
4000,1240.0,0.724625,0.303835,0.650410,0.033644,0.315946,0.084464,0.010410,0.221015,0.315890,6.241633,1
4000,1242.0,0.716011,0.306033,0.626953,0.040433,0.332614,0.088874,0.011456,0.232225,0.332554,6.521607,1
4000,1244.0,0.707387,0.308233,0.599165,0.050115,0.350720,0.094122,0.012787,0.243747,0.350656,6.807257,1
4000,1246.0,0.698752,0.310438,0.564346,0.064601,0.371052,0.100624,0.014554,0.255804,0.370983,7.104661,1
4000,1248.0,0.690106,0.312648,0.516540,0.087596,0.395863,0.109338,0.017064,0.269385,0.395788,7.440894,1
4000,1250.0,0.681448,0.314861,0.436774,0.129604,0.433622,0.123661,0.021190,0.288687,0.433537,7.930682,1
4000,1252.0,0.672781,0.317079,0.249058,0.264996,0.485946,0.139344,0.029275,0.317230,0.485848,8.667683,1
4000,1254.0,0.664102,0.319302,0.207892,0.326534,0.465574,0.122791,0.033789,0.308903,0.465483,8.394797,1
4000,1256.0,0.655414,0.321529,0.163031,0.377171,0.459799,0.110518,0.042858,0.306335,0.459710,8.280518,1
4000,1258.0,0.646712,0.323760,0.111651,0.424698,0.463652,0.099000,0.060741,0.303822,0.463563,8.168984,1
4000,1260.0,0.638002,0.325996,0.054102,0.463700,0.482198,0.086558,0.097274,0.298274,0.482105,7.977484,1
4000,1262.0,0.629280,0.328236,0.018075,0.448369,0.533556,0.073798,0.162172,0.297479,0.533450,7.914464,1
4000,1264.0,0.620546,0.330482,0.084409,0.306325,0.609266,0.071311,0.196360,0.341471,0.609142,9.037439,1
4000,1266.0,0.611802,0.332730,0.172050,0.199066,0.628884,0.078989,0.139314,0.410457,0.628760,10.806917,1
4000,1268.0,0.603048,0.334985,0.185876,0.194962,0.619162,0.081789,0.085268,0.451987,0.619044,11.838937,1
4000,1270.0,0.594281,0.337243,0.169341,0.215396,0.615262,0.080541,0.056530,0.478078,0.615149,12.458116,1
4000,1272.0,0.585504,0.339505,0.147057,0.233699,0.619243,0.077906,0.041480,0.499746,0.619132,12.956322,1
4000,1274.0,0.576717,0.341773,0.125371,0.246209,0.628420,0.074916,0.032953,0.520440,0.628309,13.424401,1
4000,1276.0,0.567917,0.344044,0.105650,0.253533,0.640817,0.071916,0.027717,0.541072,0.640705,13.886202,1
4000,1278.0,0.559107,0.346322,0.088071,0.256704,0.655224,0.069030,0.024280,0.561802,0.655112,14.345870,1
4000,1280.0,0.550287,0.348603,0.072529,0.256605,0.670866,0.066294,0.021893,0.582565,0.670752,14.801827,1
4000,1282.0,0.541455,0.350888,0.058881,0.253926,0.687193,0.063718,0.020155,0.603204,0.687077,15.250199,1
4000,1284.0,0.532613,0.353179,0.046952,0.249198,0.703850,0.061293,0.018835,0.623603,0.703731,15.688092,1
4000,1286.0,0.523758,0.355475,0.036647,0.242844,0.720509,0.059016,0.017797,0.643575,0.720388,16.111054,1
4000,1288.0,0.514894,0.357774,0.027837,0.235223,0.736940,0.056873,0.016951,0.662993,0.736818,16.516150,1
4000,1290.0,0.506018,0.360078,0.020413,0.226627,0.752960,0.054853,0.016241,0.681741,0.752835,16.900693,1
4000,1292.0,0.497131,0.362389,0.014304,0.217319,0.768377,0.052951,0.015629,0.699670,0.768250,17.261306,1
4000,1294.0,0.488234,0.364702,0.009411,0.207516,0.783073,0.051158,0.015089,0.716697,0.782944,17.596403,1
4000,1296.0,0.479325,0.367021,0.005652,0.197423,0.796925,0.049467,0.014602,0.732725,0.796794,17.903896,1
4000,1298.0,0.470404,0.369344,0.002929,0.187196,0.809875,0.047870,0.014154,0.747718,0.809742,18.183340,1
4000,1300.0,0.461473,0.371673,0.001161,0.176990,0.821850,0.046364,0.013737,0.761614,0.821715,18.433598,1
4000,1302.0,0.452531,0.374006,0.000261,0.166951,0.832788,0.044942,0.013343,0.774366,0.832652,18.653971,1
4000,1304.0,0.443578,0.376343,0.000140,0.157181,0.842679,0.043598,0.012968,0.785976,0.842542,18.844933,1
4000,1306.0,0.434614,0.378686,0.000713,0.147785,0.851502,0.042330,0.012608,0.796426,0.851364,19.006450,1
4000,1308.0,0.425639,0.381034,0.001897,0.138826,0.859278,0.041132,0.012260,0.805746,0.859138,19.139660,1
4000,1310.0,0.416652,0.383387,0.003607,0.130382,0.866011,0.040002,0.011923,0.813946,0.865870,19.245159,1
4000,1312.0,0.407655,0.385744,0.005765,0.122494,0.871741,0.038934,0.011596,0.821069,0.871599,19.324423,1
4000,1314.0,0.398646,0.388107,0.008297,0.115191,0.876511,0.037927,0.011278,0.827164,0.876369,19.378858,1
4000,1316.0,0.389625,0.390474,0.011134,0.108503,0.880363,0.036975,0.010969,0.832276,0.880220,19.409924,1
4000,1318.0,0.380596,0.392846,0.014209,0.102446,0.883344,0.036077,0.010668,0.836456,0.883200,19.419070,1
4000,1320.0,0.371554,0.395223,0.017458,0.097022,0.885520,0.035229,0.010376,0.839771,0.885376,19.408167,1
4000,1322.0,0.362500,0.397605,0.020837,0.092213,0.886951,0.034428,0.010092,0.842287,0.886806,19.379020,1
4000,1324.0,0.353436,0.399992,0.024289,0.088010,0.887701,0.033671,0.009816,0.844069,0.887556,19.333352,1
4000,1326.0,0.344361,0.402383,0.027766,0.084401,0.887833,0.032956,0.009549,0.845182,0.887687,19.272869,1
4000,1328.0,0.335275,0.404781,0.031235,0.081364,0.887401,0.032281,0.009291,0.845683,0.887255,19.198969,1
4000,1330.0,0.326177,0.407183,0.034671,0.078869,0.886461,0.031643,0.009041,0.845632,0.886315,19.113290,1
4000,1332.0,0.317069,0.409590,0.038028,0.076886,0.885086,0.031039,0.008800,0.845101,0.884940,19.017609,1
4000,1334.0,0.307949,0.412003,0.041291,0.075380,0.883329,0.030468,0.008568,0.844147,0.883183,18.913247,1
4000,1336.0,0.298818,0.414419,0.044438,0.074324,0.881238,0.029928,0.008345,0.842819,0.881092,18.801539,1
4000,1338.0,0.289676,0.416841,0.047456,0.073688,0.878856,0.029416,0.008131,0.841163,0.878710,18.683501,1
4000,1340.0,0.280523,0.419269,0.050329,0.073437,0.876234,0.028932,0.007925,0.839230,0.876088,18.560308,1
4000,1342.0,0.271358,0.421701,0.053049,0.073538,0.873414,0.028473,0.007729,0.837065,0.873267,18.433157,1
4000,1344.0,0.262184,0.424138,0.055600,0.073953,0.870447,0.028039,0.007541,0.834721,0.870301,18.303128,1
4000,1346.0,0.252997,0.426582,0.057991,0.074658,0.867351,0.027626,0.007362,0.832216,0.867205,18.170665,1
4000,1348.0,0.243799,0.429031,0.060209,0.075622,0.864169,0.027235,0.007192,0.829595,0.864022,18.036819,1
4000,1350.0,0.234590,0.431483,0.062265,0.076823,0.860912,0.026865,0.007030,0.826871,0.860766,17.901930,1
4000,1352.0,0.225370,0.433941,0.064146,0.078225,0.857629,0.026513,0.006876,0.824093,0.857483,17.767020,1
4000,1354.0,0.216139,0.436404,0.065862,0.079802,0.854336,0.026179,0.006731,0.821279,0.854190,17.632457,1
4000,1356.0,0.206896,0.438874,0.067421,0.081535,0.851045,0.025862,0.006593,0.818442,0.850898,17.498489,1
4000,1358.0,0.197643,0.441347,0.068817,0.083398,0.847785,0.025562,0.006464,0.815612,0.847638,17.365824,1
4000,1360.0,0.188378,0.443827,0.070062,0.085374,0.844564,0.025278,0.006342,0.812798,0.844417,17.234571,1
4000,1362.0,0.179102,0.446310,0.071159,0.087441,0.841400,0.025008,0.006227,0.810017,0.841252,17.105147,1
4000,1364.0,0.169815,0.448801,0.072117,0.089577,0.838306,0.024752,0.006121,0.807285,0.838158,16.977739,1
4000,1366.0,0.160517,0.451296,0.072937,0.091763,0.835300,0.024510,0.006021,0.804621,0.835152,16.852820,1
4000,1368.0,0.151207,0.453796,0.073635,0.093995,0.832370,0.024281,0.005929,0.802013,0.832222,16.730104,1
4000,1370.0,0.141887,0.456301,0.074215,0.096253,0.829532,0.024065,0.005843,0.799475,0.829383,16.609872,1
4000,1372.0,0.132554,0.458813,0.074681,0.098517,0.826802,0.023861,0.005765,0.797027,0.826653,16.492386,1
4000,1374.0,0.123211,0.461329,0.075046,0.100785,0.824170,0.023669,0.005693,0.794658,0.824020,16.377546,1
4000,1376.0,0.113857,0.463850,0.075311,0.103033,0.821656,0.023488,0.005628,0.792389,0.821505,16.265657,1
4000,1378.0,0.104492,0.466378,0.075492,0.105264,0.819244,0.023319,0.005570,0.790204,0.819093,16.156328,1
4000,1380.0,0.095115,0.468910,0.075590,0.107461,0.816949,0.023161,0.005518,0.788118,0.816797,16.049956,1
4500,1200.0,0.963727,0.252650,0.805243,0.042247,0.152510,0.043150,0.003504,0.105835,0.152489,3.478435,1
4500,1202.0,0.955555,0.254724,0.808497,0.035002,0.156501,0.044393,0.003644,0.108443,0.156479,3.541006,1
4500,1204.0,0.947374,0.256802,0.811077,0.028432,0.160491,0.045685,0.003794,0.110990,0.160469,3.600840,1
4500,1206.0,0.939181,0.258884,0.812928,0.022593,0.164479,0.047029,0.003955,0.113473,0.164456,3.657838,1
4500,1208.0,0.930979,0.260971,0.813981,0.017546,0.168473,0.048425,0.004127,0.115898,0.168450,3.712294,1
4500,1210.0,0.922766,0.263060,0.814161,0.013343,0.172496,0.049874,0.004311,0.118288,0.172472,3.764969,1
4500,1212.0,0.914542,0.265152,0.813387,0.010029,0.176584,0.051374,0.004508,0.120678,0.176559,3.817043,1
4500,1214.0,0.906310,0.267250,0.811574,0.007635,0.180791,0.052924,0.004720,0.123122,0.180765,3.870150,1
4500,1216.0,0.898065,0.269351,0.808651,0.006167,0.185182,0.054525,0.004948,0.125683,0.185156,3.926284,1
4500,1218.0,0.889811,0.271456,0.804537,0.005620,0.189843,0.056178,0.005194,0.128444,0.189816,3.987973,1
4500,1220.0,0.881547,0.273565,0.799165,0.005961,0.194874,0.057887,0.005460,0.131499,0.194846,4.058026,1
4500,1222.0,0.873273,0.275677,0.792476,0.007130,0.200394,0.059659,0.005749,0.134957,0.200364,4.139587,1
4500,1224.0,0.864987,0.277795,0.784426,0.009041,0.206532,0.061505,0.006063,0.138933,0.206502,4.235986,1
4500,1226.0,0.856691,0.279915,0.774987,0.011582,0.213431,0.063445,0.006407,0.143547,0.213399,4.350615,1
4500,1228.0,0.848387,0.282040,0.764145,0.014618,0.221237,0.065502,0.006786,0.148915,0.221203,4.486628,1
4500,1230.0,0.840070,0.284169,0.751917,0.018000,0.230083,0.067710,0.007204,0.155133,0.230047,4.646488,1
4500,1232.0,0.831743,0.286303,0.738298,0.021608,0.240093,0.070109,0.007672,0.162275,0.240055,4.832013,1
4500,1234.0,0.823405,0.288439,0.723275,0.025345,0.251380,0.072766,0.008201,0.170372,0.251339,5.043733,1
4500,1236.0,0.815058,0.290581,0.706762,0.029219,0.264019,0.075756,0.008810,0.179409,0.263975,5.280668,1
4500,1238.0,0.806701,0.292726,0.688595,0.033376,0.278028,0.079164,0.009523,0.189294,0.277981,5.539725,1
4500,1240.0,0.798332,0.294874,0.668392,0.038191,0.293418,0.083107,0.010377,0.199882,0.293366,5.816356,1
4500,1242.0,0.789953,0.297029,0.645387,0.044371,0.310242,0.087744,0.011430,0.211012,0.310186,6.105508,1
4500,1244.0,0.781564,0.299186,0.618161,0.053117,0.328722,0.093319,0.012772,0.222571,0.328662,6.403819,1
4500,1246.0,0.773164,0.301348,0.583960,0.066435,0.349604,0.100276,0.014558,0.234704,0.349539,6.715273,1
4500,1248.0,0.764753,0.303514,0.536680,0.088193,0.375127,0.109640,0.017108,0.248307,0.375055,7.065089,1
4500,1250.0,0.756332,0.305684,0.456885,0.129051,0.414063,0.125053,0.021357,0.267572,0.413982,7.571316,1
4500,1252.0,0.747901,0.307858,0.264623,0.271212,0.464165,0.142392,0.029433,0.292246,0.464071,8.224231,1
4500,1254.0,0.739459,0.310037,0.220096,0.342392,0.437513,0.124952,0.033117,0.279358,0.437427,7.818730,1
4500,1256.0,0.731007,0.312220,0.172529,0.399724,0.427747,0.112200,0.041098,0.274367,0.427665,7.637532,1
4500,1258.0,0.722543,0.314408,0.119365,0.452358,0.428277,0.100416,0.056979,0.270800,0.428196,7.497718,1
4500,1260.0,0.714070,0.316599,0.060641,0.496466,0.442893,0.087890,0.089613,0.265306,0.442809,7.306356,1
4500,1262.0,0.705586,0.318795,0.019264,0.492445,0.488291,0.074688,0.151686,0.261823,0.488197,7.172129,1
4500,1264.0,0.697091,0.320996,0.079179,0.354307,0.566514,0.070529,0.202671,0.293200,0.566400,7.989209,1
4500,1266.0,0.688585,0.323199,0.185204,0.222191,0.592605,0.079480,0.155398,0.357609,0.592488,9.693143,1
4500,1268.0,0.680070,0.325409,0.206470,0.215687,0.577843,0.083842,0.095255,0.398635,0.577733,10.748741,1
4500,1270.0,0.671543,0.327622,0.188040,0.243751,0.568209,0.083060,0.062112,0.422932,0.568104,11.344696,1
4500,1272.0,0.663006,0.329840,0.162511,0.269525,0.567965,0.080498,0.044915,0.442449,0.567862,11.806994,1
4500,1274.0,0.654459,0.332062,0.137987,0.288051,0.573961,0.077488,0.035315,0.461057,0.573859,12.240426,1
4500,1276.0,0.645900,0.334288,0.115988,0.300182,0.583831,0.074460,0.029501,0.479767,0.583729,12.672210,1
4500,1278.0,0.637331,0.336520,0.096580,0.307255,0.596166,0.071557,0.025732,0.498773,0.596063,13.107345,1
4500,1280.0,0.628751,0.338756,0.079543,0.310362,0.610095,0.068821,0.023147,0.518023,0.609991,13.544529,1
4500,1282.0,0.620161,0.340996,0.064648,0.310326,0.625026,0.066256,0.021289,0.537376,0.624920,13.980073,1
4500,1284.0,0.611561,0.343241,0.051658,0.307762,0.640580,0.063853,0.019895,0.556724,0.640472,14.411132,1
4500,1286.0,0.602949,0.345490,0.040440,0.303140,0.656420,0.061604,0.018814,0.575892,0.656310,14.833320,1
4500,1288.0,0.594327,0.347743,0.030837,0.296855,0.672308,0.059494,0.017946,0.594756,0.672196,15.243640,1
4500,1290.0,0.585694,0.350001,0.022723,0.289224,0.688054,0.057510,0.017226,0.613203,0.687940,15.639286,1
4500,1292.0,0.577051,0.352265,0.016017,0.280525,0.703458,0.055644,0.016615,0.631083,0.703342,16.016655,1
4500,1294.0,0.568397,0.354532,0.010616,0.270996,0.718389,0.053885,0.016081,0.648304,0.718271,16.373820,1
4500,1296.0,0.559732,0.356804,0.006432,0.260857,0.732710,0.052228,0.015604,0.664759,0.732590,16.708276,1
4500,1298.0,0.551056,0.359080,0.003368,0.250284,0.746347,0.050661,0.015169,0.680396,0.746226,17.019121,1
4500,1300.0,0.542369,0.361362,0.001343,0.239452,0.759205,0.049180,0.014765,0.695136,0.759082,17.304667,1
4500,1302.0,0.533672,0.363648,0.000269,0.228531,0.771201,0.047780,0.014385,0.708910,0.771076,17.563594,1
4500,1304.0,0.524965,0.365938,0.000056,0.217643,0.782301,0.046453,0.014022,0.721699,0.782174,17.795820,1
4500,1306.0,0.516247,0.368234,0.000618,0.206923,0.792458,0.045198,0.013673,0.733459,0.792330,18.000635,1
4500,1308.0,0.507518,0.370534,0.001871,0.196458,0.801670,0.044007,0.013334,0.744199,0.801541,18.178633,1
4500,1310.0,0.498777,0.372839,0.003727,0.186357,0.809916,0.042879,0.013005,0.753902,0.809785,18.329755,1
4500,1312.0,0.490027,0.375148,0.006104,0.176684,0.817212,0.041810,0.012682,0.762588,0.817080,18.454961,1
4500,1314.0,0.481266,0.377463,0.008922,0.167498,0.823579,0.040795,0.012366,0.770285,0.823446,18.555171,1
4500,1316.0,0.472493,0.379782,0.012107,0.158853,0.829040,0.039833,0.012056,0.777018,0.828906,18.631387,1
4500,1318.0,0.463711,0.382106,0.015587,0.150790,0.833624,0.038920,0.011751,0.782818,0.833489,18.684657,1
4500,1320.0,0.454917,0.384435,0.019287,0.143335,0.837378,0.038054,0.011452,0.787736,0.837242,18.716496,1
4500,1322.0,0.446112,0.386768,0.023160,0.136489,0.840352,0.037231,0.011159,0.791826,0.840216,18.728517,1
4500,1324.0,0.437297,0.389106,0.027140,0.130261,0.842599,0.036449,0.010871,0.795142,0.842462,18.722200,1
4500,1326.0,0.428471,0.391448,0.031170,0.124662,0.844168,0.035707,0.010590,0.797734,0.844032,18.699047,1
4500,1328.0,0.419635,0.393797,0.035212,0.119678,0.845110,0.035002,0.010316,0.799655,0.844973,18.660370,1
4500,1330.0,0.410787,0.396150,0.039233,0.115292,0.845475,0.034332,0.010048,0.800958,0.845338,18.607764,1
4500,1332.0,0.401929,0.398507,0.043181,0.111488,0.845331,0.033694,0.009787,0.801712,0.845193,18.542942,1
4500,1334.0,0.393060,0.400871,0.047033,0.108237,0.844730,0.033087,0.009533,0.801972,0.844593,18.467274,1
4500,1336.0,0.384180,0.403238,0.050763,0.105518,0.843718,0.032510,0.009287,0.801784,0.843581,18.382105,1
4500,1338.0,0.375290,0.405610,0.054351,0.103309,0.842340,0.031960,0.009048,0.801194,0.842202,18.288485,1
4500,1340.0,0.366388,0.407988,0.057778,0.101578,0.840644,0.031436,0.008817,0.800254,0.840506,18.187675,1
4500,1342.0,0.357476,0.410370,0.061031,0.100292,0.838677,0.030936,0.008594,0.799010,0.838540,18.080968,1
4500,1344.0,0.348554,0.412757,0.064089,0.099418,0.836493,0.030460,0.008378,0.797518,0.836356,17.969552,1
4500,1346.0,0.339620,0.415151,0.066961,0.098927,0.834112,0.030004,0.008171,0.795799,0.833975,17.853981,1
4500,1348.0,0.330675,0.417549,0.069627,0.098795,0.831578,0.029570,0.007971,0.793899,0.831441,17.735374,1
4500,1350.0,0.321720,0.419951,0.072100,0.098992,0.828908,0.029155,0.007780,0.791836,0.828771,17.614187,1
4500,1352.0,0.312754,0.422358,0.074362,0.099485,0.826152,0.028759,0.007596,0.789660,0.826015,17.491568,1
4500,1354.0,0.303777,0.424770,0.076423,0.100244,0.823333,0.028380,0.007420,0.787396,0.823196,17.368015,1
4500,1356.0,0.294788,0.427189,0.078290,0.101245,0.820465,0.028017,0.007251,0.785059,0.820328,17.243873,1
4500,1358.0,0.285790,0.429611,0.079956,0.102466,0.817579,0.027670,0.007090,0.782681,0.817442,17.119920,1
4500,1360.0,0.276781,0.432039,0.081431,0.103881,0.814688,0.027338,0.006937,0.780275,0.814551,16.996364,1
4500,1362.0,0.267760,0.434471,0.082720,0.105468,0.811812,0.027021,0.006791,0.777862,0.811674,16.873731,1
4500,1364.0,0.258730,0.436910,0.083830,0.107201,0.808969,0.026717,0.006653,0.775462,0.808832,16.752317,1
4500,1366.0,0.249687,0.439354,0.084763,0.109056,0.806181,0.026426,0.006521,0.773097,0.806044,16.632679,1
4500,1368.0,0.240634,0.441802,0.085536,0.111027,0.803437,0.026147,0.006397,0.770755,0.803300,16.514568,1
4500,1370.0,0.231571,0.444255,0.086153,0.113093,0.800754,0.025881,0.006280,0.768456,0.800617,16.398335,1
4500,1372.0,0.222496,0.446715,0.086617,0.115228,0.798155,0.025626,0.006169,0.766221,0.798017,16.284343,1
4500,1374.0,0.213410,0.449178,0.086944,0.117427,0.795629,0.025383,0.006066,0.764043,0.795491,16.172549,1
4500,1376.0,0.204314,0.451647,0.087134,0.119663,0.793202,0.025150,0.005969,0.761945,0.793064,16.063341,1
4500,1378.0,0.195208,0.454122,0.087205,0.121936,0.790858,0.024928,0.005878,0.759913,0.790720,15.956336,1
4500,1380.0,0.186090,0.456601,0.087159,0.124227,0.788614,0.024717,0.005794,0.757965,0.788475,15.851989,1
5000,1200.0,1.032081,0.244608,0.819044,0.042042,0.138914,0.042064,0.003427,0.093403,0.138895,3.170776,1
5000,1202.0,1.024134,0.246642,0.822509,0.034847,0.142644,0.043254,0.003567,0.095803,0.142624,3.230792,1
5000,1204.0,1.016178,0.248680,0.825267,0.028344,0.146389,0.044492,0.003716,0.098161,0.146369,3.288639,1
5000,1206.0,1.008210,0.250722,0.827268,0.022587,0.150145,0.045780,0.003876,0.100469,0.150124,3.344082,1
5000,1208.0,1.000234,0.252768,0.828445,0.017638,0.153917,0.047122,0.004046,0.102728,0.153896,3.397244,1
5000,1210.0,0.992248,0.254817,0.828727,0.013551,0.157722,0.048516,0.004228,0.104955,0.157700,3.448679,1
5000,1212.0,0.984251,0.256868,0.828039,0.010373,0.161587,0.049964,0.004424,0.107177,0.161565,3.499332,1
5000,1214.0,0.976245,0.258926,0.826302,0.008139,0.165559,0.051466,0.004634,0.109437,0.165536,3.550579,1
5000,1216.0,0.968228,0.260986,0.823448,0.006861,0.169691,0.053020,0.004860,0.111788,0.169667,3.604139,1
5000,1218.0,0.960202,0.263050,0.819400,0.006542,0.174059,0.054630,0.005103,0.114300,0.174034,3.662258,1
5000,1220.0,0.952166,0.265118,0.814094,0.007156,0.178750,0.056299,0.005368,0.117058,0.178725,3.727482,1
5000,1222.0,0.944120,0.267189,0.807473,0.008654,0.183873,0.058034,0.005655,0.120158,0.183847,3.802746,1
5000,1224.0,0.936063,0.269265,0.799493,0.010956,0.189551,0.059847,0.005968,0.123708,0.189523,3.891262,1
5000,1226.0,0.927997,0.271344,0.790125,0.013954,0.195921,0.061756,0.006311,0.127824,0.195892,3.996457,1
5000,1228.0,0.919921,0.273427,0.779355,0.017510,0.203135,0.063787,0.006690,0.132627,0.203104,4.121737,1
5000,1230.0,0.911834,0.275515,0.767200,0.021459,0.211341,0.065973,0.007111,0.138226,0.211309,4.270124,1
5000,1232.0,0.903738,0.277606,0.753658,0.025648,0.220695,0.068358,0.007582,0.144721,0.220660,4.444307,1
5000,1234.0,0.895631,0.279700,0.738726,0.029923,0.231351,0.071014,0.008116,0.152184,0.231314,4.646047,1
5000,1236.0,0.887514,0.281800,0.722338,0.034215,0.243447,0.074024,0.008731,0.160651,0.243406,4.875869,1
5000,1238.0,0.879388,0.283903,0.704363,0.038566,0.257071,0.077488,0.009453,0.170086,0.257027,5.132296,1
5000,1240.0,0.871251,0.286009,0.684457,0.043238,0.272304,0.081538,0.010319,0.180400,0.272257,5.412168,1
5000,1242.0,0.863104,0.288121,0.661902,0.048836,0.289261,0.086359,0.011387,0.191463,0.289209,5.711168,1
5000,1244.0,0.854947,0.290236,0.635308,0.056500,0.308192,0.092223,0.012750,0.203162,0.308135,6.025662,1
5000,1246.0,0.846780,0.292355,0.601910,0.068243,0.329847,0.099617,0.014571,0.215597,0.329785,6.358340,1
5000,1248.0,0.838602,0.294478,0.555498,0.088003,0.356499,0.109642,0.017188,0.229600,0.356430,6.733263,1
5000,1250.0,0.830415,0.296604,0.476253,0.126394,0.397353,0.126229,0.021613,0.249432,0.397274,7.274066,1
5000,1252.0,0.822217,0.298736,0.280492,0.273017,0.446491,0.145374,0.029777,0.271249,0.446400,7.866423,1
5000,1254.0,0.814009,0.300872,0.232603,0.353966,0.413431,0.126882,0.032651,0.253817,0.413350,7.320316,1
5000,1256.0,0.805792,0.303011,0.182232,0.418026,0.399742,0.113584,0.039669,0.246413,0.399666,7.067828,1
5000,1258.0,0.797563,0.305155,0.127182,0.475722,0.397096,0.101506,0.053843,0.241672,0.397021,6.894138,1
5000,1260.0,0.789325,0.307302,0.067274,0.524623,0.408103,0.088907,0.083039,0.236081,0.408027,6.698201,1
5000,1262.0,0.781076,0.309455,0.021167,0.531083,0.447750,0.075449,0.141111,0.231106,0.447666,6.521770,1
5000,1264.0,0.772817,0.311611,0.070899,0.402658,0.526443,0.069506,0.204999,0.251834,0.526340,7.068730,1
5000,1266.0,0.764548,0.313771,0.194494,0.243660,0.561846,0.079158,0.172557,0.310020,0.561735,8.655718,1
5000,1268.0,0.756269,0.315936,0.226799,0.230187,0.543014,0.085334,0.106903,0.350672,0.542909,9.738971,1
5000,1270.0,0.747979,0.318105,0.207107,0.265749,0.527144,0.085118,0.068564,0.373364,0.527046,10.314733,1
5000,1272.0,0.739679,0.320278,0.178195,0.299553,0.522253,0.082628,0.048765,0.390765,0.522158,10.739090,1
5000,1274.0,0.731369,0.322456,0.150666,0.324571,0.524763,0.079578,0.037863,0.407229,0.524669,11.133460,1
5000,1276.0,0.723049,0.324637,0.126283,0.341883,0.531833,0.076502,0.031349,0.423890,0.531740,11.529172,1
5000,1278.0,0.714718,0.326824,0.104999,0.353189,0.541811,0.073566,0.027177,0.440974,0.541718,11.932254,1
5000,1280.0,0.706377,0.329014,0.086458,0.359834,0.553708,0.070817,0.024348,0.458447,0.553613,12.341753,1
5000,1282.0,0.698025,0.331209,0.070331,0.362793,0.566877,0.068256,0.022338,0.476186,0.566780,12.754252,1
5000,1284.0,0.689665,0.333408,0.056308,0.362781,0.580911,0.065872,0.020849,0.494092,0.580813,13.167041,1
5000,1286.0,0.681292,0.335612,0.044211,0.360322,0.595467,0.063653,0.019709,0.512006,0.595368,13.575951,1
5000,1288.0,0.672910,0.337819,0.033850,0.355847,0.610303,0.061580,0.018807,0.529815,0.610201,13.978080,1
5000,1290.0,0.664518,0.340032,0.025077,0.349698,0.625225,0.059638,0.018070,0.547413,0.625121,14.370688,1
5000,1292.0,0.656115,0.342250,0.017802,0.342164,0.640034,0.057817,0.017454,0.564658,0.639929,14.750178,1
5000,1294.0,0.647703,0.344471,0.011911,0.333493,0.654596,0.056106,0.016923,0.581459,0.654489,15.114492,1
5000,1296.0,0.639279,0.346696,0.007315,0.323917,0.668768,0.054496,0.016456,0.597707,0.668659,15.460954,1
5000,1298.0,0.630845,0.348926,0.003912,0.313621,0.682467,0.052976,0.016035,0.613345,0.682355,15.788397,1
5000,1300.0,0.622400,0.351161,0.001623,0.302791,0.695586,0.051540,0.015647,0.628285,0.695473,16.094807,1
5000,1302.0,0.613946,0.353401,0.000361,0.291610,0.708029,0.050183,0.015285,0.642447,0.707914,16.378453,1
5000,1304.0,0.605481,0.355644,0.000035,0.280216,0.719749,0.048895,0.014940,0.655797,0.719632,16.638849,1
5000,1306.0,0.597006,0.357893,0.000561,0.268762,0.730677,0.047675,0.014609,0.668275,0.730559,16.874764,1
5000,1308.0,0.588521,0.360146,0.001854,0.257351,0.740796,0.046516,0.014287,0.679873,0.740676,17.086340,1
5000,1310.0,0.580024,0.362404,0.003823,0.246115,0.750061,0.045416,0.013973,0.690552,0.749940,17.272958,1
5000,1312.0,0.571518,0.364666,0.006387,0.235143,0.758471,0.044370,0.013664,0.700315,0.758349,17.435099,1
5000,1314.0,0.563002,0.366933,0.009461,0.224512,0.766027,0.043375,0.013359,0.709170,0.765904,17.573212,1
5000,1316.0,0.554473,0.369204,0.012967,0.214302,0.772732,0.042427,0.013058,0.717122,0.772608,17.687841,1
5000,1318.0,0.545937,0.371480,0.016828,0.204575,0.778597,0.041525,0.012761,0.724186,0.778472,17.779607,1
5000,1320.0,0.537389,0.373761,0.020965,0.195383,0.783652,0.040665,0.012466,0.730394,0.783526,17.849619,1
5000,1322.0,0.528830,0.376047,0.025323,0.186744,0.787934,0.039845,0.012175,0.735787,0.787807,17.899224,1
5000,1324.0,0.520261,0.378337,0.029831,0.178689,0.791480,0.039063,0.011887,0.740403,0.791353,17.929588,1
5000,1326.0,0.511682,0.380630,0.034423,0.171249,0.794329,0.038317,0.011603,0.744281,0.794201,17.941934,1
5000,1328.0,0.503092,0.382931,0.039055,0.164426,0.796519,0.037605,0.011323,0.747463,0.796391,17.937409,1
5000,1330.0,0.494492,0.385235,0.043688,0.158216,0.798096,0.036924,0.011047,0.749996,0.797967,17.917478,1
5000,1332.0,0.485882,0.387544,0.048262,0.152622,0.799116,0.036274,0.010776,0.751937,0.798988,17.883698,1
5000,1334.0,0.477261,0.389858,0.052747,0.147622,0.799631,0.035652,0.010511,0.753339,0.799503,17.837407,1
5000,1336.0,0.468629,0.392176,0.057112,0.143208,0.799680,0.035057,0.010251,0.754243,0.799551,17.779886,1
5000,1338.0,0.459988,0.394499,0.061331,0.139364,0.799305,0.034488,0.009997,0.754691,0.799176,17.712158,1
