lam_op_nm,A_high_trust,A_low,E_cell_10_J,E_cell_50_J,E_cell_90_J,E_cell_max_model_J,E_cell_max_trust_J,Fz_high_trust,Fz_low,I_10_Wcm2,I_50_Wcm2,I_90_Wcm2,I_at_max_slope_Wcm2,I_max_model_Wcm2,I_max_trust_Wcm2,R_high_trust,R_low,T_high_model,T_high_trust,T_low,Te_peak_at_I_max_trust,contrast_dB_trust,contrast_trust,dIout_dIin_cold,dIout_dIin_max,dIout_dIin_min,dT_model,dT_trust,dynamic_range_decades_10_90,"fit_T_sigmoid_params(c,a,x0,s)",fit_T_sigmoid_rmse_norm,"fit_leakyrelu_params(a,b,x0)",fit_leakyrelu_rmse,fit_linear_rmse,"fit_sigmoid_params(c,a,x0,s)",fit_sigmoid_rmse,"fit_softplus_params(c,a,x0,s)",fit_softplus_rmse,max_abs_dT_dlog10I,monotonic_Iout_trust,monotonic_T_trust,n_valid_model,n_valid_trust,saturating_within_trusted_range,slope_at_I_max_trust_over_max
1302.0,0.24175886410625275,0.25807528941836094,1.284208769290734e-12,4.666247463148939e-12,7.871273494674187e-12,1.1014838182408678e-11,8.749396969206271e-12,0.20794299780873274,0.22949484925154212,2326256018.913253,8452586920.804198,14258271537.58737,15848931924.611109,19952623149.688828,15848931924.611109,0.3814940859499463,0.22602508941152408,0.34085635387408314,0.37674704994379943,0.5158996211701139,5952.826278230663,-1.3651534863892911,0.7302720034748194,0.5158996211701139,0.5158992629532131,0.2597457664477769,-0.17504326729603076,-0.13915257122631447,0.7874093714271151,"[1.43850916165412, -2.0586195778324425, 0.6194728895946974, 0.45963909357962185]",0.0029467108265342477,"[1.2637436673387092, 0.8195029577015893, 0.44917638642236596]",0.008617079335010424,0.044645201864699724,"[-1.999999999999858, 3.4175582298888196, -0.21475751510337485, 0.6178332516240275]",0.0011125951960285557,"[-0.9299594111654668, 1.0000101787401194, -0.9955006050368639, 0.0413515821248243]",0.030181338540034384,0.3029460550965366,True,decreasing,54,53,False,1.0
1294.0,0.3752082581511316,0.45359541750301596,5.264931340334391e-12,5.377021621294325e-12,5.4914983020519984e-12,8.749396969206271e-12,5.520496277493448e-12,0.3330145584379354,0.42525595179691594,9537061662.00859,9740105510.470034,9947472158.328096,10000000000.0,15848931924.611109,10000000000.0,0.3944950043307668,0.322639786567972,0.3094098329913702,0.23029673751810092,0.22376479592901088,5819.865576720242,0.12496023952349221,1.0291911047131932,0.22376479592901088,0.34059041494460196,0.15094351318367752,0.08564503706235932,0.00653194158909004,0.018298141706047436,"[0.2545661513482869, 0.7114433921640716, 0.8330570843681416, 0.05539854917933777]",0.21608646284186894,"[0.7664358128290689, 1.3537519497545245, 0.6296297672617299]",0.008373851603393604,0.046819955888202876,"[-0.3078887568681897, 6.999278077982964, 1.9999999999999998, 0.6765874002437807]",0.010020585753069395,"[-0.3501741487461861, 7.625581270668503, 1.9999999999999998, 0.7515371239180832]",0.009578225427645694,0.285578358459498,True,non-monotonic,53,51,False,1.0
1288.0,0.2450798731441512,0.43613931607596174,1.0680962929711712e-12,3.659671258793597e-12,7.403878979935267e-12,1.745734205136023e-11,8.749396969206271e-12,0.20704715645633065,0.4056732924280002,1934783105.1452763,6629243232.558164,13411618462.854862,15848931924.611109,31622776601.683792,15848931924.611109,0.18018780333168458,0.25292201502605516,0.6782014797276236,0.5747323235241629,0.31093866889798066,5872.944538006113,2.6679088792629573,1.8483784135344494,0.31093866889798066,0.7152202492309467,0.31093921799912194,0.3672628108296429,0.26379365462618226,0.8408489036124607,"[-0.5597109883377888, 1.7126950448109213, 0.2664038402919097, 0.33002382451804624]",0.007390232660399688,"[0.6738051083927437, 1.1506039829527144, 0.34943599375247797]",0.008003369596131614,0.04690579557800616,"[-0.3049646917703141, 2.2381170131643184, 0.8509661396334766, 0.45715223930455035]",0.00173762876534567,"[-0.1658821842315244, 1.2899990191239363, 0.10543289517289954, 0.2536551976982722]",0.0005924749273003098,0.36375894015737265,True,increasing,56,53,False,1.0
1298.0,0.37217851707909866,0.3709708056916893,6.52476938594395e-13,2.432034347115117e-12,4.658288395171204e-12,8.749396969206271e-12,5.520496277493448e-12,0.33221700438283097,0.3430810752312463,1181917178.813222,4405463249.79929,8438169615.588028,6309573444.801943,15848931924.611109,10000000000.0,0.48552098414065176,0.2961778780092414,0.11736890125895187,0.142300498780248,0.33285131629906795,5840.21077484944,-3.6904385641790323,0.4275197116913023,0.33285131629906795,0.3328502524739237,0.04251583091024806,-0.21548241504011606,-0.19055081751881994,0.8536612058485051,"[1.3810254019126382, -1.541178191294761, 0.35667836328416475, 0.3064529365669752]",0.003022143057155542,"[1.9443854235684697, 0.5028735227711745, 0.3707163251081606]",0.022240968489335655,0.1432372359346071,"[-1.9999999999999998, 3.0427454519635178, -0.18655353642786376, 0.2866695722667163]",0.0028578923693193597,"[-0.6816134266981805, 0.9310374122350702, -0.9725637204133721, 0.04625345017339319]",0.0888404312311819,0.27993113693018823,True,decreasing,53,51,False,0.9229693596188744
1292.0,0.3479410899774344,0.4655516562013709,2.49382788163339e-12,3.83932943553691e-12,5.156544443872057e-12,1.1014838182408678e-11,5.520496277493448e-12,0.30736372038141785,0.43657603135890244,4517397995.177526,6954681685.393938,9340726240.310698,10000000000.0,19952623149.688828,10000000000.0,0.3195492308063482,0.3104664565441299,0.46232559479355045,0.33250967921621777,0.2239818872544975,5474.971114424864,1.7159139229400155,1.48453825124889,0.2239818872544975,0.4740208350768957,0.20627065321280563,0.23834370753905296,0.10852779196172027,0.31549228910077604,"[0.001146487162634113, 1.0783193875281498, 0.6929095953009452, 0.1496379929002926]",0.02927411946584714,"[0.6790407104300638, 1.275214275691683, 0.49757651407730896]",0.009182319050836834,0.057894563373093,"[-0.283461381364504, 3.905479325153525, 1.3960931562288756, 0.5559852016559657]",0.0023421842121284613,"[-0.26939680066935834, 2.508993457113111, 0.7349527747133494, 0.5159527547928634]",0.002443450903982817,0.3664083430469463,True,non-monotonic,54,51,False,1.0
1300.0,0.31400522058260777,0.3138510160847082,8.186488350666182e-13,2.9370828375789063e-12,4.957074234218467e-12,8.749396969206271e-12,5.520496277493448e-12,0.2792517567747141,0.28572146202957366,1482926160.8311803,5320323916.444108,8979399650.042332,10000000000.0,15848931924.611109,10000000000.0,0.41986430104886513,0.2633302701353329,0.1889041780034674,0.26613047836852555,0.4228187137799568,5149.320719779097,-2.0105958614461352,0.6294198191687067,0.4228187137799568,0.4228180325254177,0.13669449438708792,-0.23391453577648938,-0.15668823541143123,0.7821277745308297,"[1.390929485828085, -1.9268584542180915, 0.6009379593179, 0.4257418241430074]",0.0028994368812266355,"[1.418570512692533, 0.7083859692248086, 0.45092571548446997]",0.0135079677622516,0.07127866061086992,"[-1.8096598723903488, 3.023494635635374, -0.18301473668182844, 0.45761339752622165]",0.00039121539509059044,"[-1.0778009957408548, 1.1412718558104895, -0.9993650007441053, 0.03548986250070111]",0.030648533334090317,0.3351426545337694,True,decreasing,53,51,False,1.0
