CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
6.170915257899371e-14,9.221887455381563e-14,2.9780233730241323e-13,-0.8036283234898509,-1.4076033410192123e-40,4.3235026539108605e-40,-3.111962906152826e-38,-1.1913486226246841e-39,-2.4505272376179526e-38,-7.044099773557691e-37,-2.202386505904345e-40,-2.1286677144619135e-40,9.627099936893473e-41,-9.284375958242848e-41,3.610007102907009e-40,-2.1947805321117633e-40,0.2035996220277617,0.9844651342250088,5.505591825762875e-41,-4.395279761846898e-38,1.0,0,0.02,-1.2314600831019388e-26,-2.9382449802528987e-26,1.5713876924200794e-22,-5.6081868055363926e-24,-2.7286998545499426e-25,7.115167169455257e-24,9.434887449008319e-31,7.1861215385213696e-34,5.003378271426179e-34,3.4453921815324505e-35,-4.01887506208768e-36,2.152516868603732e-33,3.3691587448120117
,,,-0.7138848146435316,,,,,,,,,,,,,0.23322681397281123,1.028369171789412,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,7.428600311279297
,,,-0.611986557828508,,,,,,,,,,,,,0.2684623743059301,1.0953472016368442,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,10.89317011833191
,,,-0.4900756159921549,,,,,,,,,,,,,0.31072934020046145,1.2076566179983348,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,14.567970275878906
,,,-0.3268515731570495,,,,,,,,,,,,,0.36185802632625846,1.4373486342545665,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,18.341552019119263
,,,0.027256958446839785,,,,,,,,,,,,,0.42137423252269973,2.5061503324590015,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,21.925099849700928
,,,-1.7384014149410087,,,,,,,,,,,,,0.463737549216849,0.06664559564220303,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,25.260494470596313
,,,-0.5292730391810498,,,,,,,,,,,,,0.515916998560316,0.6725110768946019,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,28.737306594848633
,,,-0.3611263639176461,,,,,,,,,,,,,0.561893150297874,0.8643226376745224,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,32.26542401313782
,,,-0.26108357569303275,,,,,,,,,,,,,0.6112443966769722,0.9705340944677241,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,35.66604518890381
