wavelength_nm,K_re_over_k0,K_im_over_k0,pole_residual,bound_both_claddings,Ez_localization_fraction
1600.0,9.026819921703188,-17.01987476172657,6.938893903907228e-17,True,0.5095746929677509
1601.0,9.059856052500162,-17.0817820153686,1.2738115944464653e-16,True,0.5089613627122491
1602.0,9.092644405118335,-17.143762930910846,3.365900013051177e-16,True,0.5083465704053427
1603.0,9.125185636838433,-17.205815569833437,1.5700924586837752e-16,True,0.5077303968602959
1604.0,9.1574804239336,-17.267938040507627,4.4256872386577647e-16,True,0.5071129198893983
1605.0,9.189529461502685,-17.330128445518653,2.6370079266951707e-16,True,0.5064942153928707
1606.0,9.221333453967112,-17.392384967503517,3.7585897712618475e-16,True,0.5058743556346691
1607.0,9.252893128302082,-17.454705803441506,4.4003544294678107e-16,True,0.505253410771626
1608.0,9.28420923945058,-17.51708917184486,4.527096525065981e-16,True,0.5046314488508763
1609.0,9.315282528418193,-17.57953335070812,2.0816681711721685e-16,True,0.5040085345665061
1610.0,9.346113768543644,-17.642036633137412,2.796511984674376e-16,True,0.503384730819659
1611.0,9.376703737185858,-17.70459735257981,2.5447867175859907e-16,True,0.5027600979050199
1612.0,9.407053215199298,-17.76721386952604,6.890150443143122e-16,True,0.5021346938182527
1613.0,9.437163003504219,-17.829884604763546,2.42861286636753e-16,True,0.5015085739262677
1614.0,9.467033905539813,-17.892607979841483,2.6703474716024767e-16,True,0.5008817918961144
1615.0,9.496666724290234,-17.95538245570858,1.249000902703301e-16,True,0.5002543989885099
1616.0,9.526062279038644,-18.018206552850117,6.106226635438361e-16,True,0.4996264439787597
1617.0,9.555221389648102,-18.08107877901613,3.356589068483857e-16,True,0.49899797432765364
1618.0,9.584144875319593,-18.14399772564384,3.64275408404521e-16,True,0.4983690344468386
1619.0,9.612833554065617,-18.206961970704025,4.002966042486721e-16,True,0.49773966752702736
1620.0,9.641288255657809,-18.26997015030122,8.851374477315529e-16,True,0.4971099144567403
1621.0,9.669509802678757,-18.333020937400807,3.1401849173675503e-16,True,0.49647981400717756
1622.0,9.697499013089844,-18.396113003186034,2.3714374201337736e-16,True,0.49584940361234836
1623.0,9.72525671331047,-18.459245075480695,1.2412670766236366e-16,True,0.4952187185408502
1624.0,9.752783720998305,-18.522415904721573,2.7755575615628914e-16,True,0.4945877923238805
1625.0,9.780080843022423,-18.585624275909055,3.1401849173675503e-16,True,0.4939566565607431
1626.0,9.807148902371024,-18.648868985523475,2.220446049250313e-16,True,0.4933253417364198
1627.0,9.833988688711656,-18.71214888023151,4.910462595695867e-16,True,0.492693875912214
1628.0,9.86060100620457,-18.775462816994743,2.220446049250313e-16,True,0.4920622861197195
1629.0,9.886986637971487,-18.838809690271514,4.965068306494546e-16,True,0.4914305974436353
1630.0,9.913146367776786,-18.902188402292797,1.3877787807814457e-16,True,0.4907988338742149
1631.0,9.939080987122104,-18.96559790140167,4.002966042486721e-16,True,0.49016701777166244
1632.0,9.964791233983304,-19.029037160853274,3.510833468576701e-16,True,0.489535169456092
1633.0,9.990277878470415,-19.092505145164736,8.711006819470244e-16,True,0.4889033089708915
1634.0,10.015541661183988,-19.156000889424273,2.7755575615628914e-17,True,0.4882714539255271
1635.0,10.040583323593308,-19.21952340856978,1.942890293094024e-16,True,0.487639621499035
1636.0,10.06540356765542,-19.283071759833234,0.0,True,0.48700782686118566
1637.0,10.090003107582827,-19.346645024298915,5.551115123125783e-16,True,0.4863760842153729
1638.0,10.114382658798881,-19.41024229248234,2.9893669801409083e-16,True,0.48574440692656734
1639.0,10.13854288015958,-19.47386267328704,2.9893669801409083e-16,True,0.4851128066296262
1640.0,10.162484453437884,-19.53750529923691,6.280369834735101e-16,True,0.484481294230326
1641.0,10.186208034302677,-19.60116931815936,2.220446049250313e-16,True,0.4838498794220971
1642.0,10.209714257096314,-19.664853899173373,5.978733960281817e-16,True,0.483218570678108
1643.0,10.233003755609317,-19.728558216868755,2.2887833992611187e-16,True,0.48258737581804745
1644.0,10.25607714170356,-19.792281465508346,4.742874840267547e-16,True,0.4819563015131213
1645.0,10.278935012082792,-19.856022853136242,3.7238012298709097e-16,True,0.4813253534999611
1646.0,10.301577948069077,-19.91978160072634,5.661048867003676e-16,True,0.4806945366162496
1647.0,10.324006508359366,-19.983556946115744,2.7755575615628914e-16,True,0.4800638546642215
1648.0,10.346221250016077,-20.04734812872683,4.002966042486721e-16,True,0.47943331096194863
1649.0,10.36822270719579,-20.11115440321883,2.482534153247273e-16,True,0.47880290785920226
1650.0,10.390011393421231,-20.174975026723974,4.47545209131181e-16,True,0.4781726469966666
1651.0,10.411587813195444,-20.23880929088846,4.742874840267547e-16,True,0.47754252896220567
1652.0,10.432952454983264,-20.30265646468456,1.6653345369377348e-16,True,0.4769125541428907
1653.0,10.45410578427157,-20.366515828814112,2.220446049250313e-16,True,0.4762827220931743
1654.0,10.475048264253337,-20.430386691387344,2.482534153247273e-16,True,0.47565303157840955
1655.0,10.495780316784247,-20.494268342129264,3.1401849173675503e-16,True,0.4750234808086864
1656.0,10.516302382708048,-20.55816008302673,6.866350197783356e-16,True,0.4743940677631308
1657.0,10.536614858641606,-20.622061237859977,5.551115123125783e-17,True,0.47376478921976223
1658.0,10.55671812636961,-20.68597110311644,3.1401849173675503e-16,True,0.4731356419378903
1659.0,10.576612579703417,-20.749888990028076,3.3306690738754696e-16,True,0.4725066223616038
1660.0,10.596298564374829,-20.813814221795052,1.1102230246251565e-16,True,0.4718777258836137
1661.0,10.615776432271483,-20.877746109197627,3.1401849173675503e-16,True,0.47124894796089317
1662.0,10.635046513359947,-20.941683967399587,2.482534153247273e-16,True,0.47062028349079493
1663.0,10.654109123030713,-21.005627110836603,2.2887833992611187e-16,True,0.46999172700109026
1664.0,10.672964555299684,-21.069574856696693,3.554447978966673e-16,True,0.4693632725176288
1665.0,10.691613104382377,-21.13352651161255,3.885780586188048e-16,True,0.4687349140680729
1666.0,10.710055043769438,-21.197481383681048,4.965068306494546e-16,True,0.4681066452281385
1667.0,10.728290629588185,-21.261438770466064,3.1401849173675503e-16,True,0.4674784593609127
1668.0,10.746320110243083,-21.32539799077197,3.3306690738754696e-16,True,0.4668503492681277
1669.0,10.764143723502167,-21.389358329278043,2.482534153247273e-16,True,0.46622230800892756
1670.0,10.781761688088249,-21.45331906948402,2.220446049250313e-16,True,0.4655943282899547
1671.0,10.799174223031939,-21.517279510298437,5.4672143489065705e-16,True,0.46496640248147764
1672.0,10.816381513156157,-21.581238919740134,5.551115123125783e-17,True,0.4643385228679379
1673.0,10.833383769600452,-21.645196575475794,2.7755575615628914e-16,True,0.46371068184761466
1674.0,10.850181149244474,-21.709151734951817,1.6653345369377348e-16,True,0.4630828713157448
1675.0,10.866773825097752,-21.773103661033844,2.220446049250313e-16,True,0.4624550832243569
1676.0,10.883161974987765,-21.83705160059292,6.497413668604471e-16,True,0.4618273097602881
1677.0,10.899345728309164,-21.900994785543354,4.996003610813204e-16,True,0.4611995426212295
1678.0,10.915325238960612,-21.964932448365065,2.482534153247273e-16,True,0.4605717737655783
1679.0,10.931100642330254,-22.028863808513528,4.440892098500626e-16,True,0.459943995044955
1680.0,10.946672066761057,-22.092788075323504,3.1401849173675503e-16,True,0.4593161983188006
1681.0,10.962039627034285,-22.15670445125197,3.3306690738754696e-16,True,0.4586883753235093
1682.0,10.977203446230467,-22.22061212066291,1.5700924586837752e-16,True,0.4580605181352574
1683.0,10.99216363504486,-22.284510260458966,4.47545209131181e-16,True,0.45743261873926117
1684.0,11.006920299481134,-22.348398036120162,7.108895957933346e-16,True,0.45680466919502954
1685.0,11.021473530902437,-22.412274597818545,5.23691153334427e-16,True,0.45617666156180936
1686.0,11.035823441820266,-22.476139098054034,4.47545209131181e-16,True,0.45554858812800614
1687.0,11.049970124331322,-22.53999065944627,3.554447978966673e-16,True,0.4549204413218637
1688.0,11.063913668438865,-22.603828392274515,5.551115123125783e-16,True,0.4542922137044919
1689.0,11.077654165601796,-22.667651418888738,1.6653345369377348e-16,True,0.4536638976694666
1690.0,11.091191714082418,-22.731458810602685,0.0,True,0.4530354864269308
1691.0,11.104526396814988,-22.795249667609934,3.3306690738754696e-16,True,0.4524069725558331
1692.0,11.117658297989038,-22.859023042159816,4.965068306494546e-16,True,0.45177834933316036
1693.0,11.130587526739617,-22.922777988375213,6.661338147750939e-16,True,0.4511496103429405
1694.0,11.143314165320938,-22.98651356029338,3.3306690738754696e-16,True,0.45052074880401505
1695.0,11.15583830986575,-23.050228768018027,2.7755575615628914e-16,True,0.4498917587475885
1696.0,11.16816006181797,-23.113922633056777,1.6653345369377348e-16,True,0.44926263411591516
1697.0,11.180279522863113,-23.17759415680874,9.155133597044475e-16,True,0.44863336914207025
1698.0,11.19219679169007,-23.241242330713085,5.551115123125783e-16,True,0.4480039581625126
1699.0,11.203911985798765,-23.30486612713995,5.551115123125783e-16,True,0.4473743960441765
1700.0,11.215425220916698,-23.36846450871203,3.3306690738754696e-16,True,0.4467446777726157
