CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
3.108679269608914e-15,4.933901768580552e-15,6.699570538348509e-13,-2.22576462377405,-4.174719315859804e-39,-9.621714043979347e-40,2.057494474579474e-40,4.2647192467248855e-41,1.3800298403031104e-37,-7.756693504691389e-38,2.5011574457349156e-39,5.80306211896991e-40,-2.3528904940259452e-40,1.2253270116130396e-40,1.6735645128529902e-39,3.818672564003239e-40,0.007353694843174983,1.585695551196105,2.0177391973391521e-38,-8.563033242731064e-38,1.0,0,0.02,-7.239659683384462e-27,-2.076412478828471e-26,1.775423186614193e-23,3.178243263376093e-23,-9.311440571552248e-26,3.943856711610154e-25,1.3772468806222844e-30,3.252573845971313e-31,-1.0092195541140433e-33,-1.2303969166896422e-34,-9.27846832154081e-34,3.852099002074299e-34,4.06619930267334
,,,-2.113017540946689,,,,,,,,,,,,,0.00851151159320141,1.7165228480033898,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,7.658031702041626
,,,-1.9861360433177029,,,,,,,,,,,,,0.009826321261816361,1.916342773182879,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,11.42782974243164
,,,-1.8327952246609205,,,,,,,,,,,,,0.011262612687653707,2.272035671281474,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,15.25038743019104
,,,-1.582894608212528,,,,,,,,,,,,,0.012289750875665686,3.432196412006955,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,18.91260004043579
,,,-1.5317839284745243,,,,,,,,,,,,,0.017669730961520608,2.644109568285419,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,22.4324209690094
,,,-1.2216123373005014,,,,,,,,,,,,,0.010087417038925291,8.612733905981868,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,25.839597940444946
,,,-1.282386201831572,,,,,,,,,,,,,0.01269360386587111,6.061059630111004,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,29.174360275268555
,,,-1.292054442701112,,,,,,,,,,,,,0.013636413955146757,5.533954625849145,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,32.48684906959534
,,,-1.2541552205241777,,,,,,,,,,,,,0.014035266817108403,5.8000794596108,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,35.725486516952515
1.5837258975857925e-14,1.895028487724423e-13,2.90484855874499e-12,-1.1816969334244973,-2.633721686547392e-38,4.4393617455167786e-39,2.8029627735816336e-37,-4.4069042184540107e-38,1.640927603641129e-37,-1.4045095404032458e-37,1.9933810238741388e-38,-3.243353248310918e-39,-2.1569950993587283e-39,6.9147188696736e-40,6.403424719170191e-39,-1.1960147542449258e-39,0.013689199226106223,6.8740556066766665,3.4360026011924235e-38,2.1555274809779314e-37,1.7782794100389228,10,0.019659258262890684,-2.015068295304518e-27,-5.055055992166219e-25,2.381920712374751e-23,3.7789775534445356e-23,-3.603581978063698e-23,-2.182108628095473e-22,2.9056200064565652e-30,-4.886018383165785e-31,4.053887292777105e-32,4.858755902009716e-33,-2.4363209460000562e-33,1.0843096866951132e-33,38.93051838874817
,,,-1.1032878822598113,,,,,,,,,,,,,0.011202503492777604,9.826101219749264,,,1.8836490894898004,11,0.019588197348681932,,,,,,,,,,,,,42.05558919906616
,,,-1.2302929389687194,,,,,,,,,,,,,0.005603105222682604,15.23885555702195,,,1.9952623149688797,12,0.019510565162951538,,,,,,,,,,,,,45.3066086769104
,,,-1.0892981911350301,,,,,,,,,,,,,0.010137797668357672,11.166163779862778,,,2.113489039836647,13,0.019426414910921785,,,,,,,,,,,,,48.45074462890625
,,,-1.071374226821784,,,,,,,,,,,,,0.015193967459241623,7.7222699352326165,,,2.2387211385683394,14,0.019335804264972018,,,,,,,,,,,,,51.7300238609314
,,,-1.0832418474118848,,,,,,,,,,,,,0.01776933479626234,6.4481764939723965,,,2.371373705661655,15,0.019238795325112867,,,,,,,,,,,,,54.9454619884491
,,,-1.0757197765769297,,,,,,,,,,,,,0.019255973865780686,6.040545862776718,,,2.51188643150958,16,0.019135454576426007,,,,,,,,,,,,,58.093626976013184
,,,-1.0494977116403055,,,,,,,,,,,,,0.020065739251490165,6.108895635397715,,,2.6607250597988097,17,0.019025852843498607,,,,,,,,,,,,,61.23874068260193
,,,-1.010399456109992,,,,,,,,,,,,,0.02006741203685916,6.605212823708877,,,2.8183829312644537,18,0.01891006524188368,,,,,,,,,,,,,64.33934354782104
,,,-0.973895067130413,,,,,,,,,,,,,0.018676656454103904,7.634601309921607,,,2.9853826189179595,19,0.01878817112661965,,,,,,,,,,,,,67.45570397377014
1.1001683394611657e-14,2.080328361303082e-13,3.762347552188522e-12,-0.9760487561831757,-5.86673029843523e-38,4.551195464799669e-38,1.350234469183437e-37,-1.0707839185605752e-37,1.7411379745138542e-37,-1.5500213286826108e-37,4.808352936813511e-38,-3.7363648716054934e-38,-1.61827935785528e-39,1.3950980013732945e-39,1.0583795313102528e-38,-8.148269562046253e-39,0.015945171189681334,8.904009936106888,2.0766050857996537e-37,2.6931707704407105e-37,3.162277660168379,20,0.01866025403784439,-2.9224983121997593e-25,-1.182269535306297e-25,3.0055194893338713e-23,3.568323847129949e-23,-1.4122554114079167e-22,-1.837579587086303e-22,2.6535172976029113e-30,-2.0503337485510267e-30,1.7107384578937383e-32,-2.968675949438625e-32,-4.343769464691067e-33,3.585007857673754e-33,70.65444159507751
,,,-0.9715254089421763,,,,,,,,,,,,,0.01601915839575342,8.943428845090756,,,3.349654391578276,21,0.018526401643540923,,,,,,,,,,,,,73.73649406433105
,,,-0.9218420217864092,,,,,,,,,,,,,0.020374225394997086,7.76635229759099,,,3.548133892335754,22,0.018386705679454243,,,,,,,,,,,,,76.96829080581665
