theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.1538250744342804,0.17061573266983032,0.47110891342163086,0.20445026457309723
0.0,45.0,0.1538250744342804,0.17061573266983032,0.47110891342163086,0.20445026457309723
0.0,90.0,0.1538250744342804,0.17061573266983032,0.47110891342163086,0.20445026457309723
15.0,0.0,0.16776001453399658,0.1662491261959076,0.4526706337928772,0.21332019567489624
15.0,45.0,0.1649925410747528,0.1686391830444336,0.4585064649581909,0.2078617960214615
15.0,90.0,0.16284456849098206,0.17092275619506836,0.46355879306793213,0.20267388224601746
30.0,0.0,0.2127934694290161,0.14587566256523132,0.3986347019672394,0.2426961362361908
30.0,45.0,0.19738394021987915,0.15892039239406586,0.42614448070526123,0.2175511121749878
30.0,90.0,0.19286668300628662,0.1679399460554123,0.4423760175704956,0.1968173086643219
45.0,0.0,0.27638357877731323,0.09209758788347244,0.34919479489326477,0.28232407569885254
45.0,45.0,0.24341540038585663,0.13604521751403809,0.39070063829421997,0.2298387587070465
45.0,90.0,0.2547304332256317,0.1518673598766327,0.4103798568248749,0.18302235007286072
60.0,0.0,0.3125665485858917,0.03341308981180191,0.3822621703147888,0.27175816893577576
60.0,45.0,0.2911014258861542,0.09998603165149689,0.3728303909301758,0.23608209192752838
60.0,90.0,0.37141093611717224,0.11135595291852951,0.36174774169921875,0.1554853320121765
75.0,0.0,0.45109719038009644,0.010139367543160915,0.3487955331802368,0.18996791541576385
75.0,45.0,0.38319528102874756,0.05232913792133331,0.35221540927886963,0.2122601717710495
75.0,90.0,0.59023118019104,0.04692075029015541,0.26016631722450256,0.10268167406320572
80.0,0.0,0.5685591697692871,0.00567439803853631,0.2815973460674286,0.14416909217834473
80.0,45.0,0.4661673307418823,0.03259749338030815,0.3177095651626587,0.18352559208869934
80.0,90.0,0.7009434700012207,0.024929169565439224,0.19933001697063446,0.0747973769903183
