theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3351169526576996,0.2862969636917114,0.16730335354804993,0.2112826704978943
0.0,45.0,0.3351169526576996,0.2862969636917114,0.16730335354804993,0.2112826704978943
0.0,90.0,0.3351169526576996,0.2862969636917114,0.16730335354804993,0.2112826704978943
15.0,0.0,0.32038387656211853,0.23089346289634705,0.2030329406261444,0.24568963050842285
15.0,45.0,0.33070653676986694,0.25960832834243774,0.17750117182731628,0.23218390345573425
15.0,90.0,0.3397558331489563,0.2863836884498596,0.15460795164108276,0.21925246715545654
30.0,0.0,0.2277016043663025,0.09239286184310913,0.34491750597953796,0.334987998008728
30.0,45.0,0.29633423686027527,0.18667304515838623,0.21065106987953186,0.30634158849716187
30.0,90.0,0.34160977602005005,0.2818778455257416,0.10928612947463989,0.26722630858421326
45.0,0.0,0.08213546127080917,0.008402204141020775,0.4635810852050781,0.4458812475204468
45.0,45.0,0.22685891389846802,0.09853048622608185,0.24797344207763672,0.4266371428966522
45.0,90.0,0.2247922122478485,0.2911285161972046,0.08191186934709549,0.4021674394607544
60.0,0.0,0.038534194231033325,0.017019130289554596,0.38094252347946167,0.5635040998458862
60.0,45.0,0.22098881006240845,0.037216708064079285,0.24982619285583496,0.4919683039188385
60.0,90.0,0.14925146102905273,0.23402878642082214,0.3120907247066498,0.30462902784347534
75.0,0.0,0.18165265023708344,0.07841198146343231,0.3003949820995331,0.4395403563976288
75.0,45.0,0.40773117542266846,0.010019131936132908,0.18884998559951782,0.39339977502822876
75.0,90.0,0.5915122032165527,0.030158720910549164,0.2954699695110321,0.08285902440547943
80.0,0.0,0.3528634011745453,0.05855810269713402,0.24967306852340698,0.3389054536819458
80.0,45.0,0.5407426357269287,0.005102980881929398,0.1458154171705246,0.30833888053894043
80.0,90.0,0.7280240058898926,0.011553162708878517,0.21041902899742126,0.05000367760658264
