theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.24308103322982788,0.2760487198829651,0.2986094355583191,0.18226081132888794
0.0,45.0,0.24308103322982788,0.2760487198829651,0.2986094355583191,0.18226081132888794
0.0,90.0,0.24308103322982788,0.2760487198829651,0.2986094355583191,0.18226081132888794
15.0,0.0,0.24357111752033234,0.26405471563339233,0.30142244696617126,0.19095167517662048
15.0,45.0,0.24908560514450073,0.2662418782711029,0.29739266633987427,0.1872798055410385
15.0,90.0,0.2557733356952667,0.26772671937942505,0.2934442162513733,0.18305575847625732
30.0,0.0,0.2302343249320984,0.21987882256507874,0.33324235677719116,0.21664445102214813
30.0,45.0,0.2628907263278961,0.23677796125411987,0.3005737066268921,0.19975760579109192
30.0,90.0,0.29619091749191284,0.24189609289169312,0.2772292494773865,0.18468357622623444
45.0,0.0,0.15783071517944336,0.13015389442443848,0.46536552906036377,0.2466498613357544
45.0,45.0,0.273787260055542,0.19229218363761902,0.32188624143600464,0.21203431487083435
45.0,90.0,0.3704255521297455,0.19613158702850342,0.24718636274337769,0.1862565279006958
60.0,0.0,0.07807773351669312,0.04407831281423569,0.6316884756088257,0.2461555302143097
60.0,45.0,0.2967032492160797,0.13799333572387695,0.3465764820575714,0.21872690320014954
60.0,90.0,0.48783618211746216,0.12946000695228577,0.19798262417316437,0.18472114205360413
75.0,0.0,0.2271396964788437,0.00949101522564888,0.5709679126739502,0.19240137934684753
75.0,45.0,0.4243151545524597,0.06964625418186188,0.3185841739177704,0.18745437264442444
75.0,90.0,0.6713685989379883,0.050394073128700256,0.12517191469669342,0.15306530892848969
80.0,0.0,0.378962904214859,0.004728556610643864,0.46315646171569824,0.15315209329128265
80.0,45.0,0.5326675176620483,0.041724398732185364,0.270771324634552,0.1548367589712143
80.0,90.0,0.7606730461120605,0.026292599737644196,0.09232637286186218,0.12070783972740173
