theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.29534104466438293,0.12492388486862183,0.32486605644226074,0.2548689842224121
0.0,45.0,0.29534104466438293,0.12492388486862183,0.32486605644226074,0.2548689842224121
0.0,90.0,0.29534104466438293,0.12492388486862183,0.32486605644226074,0.2548689842224121
15.0,0.0,0.3145504593849182,0.10286369919776917,0.3144150972366333,0.2681707441806793
15.0,45.0,0.3084986209869385,0.1128314808011055,0.316533625125885,0.26213619112968445
15.0,90.0,0.3018965721130371,0.12262271344661713,0.31932881474494934,0.2561519145965576
30.0,0.0,0.3329680263996124,0.043567586690187454,0.32501286268234253,0.2984515428543091
30.0,45.0,0.33153390884399414,0.07995916903018951,0.3057631850242615,0.28274375200271606
30.0,90.0,0.3240105211734772,0.11318890750408173,0.3030896782875061,0.2597108483314514
45.0,0.0,0.2804104685783386,0.010769007727503777,0.40183812379837036,0.3069823980331421
45.0,45.0,0.33064401149749756,0.04196671023964882,0.3156738877296448,0.311715304851532
45.0,90.0,0.362785667181015,0.0940069779753685,0.2738763988018036,0.2693309187889099
60.0,0.0,0.268361359834671,0.020710023120045662,0.42871206998825073,0.28221654891967773
60.0,45.0,0.3102865517139435,0.018474385142326355,0.33731889724731445,0.3339201807975769
60.0,90.0,0.41747331619262695,0.06571051478385925,0.2273680865764618,0.289448082447052
75.0,0.0,0.4462837874889374,0.01739230379462242,0.3261167109012604,0.21020716428756714
75.0,45.0,0.370861679315567,0.007854383438825607,0.31359580159187317,0.3076881170272827
75.0,90.0,0.5131368637084961,0.032210156321525574,0.17323386669158936,0.28141918778419495
80.0,0.0,0.5755074620246887,0.01076589897274971,0.2515997886657715,0.1621267944574356
80.0,45.0,0.4577022194862366,0.004834786057472229,0.2716639041900635,0.2657991051673889
80.0,90.0,0.6021552085876465,0.018420180305838585,0.14745460450649261,0.2319699078798294
